STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,hhtyp,Type of household,indic_il,Income and living conditions indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2011,,4195,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2012,,4459,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2013,,4663,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2014,,5210,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2015,,5840,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2016,,6374,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2017,,6607,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2018,,7322,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2019,,8169,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2020,,8809,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2021,,9459,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2022,,10301,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2023,,11323,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2024,,12776,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,LV,Latvia,2025,,13922,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2005,,17002,,b,break in time series,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2006,,17263,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2007,,18244,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2008,,19522,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2009,,20156,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2010,,20292,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2011,,20310,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2012,,20562,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2013,,20834,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2014,,20891,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2015,,21294,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2016,,22745,,b,break in time series,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2017,,23563,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2018,,24033,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2019,,24627,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2020,,25821,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2021,,28431,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2022,,29536,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2023,,29291,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2024,,32025,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,NL,Netherlands,2025,,34549,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2005,,2531,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2006,,3111,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2007,,3502,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2008,,4154,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2009,,5090,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2010,,4402,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2011,,5032,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2012,,5057,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2013,,5174,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2014,,5339,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2015,,5560,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2016,,5905,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2017,,5960,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2018,,6593,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2019,,7142,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2020,,8040,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2021,,8290,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2022,,8974,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2023,,10082,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,PL,Poland,2024,,11969,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2007,,1604,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2008,,1954,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2009,,2172,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2010,,2036,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2011,,2089,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2012,,2049,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2013,,2018,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2014,,2158,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2015,,2315,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2016,,2448,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2017,,2742,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2018,,3284,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2019,,3854,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2020,,4267,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2021,,4827,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2022,,5516,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2023,,6569,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2024,,7844,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,RO,Romania,2025,,8197,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2004,,17327,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2005,,17501,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2006,,17993,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2007,,18848,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2008,,20223,,b,break in time series,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2009,,20477,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2010,,18916,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2011,,21584,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2012,,23782,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2013,,25413,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2014,,25852,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2015,,25306,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2016,,25202,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2017,,25395,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2018,,25559,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2019,,24490,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2020,,24710,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2021,,25502,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2022,,26729,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2023,,27270,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2024,,26967,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SE,Sweden,2025,,28577,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2005,,8797,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2006,,9317,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2007,,9907,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2008,,10893,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2009,,11864,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2010,,11736,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2011,,11999,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2012,,12122,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2013,,11852,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2014,,11909,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2015,,12332,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2016,,12327,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2017,,12713,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2018,,13244,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2019,,14067,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2020,,14774,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2021,,15415,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2022,,16544,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2023,,18053,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2024,,19620,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SI,Slovenia,2025,,20416,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2005,,2830,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2006,,3313,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2007,,3970,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2008,,4791,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2009,,5671,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2010,,6117,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2011,,6306,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2012,,6927,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2013,,6737,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2014,,6809,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2015,,6930,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2016,,6951,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2017,,7183,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2018,,7462,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2019,,8119,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2020,,8703,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2021,,8473,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2022,,8819,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2023,,9214,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,EUR,Euro,SK,Slovakia,2024,,10171,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2004,,16864,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2005,,17758,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2006,,17854,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2007,,18156,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2008,,19413,,b,break in time series,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2009,,20469,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2010,,21058,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2011,,21463,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2012,,21807,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2013,,22073,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2014,,23211,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2015,,23260,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2016,,23694,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2017,,24752,,,,,
dataflow,ESTAT:ILC_DI04(1.0),Mean and median income by household type,A,Annual,TOTAL,Total,MED_E,Median equivalised net income,NAC,National currency,AT,Austria,2018,,25176,,,,,
