STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_ppp,Purchasing power parities indicator,ppp_cat18,Analytical categories for purchasing power parities (PPPs) calculation (based on COICOP18),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,HU,Hungary,2022,,39352417,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,HU,Hungary,2023,,44058871,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,HU,Hungary,2024,,49784061,,p,provisional,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2004,,85345,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2005,,93100,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2006,,101328,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2007,,111321,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2008,,114117,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2009,,102914,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2010,,100208,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2011,,100053,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2012,,100051,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2013,,100853,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2014,,104534,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2015,,108348,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2016,,113554,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2017,,119196,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2018,,127626,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2019,,134514,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2020,,127092,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2021,,141472,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2022,,165043,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2023,,186771,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IE,Ireland,2024,,199912,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2004,,701515,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2005,,785206,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2006,,878538,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2007,,981559,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2008,,1067058,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2009,,1094939,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2010,,1123024,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2011,,1181991,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2012,,1261261,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2013,,1325043,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2014,,1404160,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2015,,1487773,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2016,,1610433,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2017,,1730943,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2018,,1874720,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2019,,1995935,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2020,,2060842,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2021,,2291410,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2022,,2609711,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2023,,2839448,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IS,Iceland,2024,,3018279,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2004,,1011718,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2005,,1051652,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2006,,1095073,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2007,,1130592,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2008,,1156353,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2009,,1142191,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2010,,1168991,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2011,,1195142,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2012,,1181900,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2013,,1168877,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2014,,1175411,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2015,,1195039,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2016,,1210376,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2017,,1240136,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2018,,1261988,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2019,,1272520,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2020,,1167194,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2021,,1250833,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2022,,1387930,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2023,,1458676,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,IT,Italy,2024,,1491896,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2004,,341554300,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2005,,344654300,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2006,,347345700,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2007,,349514000,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2008,,348892600,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2009,,340878800,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2010,,344588700,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2011,,343426000,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2012,,348969000,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2013,,356967600,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2014,,361691700,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2015,,364359700,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2016,,363012800,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2017,,368002200,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2018,,371854600,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2019,,372756100,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2020,,360688300,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2021,,367850800,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2022,,384746400,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,JP,Japan,2023,,397650200,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2004,,13654,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2005,,15616,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2006,,17853,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2007,,21082,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2008,,24517,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2009,,21615,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2010,,20895,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2011,,22534,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2012,,23741,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2013,,24694,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2014,,25643,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2015,,26588,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2016,,27861,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2017,,29761,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2018,,31727,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2019,,33594,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2020,,33663,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2021,,37947,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2022,,45270,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2023,,49531,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_NAC,Nominal expenditure in national currency,A01,Actual individual consumption,LT,Lithuania,2024,,52593,,,,,
