STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_ppp,Purchasing power parities indicator,ppp_cat18,Analytical categories for purchasing power parities (PPPs) calculation (based on COICOP18),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2004,,7226559,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2005,,7693224,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2006,,8064176,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2007,,7769356,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2008,,7482078,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2009,,7792535,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2010,,8489812,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2011,,8402335,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2012,,9382356,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2013,,9367309,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2014,,9752466,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2015,,12085326,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2016,,12533470,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2017,,12801578,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2018,,12840599,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2019,,14051728,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2020,,13653630,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2021,,14859600,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2022,,18293644,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR,Nominal expenditure (in euro),A01,Actual individual consumption,US,United States,2023,,18887281,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2004,,1558,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2005,,1756,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2006,,1952,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2007,,2313,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2008,,2677,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2009,,2592,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2010,,2559,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2011,,2645,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2012,,2731,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2013,,2762,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2014,,2922,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2015,,2985,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2016,,3142,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2017,,3319,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2018,,3642,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2019,,3972,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2020,,3807,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2021,,4217,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2022,,5006,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2023,,6361,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AL,Albania,2024,,7903,,p,provisional,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2004,,19259,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2005,,19970,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2006,,20754,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2007,,21513,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2008,,22219,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2009,,22536,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2010,,23123,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2011,,23953,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2012,,24564,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2013,,24879,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2014,,25208,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2015,,25656,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2016,,26182,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2017,,26947,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2018,,27672,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2019,,28341,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2020,,26929,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2021,,29008,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2022,,31932,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2023,,33998,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,AT,Austria,2024,,35543,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2005,,2641,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2006,,2873,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2008,,3540,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2009,,3433,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2010,,3490,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2011,,3586,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2012,,3658,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2013,,3685,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2014,,3742,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2015,,3795,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2016,,3866,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2017,,3965,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2018,,4135,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2019,,4304,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2020,,4209,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2021,,4519,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2022,,5199,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2023,,5798,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BA,Bosnia and Herzegovina,2024,,6053,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2004,,18210,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2005,,18875,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2006,,19597,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2007,,20379,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2008,,21306,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2009,,21549,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2010,,22443,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2011,,22994,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2012,,23689,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2013,,24123,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2014,,24467,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2015,,24855,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2016,,25489,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2017,,26354,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2018,,27210,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2019,,27875,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2020,,26471,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2021,,28571,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2022,,32121,,,,,
dataflow,ESTAT:PRC_PPP_IND_1(1.0),"Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018",A,Annual,EXP_EUR_HAB,Nominal expenditure per inhabitant (in euro),A01,Actual individual consumption,BE,Belgium,2023,,34168,,,,,
