country,year,value,pop,start_val,end_val,diff_end_start,country_val_str,facet_id,var
Bulgaria,2004,100,7749383,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,99.97754059915619,7695001,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,100.15776695684764,7640243,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,100.59606974264005,7586847,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,101.05145820760201,7535541,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,101.52310562532209,7487966,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,101.70663888865924,7437542,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,102.19619871196025,7379973,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,102.42768210716027,7316974,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,103.10339316076796,7264556,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,102.60556607335266,7223406,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,102.81831033656032,7177463,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,103.10256643435655,7127389,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,103.06205684019655,7075586,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,103.24779470729752,7024687,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,103.46122790918135,6975420,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,101.41067083336777,6933606,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,98.39931987973887,6877173,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,102.01004748165356,6825817,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Bulgaria,2004,104.21754478790335,6795757,100,104.21754478790335,4.21754478790335,Bulgaria (+4%),rel_val-2004,rel_val
Croatia,2004,100,4310013,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,100.40389814857872,4313901,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,100.5449967781151,4315751,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,100.82307533896223,4315907,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,100.97573289577701,4314591,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,101.38999422053638,4310491,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,101.87281194156765,4301108,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,102.29331774428198,4280782,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,102.68060823872507,4259181,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,102.98074176426434,4242353,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,102.98658765852007,4219439,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,103.14402821972593,4183681,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,103.13937807656795,4136388,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,103.26825347266048,4079152,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,103.45293058664878,4024820,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,103.893498435559,3986292,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,102.96373552642943,3953898,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,102.49074953664646,3924558,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,104.00098317312484,3906988,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Croatia,2004,104.40275554197419,3895973,100,104.40275554197419,4.402755541974187,Croatia (+4%),rel_val-2004,rel_val
Czechia,2004,100,10261411,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,100.28245388561737,10280103,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,101.00919654049956,10304542,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,101.28690994132333,10337488,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,101.62045571860483,10378248,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,101.73317391258547,10420931,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,102.14125064523266,10463981,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,102.46610553372594,10495455,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,102.70747521779894,10507287,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,102.93304328589338,10511117,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,103.69007237140119,10517176,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,103.44909772772763,10524367,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,103.99359507832335,10531895,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,103.92986189387636,10541301,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,103.9762133007469,10548878,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,104.27130847914714,10554819,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,103.02258577643875,10550083,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,101.7020974011609,10530619,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,104.24431405185037,10673169,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Czechia,2004,105.12564918305647,10809674,100,105.12564918305647,5.125649183056467,Czechia (+5%),rel_val-2004,rel_val
Estonia,2004,100,1362623,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,100.90155315847578,1354799,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,101.13906578367421,1346833,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,101.07536984404857,1340672,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,102.63018634861989,1337032,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,103.83667863671344,1334487,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,104.84489831447556,1331406,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,105.48683179712359,1327315,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,105.58313563642743,1322570,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,106.73836720087432,1317872,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,106.54271980280511,1314402,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,107.30900544524292,1314538,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,107.44454929941374,1315802,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,108.02251050430326,1317381,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,108.23321833061371,1321918,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,108.83964236318845,1326772,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
Estonia,2004,109.00558341197456,1329618,100,109.36565199909913,9.365651999099128,Estonia (+9%),rel_val-2004,rel_val
