country,year,rel_val-2004,rel_val-2010,value-2004,% of DE-2004,% of S_EUR4-2004,% of EU8-2004,var_name
Bulgaria,2004,100,NA,72.5754,91.72988399693624,90.26190320039021,91.25768185172154,life_exp
Bulgaria,2005,99.97754059915619,NA,72.5591,91.55260302319125,90.22369649426479,91.1128146708961,life_exp
Bulgaria,2006,100.15776695684764,NA,72.6899,91.33480427511302,89.83931223924672,90.8752751741814,life_exp
Bulgaria,2007,100.59606974264005,NA,73.008,91.56835644031275,90.17249367952999,91.05835115909058,life_exp
Bulgaria,2008,101.05145820760201,NA,73.3385,91.8843441360828,90.30842776084367,91.34661029246249,life_exp
Bulgaria,2009,101.52310562532209,NA,73.6808,92.19884602534441,90.48064212106462,91.62092037389219,life_exp
Bulgaria,2010,101.70663888865924,100,73.814,92.1737132467714,90.25300212471103,91.55997798048044,life_exp
Bulgaria,2011,102.19619871196025,100.4813450023031,74.1693,92.30214958888631,90.51872281219232,91.63363919911889,life_exp
Bulgaria,2012,102.42768210716027,100.70894410274474,74.3373,92.34252195916359,90.7273534582314,91.78786324875261,life_exp
Bulgaria,2013,103.10339316076796,101.37331671498632,74.8277,93.00681134561364,90.82047738217584,92.25090514527405,life_exp
Bulgaria,2014,102.60556607335266,100.88384317338175,74.4664,92.04109480678716,90.15804873940263,91.32126928873878,life_exp
Bulgaria,2015,102.81831033656032,101.09301758474002,74.6208,92.62093841307355,90.65715139198323,91.79476764684985,life_exp
Bulgaria,2016,103.10256643435655,101.37250386105617,74.8271,92.56529489553682,90.43168493270807,91.77662219372603,life_exp
Bulgaria,2017,103.06205684019655,101.3326740184789,74.7977,92.41460343896681,90.56777268992562,91.63840206501871,life_exp
Bulgaria,2018,103.24779470729752,101.5152952014523,74.9325,92.6525848009328,90.40795003973116,91.76622341392634,life_exp
Bulgaria,2019,103.46122790918135,101.72514699108571,75.0874,92.48435446542832,90.34105962132348,91.64893250624569,life_exp
Bulgaria,2020,101.41067083336777,99.70899829300676,73.5992,90.8591716911347,89.6630045600721,90.25847529435131,life_exp
Bulgaria,2021,98.39931987973887,96.74817785243994,71.4137,88.04994457863116,86.4718784614252,87.41634425019569,life_exp
Bulgaria,2022,102.01004748165356,100.29831739236461,74.0342,91.87710040754732,90.36462032478802,90.82707492337894,life_exp
Bulgaria,2023,104.21754478790335,102.46877286151681,75.6363,92.9447502202692,90.64790982318576,91.96617683880442,life_exp
Croatia,2004,100,NA,75.2665,95.13123336358328,93.60881975479528,94.64152193570547,life_exp
Croatia,2005,100.40389814857872,NA,75.5705,95.3522850581674,93.96822529386164,94.89424429309285,life_exp
Croatia,2006,100.5449967781151,NA,75.6767,95.08771621210713,93.53077498436238,94.60930523737099,life_exp
Croatia,2007,100.82307533896223,NA,75.886,95.17801195525934,93.72712381334667,94.647902093726,life_exp
Croatia,2008,100.97573289577701,NA,76.0009,95.22001200259095,93.5868852977509,94.66275686271757,life_exp
Croatia,2009,101.38999422053638,NA,76.3127,95.49221611435136,93.7126374576846,94.89364678744968,life_exp
Croatia,2010,101.87281194156765,100,76.6761,95.74770171350652,93.75251600258157,95.11016917697344,life_exp
Croatia,2011,102.29331774428198,100.41277529764814,76.9926,95.81568765563767,93.96437364232906,95.12173000691769,life_exp
Croatia,2012,102.68060823872507,100.79294591143784,77.2841,96.00306577376627,94.32387048495576,95.42641987404605,life_exp
Croatia,2013,102.98074176426434,101.08756183478295,77.51,96.34076615208693,94.07606009395519,95.55776347275398,life_exp
Croatia,2014,102.98658765852007,101.09330025914201,77.5144,95.8084483645137,93.84832693947273,95.05915951563408,life_exp
Croatia,2015,103.14402821972593,101.24784646063115,77.6329,96.35962157640093,94.31656546564356,95.50010207946217,life_exp
Croatia,2016,103.13937807656795,101.24328180489097,77.6294,96.03189624565948,93.81838187388216,95.21368748656081,life_exp
Croatia,2017,103.26825347266048,101.3697879782618,77.7264,96.03309236431747,94.11394905466658,95.22649886649549,life_exp
Croatia,2018,103.45293058664878,101.55107002051484,77.8654,96.27905884040372,93.94656781801864,95.35800477249175,life_exp
Croatia,2019,103.893498435559,101.98353854721354,78.197,96.31441581587723,94.082360545293,95.4443964658637,life_exp
Croatia,2020,102.96373552642943,101.0708682366474,77.4972,95.67130349762232,94.41178432636251,95.038792698581,life_exp
Croatia,2021,102.49074953664646,100.60657753850286,77.1412,95.11169964207289,93.40706994272098,94.42728349144765,life_exp
Croatia,2022,104.00098317312484,102.08904730417952,78.2779,97.14356983653431,95.54439317669029,96.03335604551363,life_exp
Croatia,2023,104.40275554197419,102.4834335601315,78.5803,96.56244892642579,94.17620835867014,95.545786425913235,life_exp
Czechia,2004,100,NA,75.9416,95.98450933156046,94.44844049199527,95.49040545571498,life_exp
Czechia,2005,100.28245388561737,NA,76.1561,96.09117520882226,94.69639028856308,95.62958506042978,life_exp
Czechia,2006,101.00919654049956,NA,76.708,96.38354388072304,94.80538511193629,95.89861326072958,life_exp
Czechia,2007,101.28690994132333,NA,76.9189,96.47349950959857,95.00286302989261,95.93617421338719,life_exp
Czechia,2008,101.62045571860483,NA,77.1722,96.68751041456548,95.02921451686878,96.12166704816671,life_exp
Czechia,2009,101.73317391258547,NA,77.2578,96.67484618050908,94.87322820681624,96.06886382968274,life_exp
Czechia,2010,102.14125064523266,100,77.5677,96.86106886243248,94.84268286380563,96.21612301184753,life_exp
Czechia,2011,102.46610553372594,100.31804475316402,77.8144,96.83840064513801,94.96732616321117,96.13703586384013,life_exp
Czechia,2012,102.70747521779894,100.55435445423804,77.9977,96.88950668122536,95.19480660219158,96.30753634201447,life_exp
Czechia,2013,102.93304328589338,100.7751937984496,78.169,97.15986775051583,94.87590686987978,96.37020788158566,life_exp
Czechia,2014,103.69007237140119,101.51635281180181,78.7439,97.32812067397063,95.33690864780152,96.56694692835316,life_exp
