"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Congo, Rep.","COG","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6006.117238684","6130.18461025836","6134.97569789676","5200.50545911496","5019.58716444802","2971.59328271291","3462.56924715376","3938.63239889153","3227.04372034011","2741.64207983549","5455.89993748586","5158.43343919033","5948.67389321491","4211.68724447195","6231.53712752607","7539.48801319152","8606.96956247978","7375.64007439896","9217.36075001534","7793.431399616","10585.2118774402","10674.6681505592","12235.8468823736","11696.8922616622","11683.4958094731","9086.53775470593","7084.70902710088","6272.42207266834","7328.83249300989","6453.48762784186","5156.76905189081","5565.87747226461","6642.81652309485","5790.8792349458","5644.42920757222","",
"Colombia","COL","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9236.88974261101","9343.30015320923","9324.71570041289","9520.8817185955","10262.8726342519","10601.9123969876","10569.4097672013","10749.4901877448","10507.5132868658","10058.165439193","9972.3956947683","9798.53500620662","9897.74984905392","10057.4714606018","10535.2110043961","10910.2315348658","11529.6847754355","12240.7579968433","12826.464407519","12863.6676669572","13505.5791164269","14486.8895758754","15070.197929246","15778.4775694916","16289.8758286946","16329.7743038806","16445.1180407852","16564.1801022054","16742.2498932874","16989.233371808","15464.4432116202","17225.9676087712","18314.8219654266","18386.7174152222","18648.1686064038","",
"Comoros","COM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3083.60877278536","2825.06506176705","2999.40929503677","3006.84432617189","2828.93293554564","2940.33850628786","2870.70540280509","2945.30000974401","2890.98925850659","2920.97136604279","2837.85490804556","2933.43015012049","2993.05274757682","2990.6317170299","3022.56860935505","3131.99317193652","3022.67187718814","3014.26073768901","3005.19307831145","3156.37050557839","3053.10807130548","3238.94666666594","3287.24443807677","3355.82881077063","3393.12004878367","3371.06955046736","3405.23578673491","3424.19536393733","3462.39941976939","3492.06783703686","3320.32222629169","3394.60131696437","3357.19211346553","3422.09276468701","3470.85066970553","",
"Cabo Verde","CPV","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6244.11931629174","6548.42192960054","6521.88960976946","6438.74798333936","6623.22632917335","6634.69238621468","6780.90084669886","6750.81944861953","6961.26441378106","7427.56350342809","7721.39679468311","8266.19992711205","8906.97004829657","7072.86619353401","7579.20243154642","8615.18786438844","8901.74357659191","9725.8908943433","",
"Costa Rica","CRI","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11973.9281125865","12866.6632279923","13615.8820397459","14111.3243842242","14289.5748012402","13840.7850207451","14352.5181983484","13918.0166477243","13700.0252390921","13666.1683068615","13878.0038778439","13996.009234217","14341.0931294608","14662.3172499927","14966.4177746335","15829.2851430383","16735.5318357518","17085.9734689456","16990.4780039103","17808.3114848296","18235.7026603931","19029.0648247153","19188.6497393547","19650.3508095392","20470.2853071889","21316.4398331002","21691.0049566964","21910.9313008505","22169.8000552449","21157.5065409185","22320.3287860814","22516.8368224541","23745.7871457071","24652.653748178","",
"Caribbean small states","CSS","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25194.8772873394","","","","",
"Cayman Islands","CYM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64425.9719943355","","","","",
"Cyprus","CYP","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27248.587890625","27317.236328125","28645.193359375","28195.974609375","29049.58984375","29370.228515625","29343.013671875","29428.384765625","33915.58203125","32417.9609375","32982.8515625","34928.171875","35949.4140625","37535.890625","38488.4296875","39348.58984375","40126.7265625","41068.46484375","43361.53125","42018.93359375","41259.125","41777.0546875","38502.84765625","35779.39453125","34730.375","36980.67578125","38292.4140625","40435.6328125","42117.1640625","43251.98046875","40233.0390625","43426.0234375","45725.66796875","46699.9375","47841.859375","",
"Czechia","CZE","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25337.0958105991","26740.2294104532","26693.2858025874","27260.8649740609","27518.5698424899","28252.6454126269","29386.1071111883","30226.3598003861","31358.2584806997","32568.2548623157","34151.0033850874","35212.7991779973","37087.2574205986","37516.4834297675","35589.9662185182","35660.3729133683","35760.4590224732","35996.5225643813","36296.2534073431","37321.3090333897","38855.8416614024","39933.203293286","41958.8279578352","43192.6700892238","44401.3566896729","42810.5355734935","46397.1801409687","45261.4146593426","45394.1778696026","46352.6415567565","",
"Germany","DEU","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38865.7528607334","40053.5700663884","40940.9370546746","40439.7402778775","41178.1708972114","45883.4247637047","46247.1122978239","46789.1048176898","47829.72518408","48850.2128842003","49668.7370758256","50332.8278203725","50151.2314907944","50063.9153005295","51399.9011906582","51747.1263686642","53950.5452039818","55496.2472654085","55469.8350685927","53857.1885263018","55687.9310241026","58653.4758512156","58716.070100489","58877.2740380264","59976.7629577562","60913.1379837258","62622.8396766801","63730.5556698935","64908.1195138408","65375.9619519275","62268.5262820981","64644.7584960713","64656.1593575226","65179.6514796894","65115.8343168643","",
"Djibouti","DJI","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4378.00866176691","4592.4279583577","4854.7201132104","5029.20827080265","5135.64004044778","5283.69791783518","5618.94172927728","5593.25686249609","5854.10600977132","6144.47106926067","6511.81067442393","7243.82642388968","",
"Dominica","DMA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15823.1205251188","","","","",
"Denmark","DNK","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39647.2053559446","39896.9164923032","41076.6737967059","41113.4012949851","43152.9676216518","46668.0848766905","47875.0272678161","49294.8044059128","50339.5145126551","51736.8869198809","53135.1023937116","53829.0597877066","54147.3932365044","54500.1942211705","56632.8515788788","58752.4018347037","60855.9242211263","60570.6574773268","60915.7506029128","57318.4889833456","59219.1467389488","59524.3039163206","59594.7749279699","61000.4864739667","62162.2321947152","62935.4484998238","63869.8412492967","65280.2271680307","66331.6439698782","67314.6404076993","66980.2858083432","72467.5460674831","73500.1791849377","70178.8623792557","71584.7015023791","",
"Dominican Republic","DOM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6822.37143793362","7045.35457536698","7609.45625170856","7978.14440123454","8201.51400702763","8538.87300185682","8901.42968513657","9616.9083894556","10194.7910979647","10518.4063089846","10666.6436795132","10886.6999616897","11099.1808893465","10496.2627206141","10611.5263009119","11533.4358680695","12432.2729008704","13219.091824621","13269.103091103","13653.4648761491","14507.5045060917","14493.3738236583","14751.3854920627","15146.2373186429","16039.9003874669","17504.8046975956","18635.3694767675","18977.333296036","20039.6999420482","20828.5892102247","19178.8479577476","20958.234627322","21983.5957507569","22794.4415767419","23475.9521348342","",
"Algeria","DZA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9771.91909960116","9503.37330867778","9136.34568198129","8472.89003269722","8185.42315819403","8182.84936107301","8622.80694091175","8793.64937028584","8465.93314637926","8902.94763485015","11301.3361131907","10868.2319095882","11035.855274108","12065.0510399925","12930.2678429195","14480.6995056032","15610.6514744481","15945.8219667299","16587.1178381418","13952.5225095398","15594.2215076749","16082.6832983131","16491.465770473","16032.3115686653","15880.3201048733","14597.596236766","14613.860517513","14747.8295058551","14946.8737895642","14652.4147532617","13002.5640197112","14213.3089190043","16253.3457194484","15961.8705253699","15873.6830243646","",
"East Asia & Pacific (excluding high income)","EAP","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4826.32215708844","4910.43331625051","5046.1297585988","5230.95308409077","5342.82149344992","5309.4599543968","5518.5082500889","5661.37572143114","5740.86982859373","5947.74013487833","6122.81976879128","6122.27746155408","6218.73809604892","6465.35317124166","6786.81303548472","7179.15272062903","7613.62876909246","7997.34184307705","8233.12995648991","8016.4762102135","8503.22440765132","8897.78802363412","9019.0453242696","9183.2093354792","9391.40782134258","9511.84815581189","9984.94209416361","10394.725383784","10701.0436964368","10819.783924854","10140.0662310262","10912.8522169082","11560.3332854504","12001.8258624711","12333.3635409798","",
"East Asia & Pacific","EAS","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27260.6091575474","27619.3106702579","28277.6350419744","29152.1743645637","29995.2212032924","30947.8624619069","31658.0920237488","32066.8826491402","32581.0350456562","33490.2826541957","34394.1968298399","35538.9260273477","36680.1950767788","36711.460469508","35292.0958371425","35991.85963388","36503.2024470226","36325.325127465","36517.9261533562","37004.7454559149","37386.7384994484","37764.6129987068","38648.5319380719","39474.2582063504","40190.1311924216","38058.9097543024","40555.1341131922","41109.3032606666","41815.2551940367","42502.9460320649","",
"Ecuador","ECU","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7821.70370594029","8135.35827226843","8405.30597354937","7603.48706311938","7793.03843293765","7793.46511403269","7941.20381674516","8161.64843530024","7927.83583934219","7277.026749125","7892.28395684743","8085.07108450327","8610.74792077357","8817.32700714274","9144.13673598088","9759.99638478548","10347.8582242431","10648.7698295129","11636.6291417035","11037.1438214046","11509.9260223185","12559.810213014","13022.7601656349","13750.8695817956","14141.6776027836","13407.5311610339","13191.8174054936","13888.3758634835","13787.7617304026","13558.9950208786","11915.7065745709","13289.0209040184","13879.1573660127","13953.3384350053","13942.5464596821","",
"Egypt, Arab Rep.","EGY","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7447.15825168952","7868.07384259276","8313.61845972795","8328.53091900737","8351.55775143173","8553.48666362117","8709.18535517703","8971.24148262761","9045.71711709141","9506.60890531504","10010.3656929137","10329.3823267652","10286.0858990906","10460.9736672975","10784.7042744872","11066.5059900774","11854.7643943594","12381.4364898598","13041.0226243747","12848.0985170569","13075.4371571034","13245.4126178552","13050.6852677051","13131.1641186782","13096.2303375837","13434.4844530897","13708.7094256532","13841.4507251685","14205.9044720432","14527.5427989003","14859.218916978","15124.1534087455","15840.4762473377","15982.4432078509","15804.9782194126","",
"Euro area","EMU","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40187.5529521923","40860.9623603407","41911.0743617264","43191.3643922034","44441.0975044283","45544.3172127747","46378.622500065","46629.359905349","46849.1348593266","47786.786361336","48310.0023690659","49589.2629821857","50759.5549310764","50226.6434968655","48589.6902537741","49180.451727304","49742.5547668972","49120.7305308785","49121.8016077288","49849.3552473298","50933.0135719772","52135.8452566273","53176.4326280471","54071.8429713762","54890.4744972867","51398.512666149","54604.4037746304","55113.8633064225","55852.2702221348","56408.3003705728","",
"Eritrea","ERI","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30601.2166716466","31525.2111163113","31765.7029050213","31318.9352839552","31411.7240317694","32653.4110186491","33301.5756664777","34444.6771163442","36038.3584399646","37604.521052889","39021.2944126588","40231.8639622627","41231.2043892907","42011.1972819365","42522.278244328","43207.0487595174","44047.3205256515","44632.9103250492","43907.3931681574","42735.2253048693","42457.4249684497","41496.3348542824","40556.2586141243","40325.3986661913","41072.916142609","42975.4432523381","44331.9469074391","45354.572700567","46178.9889426337","46746.6997698406","41708.8291890707","44547.0890684834","45931.3224488473","47148.189763316","48453.5672307649","",
"Estonia","EST","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16803.7838714822","17973.2726373333","19606.3641868891","21472.6049171296","23318.0523566143","26245.2424618558","29254.0269600984","31770.9120320372","31281.4496064195","27699.3730304031","27671.0796813811","30228.3536509047","31850.831170573","33454.9613737887","34946.3682274097","35866.2698796947","37277.0986151415","39190.4843241026","40953.3777595172","42543.1030050472","40401.524328135","43275.7490229793","42946.0525820277","41134.4193413674","41321.1482652045","",
"Ethiopia","ETH","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1354.14444123355","1475.95212398995","1604.63433735692","1757.08185884864","1917.08408194722","2044.34214871855","2176.13639258898","2224.61186648463","2341.2839189539","2476.35493078993","2575.0683146198","2633.07198196668","2771.83553598136","3004.36233877028","",
"European Union","EUU","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34937.1824996132","35597.8468211036","36464.9193737239","37627.7923244478","38732.7187370229","39809.6771457366","40631.0731628562","41047.2709507279","41410.8827457393","42423.7052120235","43139.7997218824","44490.5386819022","45783.9349352735","45692.1368437785","44276.7339474971","44907.2661731489","45535.6586904929","45087.1006380722","45211.1711947998","46062.3380352248","47237.0545723806","48437.2289378653","49631.323997408","50703.5403986056","51770.351050728","48998.4285671427","52131.1121638879","52735.8852614528","53397.5151891311","54095.8849339346","",
"Fragile and conflict affected situations","FCS","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38710.485880297","39771.4608085417","42655.5013958669","45161.8444268523","47113.7909379238","49152.6419133797","50682.135198556","51236.6632736564","51087.1256648127","53234.0242740189","53785.9692021527","55342.8966234586","57532.7017116875","57027.3070914863","52828.9073450791","54025.797251805","54178.219817438","52892.8163344074","52372.3112944874","52420.3157497592","52995.3672468636","53926.14764004","55259.819011508","56202.5888875683","56731.9107039573","56180.4234920999","57709.0162742705","57497.2948734668","55493.140075322","55001.8055859726","",
"Fiji","FJI","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9701.15241216019","","","","",
"France","FRA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38889.3828720751","39052.1134722473","39550.1626066746","39350.7482613865","40020.1582752085","40696.8186149917","41235.0076375379","42288.9905281605","43737.5633435148","45307.8852372501","46325.7751370305","46994.3113476113","46996.9898022053","47220.4382524535","48133.6465033272","48667.6169346195","49574.5288942555","50673.7745317712","50601.494242694","49343.211565298","49879.5133560649","50647.2370144985","50221.1081725316","50570.1707988719","50971.4217545068","51739.2414759055","52202.1171286717","52927.838570726","53528.6251013362","54965.9544850856","50445.2512256186","54159.9114896693","54557.2951674126","54757.8979320083","55091.1083436107","",
"Faroe Islands","FRO","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70779.1262610881","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4409.98671169947","","","","",
"Gabon","GAB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10299.8751883944","10338.8163507091","9076.09925514384","8679.61575918526","8988.25316049522","8754.2773838096","9598.51237549577","9843.73849412838","9178.81468351705","9213.73508909283","10657.0281668737","9783.2334858902","10129.2630641957","9732.79471416786","9691.98755375811","11420.5849084445","10917.1522290379","11004.0414910961","11883.5653559859","9753.16274302744","11286.3665636312","13222.888362572","14124.8808623056","13526.5781033629","13271.6476549131","12199.1597583762","11940.4167123334","12449.3208654458","16018.1340260866","16599.9996841329","14535.5657355984","17425.8544220096","19550.3021561556","17638.4041460609","18077.4495383895","",
"United Kingdom","GBR","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39865.1989980347","41659.0872275529","42801.2628705945","43755.2217960348","45044.6500279871","45879.7169858035","47051.961733152","47056.4931748471","47810.9237046896","46866.2359517248","44853.6628371322","46098.2475827699","46134.1782325106","46048.8135830353","46364.0838743172","47776.0931279177","48633.0658871837","49172.0497996358","50793.889137436","51153.6139993136","52385.5954927855","46437.7430204444","51309.0834396119","52698.1488254671","51329.0704226348","52324.6469765466","",
"Georgia","GEO","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11054.9383266288","11769.1080571758","12820.2686669995","13223.0267813066","14172.7196876498","14616.5378024063","14768.8478866731","15733.7258462242","16833.769785531","17533.4452460592","16549.4256570218","17737.2159812259","19505.4432471983","21126.8152492076","23913.7489419251","",
"Ghana","GHA","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3520.04423218236","3688.28881611998","3899.86445699153","4087.46876703351","4192.66737443265","4761.18179947429","4926.79355638681","5513.06791978803","5274.25096787221","5209.30008244393","5317.15495730824","5476.20695917588","5792.39681355068","6061.75068571742","6297.12687789091","6405.09191582767","6751.25442754778","6394.37752205134","6958.77503767559","",
"Gibraltar","GIB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2375.71016940348","2401.05683358332","2481.84320146535","2284.33205830276","2598.95018765779","2523.20233737419","2701.46699621718","2618.03277997975","2713.02585923166","2741.4487096475","2865.87340067199","3356.27093782451","3434.89610328379","3554.5361096013","3607.23889514629","3587.62955792774","3511.05395219021","3493.42285115719","3671.57630112677","",
"Gambia, The","GMB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2671.78472828321","2534.89810047187","2439.59616531942","2455.4346616538","2554.07603761025","2634.659807258","2712.94092021879","2524.55316485296","2556.07519528122","2511.65620501958","2340.48484952116","2433.56758095999","2473.32562277845","2490.48412837411","2548.06220503089","2780.32751161533","2787.91955652992","2708.31498170682","2788.71679784457","2982.2587635315","3196.88297977327","",
"Guinea-Bissau","GNB","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1705.91938029659","1395.64990095227","1612.723926533","1680.83467411114","1711.24831288735","1840.69071688867","1769.89793510549","1835.17314903778","1794.55109177111","1769.96585753807","1818.32990560714","1937.60724631139","1815.51909629169","1982.19286399089","2072.79435201382","1891.25501985006","1921.94227346375","2007.77913084441","2276.93939223523","2321.65640771201","2456.295397638","2242.01863708877","2418.5484912377","2432.91424748114","2545.21702537681","2553.11495152698","2655.05872052315","2789.92282855383","",
"Equatorial Guinea","GNQ","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15122.268132588","30484.4674051528","33470.2664237816","41436.5205681001","24960.1031620898","22346.0355951175","28793.9804167873","30411.4772353981","27743.643313609","25392.4312695045","19465.5597773991","16017.4952984878","15527.3862024164","15719.4163353196","13158.3329340108","11224.2613933192","12596.6073105421","12809.4961040966","12209.0077413018","11774.1057152303","",
"Greece","GRC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40166.699482169","41232.9585707838","40813.8350281164","39372.6707432397","37092.6189027904","33032.8423907299","31182.9298072633","30540.5617172473","31346.9394542728","31791.3457451055","31938.1864717566","32344.2507402993","32569.7928532193","33391.1069282796","30615.2277485574","33291.8252392217","35351.5020641046","36948.1979387957","38018.3897957333","",
"Grenada","GRD","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13944.1032691706","","","","",
"Greenland","GRL","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6887.52009598475","7265.69254906028","7420.43340356969","7559.98036459669","7772.80298988197","7962.40398009842","7740.40111490602","8056.66748816253","8599.20021209401","8561.4660857081","8708.3212600166","8677.31705537827","8685.55313678112","8637.03784922109","8622.49987918093","8630.70259824356","8817.80859986126","9150.17505763094","9311.94122501942","9429.59919631949","9467.74056933335","9720.97898734951","9854.66415574401","9827.77697907506","10061.1807761857","10446.2206426183","10638.1711817542","10779.4592781579","10905.0277954667","11341.699116398","11143.9099240509","11532.8622058128","11589.0135787006","12192.4072643152","12682.1738642414","",
"Guam","GUM","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18312.5742917268","","","","",
"High income","HIC","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34803.2156686758","36172.2460187183","37159.768315677","38271.5446548837","39261.625359177","40403.3905388599","41793.7451646389","42281.2591250152","42761.192358334","43444.2290407274","44792.4870127867","45974.7653777536","47337.6891711266","48186.0008812241","47757.3513662952","46123.8704584034","47535.4243822701","48479.2926267563","48967.6915864358","49389.1616487503","50209.979920048","50807.3867316742","51267.2932909416","52490.1016945572","53642.8760678089","54539.5325070487","52052.3940877979","55637.1401452067","56888.7001418049","57388.8115318914","","",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40684.9550928468","41456.2424462007","40785.1390663072","40477.9709435337","42819.2756785645","41628.5118169217","41702.3194875713","43438.5982883555","44249.2739785707","44677.0649860249","45902.6334891611","47420.8781269032","49248.5039918639","52201.4647096078","56021.4780339483","57524.7611001495","54775.6644495544","56364.0607755831","58651.3105259009","57895.3738675566","59981.0121844565","61142.4298757034","62900.591019251","64518.4461503927","67682.0207058074","69519.0264309799","67818.3972479095","64125.1725424385","70450.3381456266","67925.2380660254","68990.5325284931","72422.0630498872","",
"Honduras","HND","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4461.59110703112","4444.24211859795","4469.59910065633","4524.71988007499","4663.94929353699","4860.47414615922","5057.74367919404","5341.38907689261","5462.97471978366","5244.10564912532","5180.42181470737","5236.06082487249","5246.17764492379","5296.14698453231","5276.44790120117","5406.31741424872","5487.66538513942","5713.20019177813","5732.27865707971","5776.5808028007","5192.86400755894","5679.99817189819","5880.35367135931","6020.19470726859","6079.25632722688","",
