variable,init_yr,last_yr,country,unit,val_init,val_2010,val_prewar,val_last
median_equiv_net_income,2007,2024,Germany,constant_euro_2007,100.43355483275194,95.26391217496781,99.08487570234301,96.52808459551416
median_equiv_net_income,2007,2024,Germany,current_PPS,104.99887202598346,98.65887799504853,105.09400064073316,101.45983680243562
median_equiv_net_income,2007,2024,Hungary,constant_PPS,39.33745191067556,37.662403459525706,44.88459975087576,45.13577290587869
median_equiv_net_income,2007,2024,Hungary,constant_euro_2007,22.160516105090302,20.48745625866658,27.756794233736304,28.811420264884795
median_equiv_net_income,2007,2024,Hungary,current_PPS,39.337451910675554,37.66240345952569,44.88459975087575,45.13577290587869
median_equiv_net_income,2007,2024,Latvia,constant_PPS,33.852029109572115,32.99109760408066,54.05336117284656,59.07884828735027
median_equiv_net_income,2007,2024,Latvia,constant_euro_2007,17.657551681914157,18.72876600653743,30.205287080684673,32.725898312306505
median_equiv_net_income,2007,2024,Latvia,current_PPS,33.85202910957211,32.99109760408065,54.05336117284656,59.07884828735027
median_equiv_net_income,2007,2024,Lithuania,constant_PPS,34.597561711269044,33.76029099614312,61.884636277368784,60.85495927615124
median_equiv_net_income,2007,2024,Lithuania,constant_euro_2007,17.877629712589016,17.546432842689725,31.06229896346627,31.59447841519428
median_equiv_net_income,2007,2024,Lithuania,current_PPS,34.59756171126904,33.76029099614312,61.88463627736878,60.85495927615124
median_equiv_net_income,2007,2024,Netherlands,constant_PPS,106.30203876878703,105.63214947637395,110.56103225481596,109.25700431789748
median_equiv_net_income,2007,2024,Netherlands,constant_euro_2007,103.82408208354138,103.5659410434294,112.10892248941207,109.4369605965301
median_equiv_net_income,2007,2024,Netherlands,current_PPS,106.30203876878703,105.63214947637395,110.56103225481596,109.25700431789748
median_equiv_net_income,2007,2024,Poland,constant_PPS,33.997498885512975,42.507760374488534,62.41152482666671,73.04206098162005
median_equiv_net_income,2007,2024,Poland,constant_euro_2007,20.320401552493472,23.816522304850984,34.47739267666826,40.65818400830506
median_equiv_net_income,2007,2024,Poland,current_PPS,33.99749888551297,42.50776037448853,62.41152482666671,73.04206098162005
median_equiv_net_income,2007,2024,Romania,constant_PPS,16.868432768476126,19.858664435948477,39.14736888074275,52.489919539780225
median_equiv_net_income,2007,2024,Romania,constant_euro_2007,9.343045965832248,11.026023306935627,20.96389394680256,27.824395945851965
median_equiv_net_income,2007,2024,Romania,current_PPS,16.868432768476126,19.858664435948477,39.14736888074275,52.489919539780225
median_equiv_net_income,2007,2024,Slovakia,constant_PPS,33.97931516352037,46.937640566731496,42.44379980455543,46.045979444357194
median_equiv_net_income,2007,2024,Slovakia,constant_euro_2007,27.836601876136125,30.693872875611365,32.264619669181364,31.362916645553785
median_equiv_net_income,2007,2024,Slovakia,current_PPS,33.97931516352036,46.93764056673149,42.443799804555425,46.045979444357194
median_equiv_net_income,2007,2024,Slovenia,constant_PPS,78.32335186282737,74.9486320484807,79.16387870178036,86.880422336541
median_equiv_net_income,2007,2024,Slovenia,constant_euro_2007,55.166642882276705,56.21734837194088,59.80785173257252,66.19585199442538
median_equiv_net_income,2007,2024,Slovenia,current_PPS,78.32335186282735,74.9486320484807,79.16387870178035,86.880422336541
median_equiv_net_income,2007,2024,Sweden,constant_PPS,96.44040020812923,98.67572164596963,93.1106636349059,95.60793370327958
median_equiv_net_income,2007,2024,Sweden,constant_euro_2007,107.20586135308083,107.43862559578471,115.21680743861755,118.77827179781457
median_equiv_net_income,2007,2024,Sweden,current_PPS,96.44040020812923,98.6757216459696,93.1106636349059,95.60793370327958
