country,region,start_yr,end_yr,start,end,pop_start,pop_end,mean_end,mean_start,scaling,change,log_change,mean_lin_diff,mean_log_diff,label_color,label_txt_linear,label_txt_log,label_final,x_text,mean_start_end_lin,mean_start_end_log,mean_label_val,mean_label_txt,region_lab,period_lab_T_F,period_lab,x_start,x_end,type_scale,sel_var
Latvia,CEE,1995,2024,18.23407186767548,69.40973181222326,2485908,1862441,93.53942222232199,27.898660014915343,1,51.175659944547775,1.3367351609583402,65.64076220740665,1.2098043159460405,black,+51%,1.34,+51%,43.82190183994937,28 → 94,3.33 → 4.54,66,+66% (28 → 94),"CEE
+66% (28 → 94)",FALSE,,18.23407186767548,69.40973181222326,linear,% of G7
Slovenia,CEE,1995,2024,64.14549883319079,112.73699637446084,1988051,2126324,93.53942222232199,27.898660014915343,1,48.59149754127006,0.5639037179205308,65.64076220740665,1.2098043159460405,black,+49%,0.56,+49%,88.44124760382581,28 → 94,3.33 → 4.54,66,+66% (28 → 94),"CEE
+66% (28 → 94)",FALSE,,64.14549883319079,112.73699637446084,linear,% of G7
Hungary,CEE,1995,2024,26.527854279020335,74.44511312513838,10322744,9562314,93.53942222232199,27.898660014915343,1,47.917258846118045,1.0318668314494948,65.64076220740665,1.2098043159460405,black,+48%,1.03,+48%,50.486483702079354,28 → 94,3.33 → 4.54,66,+66% (28 → 94),"CEE
+66% (28 → 94)",FALSE,,26.527854279020335,74.44511312513838,linear,% of G7
Czechia,CEE,1995,2024,29.029696002794978,69.00563712578575,10311979,10882164,93.53942222232199,27.898660014915343,1,39.975941122990776,0.865868892582965,65.64076220740665,1.2098043159460405,black,+40%,0.87,+40%,49.017666564290366,28 → 94,3.33 → 4.54,66,+66% (28 → 94),"CEE
+66% (28 → 94)",FALSE,,29.029696002794978,69.00563712578575,linear,% of G7
Slovakia,CEE,1995,2024,34.19711634752091,71.79095907443937,5354244,5422069,93.53942222232199,27.898660014915343,1,37.59384272691846,0.7416172267528187,65.64076220740665,1.2098043159460405,black,+38%,0.74,+38%,52.99403771098014,28 → 94,3.33 → 4.54,66,+66% (28 → 94),"CEE
+66% (28 → 94)",FALSE,,34.19711634752091,71.79095907443937,linear,% of G7
Chile,Latin America,1995,2024,23.48486003408656,49.219861864384605,14527329,19764771,32.823908315788124,18.52931256174502,1,25.735001830298046,0.7399412788046092,14.294595754043105,0.5718032209849325,black,+26%,0.74,+26%,36.35236094923558,19 → 33,2.92 → 3.49,14,+14% (19 → 33),"Latin America
+14% (19 → 33)",FALSE,,23.48486003408656,49.219861864384605,linear,% of G7
Portugal,Southern Europe,1995,2024,65.82714897420576,89.21428669157875,10031702,10701636,109.45538685485393,91.15747703935068,1,23.387137717372994,0.3040088398366189,18.297909815503246,0.18292851243936223,black,+23%,0.3,+23%,77.52071783289225,91 → 109,4.51 → 4.7,18,+18% (91 → 109),"Southern Europe
+18% (91 → 109)",FALSE,,65.82714897420576,89.21428669157875,linear,% of G7
Spain,Southern Europe,1995,2024,96.38488949577193,118.03872449770346,40052688,48807137,109.45538685485393,91.15747703935068,1,21.653835001931526,0.2026633029767203,18.297909815503246,0.18292851243936223,black,+22%,0.2,+22%,107.21180699673769,91 → 109,4.51 → 4.7,18,+18% (91 → 109),"Southern Europe
+18% (91 → 109)",FALSE,,96.38488949577193,118.03872449770346,linear,% of G7
Brazil,Latin America,1995,2024,14.629399769201655,30.220757645796237,161735036,211998573,32.823908315788124,18.52931256174502,1,15.591357876594582,0.7254958407414155,14.294595754043105,0.5718032209849325,black,+16%,0.73,+16%,22.425078707498947,19 → 33,2.92 → 3.49,14,+14% (19 → 33),"Latin America
+14% (19 → 33)",FALSE,,14.629399769201655,30.220757645796237,linear,% of G7
Costa Rica,Latin America,1995,2024,47.77119636047454,60.64415814991749,3535133,5129910,32.823908315788124,18.52931256174502,1,12.872961789442947,0.23860043878887952,14.294595754043105,0.5718032209849325,black,+13%,0.24,+13%,54.20767725519602,19 → 33,2.92 → 3.49,14,+14% (19 → 33),"Latin America
+14% (19 → 33)",FALSE,,47.77119636047454,60.64415814991749,linear,% of G7
Mexico,Latin America,1995,2024,15.255399328098818,26.527560630027963,90862395,130861007,32.823908315788124,18.52931256174502,1,11.272161301929145,0.5532507216242305,14.294595754043105,0.5718032209849325,black,+11%,0.55,+11%,20.89147997906339,19 → 33,2.92 → 3.49,14,+14% (19 → 33),"Latin America
+14% (19 → 33)",FALSE,,15.255399328098818,26.527560630027963,linear,% of G7
Colombia,Latin America,1995,2024,39.556299424649815,50.01232758526448,35804622,52886363,32.823908315788124,18.52931256174502,1,10.456028160614665,0.234544567726223,14.294595754043105,0.5718032209849325,black,+10%,0.23,+10%,44.78431350495715,19 → 33,2.92 → 3.49,14,+14% (19 → 33),"Latin America
+14% (19 → 33)",FALSE,,39.556299424649815,50.01232758526448,linear,% of G7
Greece,Southern Europe,1995,2024,95.41012342232841,89.98103440864843,10519187,10388805,109.45538685485393,91.15747703935068,1,-5.4290890136799845,-0.05858576903138107,18.297909815503246,0.18292851243936223,red,-5%,-0.06,-5%,92.69557891548843,91 → 109,4.51 → 4.7,18,+18% (91 → 109),"Southern Europe
+18% (91 → 109)",FALSE,,95.41012342232841,89.98103440864843,linear,% of G7
Romania,CEE,1996,2024,67.12012388764421,273.0704909634968,22541865,19069340,284.9734447294018,150.747556514523,1,205.9503670758526,1.4032460625916203,134.2258882148788,0.636789372922353,black,+206%,1.4,+206%,170.09530742557052,151 → 285,5.02 → 5.65,134,+134% (151 → 285),"CEE
+134% (151 → 285)",TRUE,(1996-2024),67.12012388764421,273.0704909634968,linear,% of LAT_AM
Lithuania,CEE,1995,2024,83.81591903826269,279.79127099184615,3626997,2888055,284.9734447294018,150.747556514523,1,195.97535195358347,1.2054209103277094,134.2258882148788,0.636789372922353,black,+196%,1.21,+196%,181.8035950150544,151 → 285,5.02 → 5.65,134,+134% (151 → 285),"CEE
+134% (151 → 285)",FALSE,,83.81591903826269,279.79127099184615,linear,% of LAT_AM
