pair_group,region,country,Code,shape_var,year_pair,year_start,year_end,value_start,pop_start,value_end,pop_end,fold_change
post_1950_soc,Africa,Algeria,DZA,Africa,1950-1975,1950,1975,2176,9018372,4020,15678549,1.8474264705882353
post_1950_soc,Africa,Algeria,DZA,Africa,1975-1989,1975,1989,4020,15678549,4889,24754440,1.2161691542288557
post_1950_soc,Africa,Angola,AGO,Africa,1950-1989,1950,1989,1677,4551815,1360,11238508,0.8109719737626714
post_1950_soc,Africa,Angola,AGO,Africa,1950-1975,1950,1975,1677,4551815,1710,6842895,1.0196779964221825
post_1950_soc,Africa,Angola,AGO,Africa,1975-1989,1975,1989,1710,6842895,1360,11238508,0.7953216374269005
post_1950_soc,Latin America,Argentina,ARG,Latin America,1950-1989,1950,1989,7949,17017981,10393,32270914,1.3074600578689144
post_1950_soc,Latin America,Argentina,ARG,Latin America,1950-1975,1950,1975,7949,17017981,12946,25874061,1.6286325323940118
post_1950_soc,Latin America,Argentina,ARG,Latin America,1975-1989,1975,1989,12946,25874061,10393,32270914,0.8027962304959061
post_1950_soc,W Europe/offshoots,Australia,AUS,W Europe/offshoots,1950-1989,1950,1989,11815,8176704,27407,16869306,2.319678374947101
post_1950_soc,W Europe/offshoots,Australia,AUS,W Europe/offshoots,1950-1975,1950,1975,11815,8176704,20993,13893941,1.7768091409225562
post_1950_soc,W Europe/offshoots,Australia,AUS,W Europe/offshoots,1975-1989,1975,1989,20993,13893941,27407,16869306,1.305530414900205
post_1950_soc,South Asia,Bangladesh,BGD,South Asia,1950-1989,1950,1989,861,41206802,966,109433756,1.1219512195121952
post_1950_soc,South Asia,Bangladesh,BGD,South Asia,1950-1975,1950,1975,861,41206802,843,77854303,0.9790940766550522
post_1950_soc,South Asia,Bangladesh,BGD,South Asia,1975-1989,1975,1989,843,77854303,966,109433756,1.1459074733096086
post_1950_soc,Latin America,Brazil,BRA,Latin America,1950-1989,1950,1989,2236,53408501,8333,146502923,3.7267441860465116
post_1950_soc,Latin America,Brazil,BRA,Latin America,1950-1975,1950,1975,2236,53408501,6582,107619517,2.943649373881932
post_1950_soc,Latin America,Brazil,BRA,Latin America,1975-1989,1975,1989,6582,107619517,8333,146502923,1.2660285627468855
post_1950_soc,CEE,Bulgaria,BGR,CEE,1950-1989,1950,1989,2632,7248464,9908,8936335,3.764437689969605
post_1950_soc,CEE,Bulgaria,BGR,CEE,1950-1975,1950,1975,2632,7248464,9295,8723102,3.5315349544072947
post_1950_soc,CEE,Bulgaria,BGR,CEE,1975-1989,1975,1989,9295,8723102,9908,8936335,1.0659494351802044
post_1950_soc,Africa,Cameroon,CMR,Africa,1950-1989,1950,1989,1070,4330036,2021,11002700,1.888785046728972
post_1950_soc,Africa,Cameroon,CMR,Africa,1950-1975,1950,1975,1070,4330036,1677,7397077,1.5672897196261681
post_1950_soc,Africa,Cameroon,CMR,Africa,1975-1989,1975,1989,1677,7397077,2021,11002700,1.205128205128205
post_1950_soc,W Europe/offshoots,Canada,CAN,W Europe/offshoots,1950-1989,1950,1989,11622,13741686,30458,27365995,2.620719325417312
post_1950_soc,W Europe/offshoots,Canada,CAN,W Europe/offshoots,1950-1975,1950,1975,11622,13741686,22819,23148920,1.9634314231629668
post_1950_soc,W Europe/offshoots,Canada,CAN,W Europe/offshoots,1975-1989,1975,1989,22819,23148920,30458,27365995,1.3347648889083659
post_1950_soc,Latin America,Chile,CHL,Latin America,1950-1989,1950,1989,5880,6628527,10005,13214962,1.7015306122448979
post_1950_soc,Latin America,Chile,CHL,Latin America,1950-1975,1950,1975,5880,6628527,6731,10671519,1.1447278911564627
post_1950_soc,Latin America,Chile,CHL,Latin America,1975-1989,1975,1989,6731,10671519,10005,13214962,1.4864061803595305
post_1950_soc,E Asia (soc.),China,CHN,E Asia (soc.),1950-1989,1950,1989,799,544044304,3022,1133990957,3.782227784730914
post_1950_soc,E Asia (soc.),China,CHN,E Asia (soc.),1950-1975,1950,1975,799,544044304,1594,916116747,1.9949937421777222
post_1950_soc,E Asia (soc.),China,CHN,E Asia (soc.),1975-1989,1975,1989,1594,916116747,3022,1133990957,1.8958594730238394
post_1950_soc,Latin America,Colombia,COL,Latin America,1950-1989,1950,1989,3432,11766938,7533,31776227,2.19493006993007
post_1950_soc,Latin America,Colombia,COL,Latin America,1950-1975,1950,1975,3432,11766938,5772,23344600,1.6818181818181819
post_1950_soc,Latin America,Colombia,COL,Latin America,1975-1989,1975,1989,5772,23344600,7533,31776227,1.3050935550935552
post_1950_soc,Latin America,Costa Rica,CRI,Latin America,1950-1989,1950,1989,3129,926717,7489,3043775,2.393416426973474
post_1950_soc,Latin America,Costa Rica,CRI,Latin America,1950-1975,1950,1975,3129,926717,7007,2092657,2.2393736017897092
post_1950_soc,Latin America,Costa Rica,CRI,Latin America,1975-1989,1975,1989,7007,2092657,7489,3043775,1.0687883545026402
post_1950_soc,Africa,Cote d'Ivoire,CIV,Africa,1950-1989,1950,1989,1659,2735138,2343,11719717,1.4122965641952985
post_1950_soc,Africa,Cote d'Ivoire,CIV,Africa,1950-1975,1950,1975,1659,2735138,2812,6776259,1.6949969861362266
post_1950_soc,Africa,Cote d'Ivoire,CIV,Africa,1975-1989,1975,1989,2812,6776259,2343,11719717,0.8332147937411095
post_1950_soc,CEE,Croatia,HRV,Yugoslavia,1975-1989,1975,1989,11053,4552673,13959,4820680,1.2629150456889533
post_1950_soc,Latin America,Cuba,CUB,Latin America,1950-1989,1950,1989,2638,5924465,4991,10533199,1.8919636087945413
post_1950_soc,Latin America,Cuba,CUB,Latin America,1950-1975,1950,1975,2638,5924465,3733,9479671,1.4150871872630781
post_1950_soc,Latin America,Cuba,CUB,Latin America,1975-1989,1975,1989,3733,9479671,4991,10533199,1.336994374497723
post_1950_soc,CEE,Czechia,CZE,CEE,1975-1989,1975,1989,10954,10030738,14027,10305562,1.2805367902136207
post_1950_soc,CEE,Czechoslovakia,OWID_CZS,CEE,1950-1989,1950,1989,5581,12390000,13976,15560000,2.5042107149256405
post_1950_soc,CEE,Czechoslovakia,OWID_CZS,CEE,1950-1975,1950,1975,5581,12390000,11794,14770000,2.1132413545959507
post_1950_soc,CEE,Czechoslovakia,OWID_CZS,CEE,1975-1989,1975,1989,11794,14770000,13976,15560000,1.1850093267763269
post_1950_soc,Africa,Democratic Republic of Congo,COD,Africa,1950-1989,1950,1989,909,12294248,861,35486810,0.9471947194719472
post_1950_soc,Africa,Democratic Republic of Congo,COD,Africa,1950-1975,1950,1975,909,12294248,1213,23021053,1.3344334433443343
post_1950_soc,Africa,Democratic Republic of Congo,COD,Africa,1975-1989,1975,1989,1213,23021053,861,35486810,0.7098103874690849
post_1950_soc,Latin America,Dominican Republic,DOM,Latin America,1950-1989,1950,1989,1637,2379852,4219,7002239,2.5772755039706783
post_1950_soc,Latin America,Dominican Republic,DOM,Latin America,1950-1975,1950,1975,1637,2379852,3365,5046742,2.055589492974954
post_1950_soc,Latin America,Dominican Republic,DOM,Latin America,1975-1989,1975,1989,3365,5046742,4219,7002239,1.2537890044576523
post_1950_soc,Latin America,Ecuador,ECU,Latin America,1950-1989,1950,1989,2970,3516745,6207,10241804,2.0898989898989897
post_1950_soc,Latin America,Ecuador,ECU,Latin America,1950-1975,1950,1975,2970,3516745,5514,7118207,1.8565656565656565
post_1950_soc,Latin America,Ecuador,ECU,Latin America,1975-1989,1975,1989,5514,7118207,6207,10241804,1.1256800870511425
post_1950_soc,Africa,Egypt,EGY,Africa,1950-1989,1950,1989,1450.9724,21148127,4030,56710590,2.777447730914799
post_1950_soc,Africa,Egypt,EGY,Africa,1950-1975,1950,1975,1450.9724,21148127,2265,38875276,1.5610221117920644
post_1950_soc,Africa,Egypt,EGY,Africa,1975-1989,1975,1989,2265,38875276,4030,56710590,1.7792494481236203
post_1950_soc,Africa,Ethiopia,ETH,Africa,1950-1989,1950,1989,622,17670379,956,45879633,1.5369774919614148
post_1950_soc,Africa,Ethiopia,ETH,Africa,1950-1975,1950,1975,622,17670379,972,31723213,1.562700964630225
post_1950_soc,Africa,Ethiopia,ETH,Africa,1975-1989,1975,1989,972,31723213,956,45879633,0.9835390946502057
post_1950_soc,W Europe/offshoots,France,FRA,W Europe/offshoots,1950-1989,1950,1989,8266,41883073,27576,56685031,3.336075489958868
post_1950_soc,W Europe/offshoots,France,FRA,W Europe/offshoots,1950-1975,1950,1975,8266,41883073,20653,52746279,2.498548270021776
post_1950_soc,W Europe/offshoots,France,FRA,W Europe/offshoots,1975-1989,1975,1989,20653,52746279,27576,56685031,1.3352055391468551
post_1950_soc,W Europe/offshoots,Germany,DEU,W Europe/offshoots,1950-1989,1950,1989,6186,69847722,26393,79007007,4.266569673456192
post_1950_soc,W Europe/offshoots,Germany,DEU,W Europe/offshoots,1950-1975,1950,1975,6186,69847722,19193,78701809,3.1026511477529906
post_1950_soc,W Europe/offshoots,Germany,DEU,W Europe/offshoots,1975-1989,1975,1989,19193,78701809,26393,79007007,1.375136768613557
post_1950_soc,Africa,Ghana,GHA,Africa,1950-1989,1950,1989,1788,5080622,1685,15006762,0.9423937360178971
post_1950_soc,Africa,Ghana,GHA,Africa,1950-1975,1950,1975,1788,5080622,1988,10294266,1.1118568232662192
post_1950_soc,Africa,Ghana,GHA,Africa,1975-1989,1975,1989,1988,10294266,1685,15006762,0.8475855130784709
post_1950_soc,Southern Europe,Greece,GRC,Southern Europe,1950-1989,1950,1989,3052,7651024,16117,10217995,5.2807994757536045
post_1950_soc,Southern Europe,Greece,GRC,Southern Europe,1950-1975,1950,1975,3052,7651024,12309,9016926,4.033093053735255
