pair_group,region,country,Code,shape_var,year_pair,year_start,year_end,value_start,pop_start,value_end,pop_end,fold_change
pre_1950_soc,W Europe/offshoots,France,FRA,W Europe/offshoots,1913-1955,1913,1955,5555,39814066,9881,44136050,1.7787578757875788
pre_1950_soc,W Europe/offshoots,France,FRA,W Europe/offshoots,1926-1939,1926,1939,6773,39769931,7640,40314566,1.1280082681234314
pre_1950_soc,W Europe/offshoots,France,FRA,W Europe/offshoots,1926-1950,1926,1950,6773,39769931,8266,41883073,1.2204340764801418
pre_1950_soc,W Europe/offshoots,France,FRA,W Europe/offshoots,1926-1955,1926,1955,6773,39769931,9881,44136050,1.4588808504355528
pre_1950_soc,W Europe/offshoots,Germany,DEU,W Europe/offshoots,1913-1939,1913,1939,5815,64209282,8617,71499194,1.4818572656921754
pre_1950_soc,W Europe/offshoots,Germany,DEU,W Europe/offshoots,1913-1950,1913,1950,5815,64209282,6186,69847722,1.0638005159071366
pre_1950_soc,W Europe/offshoots,Germany,DEU,W Europe/offshoots,1913-1955,1913,1955,5815,64209282,9240,70334098,1.588993981083405
pre_1950_soc,W Europe/offshoots,Germany,DEU,W Europe/offshoots,1926-1939,1926,1939,5746,65464186,8617,71499194,1.4996519317786285
pre_1950_soc,W Europe/offshoots,Germany,DEU,W Europe/offshoots,1926-1950,1926,1950,5746,65464186,6186,69847722,1.0765750087017056
pre_1950_soc,W Europe/offshoots,Germany,DEU,W Europe/offshoots,1926-1955,1926,1955,5746,65464186,9240,70334098,1.6080751827358162
pre_1950_soc,Africa,Ghana,GHA,Africa,1926-1939,1926,1939,1729.0375,3454809,1842.1818,4158814,1.0654377363128331
pre_1950_soc,Africa,Ghana,GHA,Africa,1926-1950,1926,1950,1729.0375,3454809,1788,5080622,1.0341013425099226
pre_1950_soc,Africa,Ghana,GHA,Africa,1926-1955,1926,1955,1729.0375,3454809,1913,5914883,1.1063958994527303
pre_1950_soc,Southern Europe,Greece,GRC,Southern Europe,1913-1939,1913,1939,1876,5483067,4205,7240587,2.241471215351812
pre_1950_soc,Southern Europe,Greece,GRC,Southern Europe,1913-1950,1913,1950,1876,5483067,3052,7651024,1.626865671641791
pre_1950_soc,Southern Europe,Greece,GRC,Southern Europe,1913-1955,1913,1955,1876,5483067,4007,7984656,2.1359275053304905
pre_1950_soc,Southern Europe,Greece,GRC,Southern Europe,1926-1939,1926,1939,3475,6144230,4205,7240587,1.210071942446043
pre_1950_soc,Southern Europe,Greece,GRC,Southern Europe,1926-1950,1926,1950,3475,6144230,3052,7651024,0.878273381294964
pre_1950_soc,Southern Europe,Greece,GRC,Southern Europe,1926-1955,1926,1955,3475,6144230,4007,7984656,1.1530935251798562
pre_1950_soc,CEE,Hungary,HUN,CEE,1913-1939,1913,1939,3344,7707596,4524,9175084,1.3528708133971292
pre_1950_soc,CEE,Hungary,HUN,CEE,1913-1950,1913,1950,3344,7707596,3953,9337826,1.1821172248803828
pre_1950_soc,CEE,Hungary,HUN,CEE,1913-1955,1913,1955,3344,7707596,4894,9823171,1.4635167464114833
pre_1950_soc,CEE,Hungary,HUN,CEE,1926-1939,1926,1939,3446,8331785,4524,9175084,1.3128264654672084
pre_1950_soc,CEE,Hungary,HUN,CEE,1926-1950,1926,1950,3446,8331785,3953,9337826,1.1471271038885664
pre_1950_soc,CEE,Hungary,HUN,CEE,1926-1955,1926,1955,3446,8331785,4894,9823171,1.4201973302379571
pre_1950_soc,South Asia,India,IND,South Asia,1913-1939,1913,1939,1073,297091925,1074,371781679,1.0009319664492078
pre_1950_soc,South Asia,India,IND,South Asia,1913-1950,1913,1950,1073,297091925,987,346278765,0.9198508853681268
pre_1950_soc,South Asia,India,IND,South Asia,1913-1955,1913,1955,1073,297091925,1078,387700839,1.0046598322460392
pre_1950_soc,South Asia,India,IND,South Asia,1926-1939,1926,1939,1137,316877536,1074,371781679,0.9445910290237467
pre_1950_soc,South Asia,India,IND,South Asia,1926-1950,1926,1950,1137,316877536,987,346278765,0.8680738786279684
pre_1950_soc,South Asia,India,IND,South Asia,1926-1955,1926,1955,1137,316877536,1078,387700839,0.9481090589270009
pre_1950_soc,E Asia (cap.),Indonesia,IDN,E Asia (cap.),1913-1939,1913,1939,1361,44180972,1639,60908068,1.204261572373255
pre_1950_soc,E Asia (cap.),Indonesia,IDN,E Asia (cap.),1913-1950,1913,1950,1361,44180972,1280,68798981,0.9404849375459221
pre_1950_soc,E Asia (cap.),Indonesia,IDN,E Asia (cap.),1913-1955,1913,1955,1361,44180972,1537,77273447,1.1293166789125644
pre_1950_soc,E Asia (cap.),Indonesia,IDN,E Asia (cap.),1926-1939,1926,1939,1565,50849550,1639,60908068,1.0472843450479232
pre_1950_soc,E Asia (cap.),Indonesia,IDN,E Asia (cap.),1926-1950,1926,1950,1565,50849550,1280,68798981,0.8178913738019169
pre_1950_soc,E Asia (cap.),Indonesia,IDN,E Asia (cap.),1926-1955,1926,1955,1565,50849550,1537,77273447,0.982108626198083
pre_1950_soc,South Asia,Iran,IRN,South Asia,1913-1950,1913,1950,1275,10524294,2742,16510500,2.1505882352941175
pre_1950_soc,South Asia,Iran,IRN,South Asia,1913-1955,1913,1955,1275,10524294,2397,18700756,1.88
pre_1950_soc,South Asia,Iraq,IRQ,South Asia,1913-1950,1913,1950,1275,3022777,2174,5653309,1.7050980392156863
pre_1950_soc,South Asia,Iraq,IRQ,South Asia,1913-1955,1913,1955,1275,3022777,3663,6366224,2.8729411764705883
pre_1950_soc,Southern Europe,Italy,ITA,Southern Europe,1913-1939,1913,1939,4057,36286291,5246,43279914,1.2930736997781611
pre_1950_soc,Southern Europe,Italy,ITA,Southern Europe,1913-1950,1913,1950,4057,36286291,5582,46391630,1.3758935173773725
pre_1950_soc,Southern Europe,Italy,ITA,Southern Europe,1913-1955,1913,1955,4057,36286291,7453,48130772,1.8370717278777422
pre_1950_soc,Southern Europe,Italy,ITA,Southern Europe,1926-1939,1926,1939,4576,38796116,5246,43279914,1.146416083916084
pre_1950_soc,Southern Europe,Italy,ITA,Southern Europe,1926-1950,1926,1950,4576,38796116,5582,46391630,1.2198426573426573
pre_1950_soc,Southern Europe,Italy,ITA,Southern Europe,1926-1955,1926,1955,4576,38796116,7453,48130772,1.628715034965035
pre_1950_soc,Latin America,Jamaica,JAM,Latin America,1913-1950,1913,1950,974,832998,2115,1407175,2.171457905544148
pre_1950_soc,Latin America,Jamaica,JAM,Latin America,1913-1955,1913,1955,974,832998,3220,1553664,3.3059548254620124
pre_1950_soc,E Asia (cap.),Japan,JPN,E Asia (cap.),1913-1939,1913,1939,2430.625,51710843,4803.7827,72625078,1.9763569863718178
pre_1950_soc,E Asia (cap.),Japan,JPN,E Asia (cap.),1913-1950,1913,1950,2430.625,51710843,3062,86443232,1.2597582926202109
pre_1950_soc,E Asia (cap.),Japan,JPN,E Asia (cap.),1913-1955,1913,1955,2430.625,51710843,4417,92425430,1.817228079197737
pre_1950_soc,E Asia (cap.),Japan,JPN,E Asia (cap.),1926-1939,1926,1939,3358.5393,61189973,4803.7827,72625078,1.4303190378031305
pre_1950_soc,E Asia (cap.),Japan,JPN,E Asia (cap.),1926-1950,1926,1950,3358.5393,61189973,3062,86443232,0.9117058716567646
pre_1950_soc,E Asia (cap.),Japan,JPN,E Asia (cap.),1926-1955,1926,1955,3358.5393,61189973,4417,92425430,1.3151550735166326
pre_1950_soc,Africa,Kenya,KEN,Africa,1913-1950,1913,1950,717.51154,3588619,1038,5769145,1.4466666278287317
pre_1950_soc,Africa,Kenya,KEN,Africa,1913-1955,1913,1955,717.51154,3588619,1144,6529261,1.5943994433873496
pre_1950_soc,Africa,Kenya,KEN,Africa,1926-1950,1926,1950,1002.92163,3902416,1038,5769145,1.034976182535818
pre_1950_soc,Africa,Kenya,KEN,Africa,1926-1955,1926,1955,1002.92163,3902416,1144,6529261,1.1406673919277222
pre_1950_soc,E Asia (cap.),Malaysia,MYS,E Asia (cap.),1913-1939,1913,1939,1288.7095,2851375,2565,4906611,1.9903632277095809
pre_1950_soc,E Asia (cap.),Malaysia,MYS,E Asia (cap.),1913-1950,1913,1950,1288.7095,2851375,2485,6098237,1.928285622166982
pre_1950_soc,E Asia (cap.),Malaysia,MYS,E Asia (cap.),1913-1955,1913,1955,1288.7095,2851375,2327,6959913,1.8056823512203488
pre_1950_soc,E Asia (cap.),Malaysia,MYS,E Asia (cap.),1926-1939,1926,1939,2179.056,3730458,2565,4906611,1.1771152278784942
pre_1950_soc,E Asia (cap.),Malaysia,MYS,E Asia (cap.),1926-1950,1926,1950,2179.056,3730458,2485,6098237,1.1404020823696133
pre_1950_soc,E Asia (cap.),Malaysia,MYS,E Asia (cap.),1926-1955,1926,1955,2179.056,3730458,2327,6959913,1.0678936199895734
pre_1950_soc,Latin America,Mexico,MEX,Latin America,1913-1939,1913,1939,2004,14544007,2570,19510841,1.282435129740519
pre_1950_soc,Latin America,Mexico,MEX,Latin America,1913-1950,1913,1950,2004,14544007,3510,27587893,1.751497005988024
pre_1950_soc,Latin America,Mexico,MEX,Latin America,1913-1955,1913,1955,2004,14544007,4060,31650548,2.025948103792415
pre_1950_soc,Latin America,Mexico,MEX,Latin America,1926-1939,1926,1939,2756,15738237,2570,19510841,0.9325108853410741
pre_1950_soc,Latin America,Mexico,MEX,Latin America,1926-1950,1926,1950,2756,15738237,3510,27587893,1.2735849056603774
pre_1950_soc,Latin America,Mexico,MEX,Latin America,1926-1955,1926,1955,2756,15738237,4060,31650548,1.4731494920174166
pre_1950_soc,Africa,Morocco,MAR,Africa,1913-1950,1913,1950,1132,5554809,2319,8935407,2.0485865724381624
pre_1950_soc,Africa,Morocco,MAR,Africa,1913-1955,1913,1955,1132,5554809,2364,10158077,2.088339222614841
pre_1950_soc,E Asia (soc.),Myanmar,MMR,E Asia (soc.),1913-1950,1913,1950,1092,11236535,631,17737081,0.5778388278388278
pre_1950_soc,E Asia (soc.),Myanmar,MMR,E Asia (soc.),1913-1955,1913,1955,1092,11236535,744,19550444,0.6813186813186813
pre_1950_soc,E Asia (soc.),Myanmar,MMR,E Asia (soc.),1926-1950,1926,1950,1298,12674415,631,17737081,0.4861325115562404
pre_1950_soc,E Asia (soc.),Myanmar,MMR,E Asia (soc.),1926-1955,1926,1955,1298,12674415,744,19550444,0.5731895223420647
pre_1950_soc,South Asia,Nepal,NPL,South Asia,1913-1950,1913,1950,870,5389297,802,8396565,0.9218390804597701
pre_1950_soc,South Asia,Nepal,NPL,South Asia,1913-1955,1913,1955,870,5389297,894,9257941,1.0275862068965518
pre_1950_soc,W Europe/offshoots,Netherlands,NLD,W Europe/offshoots,1913-1939,1913,1939,6454,6175690,8837,8760124,1.369228385497366
pre_1950_soc,W Europe/offshoots,Netherlands,NLD,W Europe/offshoots,1913-1950,1913,1950,6454,6175690,9558,10113709,1.4809420514409668
pre_1950_soc,W Europe/offshoots,Netherlands,NLD,W Europe/offshoots,1913-1955,1913,1955,6454,6175690,11678,10751178,1.8094205144096684
pre_1950_soc,W Europe/offshoots,Netherlands,NLD,W Europe/offshoots,1926-1939,1926,1939,8541,7438843,8837,8760124,1.0346563634234867
pre_1950_soc,W Europe/offshoots,Netherlands,NLD,W Europe/offshoots,1926-1950,1926,1950,8541,7438843,9558,10113709,1.119072708113804
pre_1950_soc,W Europe/offshoots,Netherlands,NLD,W Europe/offshoots,1926-1955,1926,1955,8541,7438843,11678,10751178,1.3672872029036414
pre_1950_soc,Africa,Nigeria,NGA,Africa,1926-1939,1926,1939,1005.5777,25111383,1011.9522,30590134,1.0063391421667365
pre_1950_soc,Africa,Nigeria,NGA,Africa,1926-1950,1926,1950,1005.5777,25111383,1200,37282970,1.193343885808128
pre_1950_soc,Africa,Nigeria,NGA,Africa,1926-1955,1926,1955,1005.5777,25111383,1379,40935586,1.3713510154411737
pre_1950_soc,Latin America,Panama,PAN,Latin America,1913-1939,1913,1939,2927,355823,2683,651679,0.9166381961052272
pre_1950_soc,Latin America,Panama,PAN,Latin America,1913-1950,1913,1950,2927,355823,2577,860801,0.8804236419542193
pre_1950_soc,Latin America,Panama,PAN,Latin America,1913-1955,1913,1955,2927,355823,2766,978933,0.9449948752989409
pre_1950_soc,Latin America,Panama,PAN,Latin America,1926-1939,1926,1939,2515,485473,2683,651679,1.0667992047713717
pre_1950_soc,Latin America,Panama,PAN,Latin America,1926-1950,1926,1950,2515,485473,2577,860801,1.024652087475149
pre_1950_soc,Latin America,Panama,PAN,Latin America,1926-1955,1926,1955,2515,485473,2766,978933,1.0998011928429423
pre_1950_soc,Latin America,Peru,PER,Latin America,1913-1939,1913,1939,1645,4296321,3037,6339585,1.8462006079027355
pre_1950_soc,Latin America,Peru,PER,Latin America,1913-1950,1913,1950,1645,4296321,3679,7677360,2.2364741641337385
pre_1950_soc,Latin America,Peru,PER,Latin America,1913-1955,1913,1955,1645,4296321,4309,8821968,2.619452887537994
pre_1950_soc,Latin America,Peru,PER,Latin America,1926-1939,1926,1939,2662,5150378,3037,6339585,1.1408715251690458
pre_1950_soc,Latin America,Peru,PER,Latin America,1926-1950,1926,1950,2662,5150378,3679,7677360,1.3820435762584522
pre_1950_soc,Latin America,Peru,PER,Latin America,1926-1955,1926,1955,2662,5150378,4309,8821968,1.6187077385424493
pre_1950_soc,E Asia (cap.),Philippines,PHL,E Asia (cap.),1913-1939,1913,1939,1575,8242677,2404,14120183,1.5263492063492063
pre_1950_soc,E Asia (cap.),Philippines,PHL,E Asia (cap.),1913-1950,1913,1950,1575,8242677,1706,18849480,1.0831746031746032
pre_1950_soc,E Asia (cap.),Philippines,PHL,E Asia (cap.),1913-1955,1913,1955,1575,8242677,2165,22880530,1.3746031746031746
pre_1950_soc,E Asia (cap.),Philippines,PHL,E Asia (cap.),1926-1939,1926,1939,2174,10574987,2404,14120183,1.1057957681692732
pre_1950_soc,E Asia (cap.),Philippines,PHL,E Asia (cap.),1926-1950,1926,1950,2174,10574987,1706,18849480,0.7847286108555658
pre_1950_soc,E Asia (cap.),Philippines,PHL,E Asia (cap.),1926-1955,1926,1955,2174,10574987,2165,22880530,0.9958601655933763
pre_1950_soc,CEE,Poland,POL,CEE,1913-1950,1913,1950,2772,25248988,3900,24780120,1.406926406926407
pre_1950_soc,CEE,Poland,POL,CEE,1913-1955,1913,1955,2772,25248988,4454,27063591,1.6067821067821069
pre_1950_soc,Southern Europe,Portugal,PRT,Southern Europe,1913-1939,1913,1939,1992,5918888,2788,7566417,1.3995983935742973
pre_1950_soc,Southern Europe,Portugal,PRT,Southern Europe,1913-1950,1913,1950,1992,5918888,3325,8418820,1.6691767068273093
pre_1950_soc,Southern Europe,Portugal,PRT,Southern Europe,1913-1955,1913,1955,1992,5918888,3945,8662840,1.980421686746988
pre_1950_soc,Southern Europe,Portugal,PRT,Southern Europe,1926-1939,1926,1939,2262,6462560,2788,7566417,1.2325375773651637
pre_1950_soc,Southern Europe,Portugal,PRT,Southern Europe,1926-1950,1926,1950,2262,6462560,3325,8418820,1.4699381078691423
pre_1950_soc,Southern Europe,Portugal,PRT,Southern Europe,1926-1955,1926,1955,2262,6462560,3945,8662840,1.7440318302387268
pre_1950_soc,CEE,Romania,ROU,CEE,1913-1939,1913,1939,1754.5227,11997596,1626.422,15681114,0.926988291459552
pre_1950_soc,CEE,Romania,ROU,CEE,1913-1950,1913,1950,1754.5227,11997596,1883.9768,16397220,1.0737830864200275
pre_1950_soc,CEE,Romania,ROU,CEE,1913-1955,1913,1955,1754.5227,11997596,2515.1223,17475222,1.433507984821171
pre_1950_soc,CEE,Romania,ROU,CEE,1926-1939,1926,1939,1528.0588,13383028,1626.422,15681114,1.0643713448723309
pre_1950_soc,CEE,Romania,ROU,CEE,1926-1950,1926,1950,1528.0588,13383028,1883.9768,16397220,1.2329216650563446
pre_1950_soc,CEE,Romania,ROU,CEE,1926-1955,1926,1955,1528.0588,13383028,2515.1223,17475222,1.6459591083798608
pre_1950_soc,USSR/other E Eur,Russia,RUS,Russia,1913-1939,1913,1939,1163.2654,72906633,2368.6243,92535473,2.036185637430633
pre_1950_soc,USSR/other E Eur,Russia,RUS,Russia,1913-1950,1913,1950,1163.2654,72906633,3310.8347,103392314,2.8461559159242595
pre_1950_soc,USSR/other E Eur,Russia,RUS,Russia,1913-1955,1913,1955,1163.2654,72906633,4312.621,111160938,3.7073405604602354
pre_1950_soc,USSR/other E Eur,Russia,RUS,Russia,1926-1939,1926,1939,1207.4231,82112638,2368.6243,92535473,1.961718555823555
pre_1950_soc,USSR/other E Eur,Russia,RUS,Russia,1926-1950,1926,1950,1207.4231,82112638,3310.8347,103392314,2.7420667204395874
pre_1950_soc,USSR/other E Eur,Russia,RUS,Russia,1926-1955,1926,1955,1207.4231,82112638,4312.621,111160938,3.571756246836755
pre_1950_soc,South Asia,Saudi Arabia,SAU,South Asia,1913-1950,1913,1950,956,2220711,3556,1703232,3.719665271966527
pre_1950_soc,South Asia,Saudi Arabia,SAU,South Asia,1913-1955,1913,1955,956,2220711,4658,2031914,4.872384937238493
pre_1950_soc,Africa,South Africa,ZAF,Africa,1926-1939,1926,1939,2228,8095309,3272,10528607,1.4685816876122082
pre_1950_soc,Africa,South Africa,ZAF,Africa,1926-1950,1926,1950,2228,8095309,4041,13038461,1.813734290843806
pre_1950_soc,Africa,South Africa,ZAF,Africa,1926-1955,1926,1955,2228,8095309,4511,14533312,2.024685816876122
pre_1950_soc,E Asia (cap.),South Korea,KOR,E Asia (cap.),1913-1939,1913,1939,1171.044,10290453,1610.7312,15045613,1.3754659944459813
pre_1950_soc,E Asia (cap.),South Korea,KOR,E Asia (cap.),1913-1950,1913,1950,1171.044,10290453,998.08875,19757280,0.8523067877893571
pre_1950_soc,E Asia (cap.),South Korea,KOR,E Asia (cap.),1913-1955,1913,1955,1171.044,10290453,1411.3336,22125060,1.2051926315322052
pre_1950_soc,E Asia (cap.),South Korea,KOR,E Asia (cap.),1926-1939,1926,1939,1529.5438,12640561,1610.7312,15045613,1.0530794868378401
pre_1950_soc,E Asia (cap.),South Korea,KOR,E Asia (cap.),1926-1950,1926,1950,1529.5438,12640561,998.08875,19757280,0.6525401560909861
pre_1950_soc,E Asia (cap.),South Korea,KOR,E Asia (cap.),1926-1955,1926,1955,1529.5438,12640561,1411.3336,22125060,0.9227153874246687
pre_1950_soc,Southern Europe,Spain,ESP,Southern Europe,1913-1939,1913,1939,3063.3096,20262175,2881.3777,25514739,0.9406093657657064
pre_1950_soc,Southern Europe,Spain,ESP,Southern Europe,1913-1950,1913,1950,3063.3096,20262175,3459.4402,28077007,1.129314581849644
pre_1950_soc,Southern Europe,Spain,ESP,Southern Europe,1913-1955,1913,1955,3063.3096,20262175,4436.738,29089728,1.448347891443947
pre_1950_soc,Southern Europe,Spain,ESP,Southern Europe,1926-1939,1926,1939,3645.5854,22536404,2881.3777,25514739,0.7903744896498653
pre_1950_soc,Southern Europe,Spain,ESP,Southern Europe,1926-1950,1926,1950,3645.5854,22536404,3459.4402,28077007,0.9489395585137026
pre_1950_soc,Southern Europe,Spain,ESP,Southern Europe,1926-1955,1926,1955,3645.5854,22536404,4436.738,29089728,1.2170166141218364
pre_1950_soc,South Asia,Sri Lanka,LKA,South Asia,1913-1939,1913,1939,1967,5062771,1890,6411140,0.9608540925266904
pre_1950_soc,South Asia,Sri Lanka,LKA,South Asia,1913-1950,1913,1950,1967,5062771,1997,7811013,1.0152516522623285
pre_1950_soc,South Asia,Sri Lanka,LKA,South Asia,1913-1955,1913,1955,1967,5062771,2131,8623279,1.083375699034062
pre_1950_soc,South Asia,Sri Lanka,LKA,South Asia,1926-1939,1926,1939,2018,5795091,1890,6411140,0.9365708622398414
pre_1950_soc,South Asia,Sri Lanka,LKA,South Asia,1926-1950,1926,1950,2018,5795091,1997,7811013,0.9895936570862239
pre_1950_soc,South Asia,Sri Lanka,LKA,South Asia,1926-1955,1926,1955,2018,5795091,2131,8623279,1.05599603567889
pre_1950_soc,South Asia,Syria,SYR,South Asia,1913-1950,1913,1950,2072,2092293,3838,3612038,1.8523166023166022
pre_1950_soc,South Asia,Syria,SYR,South Asia,1913-1955,1913,1955,2072,2092293,4844,4050552,2.3378378378378377
pre_1950_soc,E Asia (cap.),Taiwan,TWN,E Asia (cap.),1913-1939,1913,1939,1286,3377251,2200,5669363,1.7107309486780715
pre_1950_soc,E Asia (cap.),Taiwan,TWN,E Asia (cap.),1913-1950,1913,1950,1286,3377251,1460,7596500,1.135303265940902
pre_1950_soc,E Asia (cap.),Taiwan,TWN,E Asia (cap.),1913-1955,1913,1955,1286,3377251,1895,9104094,1.473561430793157
pre_1950_soc,E Asia (cap.),Taiwan,TWN,E Asia (cap.),1926-1939,1926,1939,1954,4078400,2200,5669363,1.1258955987717503
pre_1950_soc,E Asia (cap.),Taiwan,TWN,E Asia (cap.),1926-1950,1926,1950,1954,4078400,1460,7596500,0.7471852610030706
pre_1950_soc,E Asia (cap.),Taiwan,TWN,E Asia (cap.),1926-1955,1926,1955,1954,4078400,1895,9104094,0.9698055271238485
pre_1950_soc,E Asia (cap.),Thailand,THA,E Asia (cap.),1913-1950,1913,1950,1341,8845046,1302,20428361,0.970917225950783
pre_1950_soc,E Asia (cap.),Thailand,THA,E Asia (cap.),1913-1955,1913,1955,1341,8845046,1506,23343130,1.1230425055928412
pre_1950_soc,Africa,Tunisia,TUN,Africa,1913-1950,1913,1950,1407,2244684,1777,3608948,1.2629708599857854
pre_1950_soc,Africa,Tunisia,TUN,Africa,1913-1955,1913,1955,1407,2244684,1855,4005088,1.318407960199005
pre_1950_soc,Southern Europe,Turkey,TUR,Southern Europe,1913-1939,1913,1939,1473,14455574,2324,17257852,1.5777325186693822
pre_1950_soc,Southern Europe,Turkey,TUR,Southern Europe,1913-1950,1913,1950,1473,14455574,2079,21021088,1.4114052953156824
pre_1950_soc,Southern Europe,Turkey,TUR,Southern Europe,1913-1955,1913,1955,1473,14455574,2754,24310462,1.8696537678207739
pre_1950_soc,Southern Europe,Turkey,TUR,Southern Europe,1926-1939,1926,1939,1382,14289555,2324,17257852,1.6816208393632417
pre_1950_soc,Southern Europe,Turkey,TUR,Southern Europe,1926-1950,1926,1950,1382,14289555,2079,21021088,1.504341534008683
pre_1950_soc,Southern Europe,Turkey,TUR,Southern Europe,1926-1955,1926,1955,1382,14289555,2754,24310462,1.9927641099855282
pre_1950_soc,Africa,Uganda,UGA,Africa,1913-1950,1913,1950,707.6856,3543847,1095,5750874,1.5472972743828615
pre_1950_soc,Africa,Uganda,UGA,Africa,1913-1955,1913,1955,707.6856,3543847,1071,6613726,1.5133839094648809
pre_1950_soc,Africa,Uganda,UGA,Africa,1926-1950,1926,1950,1053.559,3890174,1095,5750874,1.0393342945198134
pre_1950_soc,Africa,Uganda,UGA,Africa,1926-1955,1926,1955,1053.559,3890174,1071,6613726,1.0165543647769133
pre_1950_soc,W Europe/offshoots,United Kingdom,GBR,W Europe/offshoots,1913-1939,1913,1939,8212,45404707,9982,47890226,1.2155382367267413
pre_1950_soc,W Europe/offshoots,United Kingdom,GBR,W Europe/offshoots,1913-1950,1913,1950,8212,45404707,11061,50120975,1.3469313200194837
pre_1950_soc,W Europe/offshoots,United Kingdom,GBR,W Europe/offshoots,1913-1955,1913,1955,8212,45404707,12541,51176702,1.5271553823672674
pre_1950_soc,W Europe/offshoots,United Kingdom,GBR,W Europe/offshoots,1926-1939,1926,1939,7868,46164416,9982,47890226,1.2686832740213523
pre_1950_soc,W Europe/offshoots,United Kingdom,GBR,W Europe/offshoots,1926-1950,1926,1950,7868,46164416,11061,50120975,1.405821047280122
pre_1950_soc,W Europe/offshoots,United Kingdom,GBR,W Europe/offshoots,1926-1955,1926,1955,7868,46164416,12541,51176702,1.5939247585155059
pre_1950_soc,W Europe/offshoots,United States,USA,W Europe/offshoots,1913-1939,1913,1939,10107.97,94231351,11171.448,128160070,1.1052118278942262
pre_1950_soc,W Europe/offshoots,United States,USA,W Europe/offshoots,1913-1950,1913,1950,10107.97,94231351,15240,154202632,1.5077211349064155
pre_1950_soc,W Europe/offshoots,United States,USA,W Europe/offshoots,1913-1955,1913,1955,10107.97,94231351,17370,166199979,1.7184459391945168
pre_1950_soc,W Europe/offshoots,United States,USA,W Europe/offshoots,1926-1939,1926,1939,11647.768,113374057,11171.448,128160070,0.9591063283540675
pre_1950_soc,W Europe/offshoots,United States,USA,W Europe/offshoots,1926-1950,1926,1950,11647.768,113374057,15240,154202632,1.308405181147152
pre_1950_soc,W Europe/offshoots,United States,USA,W Europe/offshoots,1926-1955,1926,1955,11647.768,113374057,17370,166199979,1.4912728344177184
pre_1950_soc,Latin America,Uruguay,URY,Latin America,1913-1939,1913,1939,4838,1179048,5322,1968567,1.1000413393964448
pre_1950_soc,Latin America,Uruguay,URY,Latin America,1913-1950,1913,1950,4838,1179048,7015,2234368,1.4499793303017776
pre_1950_soc,Latin America,Uruguay,URY,Latin America,1913-1955,1913,1955,4838,1179048,8176,2366980,1.6899545266639107
pre_1950_soc,Latin America,Uruguay,URY,Latin America,1926-1939,1926,1939,4548,1592909,5322,1968567,1.1701846965699207
pre_1950_soc,Latin America,Uruguay,URY,Latin America,1926-1950,1926,1950,4548,1592909,7015,2234368,1.5424362357080035
pre_1950_soc,Latin America,Uruguay,URY,Latin America,1926-1955,1926,1955,4548,1592909,8176,2366980,1.7977132805628848
pre_1950_soc,Latin America,Venezuela,VEN,Latin America,1913-1939,1913,1939,1750,3090886,4538,4065897,2.593142857142857
pre_1950_soc,Latin America,Venezuela,VEN,Latin America,1913-1950,1913,1950,1750,3090886,8462,5488803,4.835428571428571
pre_1950_soc,Latin America,Venezuela,VEN,Latin America,1913-1955,1913,1955,1750,3090886,10501,6755777,6.000571428571429
pre_1950_soc,Latin America,Venezuela,VEN,Latin America,1926-1939,1926,1939,2423,3445984,4538,4065897,1.8728848534874123
pre_1950_soc,Latin America,Venezuela,VEN,Latin America,1926-1950,1926,1950,2423,3445984,8462,5488803,3.4923648369789517
pre_1950_soc,Latin America,Venezuela,VEN,Latin America,1926-1955,1926,1955,2423,3445984,10501,6755777,4.333883615352868
pre_1950_soc,E Asia (soc.),Vietnam,VNM,E Asia (soc.),1913-1950,1913,1950,1159,18975768,1049,25100685,0.905090595340811
pre_1950_soc,E Asia (soc.),Vietnam,VNM,E Asia (soc.),1913-1955,1913,1955,1159,18975768,1195,28166396,1.0310612597066438
pre_1950_soc,CEE,Yugoslavia,OWID_YGS,Yugoslavia,1913-1939,1913,1939,1551,13590000,2072,16300000,1.3359123146357188
pre_1950_soc,CEE,Yugoslavia,OWID_YGS,Yugoslavia,1913-1950,1913,1950,1551,13590000,2276,16300000,1.4674403610573823
pre_1950_soc,CEE,Yugoslavia,OWID_YGS,Yugoslavia,1913-1955,1913,1955,1551,13590000,2721,17360000,1.7543520309477756
pre_1950_soc,CEE,Yugoslavia,OWID_YGS,Yugoslavia,1926-1939,1926,1939,1854,13580000,2072,16300000,1.1175836030204962
pre_1950_soc,CEE,Yugoslavia,OWID_YGS,Yugoslavia,1926-1950,1926,1950,1854,13580000,2276,16300000,1.2276159654800431
pre_1950_soc,CEE,Yugoslavia,OWID_YGS,Yugoslavia,1926-1955,1926,1955,1854,13580000,2721,17360000,1.4676375404530744
post_1950_soc,South Asia,Afghanistan,AFG,South Asia,1950-1989,1950,1989,1156,7776133,999,11874030,0.8641868512110726
post_1950_soc,South Asia,Afghanistan,AFG,South Asia,1950-1975,1950,1975,1156,7776133,1074,12773909,0.9290657439446367
post_1950_soc,South Asia,Afghanistan,AFG,South Asia,1975-1989,1975,1989,1074,12773909,999,11874030,0.9301675977653632
post_1950_soc,Africa,Algeria,DZA,Africa,1950-1989,1950,1989,2176,9018372,4889,24754440,2.246783088235294
