EV,MEGYE,TELEPÜLÉS,n_valpolg_nevjegyz,n_valpolg_megjel,n_ervtelen_szav,n_erv_szav,LISTA,SZAVAZAT
2009,Budapest,Budapest 1,21544,12125,88,12032,FIDESZ-KDNP,6598
2009,Budapest,Budapest 1,21544,12125,88,12032,SZDSZ,769
2009,Budapest,Budapest 1,21544,12125,88,12032,MCF ROMA Ö.,24
2009,Budapest,Budapest 1,21544,12125,88,12032,MUNKÁSPÁRT,67
2009,Budapest,Budapest 1,21544,12125,88,12032,MSZP,1918
2009,Budapest,Budapest 1,21544,12125,88,12032,Jobbik,1253
2009,Budapest,Budapest 1,21544,12125,88,12032,LMP,722
2009,Budapest,Budapest 1,21544,12125,88,12032,MDF,681
2009,Budapest,Budapest 2,68444,40410,228,40149,FIDESZ-KDNP,21310
2009,Budapest,Budapest 2,68444,40410,228,40149,SZDSZ,2684
2009,Budapest,Budapest 2,68444,40410,228,40149,MCF ROMA Ö.,59
2009,Budapest,Budapest 2,68444,40410,228,40149,MUNKÁSPÁRT,189
2009,Budapest,Budapest 2,68444,40410,228,40149,MSZP,7355
2009,Budapest,Budapest 2,68444,40410,228,40149,Jobbik,3754
2009,Budapest,Budapest 2,68444,40410,228,40149,LMP,2226
2009,Budapest,Budapest 2,68444,40410,228,40149,MDF,2572
2009,Budapest,Budapest 3,100488,47410,363,47026,FIDESZ-KDNP,21817
2009,Budapest,Budapest 3,100488,47410,363,47026,SZDSZ,1928
2009,Budapest,Budapest 3,100488,47410,363,47026,MCF ROMA Ö.,76
2009,Budapest,Budapest 3,100488,47410,363,47026,MUNKÁSPÁRT,440
2009,Budapest,Budapest 3,100488,47410,363,47026,MSZP,11001
2009,Budapest,Budapest 3,100488,47410,363,47026,Jobbik,6152
2009,Budapest,Budapest 3,100488,47410,363,47026,LMP,2425
2009,Budapest,Budapest 3,100488,47410,363,47026,MDF,3187
2009,Budapest,Budapest 4,80293,31515,205,31301,FIDESZ-KDNP,13996
2009,Budapest,Budapest 4,80293,31515,205,31301,SZDSZ,1182
2009,Budapest,Budapest 4,80293,31515,205,31301,MCF ROMA Ö.,36
2009,Budapest,Budapest 4,80293,31515,205,31301,MUNKÁSPÁRT,352
2009,Budapest,Budapest 4,80293,31515,205,31301,MSZP,7643
2009,Budapest,Budapest 4,80293,31515,205,31301,Jobbik,4420
2009,Budapest,Budapest 4,80293,31515,205,31301,LMP,1478
2009,Budapest,Budapest 4,80293,31515,205,31301,MDF,2194
2009,Budapest,Budapest 5,21604,11484,81,11395,FIDESZ-KDNP,5812
2009,Budapest,Budapest 5,21604,11484,81,11395,SZDSZ,829
2009,Budapest,Budapest 5,21604,11484,81,11395,MCF ROMA Ö.,34
2009,Budapest,Budapest 5,21604,11484,81,11395,MUNKÁSPÁRT,82
2009,Budapest,Budapest 5,21604,11484,81,11395,MSZP,2319
2009,Budapest,Budapest 5,21604,11484,81,11395,Jobbik,1070
2009,Budapest,Budapest 5,21604,11484,81,11395,LMP,584
2009,Budapest,Budapest 5,21604,11484,81,11395,MDF,665
2009,Budapest,Budapest 6,29696,13052,113,12932,FIDESZ-KDNP,6135
2009,Budapest,Budapest 6,29696,13052,113,12932,SZDSZ,840
2009,Budapest,Budapest 6,29696,13052,113,12932,MCF ROMA Ö.,39
2009,Budapest,Budapest 6,29696,13052,113,12932,MUNKÁSPÁRT,95
2009,Budapest,Budapest 6,29696,13052,113,12932,MSZP,2739
2009,Budapest,Budapest 6,29696,13052,113,12932,Jobbik,1408
2009,Budapest,Budapest 6,29696,13052,113,12932,LMP,943
2009,Budapest,Budapest 6,29696,13052,113,12932,MDF,733
2009,Budapest,Budapest 7,45031,17817,152,17654,FIDESZ-KDNP,7874
2009,Budapest,Budapest 7,45031,17817,152,17654,SZDSZ,1092
2009,Budapest,Budapest 7,45031,17817,152,17654,MCF ROMA Ö.,56
2009,Budapest,Budapest 7,45031,17817,152,17654,MUNKÁSPÁRT,158
2009,Budapest,Budapest 7,45031,17817,152,17654,MSZP,3739
2009,Budapest,Budapest 7,45031,17817,152,17654,Jobbik,2323
2009,Budapest,Budapest 7,45031,17817,152,17654,LMP,1242
2009,Budapest,Budapest 7,45031,17817,152,17654,MDF,1170
2009,Budapest,Budapest 8,55412,19972,179,19784,FIDESZ-KDNP,9790
2009,Budapest,Budapest 8,55412,19972,179,19784,SZDSZ,938
2009,Budapest,Budapest 8,55412,19972,179,19784,MCF ROMA Ö.,62
2009,Budapest,Budapest 8,55412,19972,179,19784,MUNKÁSPÁRT,231
2009,Budapest,Budapest 8,55412,19972,179,19784,MSZP,3956
2009,Budapest,Budapest 8,55412,19972,179,19784,Jobbik,2563
2009,Budapest,Budapest 8,55412,19972,179,19784,LMP,1117
2009,Budapest,Budapest 8,55412,19972,179,19784,MDF,1127
2009,Budapest,Budapest 9,44933,18493,119,18369,FIDESZ-KDNP,8573
2009,Budapest,Budapest 9,44933,18493,119,18369,SZDSZ,848
2009,Budapest,Budapest 9,44933,18493,119,18369,MCF ROMA Ö.,29
2009,Budapest,Budapest 9,44933,18493,119,18369,MUNKÁSPÁRT,187
2009,Budapest,Budapest 9,44933,18493,119,18369,MSZP,4133
2009,Budapest,Budapest 9,44933,18493,119,18369,Jobbik,2487
2009,Budapest,Budapest 9,44933,18493,119,18369,LMP,1017
2009,Budapest,Budapest 9,44933,18493,119,18369,MDF,1095
2009,Budapest,Budapest 10,59507,22605,180,22406,FIDESZ-KDNP,10140
2009,Budapest,Budapest 10,59507,22605,180,22406,SZDSZ,661
2009,Budapest,Budapest 10,59507,22605,180,22406,MCF ROMA Ö.,47
2009,Budapest,Budapest 10,59507,22605,180,22406,MUNKÁSPÁRT,296
2009,Budapest,Budapest 10,59507,22605,180,22406,MSZP,5820
2009,Budapest,Budapest 10,59507,22605,180,22406,Jobbik,3042
2009,Budapest,Budapest 10,59507,22605,180,22406,LMP,902
2009,Budapest,Budapest 10,59507,22605,180,22406,MDF,1498
2009,Budapest,Budapest 11,106792,56159,339,55801,FIDESZ-KDNP,28258
2009,Budapest,Budapest 11,106792,56159,339,55801,SZDSZ,2383
2009,Budapest,Budapest 11,106792,56159,339,55801,MCF ROMA Ö.,64
2009,Budapest,Budapest 11,106792,56159,339,55801,MUNKÁSPÁRT,448
2009,Budapest,Budapest 11,106792,56159,339,55801,MSZP,12197
2009,Budapest,Budapest 11,106792,56159,339,55801,Jobbik,6214
2009,Budapest,Budapest 11,106792,56159,339,55801,LMP,2721
2009,Budapest,Budapest 11,106792,56159,339,55801,MDF,3516
2009,Budapest,Budapest 12,47303,28210,182,28011,FIDESZ-KDNP,15236
2009,Budapest,Budapest 12,47303,28210,182,28011,SZDSZ,1743
2009,Budapest,Budapest 12,47303,28210,182,28011,MCF ROMA Ö.,45
2009,Budapest,Budapest 12,47303,28210,182,28011,MUNKÁSPÁRT,131
2009,Budapest,Budapest 12,47303,28210,182,28011,MSZP,4893
2009,Budapest,Budapest 12,47303,28210,182,28011,Jobbik,2667
2009,Budapest,Budapest 12,47303,28210,182,28011,LMP,1607
2009,Budapest,Budapest 12,47303,28210,182,28011,MDF,1689
2009,Budapest,Budapest 13,87433,38002,291,37696,FIDESZ-KDNP,14655
2009,Budapest,Budapest 13,87433,38002,291,37696,SZDSZ,2361
2009,Budapest,Budapest 13,87433,38002,291,37696,MCF ROMA Ö.,96
2009,Budapest,Budapest 13,87433,38002,291,37696,MUNKÁSPÁRT,408
2009,Budapest,Budapest 13,87433,38002,291,37696,MSZP,11154
2009,Budapest,Budapest 13,87433,38002,291,37696,Jobbik,4142
2009,Budapest,Budapest 13,87433,38002,291,37696,LMP,2224
2009,Budapest,Budapest 13,87433,38002,291,37696,MDF,2656
2009,Budapest,Budapest 14,92284,43647,266,43355,FIDESZ-KDNP,19580
2009,Budapest,Budapest 14,92284,43647,266,43355,SZDSZ,2386
2009,Budapest,Budapest 14,92284,43647,266,43355,MCF ROMA Ö.,45
2009,Budapest,Budapest 14,92284,43647,266,43355,MUNKÁSPÁRT,461
2009,Budapest,Budapest 14,92284,43647,266,43355,MSZP,10760
2009,Budapest,Budapest 14,92284,43647,266,43355,Jobbik,4973
2009,Budapest,Budapest 14,92284,43647,266,43355,LMP,2199
2009,Budapest,Budapest 14,92284,43647,266,43355,MDF,2951
2009,Budapest,Budapest 15,65795,27239,222,27002,FIDESZ-KDNP,12826
2009,Budapest,Budapest 15,65795,27239,222,27002,SZDSZ,843
2009,Budapest,Budapest 15,65795,27239,222,27002,MCF ROMA Ö.,34
2009,Budapest,Budapest 15,65795,27239,222,27002,MUNKÁSPÁRT,289
2009,Budapest,Budapest 15,65795,27239,222,27002,MSZP,6539
2009,Budapest,Budapest 15,65795,27239,222,27002,Jobbik,3890
2009,Budapest,Budapest 15,65795,27239,222,27002,LMP,1019
2009,Budapest,Budapest 15,65795,27239,222,27002,MDF,1562
2009,Budapest,Budapest 16,56923,27796,201,27576,FIDESZ-KDNP,14488
2009,Budapest,Budapest 16,56923,27796,201,27576,SZDSZ,905
2009,Budapest,Budapest 16,56923,27796,201,27576,MCF ROMA Ö.,28
2009,Budapest,Budapest 16,56923,27796,201,27576,MUNKÁSPÁRT,176
2009,Budapest,Budapest 16,56923,27796,201,27576,MSZP,5079
2009,Budapest,Budapest 16,56923,27796,201,27576,Jobbik,3767
2009,Budapest,Budapest 16,56923,27796,201,27576,LMP,1240
2009,Budapest,Budapest 16,56923,27796,201,27576,MDF,1893
2009,Budapest,Budapest 17,68090,28685,148,28525,FIDESZ-KDNP,14777
2009,Budapest,Budapest 17,68090,28685,148,28525,SZDSZ,826
2009,Budapest,Budapest 17,68090,28685,148,28525,MCF ROMA Ö.,37
2009,Budapest,Budapest 17,68090,28685,148,28525,MUNKÁSPÁRT,259
2009,Budapest,Budapest 17,68090,28685,148,28525,MSZP,5463
2009,Budapest,Budapest 17,68090,28685,148,28525,Jobbik,4108
2009,Budapest,Budapest 17,68090,28685,148,28525,LMP,1058
2009,Budapest,Budapest 17,68090,28685,148,28525,MDF,1997
2009,Budapest,Budapest 18,78937,34109,264,33824,FIDESZ-KDNP,16090
2009,Budapest,Budapest 18,78937,34109,264,33824,SZDSZ,1034
2009,Budapest,Budapest 18,78937,34109,264,33824,MCF ROMA Ö.,47
2009,Budapest,Budapest 18,78937,34109,264,33824,MUNKÁSPÁRT,338
2009,Budapest,Budapest 18,78937,34109,264,33824,MSZP,7499
2009,Budapest,Budapest 18,78937,34109,264,33824,Jobbik,5090
2009,Budapest,Budapest 18,78937,34109,264,33824,LMP,1301
2009,Budapest,Budapest 18,78937,34109,264,33824,MDF,2425
2009,Budapest,Budapest 19,48479,20211,130,20076,FIDESZ-KDNP,9476
2009,Budapest,Budapest 19,48479,20211,130,20076,SZDSZ,692
2009,Budapest,Budapest 19,48479,20211,130,20076,MCF ROMA Ö.,33
2009,Budapest,Budapest 19,48479,20211,130,20076,MUNKÁSPÁRT,236
2009,Budapest,Budapest 19,48479,20211,130,20076,MSZP,4670
2009,Budapest,Budapest 19,48479,20211,130,20076,Jobbik,2735
2009,Budapest,Budapest 19,48479,20211,130,20076,LMP,855
2009,Budapest,Budapest 19,48479,20211,130,20076,MDF,1379
2009,Budapest,Budapest 20,52293,19742,168,19568,FIDESZ-KDNP,9254
2009,Budapest,Budapest 20,52293,19742,168,19568,SZDSZ,519
2009,Budapest,Budapest 20,52293,19742,168,19568,MCF ROMA Ö.,32
2009,Budapest,Budapest 20,52293,19742,168,19568,MUNKÁSPÁRT,194
2009,Budapest,Budapest 20,52293,19742,168,19568,MSZP,4805
2009,Budapest,Budapest 20,52293,19742,168,19568,Jobbik,2815
2009,Budapest,Budapest 20,52293,19742,168,19568,LMP,626
2009,Budapest,Budapest 20,52293,19742,168,19568,MDF,1323
2009,Budapest,Budapest 21,62329,22118,162,21941,FIDESZ-KDNP,9836
2009,Budapest,Budapest 21,62329,22118,162,21941,SZDSZ,651
2009,Budapest,Budapest 21,62329,22118,162,21941,MCF ROMA Ö.,49
2009,Budapest,Budapest 21,62329,22118,162,21941,MUNKÁSPÁRT,368
2009,Budapest,Budapest 21,62329,22118,162,21941,MSZP,5503
2009,Budapest,Budapest 21,62329,22118,162,21941,Jobbik,3282
2009,Budapest,Budapest 21,62329,22118,162,21941,LMP,829
2009,Budapest,Budapest 21,62329,22118,162,21941,MDF,1423
2009,Budapest,Budapest 22,41837,19817,118,19694,FIDESZ-KDNP,10074
2009,Budapest,Budapest 22,41837,19817,118,19694,SZDSZ,644
2009,Budapest,Budapest 22,41837,19817,118,19694,MCF ROMA Ö.,34
2009,Budapest,Budapest 22,41837,19817,118,19694,MUNKÁSPÁRT,157
2009,Budapest,Budapest 22,41837,19817,118,19694,MSZP,3862
2009,Budapest,Budapest 22,41837,19817,118,19694,Jobbik,2788
2009,Budapest,Budapest 22,41837,19817,118,19694,LMP,896
2009,Budapest,Budapest 22,41837,19817,118,19694,MDF,1239
2009,Budapest,Budapest 23,17115,6816,57,6755,FIDESZ-KDNP,3523
2009,Budapest,Budapest 23,17115,6816,57,6755,SZDSZ,149
2009,Budapest,Budapest 23,17115,6816,57,6755,MCF ROMA Ö.,23
2009,Budapest,Budapest 23,17115,6816,57,6755,MUNKÁSPÁRT,66
2009,Budapest,Budapest 23,17115,6816,57,6755,MSZP,1369
2009,Budapest,Budapest 23,17115,6816,57,6755,Jobbik,971
2009,Budapest,Budapest 23,17115,6816,57,6755,LMP,216
2009,Budapest,Budapest 23,17115,6816,57,6755,MDF,438
2009,Baranya,Abaliget,524,119,5,114,FIDESZ-KDNP,63
2009,Baranya,Abaliget,524,119,5,114,SZDSZ,2
2009,Baranya,Abaliget,524,119,5,114,MCF ROMA Ö.,4
2009,Baranya,Abaliget,524,119,5,114,MUNKÁSPÁRT,0
2009,Baranya,Abaliget,524,119,5,114,MSZP,16
2009,Baranya,Abaliget,524,119,5,114,Jobbik,18
2009,Baranya,Abaliget,524,119,5,114,LMP,5
2009,Baranya,Abaliget,524,119,5,114,MDF,6
2009,Baranya,Adorjás,145,45,0,45,FIDESZ-KDNP,15
2009,Baranya,Adorjás,145,45,0,45,SZDSZ,0
2009,Baranya,Adorjás,145,45,0,45,MCF ROMA Ö.,17
2009,Baranya,Adorjás,145,45,0,45,MUNKÁSPÁRT,0
2009,Baranya,Adorjás,145,45,0,45,MSZP,9
2009,Baranya,Adorjás,145,45,0,45,Jobbik,2
2009,Baranya,Adorjás,145,45,0,45,LMP,0
2009,Baranya,Adorjás,145,45,0,45,MDF,2
2009,Baranya,Almamellék,336,104,1,103,FIDESZ-KDNP,73
2009,Baranya,Almamellék,336,104,1,103,SZDSZ,2
2009,Baranya,Almamellék,336,104,1,103,MCF ROMA Ö.,1
2009,Baranya,Almamellék,336,104,1,103,MUNKÁSPÁRT,0
2009,Baranya,Almamellék,336,104,1,103,MSZP,20
2009,Baranya,Almamellék,336,104,1,103,Jobbik,6
2009,Baranya,Almamellék,336,104,1,103,LMP,0
2009,Baranya,Almamellék,336,104,1,103,MDF,1
2009,Baranya,Almáskeresztúr,68,28,0,28,FIDESZ-KDNP,13
2009,Baranya,Almáskeresztúr,68,28,0,28,SZDSZ,1
2009,Baranya,Almáskeresztúr,68,28,0,28,MCF ROMA Ö.,0
2009,Baranya,Almáskeresztúr,68,28,0,28,MUNKÁSPÁRT,1
2009,Baranya,Almáskeresztúr,68,28,0,28,MSZP,9
2009,Baranya,Almáskeresztúr,68,28,0,28,Jobbik,2
2009,Baranya,Almáskeresztúr,68,28,0,28,LMP,1
2009,Baranya,Almáskeresztúr,68,28,0,28,MDF,1
2009,Baranya,Alsómocsolád,316,73,0,73,FIDESZ-KDNP,57
2009,Baranya,Alsómocsolád,316,73,0,73,SZDSZ,0
2009,Baranya,Alsómocsolád,316,73,0,73,MCF ROMA Ö.,0
2009,Baranya,Alsómocsolád,316,73,0,73,MUNKÁSPÁRT,0
2009,Baranya,Alsómocsolád,316,73,0,73,MSZP,5
2009,Baranya,Alsómocsolád,316,73,0,73,Jobbik,7
2009,Baranya,Alsómocsolád,316,73,0,73,LMP,1
2009,Baranya,Alsómocsolád,316,73,0,73,MDF,3
2009,Baranya,Alsószentmárton,736,303,0,303,FIDESZ-KDNP,282
2009,Baranya,Alsószentmárton,736,303,0,303,SZDSZ,0
2009,Baranya,Alsószentmárton,736,303,0,303,MCF ROMA Ö.,8
2009,Baranya,Alsószentmárton,736,303,0,303,MUNKÁSPÁRT,0
2009,Baranya,Alsószentmárton,736,303,0,303,MSZP,12
2009,Baranya,Alsószentmárton,736,303,0,303,Jobbik,0
2009,Baranya,Alsószentmárton,736,303,0,303,LMP,0
2009,Baranya,Alsószentmárton,736,303,0,303,MDF,1
2009,Baranya,Apátvarasd,102,26,0,26,FIDESZ-KDNP,23
2009,Baranya,Apátvarasd,102,26,0,26,SZDSZ,1
2009,Baranya,Apátvarasd,102,26,0,26,MCF ROMA Ö.,0
2009,Baranya,Apátvarasd,102,26,0,26,MUNKÁSPÁRT,1
2009,Baranya,Apátvarasd,102,26,0,26,MSZP,0
2009,Baranya,Apátvarasd,102,26,0,26,Jobbik,0
2009,Baranya,Apátvarasd,102,26,0,26,LMP,1
2009,Baranya,Apátvarasd,102,26,0,26,MDF,0
2009,Baranya,Aranyosgadány,270,70,1,69,FIDESZ-KDNP,51
2009,Baranya,Aranyosgadány,270,70,1,69,SZDSZ,1
2009,Baranya,Aranyosgadány,270,70,1,69,MCF ROMA Ö.,0
2009,Baranya,Aranyosgadány,270,70,1,69,MUNKÁSPÁRT,0
2009,Baranya,Aranyosgadány,270,70,1,69,MSZP,8
2009,Baranya,Aranyosgadány,270,70,1,69,Jobbik,6
2009,Baranya,Aranyosgadány,270,70,1,69,LMP,2
2009,Baranya,Aranyosgadány,270,70,1,69,MDF,1
2009,Baranya,Ág,141,38,3,35,FIDESZ-KDNP,29
2009,Baranya,Ág,141,38,3,35,SZDSZ,1
2009,Baranya,Ág,141,38,3,35,MCF ROMA Ö.,1
2009,Baranya,Ág,141,38,3,35,MUNKÁSPÁRT,1
2009,Baranya,Ág,141,38,3,35,MSZP,3
2009,Baranya,Ág,141,38,3,35,Jobbik,0
2009,Baranya,Ág,141,38,3,35,LMP,0
2009,Baranya,Ág,141,38,3,35,MDF,0
2009,Baranya,Áta,167,56,0,56,FIDESZ-KDNP,33
2009,Baranya,Áta,167,56,0,56,SZDSZ,0
2009,Baranya,Áta,167,56,0,56,MCF ROMA Ö.,1
2009,Baranya,Áta,167,56,0,56,MUNKÁSPÁRT,2
2009,Baranya,Áta,167,56,0,56,MSZP,6
2009,Baranya,Áta,167,56,0,56,Jobbik,6
2009,Baranya,Áta,167,56,0,56,LMP,1
2009,Baranya,Áta,167,56,0,56,MDF,7
2009,Baranya,Babarc,649,209,1,208,FIDESZ-KDNP,156
2009,Baranya,Babarc,649,209,1,208,SZDSZ,2
2009,Baranya,Babarc,649,209,1,208,MCF ROMA Ö.,0
2009,Baranya,Babarc,649,209,1,208,MUNKÁSPÁRT,0
2009,Baranya,Babarc,649,209,1,208,MSZP,27
2009,Baranya,Babarc,649,209,1,208,Jobbik,14
2009,Baranya,Babarc,649,209,1,208,LMP,0
2009,Baranya,Babarc,649,209,1,208,MDF,9
2009,Baranya,Babarcszőlős,91,38,0,38,FIDESZ-KDNP,36
2009,Baranya,Babarcszőlős,91,38,0,38,SZDSZ,1
2009,Baranya,Babarcszőlős,91,38,0,38,MCF ROMA Ö.,0
2009,Baranya,Babarcszőlős,91,38,0,38,MUNKÁSPÁRT,0
2009,Baranya,Babarcszőlős,91,38,0,38,MSZP,0
2009,Baranya,Babarcszőlős,91,38,0,38,Jobbik,0
2009,Baranya,Babarcszőlős,91,38,0,38,LMP,1
2009,Baranya,Babarcszőlős,91,38,0,38,MDF,0
2009,Baranya,Bakonya,295,70,2,68,FIDESZ-KDNP,42
2009,Baranya,Bakonya,295,70,2,68,SZDSZ,2
2009,Baranya,Bakonya,295,70,2,68,MCF ROMA Ö.,0
2009,Baranya,Bakonya,295,70,2,68,MUNKÁSPÁRT,0
2009,Baranya,Bakonya,295,70,2,68,MSZP,14
2009,Baranya,Bakonya,295,70,2,68,Jobbik,2
2009,Baranya,Bakonya,295,70,2,68,LMP,5
2009,Baranya,Bakonya,295,70,2,68,MDF,3
2009,Baranya,Bakóca,271,76,2,74,FIDESZ-KDNP,62
2009,Baranya,Bakóca,271,76,2,74,SZDSZ,1
2009,Baranya,Bakóca,271,76,2,74,MCF ROMA Ö.,1
2009,Baranya,Bakóca,271,76,2,74,MUNKÁSPÁRT,0
2009,Baranya,Bakóca,271,76,2,74,MSZP,6
2009,Baranya,Bakóca,271,76,2,74,Jobbik,2
2009,Baranya,Bakóca,271,76,2,74,LMP,2
2009,Baranya,Bakóca,271,76,2,74,MDF,0
2009,Baranya,Baksa,647,108,0,108,FIDESZ-KDNP,52
2009,Baranya,Baksa,647,108,0,108,SZDSZ,0
2009,Baranya,Baksa,647,108,0,108,MCF ROMA Ö.,1
2009,Baranya,Baksa,647,108,0,108,MUNKÁSPÁRT,0
2009,Baranya,Baksa,647,108,0,108,MSZP,41
2009,Baranya,Baksa,647,108,0,108,Jobbik,10
2009,Baranya,Baksa,647,108,0,108,LMP,1
2009,Baranya,Baksa,647,108,0,108,MDF,3
2009,Baranya,Baranyahídvég,169,46,2,44,FIDESZ-KDNP,24
2009,Baranya,Baranyahídvég,169,46,2,44,SZDSZ,2
2009,Baranya,Baranyahídvég,169,46,2,44,MCF ROMA Ö.,2
2009,Baranya,Baranyahídvég,169,46,2,44,MUNKÁSPÁRT,3
2009,Baranya,Baranyahídvég,169,46,2,44,MSZP,10
2009,Baranya,Baranyahídvég,169,46,2,44,Jobbik,2
2009,Baranya,Baranyahídvég,169,46,2,44,LMP,0
2009,Baranya,Baranyahídvég,169,46,2,44,MDF,1
2009,Baranya,Baranyajenő,385,89,2,87,FIDESZ-KDNP,59
2009,Baranya,Baranyajenő,385,89,2,87,SZDSZ,1
2009,Baranya,Baranyajenő,385,89,2,87,MCF ROMA Ö.,0
2009,Baranya,Baranyajenő,385,89,2,87,MUNKÁSPÁRT,0
2009,Baranya,Baranyajenő,385,89,2,87,MSZP,13
2009,Baranya,Baranyajenő,385,89,2,87,Jobbik,11
2009,Baranya,Baranyajenő,385,89,2,87,LMP,0
2009,Baranya,Baranyajenő,385,89,2,87,MDF,3
2009,Baranya,Baranyaszentgyörgy,136,63,1,62,FIDESZ-KDNP,49
2009,Baranya,Baranyaszentgyörgy,136,63,1,62,SZDSZ,2
2009,Baranya,Baranyaszentgyörgy,136,63,1,62,MCF ROMA Ö.,0
2009,Baranya,Baranyaszentgyörgy,136,63,1,62,MUNKÁSPÁRT,1
2009,Baranya,Baranyaszentgyörgy,136,63,1,62,MSZP,4
2009,Baranya,Baranyaszentgyörgy,136,63,1,62,Jobbik,3
2009,Baranya,Baranyaszentgyörgy,136,63,1,62,LMP,0
2009,Baranya,Baranyaszentgyörgy,136,63,1,62,MDF,3
2009,Baranya,Basal,150,52,0,52,FIDESZ-KDNP,36
2009,Baranya,Basal,150,52,0,52,SZDSZ,1
2009,Baranya,Basal,150,52,0,52,MCF ROMA Ö.,0
2009,Baranya,Basal,150,52,0,52,MUNKÁSPÁRT,0
2009,Baranya,Basal,150,52,0,52,MSZP,12
2009,Baranya,Basal,150,52,0,52,Jobbik,1
2009,Baranya,Basal,150,52,0,52,LMP,0
2009,Baranya,Basal,150,52,0,52,MDF,2
2009,Baranya,Bánfa,152,46,0,46,FIDESZ-KDNP,30
2009,Baranya,Bánfa,152,46,0,46,SZDSZ,0
2009,Baranya,Bánfa,152,46,0,46,MCF ROMA Ö.,3
2009,Baranya,Bánfa,152,46,0,46,MUNKÁSPÁRT,1
2009,Baranya,Bánfa,152,46,0,46,MSZP,9
2009,Baranya,Bánfa,152,46,0,46,Jobbik,0
2009,Baranya,Bánfa,152,46,0,46,LMP,0
2009,Baranya,Bánfa,152,46,0,46,MDF,3
2009,Baranya,Bár,480,217,0,217,FIDESZ-KDNP,168
2009,Baranya,Bár,480,217,0,217,SZDSZ,4
2009,Baranya,Bár,480,217,0,217,MCF ROMA Ö.,0
2009,Baranya,Bár,480,217,0,217,MUNKÁSPÁRT,3
2009,Baranya,Bár,480,217,0,217,MSZP,19
2009,Baranya,Bár,480,217,0,217,Jobbik,14
2009,Baranya,Bár,480,217,0,217,LMP,1
2009,Baranya,Bár,480,217,0,217,MDF,8
2009,Baranya,Belvárdgyula,347,97,4,93,FIDESZ-KDNP,57
2009,Baranya,Belvárdgyula,347,97,4,93,SZDSZ,0
2009,Baranya,Belvárdgyula,347,97,4,93,MCF ROMA Ö.,15
2009,Baranya,Belvárdgyula,347,97,4,93,MUNKÁSPÁRT,4
2009,Baranya,Belvárdgyula,347,97,4,93,MSZP,11
2009,Baranya,Belvárdgyula,347,97,4,93,Jobbik,1
2009,Baranya,Belvárdgyula,347,97,4,93,LMP,0
2009,Baranya,Belvárdgyula,347,97,4,93,MDF,5
2009,Baranya,Beremend,2203,560,0,560,FIDESZ-KDNP,340
2009,Baranya,Beremend,2203,560,0,560,SZDSZ,8
2009,Baranya,Beremend,2203,560,0,560,MCF ROMA Ö.,3
2009,Baranya,Beremend,2203,560,0,560,MUNKÁSPÁRT,8
2009,Baranya,Beremend,2203,560,0,560,MSZP,120
2009,Baranya,Beremend,2203,560,0,560,Jobbik,51
2009,Baranya,Beremend,2203,560,0,560,LMP,4
2009,Baranya,Beremend,2203,560,0,560,MDF,26
2009,Baranya,Berkesd,722,188,4,184,FIDESZ-KDNP,92
2009,Baranya,Berkesd,722,188,4,184,SZDSZ,1
2009,Baranya,Berkesd,722,188,4,184,MCF ROMA Ö.,46
2009,Baranya,Berkesd,722,188,4,184,MUNKÁSPÁRT,3
2009,Baranya,Berkesd,722,188,4,184,MSZP,17
2009,Baranya,Berkesd,722,188,4,184,Jobbik,16
2009,Baranya,Berkesd,722,188,4,184,LMP,1
2009,Baranya,Berkesd,722,188,4,184,MDF,8
2009,Baranya,Besence,100,46,0,46,FIDESZ-KDNP,15
2009,Baranya,Besence,100,46,0,46,SZDSZ,24
2009,Baranya,Besence,100,46,0,46,MCF ROMA Ö.,0
2009,Baranya,Besence,100,46,0,46,MUNKÁSPÁRT,0
2009,Baranya,Besence,100,46,0,46,MSZP,5
2009,Baranya,Besence,100,46,0,46,Jobbik,1
2009,Baranya,Besence,100,46,0,46,LMP,0
2009,Baranya,Besence,100,46,0,46,MDF,1
2009,Baranya,Bezedek,230,98,0,98,FIDESZ-KDNP,82
2009,Baranya,Bezedek,230,98,0,98,SZDSZ,0
2009,Baranya,Bezedek,230,98,0,98,MCF ROMA Ö.,0
2009,Baranya,Bezedek,230,98,0,98,MUNKÁSPÁRT,1
2009,Baranya,Bezedek,230,98,0,98,MSZP,10
2009,Baranya,Bezedek,230,98,0,98,Jobbik,2
2009,Baranya,Bezedek,230,98,0,98,LMP,0
2009,Baranya,Bezedek,230,98,0,98,MDF,3
2009,Baranya,Bicsérd,826,221,1,220,FIDESZ-KDNP,135
2009,Baranya,Bicsérd,826,221,1,220,SZDSZ,2
2009,Baranya,Bicsérd,826,221,1,220,MCF ROMA Ö.,0
2009,Baranya,Bicsérd,826,221,1,220,MUNKÁSPÁRT,3
2009,Baranya,Bicsérd,826,221,1,220,MSZP,42
2009,Baranya,Bicsérd,826,221,1,220,Jobbik,28
2009,Baranya,Bicsérd,826,221,1,220,LMP,2
2009,Baranya,Bicsérd,826,221,1,220,MDF,8
2009,Baranya,Bikal,677,178,1,177,FIDESZ-KDNP,85
2009,Baranya,Bikal,677,178,1,177,SZDSZ,1
2009,Baranya,Bikal,677,178,1,177,MCF ROMA Ö.,0
2009,Baranya,Bikal,677,178,1,177,MUNKÁSPÁRT,3
