EV,MEGYE,TELEPÜLÉS,n_valpolg_nevjegyz,n_valpolg_megjel,n_ervtelen_szav,n_erv_szav,LISTA,SZAVAZAT
2019,Veszprém,Balatonederics,882,418,2,416,MUNKÁSPÁRT,0
2019,Veszprém,Balatonederics,882,418,2,416,LMP,9
2019,Veszprém,Balatonfőkajár,1127,450,7,443,MSZP-Párbeszéd,8
2019,Veszprém,Balatonfőkajár,1127,450,7,443,MKKP,5
2019,Veszprém,Balatonfőkajár,1127,450,7,443,Jobbik,21
2019,Veszprém,Balatonfőkajár,1127,450,7,443,FIDESZ-KDNP,293
2019,Veszprém,Balatonfőkajár,1127,450,7,443,Momentum,32
2019,Veszprém,Balatonfőkajár,1127,450,7,443,DK,58
2019,Veszprém,Balatonfőkajár,1127,450,7,443,Mi Hazánk,18
2019,Veszprém,Balatonfőkajár,1127,450,7,443,MUNKÁSPÁRT,1
2019,Veszprém,Balatonfőkajár,1127,450,7,443,LMP,7
2019,Veszprém,Balatonfüred,11704,5823,13,5810,MSZP-Párbeszéd,350
2019,Veszprém,Balatonfüred,11704,5823,13,5810,MKKP,175
2019,Veszprém,Balatonfüred,11704,5823,13,5810,Jobbik,271
2019,Veszprém,Balatonfüred,11704,5823,13,5810,FIDESZ-KDNP,3093
2019,Veszprém,Balatonfüred,11704,5823,13,5810,Momentum,659
2019,Veszprém,Balatonfüred,11704,5823,13,5810,DK,964
2019,Veszprém,Balatonfüred,11704,5823,13,5810,Mi Hazánk,155
2019,Veszprém,Balatonfüred,11704,5823,13,5810,MUNKÁSPÁRT,14
2019,Veszprém,Balatonfüred,11704,5823,13,5810,LMP,129
2019,Veszprém,Balatonfűzfő,3785,1864,4,1860,MSZP-Párbeszéd,152
2019,Veszprém,Balatonfűzfő,3785,1864,4,1860,MKKP,32
2019,Veszprém,Balatonfűzfő,3785,1864,4,1860,Jobbik,83
2019,Veszprém,Balatonfűzfő,3785,1864,4,1860,FIDESZ-KDNP,944
2019,Veszprém,Balatonfűzfő,3785,1864,4,1860,Momentum,169
2019,Veszprém,Balatonfűzfő,3785,1864,4,1860,DK,374
2019,Veszprém,Balatonfűzfő,3785,1864,4,1860,Mi Hazánk,50
2019,Veszprém,Balatonfűzfő,3785,1864,4,1860,MUNKÁSPÁRT,12
2019,Veszprém,Balatonfűzfő,3785,1864,4,1860,LMP,44
2019,Veszprém,Balatonhenye,110,61,0,61,MSZP-Párbeszéd,3
2019,Veszprém,Balatonhenye,110,61,0,61,MKKP,0
2019,Veszprém,Balatonhenye,110,61,0,61,Jobbik,6
2019,Veszprém,Balatonhenye,110,61,0,61,FIDESZ-KDNP,40
2019,Veszprém,Balatonhenye,110,61,0,61,Momentum,3
2019,Veszprém,Balatonhenye,110,61,0,61,DK,5
2019,Veszprém,Balatonhenye,110,61,0,61,Mi Hazánk,1
2019,Veszprém,Balatonhenye,110,61,0,61,MUNKÁSPÁRT,0
2019,Veszprém,Balatonhenye,110,61,0,61,LMP,3
2019,Veszprém,Balatonkenese,2411,1265,6,1259,MSZP-Párbeszéd,77
2019,Veszprém,Balatonkenese,2411,1265,6,1259,MKKP,32
2019,Veszprém,Balatonkenese,2411,1265,6,1259,Jobbik,46
2019,Veszprém,Balatonkenese,2411,1265,6,1259,FIDESZ-KDNP,726
2019,Veszprém,Balatonkenese,2411,1265,6,1259,Momentum,120
2019,Veszprém,Balatonkenese,2411,1265,6,1259,DK,189
2019,Veszprém,Balatonkenese,2411,1265,6,1259,Mi Hazánk,40
2019,Veszprém,Balatonkenese,2411,1265,6,1259,MUNKÁSPÁRT,3
2019,Veszprém,Balatonkenese,2411,1265,6,1259,LMP,26
2019,Veszprém,Balatonrendes,175,121,0,121,MSZP-Párbeszéd,6
2019,Veszprém,Balatonrendes,175,121,0,121,MKKP,5
2019,Veszprém,Balatonrendes,175,121,0,121,Jobbik,9
2019,Veszprém,Balatonrendes,175,121,0,121,FIDESZ-KDNP,53
2019,Veszprém,Balatonrendes,175,121,0,121,Momentum,12
2019,Veszprém,Balatonrendes,175,121,0,121,DK,32
2019,Veszprém,Balatonrendes,175,121,0,121,Mi Hazánk,3
2019,Veszprém,Balatonrendes,175,121,0,121,MUNKÁSPÁRT,0
2019,Veszprém,Balatonrendes,175,121,0,121,LMP,1
2019,Veszprém,Balatonszepezd,464,272,8,264,MSZP-Párbeszéd,17
2019,Veszprém,Balatonszepezd,464,272,8,264,MKKP,2
2019,Veszprém,Balatonszepezd,464,272,8,264,Jobbik,10
2019,Veszprém,Balatonszepezd,464,272,8,264,FIDESZ-KDNP,152
2019,Veszprém,Balatonszepezd,464,272,8,264,Momentum,25
2019,Veszprém,Balatonszepezd,464,272,8,264,DK,47
2019,Veszprém,Balatonszepezd,464,272,8,264,Mi Hazánk,8
2019,Veszprém,Balatonszepezd,464,272,8,264,MUNKÁSPÁRT,1
2019,Veszprém,Balatonszepezd,464,272,8,264,LMP,2
2019,Veszprém,Balatonszőlős,527,236,1,235,MSZP-Párbeszéd,7
2019,Veszprém,Balatonszőlős,527,236,1,235,MKKP,9
2019,Veszprém,Balatonszőlős,527,236,1,235,Jobbik,39
2019,Veszprém,Balatonszőlős,527,236,1,235,FIDESZ-KDNP,102
2019,Veszprém,Balatonszőlős,527,236,1,235,Momentum,33
2019,Veszprém,Balatonszőlős,527,236,1,235,DK,28
2019,Veszprém,Balatonszőlős,527,236,1,235,Mi Hazánk,9
2019,Veszprém,Balatonszőlős,527,236,1,235,MUNKÁSPÁRT,0
2019,Veszprém,Balatonszőlős,527,236,1,235,LMP,8
2019,Veszprém,Balatonudvari,372,239,3,236,MSZP-Párbeszéd,10
2019,Veszprém,Balatonudvari,372,239,3,236,MKKP,4
2019,Veszprém,Balatonudvari,372,239,3,236,Jobbik,6
2019,Veszprém,Balatonudvari,372,239,3,236,FIDESZ-KDNP,126
2019,Veszprém,Balatonudvari,372,239,3,236,Momentum,29
2019,Veszprém,Balatonudvari,372,239,3,236,DK,46
2019,Veszprém,Balatonudvari,372,239,3,236,Mi Hazánk,15
2019,Veszprém,Balatonudvari,372,239,3,236,MUNKÁSPÁRT,0
2019,Veszprém,Balatonudvari,372,239,3,236,LMP,0
2019,Veszprém,Bánd,546,298,2,296,MSZP-Párbeszéd,9
2019,Veszprém,Bánd,546,298,2,296,MKKP,16
2019,Veszprém,Bánd,546,298,2,296,Jobbik,12
2019,Veszprém,Bánd,546,298,2,296,FIDESZ-KDNP,173
2019,Veszprém,Bánd,546,298,2,296,Momentum,38
2019,Veszprém,Bánd,546,298,2,296,DK,30
2019,Veszprém,Bánd,546,298,2,296,Mi Hazánk,13
2019,Veszprém,Bánd,546,298,2,296,MUNKÁSPÁRT,0
2019,Veszprém,Bánd,546,298,2,296,LMP,5
2019,Veszprém,Barnag,114,77,0,77,MSZP-Párbeszéd,1
2019,Veszprém,Barnag,114,77,0,77,MKKP,4
2019,Veszprém,Barnag,114,77,0,77,Jobbik,2
2019,Veszprém,Barnag,114,77,0,77,FIDESZ-KDNP,54
2019,Veszprém,Barnag,114,77,0,77,Momentum,7
2019,Veszprém,Barnag,114,77,0,77,DK,4
2019,Veszprém,Barnag,114,77,0,77,Mi Hazánk,3
2019,Veszprém,Barnag,114,77,0,77,MUNKÁSPÁRT,1
2019,Veszprém,Barnag,114,77,0,77,LMP,1
2019,Veszprém,Bazsi,355,106,0,106,MSZP-Párbeszéd,2
2019,Veszprém,Bazsi,355,106,0,106,MKKP,1
2019,Veszprém,Bazsi,355,106,0,106,Jobbik,10
2019,Veszprém,Bazsi,355,106,0,106,FIDESZ-KDNP,72
2019,Veszprém,Bazsi,355,106,0,106,Momentum,9
2019,Veszprém,Bazsi,355,106,0,106,DK,9
2019,Veszprém,Bazsi,355,106,0,106,Mi Hazánk,2
2019,Veszprém,Bazsi,355,106,0,106,MUNKÁSPÁRT,0
2019,Veszprém,Bazsi,355,106,0,106,LMP,1
2019,Veszprém,Béb,199,120,2,118,MSZP-Párbeszéd,4
2019,Veszprém,Béb,199,120,2,118,MKKP,0
2019,Veszprém,Béb,199,120,2,118,Jobbik,11
2019,Veszprém,Béb,199,120,2,118,FIDESZ-KDNP,83
2019,Veszprém,Béb,199,120,2,118,Momentum,4
2019,Veszprém,Béb,199,120,2,118,DK,13
2019,Veszprém,Béb,199,120,2,118,Mi Hazánk,3
2019,Veszprém,Béb,199,120,2,118,MUNKÁSPÁRT,0
2019,Veszprém,Béb,199,120,2,118,LMP,0
2019,Veszprém,Békás,165,74,0,74,MSZP-Párbeszéd,0
2019,Veszprém,Békás,165,74,0,74,MKKP,0
2019,Veszprém,Békás,165,74,0,74,Jobbik,6
2019,Veszprém,Békás,165,74,0,74,FIDESZ-KDNP,62
2019,Veszprém,Békás,165,74,0,74,Momentum,0
2019,Veszprém,Békás,165,74,0,74,DK,4
2019,Veszprém,Békás,165,74,0,74,Mi Hazánk,2
2019,Veszprém,Békás,165,74,0,74,MUNKÁSPÁRT,0
2019,Veszprém,Békás,165,74,0,74,LMP,0
2019,Veszprém,Berhida,4608,1331,7,1324,MSZP-Párbeszéd,98
2019,Veszprém,Berhida,4608,1331,7,1324,MKKP,29
2019,Veszprém,Berhida,4608,1331,7,1324,Jobbik,106
2019,Veszprém,Berhida,4608,1331,7,1324,FIDESZ-KDNP,720
2019,Veszprém,Berhida,4608,1331,7,1324,Momentum,67
2019,Veszprém,Berhida,4608,1331,7,1324,DK,217
2019,Veszprém,Berhida,4608,1331,7,1324,Mi Hazánk,60
2019,Veszprém,Berhida,4608,1331,7,1324,MUNKÁSPÁRT,9
2019,Veszprém,Berhida,4608,1331,7,1324,LMP,18
2019,Veszprém,Bodorfa,86,49,0,49,MSZP-Párbeszéd,3
2019,Veszprém,Bodorfa,86,49,0,49,MKKP,0
2019,Veszprém,Bodorfa,86,49,0,49,Jobbik,7
2019,Veszprém,Bodorfa,86,49,0,49,FIDESZ-KDNP,32
2019,Veszprém,Bodorfa,86,49,0,49,Momentum,0
2019,Veszprém,Bodorfa,86,49,0,49,DK,5
2019,Veszprém,Bodorfa,86,49,0,49,Mi Hazánk,2
2019,Veszprém,Bodorfa,86,49,0,49,MUNKÁSPÁRT,0
2019,Veszprém,Bodorfa,86,49,0,49,LMP,0
2019,Veszprém,Borszörcsök,281,133,0,133,MSZP-Párbeszéd,3
2019,Veszprém,Borszörcsök,281,133,0,133,MKKP,4
2019,Veszprém,Borszörcsök,281,133,0,133,Jobbik,8
2019,Veszprém,Borszörcsök,281,133,0,133,FIDESZ-KDNP,107
2019,Veszprém,Borszörcsök,281,133,0,133,Momentum,1
2019,Veszprém,Borszörcsök,281,133,0,133,DK,3
2019,Veszprém,Borszörcsök,281,133,0,133,Mi Hazánk,6
2019,Veszprém,Borszörcsök,281,133,0,133,MUNKÁSPÁRT,1
2019,Veszprém,Borszörcsök,281,133,0,133,LMP,0
2019,Veszprém,Borzavár,606,235,1,234,MSZP-Párbeszéd,12
2019,Veszprém,Borzavár,606,235,1,234,MKKP,3
2019,Veszprém,Borzavár,606,235,1,234,Jobbik,27
2019,Veszprém,Borzavár,606,235,1,234,FIDESZ-KDNP,130
2019,Veszprém,Borzavár,606,235,1,234,Momentum,13
2019,Veszprém,Borzavár,606,235,1,234,DK,29
2019,Veszprém,Borzavár,606,235,1,234,Mi Hazánk,10
2019,Veszprém,Borzavár,606,235,1,234,MUNKÁSPÁRT,2
2019,Veszprém,Borzavár,606,235,1,234,LMP,8
2019,Veszprém,Csabrendek,2358,859,3,856,MSZP-Párbeszéd,41
2019,Veszprém,Csabrendek,2358,859,3,856,MKKP,12
2019,Veszprém,Csabrendek,2358,859,3,856,Jobbik,68
2019,Veszprém,Csabrendek,2358,859,3,856,FIDESZ-KDNP,527
2019,Veszprém,Csabrendek,2358,859,3,856,Momentum,43
2019,Veszprém,Csabrendek,2358,859,3,856,DK,78
2019,Veszprém,Csabrendek,2358,859,3,856,Mi Hazánk,67
2019,Veszprém,Csabrendek,2358,859,3,856,MUNKÁSPÁRT,3
2019,Veszprém,Csabrendek,2358,859,3,856,LMP,17
2019,Veszprém,Csajág,700,236,2,234,MSZP-Párbeszéd,13
2019,Veszprém,Csajág,700,236,2,234,MKKP,3
2019,Veszprém,Csajág,700,236,2,234,Jobbik,19
2019,Veszprém,Csajág,700,236,2,234,FIDESZ-KDNP,142
2019,Veszprém,Csajág,700,236,2,234,Momentum,10
2019,Veszprém,Csajág,700,236,2,234,DK,33
2019,Veszprém,Csajág,700,236,2,234,Mi Hazánk,12
2019,Veszprém,Csajág,700,236,2,234,MUNKÁSPÁRT,0
2019,Veszprém,Csajág,700,236,2,234,LMP,2
2019,Veszprém,Csehbánya,246,142,1,141,MSZP-Párbeszéd,4
2019,Veszprém,Csehbánya,246,142,1,141,MKKP,3
2019,Veszprém,Csehbánya,246,142,1,141,Jobbik,11
2019,Veszprém,Csehbánya,246,142,1,141,FIDESZ-KDNP,97
2019,Veszprém,Csehbánya,246,142,1,141,Momentum,9
2019,Veszprém,Csehbánya,246,142,1,141,DK,7
2019,Veszprém,Csehbánya,246,142,1,141,Mi Hazánk,5
2019,Veszprém,Csehbánya,246,142,1,141,MUNKÁSPÁRT,0
2019,Veszprém,Csehbánya,246,142,1,141,LMP,5
2019,Veszprém,Csesznek,436,200,2,198,MSZP-Párbeszéd,12
2019,Veszprém,Csesznek,436,200,2,198,MKKP,9
2019,Veszprém,Csesznek,436,200,2,198,Jobbik,8
2019,Veszprém,Csesznek,436,200,2,198,FIDESZ-KDNP,119
2019,Veszprém,Csesznek,436,200,2,198,Momentum,20
2019,Veszprém,Csesznek,436,200,2,198,DK,24
2019,Veszprém,Csesznek,436,200,2,198,Mi Hazánk,2
2019,Veszprém,Csesznek,436,200,2,198,MUNKÁSPÁRT,0
2019,Veszprém,Csesznek,436,200,2,198,LMP,4
2019,Veszprém,Csetény,1522,649,2,647,MSZP-Párbeszéd,29
2019,Veszprém,Csetény,1522,649,2,647,MKKP,9
2019,Veszprém,Csetény,1522,649,2,647,Jobbik,64
2019,Veszprém,Csetény,1522,649,2,647,FIDESZ-KDNP,419
2019,Veszprém,Csetény,1522,649,2,647,Momentum,23
2019,Veszprém,Csetény,1522,649,2,647,DK,62
2019,Veszprém,Csetény,1522,649,2,647,Mi Hazánk,32
2019,Veszprém,Csetény,1522,649,2,647,MUNKÁSPÁRT,2
2019,Veszprém,Csetény,1522,649,2,647,LMP,7
2019,Veszprém,Csopak,1816,1067,6,1057,MSZP-Párbeszéd,59
2019,Veszprém,Csopak,1816,1067,6,1057,MKKP,20
2019,Veszprém,Csopak,1816,1067,6,1057,Jobbik,44
2019,Veszprém,Csopak,1816,1067,6,1057,FIDESZ-KDNP,557
2019,Veszprém,Csopak,1816,1067,6,1057,Momentum,133
2019,Veszprém,Csopak,1816,1067,6,1057,DK,190
2019,Veszprém,Csopak,1816,1067,6,1057,Mi Hazánk,31
2019,Veszprém,Csopak,1816,1067,6,1057,MUNKÁSPÁRT,7
2019,Veszprém,Csopak,1816,1067,6,1057,LMP,16
2019,Veszprém,Csót,806,314,3,311,MSZP-Párbeszéd,15
2019,Veszprém,Csót,806,314,3,311,MKKP,3
2019,Veszprém,Csót,806,314,3,311,Jobbik,25
2019,Veszprém,Csót,806,314,3,311,FIDESZ-KDNP,210
2019,Veszprém,Csót,806,314,3,311,Momentum,3
2019,Veszprém,Csót,806,314,3,311,DK,36
2019,Veszprém,Csót,806,314,3,311,Mi Hazánk,12
2019,Veszprém,Csót,806,314,3,311,MUNKÁSPÁRT,1
2019,Veszprém,Csót,806,314,3,311,LMP,6
2019,Veszprém,Csögle,518,198,1,197,MSZP-Párbeszéd,7
2019,Veszprém,Csögle,518,198,1,197,MKKP,0
2019,Veszprém,Csögle,518,198,1,197,Jobbik,7
2019,Veszprém,Csögle,518,198,1,197,FIDESZ-KDNP,137
2019,Veszprém,Csögle,518,198,1,197,Momentum,8
2019,Veszprém,Csögle,518,198,1,197,DK,27
2019,Veszprém,Csögle,518,198,1,197,Mi Hazánk,7
2019,Veszprém,Csögle,518,198,1,197,MUNKÁSPÁRT,1
2019,Veszprém,Csögle,518,198,1,197,LMP,3
2019,Veszprém,Dabronc,355,126,2,124,MSZP-Párbeszéd,4
2019,Veszprém,Dabronc,355,126,2,124,MKKP,2
2019,Veszprém,Dabronc,355,126,2,124,Jobbik,4
2019,Veszprém,Dabronc,355,126,2,124,FIDESZ-KDNP,77
2019,Veszprém,Dabronc,355,126,2,124,Momentum,3
2019,Veszprém,Dabronc,355,126,2,124,DK,13
2019,Veszprém,Dabronc,355,126,2,124,Mi Hazánk,19
2019,Veszprém,Dabronc,355,126,2,124,MUNKÁSPÁRT,1
2019,Veszprém,Dabronc,355,126,2,124,LMP,1
2019,Veszprém,Dabrony,330,104,5,99,MSZP-Párbeszéd,3
2019,Veszprém,Dabrony,330,104,5,99,MKKP,3
2019,Veszprém,Dabrony,330,104,5,99,Jobbik,8
2019,Veszprém,Dabrony,330,104,5,99,FIDESZ-KDNP,67
2019,Veszprém,Dabrony,330,104,5,99,Momentum,6
2019,Veszprém,Dabrony,330,104,5,99,DK,6
2019,Veszprém,Dabrony,330,104,5,99,Mi Hazánk,5
2019,Veszprém,Dabrony,330,104,5,99,MUNKÁSPÁRT,0
2019,Veszprém,Dabrony,330,104,5,99,LMP,1
2019,Veszprém,Dáka,347,157,1,156,MSZP-Párbeszéd,3
2019,Veszprém,Dáka,347,157,1,156,MKKP,2
2019,Veszprém,Dáka,347,157,1,156,Jobbik,12
2019,Veszprém,Dáka,347,157,1,156,FIDESZ-KDNP,100
2019,Veszprém,Dáka,347,157,1,156,Momentum,8
2019,Veszprém,Dáka,347,157,1,156,DK,21
2019,Veszprém,Dáka,347,157,1,156,Mi Hazánk,5
2019,Veszprém,Dáka,347,157,1,156,MUNKÁSPÁRT,1
2019,Veszprém,Dáka,347,157,1,156,LMP,4
2019,Veszprém,Devecser,3513,1188,12,1176,MSZP-Párbeszéd,58
2019,Veszprém,Devecser,3513,1188,12,1176,MKKP,14
2019,Veszprém,Devecser,3513,1188,12,1176,Jobbik,96
2019,Veszprém,Devecser,3513,1188,12,1176,FIDESZ-KDNP,654
2019,Veszprém,Devecser,3513,1188,12,1176,Momentum,46
2019,Veszprém,Devecser,3513,1188,12,1176,DK,208
2019,Veszprém,Devecser,3513,1188,12,1176,Mi Hazánk,85
2019,Veszprém,Devecser,3513,1188,12,1176,MUNKÁSPÁRT,4
2019,Veszprém,Devecser,3513,1188,12,1176,LMP,11
2019,Veszprém,Doba,379,200,1,199,MSZP-Párbeszéd,6
2019,Veszprém,Doba,379,200,1,199,MKKP,5
2019,Veszprém,Doba,379,200,1,199,Jobbik,5
2019,Veszprém,Doba,379,200,1,199,FIDESZ-KDNP,152
2019,Veszprém,Doba,379,200,1,199,Momentum,7
2019,Veszprém,Doba,379,200,1,199,DK,15
2019,Veszprém,Doba,379,200,1,199,Mi Hazánk,9
2019,Veszprém,Doba,379,200,1,199,MUNKÁSPÁRT,0
2019,Veszprém,Doba,379,200,1,199,LMP,0
2019,Veszprém,Döbrönte,233,122,0,122,MSZP-Párbeszéd,4
2019,Veszprém,Döbrönte,233,122,0,122,MKKP,5
2019,Veszprém,Döbrönte,233,122,0,122,Jobbik,5
2019,Veszprém,Döbrönte,233,122,0,122,FIDESZ-KDNP,77
2019,Veszprém,Döbrönte,233,122,0,122,Momentum,10
2019,Veszprém,Döbrönte,233,122,0,122,DK,12
2019,Veszprém,Döbrönte,233,122,0,122,Mi Hazánk,6
2019,Veszprém,Döbrönte,233,122,0,122,MUNKÁSPÁRT,1
2019,Veszprém,Döbrönte,233,122,0,122,LMP,2
2019,Veszprém,Dörgicse,254,163,0,163,MSZP-Párbeszéd,2
2019,Veszprém,Dörgicse,254,163,0,163,MKKP,4
2019,Veszprém,Dörgicse,254,163,0,163,Jobbik,17
2019,Veszprém,Dörgicse,254,163,0,163,FIDESZ-KDNP,94
2019,Veszprém,Dörgicse,254,163,0,163,Momentum,21
2019,Veszprém,Dörgicse,254,163,0,163,DK,18
2019,Veszprém,Dörgicse,254,163,0,163,Mi Hazánk,3
2019,Veszprém,Dörgicse,254,163,0,163,MUNKÁSPÁRT,1
2019,Veszprém,Dörgicse,254,163,0,163,LMP,3
2019,Veszprém,Dudar,1383,521,2,519,MSZP-Párbeszéd,35
2019,Veszprém,Dudar,1383,521,2,519,MKKP,9
2019,Veszprém,Dudar,1383,521,2,519,Jobbik,51
2019,Veszprém,Dudar,1383,521,2,519,FIDESZ-KDNP,293
2019,Veszprém,Dudar,1383,521,2,519,Momentum,24
2019,Veszprém,Dudar,1383,521,2,519,DK,72
2019,Veszprém,Dudar,1383,521,2,519,Mi Hazánk,19
2019,Veszprém,Dudar,1383,521,2,519,MUNKÁSPÁRT,1
2019,Veszprém,Dudar,1383,521,2,519,LMP,15
2019,Veszprém,Egeralja,185,129,1,128,MSZP-Párbeszéd,3
2019,Veszprém,Egeralja,185,129,1,128,MKKP,1
2019,Veszprém,Egeralja,185,129,1,128,Jobbik,7
2019,Veszprém,Egeralja,185,129,1,128,FIDESZ-KDNP,107
2019,Veszprém,Egeralja,185,129,1,128,Momentum,1
2019,Veszprém,Egeralja,185,129,1,128,DK,6
2019,Veszprém,Egeralja,185,129,1,128,Mi Hazánk,3
2019,Veszprém,Egeralja,185,129,1,128,MUNKÁSPÁRT,0
2019,Veszprém,Egeralja,185,129,1,128,LMP,0
2019,Veszprém,Egyházaskesző,398,160,0,160,MSZP-Párbeszéd,8
2019,Veszprém,Egyházaskesző,398,160,0,160,MKKP,3
2019,Veszprém,Egyházaskesző,398,160,0,160,Jobbik,15
2019,Veszprém,Egyházaskesző,398,160,0,160,FIDESZ-KDNP,110
2019,Veszprém,Egyházaskesző,398,160,0,160,Momentum,3
2019,Veszprém,Egyházaskesző,398,160,0,160,DK,11
2019,Veszprém,Egyházaskesző,398,160,0,160,Mi Hazánk,8
2019,Veszprém,Egyházaskesző,398,160,0,160,MUNKÁSPÁRT,0
2019,Veszprém,Egyházaskesző,398,160,0,160,LMP,2
2019,Veszprém,Eplény,431,233,0,233,MSZP-Párbeszéd,11
2019,Veszprém,Eplény,431,233,0,233,MKKP,8
2019,Veszprém,Eplény,431,233,0,233,Jobbik,12
2019,Veszprém,Eplény,431,233,0,233,FIDESZ-KDNP,141
2019,Veszprém,Eplény,431,233,0,233,Momentum,19
2019,Veszprém,Eplény,431,233,0,233,DK,30
2019,Veszprém,Eplény,431,233,0,233,Mi Hazánk,8
2019,Veszprém,Eplény,431,233,0,233,MUNKÁSPÁRT,0
2019,Veszprém,Eplény,431,233,0,233,LMP,4
2019,Veszprém,Farkasgyepű,356,220,4,216,MSZP-Párbeszéd,22
2019,Veszprém,Farkasgyepű,356,220,4,216,MKKP,0
2019,Veszprém,Farkasgyepű,356,220,4,216,Jobbik,18
2019,Veszprém,Farkasgyepű,356,220,4,216,FIDESZ-KDNP,120
2019,Veszprém,Farkasgyepű,356,220,4,216,Momentum,11
2019,Veszprém,Farkasgyepű,356,220,4,216,DK,33
2019,Veszprém,Farkasgyepű,356,220,4,216,Mi Hazánk,8
2019,Veszprém,Farkasgyepű,356,220,4,216,MUNKÁSPÁRT,2
2019,Veszprém,Farkasgyepű,356,220,4,216,LMP,2
2019,Veszprém,Felsőörs,1421,755,1,754,MSZP-Párbeszéd,23
2019,Veszprém,Felsőörs,1421,755,1,754,MKKP,36
2019,Veszprém,Felsőörs,1421,755,1,754,Jobbik,36
2019,Veszprém,Felsőörs,1421,755,1,754,FIDESZ-KDNP,458
2019,Veszprém,Felsőörs,1421,755,1,754,Momentum,70
2019,Veszprém,Felsőörs,1421,755,1,754,DK,89
2019,Veszprém,Felsőörs,1421,755,1,754,Mi Hazánk,27
2019,Veszprém,Felsőörs,1421,755,1,754,MUNKÁSPÁRT,3
2019,Veszprém,Felsőörs,1421,755,1,754,LMP,12
2019,Veszprém,Ganna,224,142,1,141,MSZP-Párbeszéd,6
2019,Veszprém,Ganna,224,142,1,141,MKKP,4
2019,Veszprém,Ganna,224,142,1,141,Jobbik,17
2019,Veszprém,Ganna,224,142,1,141,FIDESZ-KDNP,89
2019,Veszprém,Ganna,224,142,1,141,Momentum,6
2019,Veszprém,Ganna,224,142,1,141,DK,9
2019,Veszprém,Ganna,224,142,1,141,Mi Hazánk,6
2019,Veszprém,Ganna,224,142,1,141,MUNKÁSPÁRT,2
2019,Veszprém,Ganna,224,142,1,141,LMP,2
2019,Veszprém,Gecse,326,120,1,119,MSZP-Párbeszéd,0
2019,Veszprém,Gecse,326,120,1,119,MKKP,1
2019,Veszprém,Gecse,326,120,1,119,Jobbik,7
2019,Veszprém,Gecse,326,120,1,119,FIDESZ-KDNP,81
2019,Veszprém,Gecse,326,120,1,119,Momentum,1
2019,Veszprém,Gecse,326,120,1,119,DK,16
2019,Veszprém,Gecse,326,120,1,119,Mi Hazánk,8
2019,Veszprém,Gecse,326,120,1,119,MUNKÁSPÁRT,0
2019,Veszprém,Gecse,326,120,1,119,LMP,5
2019,Veszprém,Gic,305,115,0,115,MSZP-Párbeszéd,7
2019,Veszprém,Gic,305,115,0,115,MKKP,0
2019,Veszprém,Gic,305,115,0,115,Jobbik,20
2019,Veszprém,Gic,305,115,0,115,FIDESZ-KDNP,65
2019,Veszprém,Gic,305,115,0,115,Momentum,4
2019,Veszprém,Gic,305,115,0,115,DK,10
2019,Veszprém,Gic,305,115,0,115,Mi Hazánk,4
2019,Veszprém,Gic,305,115,0,115,MUNKÁSPÁRT,3
2019,Veszprém,Gic,305,115,0,115,LMP,2
2019,Veszprém,Gógánfa,641,222,1,221,MSZP-Párbeszéd,11
2019,Veszprém,Gógánfa,641,222,1,221,MKKP,6
2019,Veszprém,Gógánfa,641,222,1,221,Jobbik,14
2019,Veszprém,Gógánfa,641,222,1,221,FIDESZ-KDNP,149
2019,Veszprém,Gógánfa,641,222,1,221,Momentum,3
2019,Veszprém,Gógánfa,641,222,1,221,DK,20
2019,Veszprém,Gógánfa,641,222,1,221,Mi Hazánk,11
2019,Veszprém,Gógánfa,641,222,1,221,MUNKÁSPÁRT,1
2019,Veszprém,Gógánfa,641,222,1,221,LMP,6
2019,Veszprém,Gyepükaján,271,124,0,124,MSZP-Párbeszéd,2
2019,Veszprém,Gyepükaján,271,124,0,124,MKKP,0
2019,Veszprém,Gyepükaján,271,124,0,124,Jobbik,7
2019,Veszprém,Gyepükaján,271,124,0,124,FIDESZ-KDNP,95
2019,Veszprém,Gyepükaján,271,124,0,124,Momentum,3
2019,Veszprém,Gyepükaján,271,124,0,124,DK,3
2019,Veszprém,Gyepükaján,271,124,0,124,Mi Hazánk,12
2019,Veszprém,Gyepükaján,271,124,0,124,MUNKÁSPÁRT,2
2019,Veszprém,Gyepükaján,271,124,0,124,LMP,0
2019,Veszprém,Gyulakeszi,604,241,1,240,MSZP-Párbeszéd,8
2019,Veszprém,Gyulakeszi,604,241,1,240,MKKP,5
2019,Veszprém,Gyulakeszi,604,241,1,240,Jobbik,53
2019,Veszprém,Gyulakeszi,604,241,1,240,FIDESZ-KDNP,127
2019,Veszprém,Gyulakeszi,604,241,1,240,Momentum,6
2019,Veszprém,Gyulakeszi,604,241,1,240,DK,27
2019,Veszprém,Gyulakeszi,604,241,1,240,Mi Hazánk,8
2019,Veszprém,Gyulakeszi,604,241,1,240,MUNKÁSPÁRT,1
2019,Veszprém,Gyulakeszi,604,241,1,240,LMP,5
2019,Veszprém,Hajmáskér,2468,793,5,788,MSZP-Párbeszéd,35
2019,Veszprém,Hajmáskér,2468,793,5,788,MKKP,28
2019,Veszprém,Hajmáskér,2468,793,5,788,Jobbik,74
2019,Veszprém,Hajmáskér,2468,793,5,788,FIDESZ-KDNP,433
2019,Veszprém,Hajmáskér,2468,793,5,788,Momentum,63
