country,region,start_yr,end_yr,start,end,pop_start,pop_end,mean_end,mean_start,scale_flag,scaling,change,log_change,mean_lin_diff,mean_log_diff,label_color,label_txt_linear,label_txt_log,label_final,x_text,mean_start_end_lin,mean_start_end_log,mean_label_val,mean_label_txt,region_lab,period_lab_T_F,period_lab,x_start,x_end,type_scale,sel_var
Hungary,CEE,1995,2023,0.44638874582400817,0.5131314796425627,9686418,10322744,55.42738133320302,37.01935424010171,TRUE,0.01,0.0667427338185545,0.13934190815062472,0.18408027093101312,0.40363285609280203,black,+0%,0.14,0.14,-0.736894125125249,0 → 1,-0.99 → -0.59,0.4,+0.4 (-0.99 → -0.59),"CEE
+0.4 (-0.99 → -0.59)",FALSE,,-0.8065650792005613,-0.6672231710499366,logratio,% of DE
Czechia,CEE,1995,2023,0.5593462257840413,0.6142682937546041,10809674,10311979,55.42738133320302,37.01935424010171,TRUE,0.01,0.05492206797056287,0.09366314545318695,0.18408027093101312,0.40363285609280203,black,+0%,0.09,0.09,-0.534155058488647,0 → 1,-0.99 → -0.59,0.4,+0.4 (-0.99 → -0.59),"CEE
+0.4 (-0.99 → -0.59)",FALSE,,-0.5809866312152404,-0.48732348576205353,logratio,% of DE
Slovakia,CEE,1995,2023,0.48683614360633737,0.5331928060418533,5518008,5354244,55.42738133320302,37.01935424010171,TRUE,0.01,0.046356662435515894,0.09095549046930712,0.18408027093101312,0.40363285609280203,black,+0%,0.09,0.09,-0.6743499280477917,0 → 1,-0.99 → -0.59,0.4,+0.4 (-0.99 → -0.59),"CEE
+0.4 (-0.99 → -0.59)",FALSE,,-0.7198276732824452,-0.6288721828131382,logratio,% of DE
Slovenia,CEE,1995,2023,0.5815912134396891,0.623923877447806,2118353,1988051,55.42738133320302,37.01935424010171,TRUE,0.01,0.04233266400811686,0.07026055111902814,0.18408027093101312,0.40363285609280203,black,+0%,0.07,0.07,-0.5068571848833053,0 → 1,-0.99 → -0.59,0.4,+0.4 (-0.99 → -0.59),"CEE
+0.4 (-0.99 → -0.59)",FALSE,,-0.5419874604428194,-0.47172690932379124,logratio,% of DE
Portugal,Southern Europe,1995,2023,0.508876763194919,0.5183001575432107,10430680,10031702,74.45328213914878,84.09370668870281,TRUE,0.01,0.009423394348291647,0.0183486574518326,-0.096404245495540275,-0.12175988958649554,black,+0%,0.02,0.02,-0.6663750785510059,1 → 1,-0.17 → -0.29,-0.12,-0.12 (-0.17 → -0.29),"Southern Europe
-0.12 (-0.17 → -0.29)",FALSE,,-0.6755494072769221,-0.6572007498250895,logratio,% of DE
Brazil,Latin America,1995,2023,0.24148108314010203,0.24190491832389055,211140678,161735036,28.2288147464257,32.09873871175493,TRUE,0.01,4.238351837885235e-4,0.0017536101215918118,-0.03869923965329232,-0.12847348111438642,black,+0%,0,0,-1.4200873345795293,0 → 0,-1.14 → -1.26,-0.13,-0.13 (-1.14 → -1.26),"Latin America
-0.13 (-1.14 → -1.26)",FALSE,,-1.4209641396403252,-1.4192105295187334,logratio,% of DE
Argentina,Latin America,1995,2023,0.41949506034549666,0.4099127073038657,45538356,35069968,28.2288147464257,32.09873871175493,TRUE,0.01,-0.009582353041630964,-0.02310752272275683,-0.03869923965329232,-0.12847348111438642,red,0%,-0.02,-0.02,-0.8802572896057088,0 → 0,-1.14 → -1.26,-0.13,-0.13 (-1.14 → -1.26),"Latin America
-0.13 (-1.14 → -1.26)",FALSE,,-0.8687035282443304,-0.8918110509670872,logratio,% of DE
Spain,Southern Europe,1995,2023,0.8160346881600556,0.7757120792522045,47911535,40052688,74.45328213914878,84.09370668870281,TRUE,0.01,-0.04032260890785111,-0.05067544461828401,-0.096404245495540275,-0.12175988958649554,red,0%,-0.05,-0.05,-0.2286361372306283,1 → 1,-0.17 → -0.29,-0.12,-0.12 (-0.17 → -0.29),"Southern Europe
-0.12 (-0.17 → -0.29)",FALSE,,-0.2032984149214863,-0.2539738595397703,logratio,% of DE
Colombia,Latin America,1995,2023,0.22155725823478625,0.19582425341214835,52321104,35804622,28.2288147464257,32.09873871175493,TRUE,0.01,-0.025733004822637906,-0.12346346754760613,-0.03869923965329232,-0.12847348111438642,red,0%,-0.12,-0.12,-1.5688059544880324,0 → 0,-1.14 → -1.26,-0.13,-0.13 (-1.14 → -1.26),"Latin America
-0.13 (-1.14 → -1.26)",FALSE,,-1.5070742207142294,-1.6305376882618354,logratio,% of DE
Italy,Southern Europe,1995,2023,0.9658538029880787,0.8150908153732356,59499408,57403300,74.45328213914878,84.09370668870281,TRUE,0.01,-0.15076298761484308,-0.16971294315779473,-0.096404245495540275,-0.12175988958649554,red,0%,-0.17,-0.17,-0.11959927046441723,1 → 1,-0.17 → -0.29,-0.12,-0.12 (-0.17 → -0.29),"Southern Europe
-0.12 (-0.17 → -0.29)",FALSE,,-0.03474279888551986,-0.20445574204331463,logratio,% of DE
Greece,Southern Europe,1995,2023,0.5699435554298716,0.4565280433884729,10242850,10519187,74.45328213914878,84.09370668870281,TRUE,0.01,-0.11341551204139871,-0.22188720091536415,-0.096404245495540275,-0.12175988958649554,red,0%,-0.22,-0.22,-0.6731615490762066,1 → 1,-0.17 → -0.29,-0.12,-0.12 (-0.17 → -0.29),"Southern Europe
-0.12 (-0.17 → -0.29)",FALSE,,-0.5622179486185246,-0.7841051495338888,logratio,% of DE
Israel,Asia,1995,2023,0.7380088185836959,0.5597346946876818,9256261,5354680,23.33664246979737,7.534928025691387,TRUE,0.01,-0.17827412389601416,-0.27649286184605165,0.15801714444105983,1.1304754834255484,red,0%,-0.28,-0.28,-0.44204593607568166,0 → 0,-2.59 → -1.46,1.13,+1.13 (-2.59 → -1.46),"Asia
+1.13 (-2.59 → -1.46)",FALSE,,-0.30379950515265586,-0.5802923669987075,logratio,% of DE
Jamaica,Latin America,1995,2023,0.16882301709609213,0.12727098735260436,2839729,2500101,28.2288147464257,32.09873871175493,TRUE,0.01,-0.04155202974348776,-0.28253235815982797,-0.03869923965329232,-0.12847348111438642,red,0%,-0.28,-0.28,-1.9201705279916557,0 → 0,-1.14 → -1.26,-0.13,-0.13 (-1.14 → -1.26),"Latin America
-0.13 (-1.14 → -1.26)",FALSE,,-1.7789043489117415,-2.06143670707157,logratio,% of DE
Mexico,Latin America,1995,2023,0.489272323813084,0.32488460921920204,129739713,90862395,28.2288147464257,32.09873871175493,TRUE,0.01,-0.16438771459388196,-0.40944916314842683,-0.03869923965329232,-0.12847348111438642,red,0%,-0.41,-0.41,-0.9195606266791494,0 → 0,-1.14 → -1.26,-0.13,-0.13 (-1.14 → -1.26),"Latin America
-0.13 (-1.14 → -1.26)",FALSE,,-0.7148360451049359,-1.1242852082533628,logratio,% of DE
China,Asia,1995,2023,0.05002717980245938,0.230786953734902,1422584878,1220133877,25.113686490128966,7.628684883915106,TRUE,0.01,0.1807597739324426,1.5289285529751635,0.1748500160621386,1.1914975067950648,black,+0%,1.53,1.53,-2.230724548712032,0 → 0,-2.57 → -1.38,1.19,+1.19 (-2.57 → -1.38),"Asia
+1.19 (-2.57 → -1.38)",FALSE,,-2.9951888251996137,-1.4662602722244504,logratio,% of W_EUR3
Romania,CEE,1995,2023,0.20929025904951232,0.614082105952796,19118433,22657664,59.64807832028177,37.479984830757466,TRUE,0.01,0.4047918469032837,1.076406554502155,0.22168093489524304,0.46465487946231865,black,+0%,1.08,1.08,-1.0258299139760458,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-1.5640331912271235,-0.4876266367249683,logratio,% of W_EUR3
Estonia,CEE,1995,2023,0.28247800371774284,0.6020346872255022,1367143,1452730,59.64807832028177,37.479984830757466,TRUE,0.01,0.3195566835077594,0.7567143790157952,0.22168093489524304,0.46465487946231865,black,+0%,0.76,0.76,-0.8857974048652633,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-1.264154594373161,-0.5074402153573657,logratio,% of W_EUR3
Russia,ex-USSR/Balkans,1995,2023,0.23645644254190556,0.4779586635590028,145440454,148291356,47.79586635590028,23.645644254190557,TRUE,0.01,0.24150222101709723,0.7037602351708517,0.24150222101709723,0.7037602351708517,black,+0%,0.7,0.7,-1.090111145725573,0 → 0,-1.44 → -0.74,0.7,+0.7 (-1.44 → -0.74),"ex-USSR/Balkans
+0.7 (-1.44 → -0.74)",FALSE,,-1.441991263310999,-0.7382310281401471,logratio,% of W_EUR3
Latvia,CEE,1995,2023,0.29960936265532434,0.5738534144259301,1882336,2485908,59.64807832028177,37.479984830757466,TRUE,0.01,0.27424405177060573,0.6498944864678764,0.22168093489524304,0.46465487946231865,black,+0%,0.65,0.65,-0.8803285340749827,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-1.2052757773089209,-0.5553812908410445,logratio,% of W_EUR3
Lithuania,CEE,1995,2023,0.3309044185423132,0.6261114978234542,2854061,3626997,59.64807832028177,37.479984830757466,TRUE,0.01,0.29520707928114104,0.637698898836168,0.22168093489524304,0.46465487946231865,black,+0%,0.64,0.64,-0.7870762616210354,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-1.1059257110391194,-0.46822681220295126,logratio,% of W_EUR3
Thailand,Asia,1995,2023,0.1414492335540377,0.24834993839089867,71702397,59098195,25.113686490128966,7.628684883915106,TRUE,0.01,0.10690070483686095,0.562897914240642,0.1748500160621386,1.1914975067950648,black,+0%,0.56,0.56,-1.674365442622821,0 → 0,-2.57 → -1.38,1.19,+1.19 (-2.57 → -1.38),"Asia
+1.19 (-2.57 → -1.38)",FALSE,,-1.9558143997431419,-1.3929164855025,logratio,% of W_EUR3
Poland,CEE,1995,2023,0.3711013618219866,0.6090081719235924,38762796,38364630,59.64807832028177,37.479984830757466,TRUE,0.01,0.23790681010160575,0.4953564484637232,0.22168093489524304,0.46465487946231865,black,+0%,0.5,0.5,-0.7436018170003824,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-0.991280041232244,-0.4959235927685208,logratio,% of W_EUR3
"South
Korea",Asia,1995,2023,0.42738385361085585,0.6992721258549297,51748695,45368368,25.113686490128966,7.628684883915106,TRUE,0.01,0.27188827224407386,0.4923574098449725,0.1748500160621386,1.1914975067950648,black,+0%,0.49,0.49,-0.6038940100565463,0 → 0,-2.57 → -1.38,1.19,+1.19 (-2.57 → -1.38),"Asia
+1.19 (-2.57 → -1.38)",FALSE,,-0.8500727149790326,-0.3577153051340601,logratio,% of W_EUR3
Croatia,CEE,1995,2023,0.3513251911852808,0.5421348862510316,3895973,4619314,59.64807832028177,37.479984830757466,TRUE,0.01,0.19080969506575074,0.43380257292886915,0.22168093489524304,0.46465487946231865,black,+0%,0.43,0.43,-0.8291417273475057,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-1.0460430138119403,-0.6122404408830711,logratio,% of W_EUR3
"Dominican
Republic",Latin America,1995,2023,0.20433591977611215,0.30300595895392934,11331213,7888070,30.378389026920722,32.4981422474353,TRUE,0.01,0.09867003917781719,0.3939871666844792,-0.02119753220514575,-0.06745145774486982,black,+0%,0.39,0.39,-1.3909963904937725,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-1.5879899738360121,-1.194002807151533,logratio,% of W_EUR3
Costa Rica,Latin America,1995,2023,0.2597652806499017,0.35591222654821986,5105469,3535133,30.378389026920722,32.4981422474353,TRUE,0.01,0.09614694589831818,0.3149056892675258,-0.02119753220514575,-0.06745145774486982,black,+0%,0.31,0.31,-1.1905239778032934,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-1.3479768224370563,-1.0330711331695306,logratio,% of W_EUR3
Bulgaria,CEE,1995,2023,0.35563229188000883,0.4859293777915649,6795757,8357522,59.64807832028177,37.479984830757466,TRUE,0.01,0.1302970859115561,0.3121659910772888,0.22168093489524304,0.46465487946231865,black,+0%,0.31,0.31,-0.877774974365352,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-1.0338579699039965,-0.7216919788267077,logratio,% of W_EUR3
Ecuador,Latin America,1995,2023,0.18498673405164787,0.24519364710739297,17980034,11590473,30.378389026920722,32.4981422474353,TRUE,0.01,0.060206913055745104,0.28176418002446396,-0.02119753220514575,-0.06745145774486982,black,+0%,0.28,0.28,-1.54658907429164,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-1.687471164303872,-1.405706984279408,logratio,% of W_EUR3
Chile,Latin America,1995,2023,0.32645716005513536,0.41763523145359766,19658791,14527329,30.378389026920722,32.4981422474353,TRUE,0.01,0.09117807139846229,0.24630966904173462,-0.02119753220514575,-0.06745145774486982,black,+0%,0.25,0.25,-0.9963017139855719,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-1.1194565485064392,-0.8731468794647045,logratio,% of W_EUR3
Uruguay,Latin America,1995,2023,0.3963844933144936,0.5052609640471545,3388029,3189385,30.378389026920722,32.4981422474353,TRUE,0.01,0.10887647073266088,0.2426903733821918,-0.02119753220514575,-0.06745145774486982,black,+0%,0.24,0.24,-0.8040254093831791,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-0.925370596074275,-0.6826802226920832,logratio,% of W_EUR3
Malaysia,Asia,1995,2023,0.3127318332170142,0.38799881826413435,35126249,20330550,25.113686490128966,7.628684883915106,TRUE,0.01,0.07526698504712015,0.21565623348351562,0.1748500160621386,1.1914975067950648,black,+0%,0.22,0.22,-1.0545811018162534,0 → 0,-2.57 → -1.38,1.19,+1.19 (-2.57 → -1.38),"Asia
+1.19 (-2.57 → -1.38)",FALSE,,-1.1624092185580113,-0.9467529850744958,logratio,% of W_EUR3
Hungary,CEE,1995,2023,0.45194314610655695,0.5522055336211015,9686418,10322744,59.64807832028177,37.479984830757466,TRUE,0.01,0.10026238751454453,0.20036393152014156,0.22168093489524304,0.46465487946231865,black,+0%,0.2,0.2,-0.694016924251269,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-0.7941988900113398,-0.5938349584911983,logratio,% of W_EUR3
Czechia,CEE,1995,2023,0.5663061522239483,0.6610437371247743,10809674,10311979,59.64807832028177,37.479984830757466,TRUE,0.01,0.09473758490082596,0.1546851688227036,0.22168093489524304,0.46465487946231865,black,+0%,0.15,0.15,-0.49127785761466713,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-0.5686204420260189,-0.41393527320331536,logratio,% of W_EUR3
Slovakia,CEE,1995,2023,0.49289382951105354,0.5737944945189674,5518008,5354244,59.64807832028177,37.479984830757466,TRUE,0.01,0.08090066500791382,0.15197751383882377,0.22168093489524304,0.46465487946231865,black,+0%,0.15,0.15,-0.6314727271738118,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-0.7074614840932236,-0.5554839702543999,logratio,% of W_EUR3
Slovenia,CEE,1995,2023,0.5888279335193906,0.6714345764267049,2118353,1988051,59.64807832028177,37.479984830757466,TRUE,0.01,0.08260664290731434,0.13128257448854486,0.22168093489524304,0.46465487946231865,black,+0%,0.13,0.13,-0.46397998400932533,0 → 1,-0.98 → -0.52,0.46,+0.46 (-0.98 → -0.52),"CEE
+0.46 (-0.98 → -0.52)",FALSE,,-0.5296212712535977,-0.39833869676505296,logratio,% of W_EUR3
Portugal,Southern Europe,1995,2023,0.5152086997943842,0.5577677971957921,10430680,10031702,72.93064784245516,74.1683727354139,TRUE,0.01,0.04255909740140784,0.0793706808213493,-0.012377248929587381,-0.01682885581885412,black,+0%,0.08,0.08,-0.6234978776770259,1 → 1,-0.3 → -0.32,-0.02,-0.02 (-0.3 → -0.32),"Southern Europe
-0.02 (-0.3 → -0.32)",FALSE,,-0.6631832180877005,-0.5838125372663513,logratio,% of W_EUR3
Brazil,Latin America,1995,2023,0.244485824207101,0.2603255497044597,211140678,161735036,30.378389026920722,32.4981422474353,TRUE,0.01,0.01583972549735871,0.06277563349110821,-0.02119753220514575,-0.06745145774486982,black,+0%,0.06,0.06,-1.3772101337055496,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-1.4085979504511037,-1.3458223169599954,logratio,% of W_EUR3
Argentina,Latin America,1995,2023,0.4247148233962199,0.44112683445669065,45538356,35069968,30.378389026920722,32.4981422474353,TRUE,0.01,0.016412011060470744,0.03791450064675958,-0.02119753220514575,-0.06745145774486982,black,+0%,0.04,0.04,-0.8373800887317291,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-0.8563373390551089,-0.8184228384083492,logratio,% of W_EUR3
Spain,Southern Europe,1995,2023,0.8261885805798095,0.8347811811471393,47911535,40052688,72.93064784245516,74.1683727354139,TRUE,0.01,0.0085926005673298,0.010346578751232653,-0.012377248929587381,-0.01682885581885412,black,+0%,0.01,0.01,-0.18575893635664842,1 → 1,-0.3 → -0.32,-0.02,-0.02 (-0.3 → -0.32),"Southern Europe
-0.02 (-0.3 → -0.32)",FALSE,,-0.1909322257322648,-0.18058564698103208,logratio,% of W_EUR3
Colombia,Latin America,1995,2023,0.22431408781271028,0.21073592371829153,52321104,35804622,30.378389026920722,32.4981422474353,TRUE,0.01,-0.013578164094418754,-0.06244144417808961,-0.02119753220514575,-0.06745145774486982,red,0%,-0.06,-0.06,-1.5259287536140527,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-1.4947080315250079,-1.5571494757030975,logratio,% of W_EUR3
Greece,Southern Europe,1995,2023,0.5770353440892673,0.4912918458792181,10242850,10519187,72.93064784245516,74.1683727354139,TRUE,0.01,-0.08574349821004917,-0.16086517754584745,-0.012377248929587381,-0.01682885581885412,red,0%,-0.16,-0.16,-0.6302843482022268,1 → 1,-0.3 → -0.32,-0.02,-0.02 (-0.3 → -0.32),"Southern Europe
-0.02 (-0.3 → -0.32)",FALSE,,-0.5498517594293031,-0.7107169369751505,logratio,% of W_EUR3
Israel,Asia,1995,2023,0.7471918377095432,0.6023575010084368,9256261,5354680,25.113686490128966,7.628684883915106,TRUE,0.01,-0.14483433670110646,-0.21547083847653517,0.1748500160621386,1.1914975067950648,red,0%,-0.22,-0.22,-0.3991687352017017,0 → 0,-2.57 → -1.38,1.19,+1.19 (-2.57 → -1.38),"Asia
+1.19 (-2.57 → -1.38)",FALSE,,-0.29143331596343414,-0.5069041544399693,logratio,% of W_EUR3
Jamaica,Latin America,1995,2023,0.1709236762695852,0.13696244778138508,2839729,2500101,30.378389026920722,32.4981422474353,TRUE,0.01,-0.03396122848820013,-0.22151033479031118,-0.02119753220514575,-0.06745145774486982,red,0%,-0.22,-0.22,-1.8772933271176755,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-1.76653815972252,-1.9880484945128312,logratio,% of W_EUR3
Mexico,Latin America,1995,2023,0.49536032302689514,0.34962399719491216,129739713,90862395,30.378389026920722,32.4981422474353,TRUE,0.01,-0.14573632583198298,-0.34842713977891016,-0.02119753220514575,-0.06745145774486982,red,0%,-0.35,-0.35,-0.8766834258051694,0 → 0,-1.12 → -1.19,-0.07,-0.07 (-1.12 → -1.19),"Latin America
-0.07 (-1.12 → -1.19)",FALSE,,-0.7024698559157143,-1.0508969956946246,logratio,% of W_EUR3
China,Asia,1995,2023,0.05876372459502403,0.286891683659466,1422584878,1220133877,31.218869539415753,8.960927625957677,TRUE,0.01,0.22812795906444194,1.5855799998012015,0.22257941913458076,1.2481489536211028,black,+0%,1.59,1.59,-2.0414405432117966,0 → 0,-2.41 → -1.16,1.25,+1.25 (-2.41 → -1.16),"Asia
+1.25 (-2.41 → -1.16)",FALSE,,-2.834230543112397,-1.2486505433111958,logratio,% of S_EUR4
Romania,CEE,1995,2023,0.245839865284634,0.7633665873692115,19118433,22657664,74.14863509145316,44.02533812853538,TRUE,0.01,0.5175267220845775,1.133058001328193,0.3012329696291778,0.5213063262883566,black,+1%,1.13,1.13,-0.8365459084758101,0 → 1,-0.82 → -0.3,0.52,+0.52 (-0.82 → -0.3),"CEE
+0.52 (-0.82 → -0.3)",FALSE,,-1.4030749091399066,-0.27001690781171367,logratio,% of S_EUR4
Estonia,CEE,1995,2023,0.33180882232752945,0.7483904191478742,1367143,1452730,74.14863509145316,44.02533812853538,TRUE,0.01,0.41658159682034474,0.8133658258418331,0.3012329696291778,0.5213063262883566,black,+0%,0.81,0.81,-0.6965133993650277,0 → 1,-0.82 → -0.3,0.52,+0.52 (-0.82 → -0.3),"CEE
+0.52 (-0.82 → -0.3)",FALSE,,-1.1031963122859443,-0.289830486444111,logratio,% of S_EUR4
Russia,ex-USSR/Balkans,1995,2023,0.2777502414311304,0.5941512875358582,145440454,148291356,59.41512875358583,27.77502414311304,TRUE,0.01,0.3164010461047278,0.7604116819968896,0.3164010461047279,0.7604116819968898,black,+0%,0.76,0.76,-0.9008271402253372,0 → 1,-1.28 → -0.52,0.76,+0.76 (-1.28 → -0.52),"ex-USSR/Balkans
+0.76 (-1.28 → -0.52)",FALSE,,-1.281032981223782,-0.5206212992268925,logratio,% of S_EUR4
Latvia,CEE,1995,2023,0.3519319326551888,0.7133582274650508,1882336,2485908,74.14863509145316,44.02533812853538,TRUE,0.01,0.36142629480986205,0.7065459332939144,0.3012329696291778,0.5213063262883566,black,+0%,0.71,0.71,-0.6910445285747471,0 → 1,-0.82 → -0.3,0.52,+0.52 (-0.82 → -0.3),"CEE
+0.52 (-0.82 → -0.3)",FALSE,,-1.0443174952217043,-0.3377715619277898,logratio,% of S_EUR4
Lithuania,CEE,1995,2023,0.38869223080892346,0.7783203463721438,2854061,3626997,74.14863509145316,44.02533812853538,TRUE,0.01,0.3896281155632203,0.6943503456622059,0.3012329696291778,0.5213063262883566,black,+0%,0.69,0.69,-0.5977922561207997,0 → 1,-0.82 → -0.3,0.52,+0.52 (-0.82 → -0.3),"CEE
+0.52 (-0.82 → -0.3)",FALSE,,-0.9449674289519026,-0.25061708328969673,logratio,% of S_EUR4
Thailand,Asia,1995,2023,0.16615135687377033,0.3087242619595029,71702397,59098195,31.218869539415753,8.960927625957677,TRUE,0.01,0.1425729050857326,0.6195493610666797,0.22257941913458076,1.2481489536211028,black,+0%,0.62,0.62,-1.4850814371225853,0 → 0,-2.41 → -1.16,1.25,+1.25 (-2.41 → -1.16),"Asia
+1.25 (-2.41 → -1.16)",FALSE,,-1.7948561176559252,-1.1753067565892454,logratio,% of S_EUR4
Poland,CEE,1995,2023,0.43590900604542016,0.7570591707113039,38762796,38364630,74.14863509145316,44.02533812853538,TRUE,0.01,0.32115016466588375,0.5520078952897611,0.3012329696291778,0.5213063262883566,black,+0%,0.55,0.55,-0.5543178115001466,0 → 1,-0.82 → -0.3,0.52,+0.52 (-0.82 → -0.3),"CEE
+0.52 (-0.82 → -0.3)",FALSE,,-0.8303217591450273,-0.278313863855266,logratio,% of S_EUR4
"South
Korea",Asia,1995,2023,0.5020204450684175,0.8692664566866963,51748695,45368368,31.218869539415753,8.960927625957677,TRUE,0.01,0.36724601161827886,0.5490088566710102,0.22257941913458076,1.2481489536211028,black,+0%,0.55,0.55,-0.41461000455631053,0 → 0,-2.41 → -1.16,1.25,+1.25 (-2.41 → -1.16),"Asia
+1.25 (-2.41 → -1.16)",FALSE,,-0.6891144328918156,-0.14010557622080547,logratio,% of S_EUR4
Croatia,CEE,1995,2023,0.41267920477682163,0.6739288671652937,3895973,4619314,74.14863509145316,44.02533812853538,TRUE,0.01,0.261249662388472,0.49045401975490704,0.3012329696291778,0.5213063262883566,black,+0%,0.49,0.49,-0.6398577218472699,0 → 1,-0.82 → -0.3,0.52,+0.52 (-0.82 → -0.3),"CEE
+0.52 (-0.82 → -0.3)",FALSE,,-0.8850847317247234,-0.3946307119698163,logratio,% of S_EUR4
"Dominican
Republic",Latin America,1995,2023,0.24002032019410532,0.3766672609362381,11331213,7888070,37.76343087749468,38.17348666103141,TRUE,0.01,0.13664694074213277,0.4506386135105171,-0.00410055783536734,-0.010800010918831886,black,+0%,0.45,0.45,-1.2017123849935367,0 → 0,-0.96 → -0.97,-0.01,-0.01 (-0.96 → -0.97),"Latin America
-0.01 (-0.96 → -0.97)",FALSE,,-1.4270316917487953,-0.9763930782382783,logratio,% of S_EUR4
Costa Rica,Latin America,1995,2023,0.30512964096188205,0.4424351388020692,5105469,3535133,37.76343087749468,38.17348666103141,TRUE,0.01,0.13730549784018714,0.3715571360935635,-0.00410055783536734,-0.010800010918831886,black,+0%,0.37,0.37,-1.0012399723030576,0 → 0,-0.96 → -0.97,-0.01,-0.01 (-0.96 → -0.97),"Latin America
-0.01 (-0.96 → -0.97)",FALSE,,-1.1870185403498394,-0.8154614042562759,logratio,% of S_EUR4
Bulgaria,CEE,1995,2023,0.4177384801552747,0.6040596969547674,6795757,8357522,74.14863509145316,44.02533812853538,TRUE,0.01,0.18632121679949265,0.368817437903327,0.3012329696291778,0.5213063262883566,black,+0%,0.37,0.37,-0.6884909688651163,0 → 1,-0.82 → -0.3,0.52,+0.52 (-0.82 → -0.3),"CEE
+0.52 (-0.82 → -0.3)",FALSE,,-0.8728996878167798,-0.5040822499134527,logratio,% of S_EUR4
Ecuador,Latin America,1995,2023,0.21729207075969506,0.304800670500842,17980034,11590473,37.76343087749468,38.17348666103141,TRUE,0.01,0.08750859974114691,0.3384156268505016,-0.00410055783536734,-0.010800010918831886,black,+0%,0.34,0.34,-1.3573050687914043,0 → 0,-0.96 → -0.97,-0.01,-0.01 (-0.96 → -0.97),"Latin America
-0.01 (-0.96 → -0.97)",FALSE,,-1.526512882216655,-1.1880972553661535,logratio,% of S_EUR4
Chile,Latin America,1995,2023,0.38346832104676354,0.5191631189207624,19658791,14527329,37.76343087749468,38.17348666103141,TRUE,0.01,0.13569479787399885,0.30296111586777225,-0.00410055783536734,-0.010800010918831886,black,+0%,0.3,0.3,-0.8070177084853359,0 → 0,-0.96 → -0.97,-0.01,-0.01 (-0.96 → -0.97),"Latin America
-0.01 (-0.96 → -0.97)",FALSE,,-0.9584982664192221,-0.6555371505514498,logratio,% of S_EUR4
Uruguay,Latin America,1995,2023,0.46560748158995635,0.6280908271331432,3388029,3189385,37.76343087749468,38.17348666103141,TRUE,0.01,0.16248334554318689,0.2993418202082298,-0.00410055783536734,-0.010800010918831886,black,+0%,0.3,0.3,-0.6147414038829434,0 → 0,-0.96 → -0.97,-0.01,-0.01 (-0.96 → -0.97),"Latin America
-0.01 (-0.96 → -0.97)",FALSE,,-0.7644123139870583,-0.46507049377882853,logratio,% of S_EUR4
