country,year,rel_val-2004,rel_val-2010,value-2004,% of DE-2004,% of S_EUR4-2004,% of EU8-2004,var_name
Croatia,2010,101.62628318777772,100,46.43,84.21300830703377,100.17524781967818,85.1977127032826,employment
Croatia,2011,97.79149429815921,96.2265776437648,44.678,79.38239579261575,98.12026343354789,81.32926312489572,employment
Croatia,2012,94.35506818132072,92.84514322636225,43.108,75.97863827837212,97.54387368880079,78.36281589170827,employment
Croatia,2013,91.89922735132531,90.42860219685546,41.986,73.56414479447734,97.36116348481207,76.317109061414,employment
Croatia,2014,94.57394882570536,93.06052121473186,43.208,75.31331160342333,99.46037888188782,78.7872479799566,employment
Croatia,2015,96.59859478626306,95.05276760715056,44.133,76.83054211204346,99.89078396986065,80.41249904336034,employment
Croatia,2016,97.37562107382846,95.8173594658626,44.488,76.79348201339502,98.86243524971084,80.63843960191691,employment
Croatia,2017,100.03939851598923,98.43850958432049,45.705,78.3075763286845,99.56979940655252,82.27833186719766,employment
Croatia,2018,102.3135684111454,100.6762868834805,46.744,79.49659863945578,100.39757926437385,83.43562259962907,employment
Croatia,2019,104.24628450106157,102.57807452078397,47.627,80.22335264789112,101.15835099668101,84.5126299873856,employment
Croatia,2020,103.27007682710617,101.6174886926556,47.181,81.16323476286318,102.80953271835392,84.9814119124919,employment
Croatia,2021,104.98610107908158,103.30605212147319,47.965,82.38011816433087,103.26039357049014,85.70895160873737,employment
Croatia,2022,107.27559261934468,105.5589058798191,49.011,83.0300874161415,102.4921403663409,86.30448782884818,employment
Croatia,2023,107.41567623175084,105.69674779237562,49.075,82.83958744788238,101.21673561361884,86.35437493555695,employment
Croatia,2024,108.03729726180316,106.30842127934527,49.359,83.92960380887605,101.25320628617686,87.46361746635107,employment
Czechia,2004,100,NA,54.314,105.88762818263345,112.932620242999,102.57618310873396,employment
Czechia,2005,100.72909378797364,NA,54.71,105.6116441132753,112.50070965673942,102.8431358969466,employment
Czechia,2006,101.33667194461833,NA,55.04,103.97853931310689,111.44497870918471,102.33214878602715,employment
Czechia,2007,102.45977096144641,NA,55.65,103.23334631865993,112.09161427175842,102.02396761413061,employment
Czechia,2008,102.8151121257871,NA,55.843,102.1811128799107,113.26621198383422,101.43820363556097,employment
Czechia,2009,100.62414847000774,NA,54.653,100.19800165001375,115.73483300321803,100.41694758315768,employment
Czechia,2010,99.59678904149943,100,54.095,98.11550041716545,116.7129018049858,99.2627669326744,employment
Czechia,2011,100.07364583716905,100.47878731860615,54.354,96.57439323407128,119.37035674531228,98.94289735195359,employment
Czechia,2012,100.43082814743897,100.83741565763934,54.548,96.14184747166752,123.43006453504469,99.15873808251145,employment
Czechia,2013,101.51158080789483,101.92254367316758,55.135,96.60265620072187,127.85232574513205,100.21778231079554,employment
Czechia,2014,102.45977096144641,102.87457251132267,55.65,97.00022659531818,128.10058518739717,101.4745035661124,employment
Czechia,2015,103.7946017601355,104.21480728348277,56.375,98.14247414783608,127.59936886912048,102.71802582125481,employment
Czechia,2016,105.78672165555841,106.21499214345134,57.457,99.18007318925636,127.6824973508055,104.14590056211426,employment
Czechia,2017,107.40508892734837,107.83991126721507,58.336,99.94860021245245,127.08683553616994,105.01671081511526,employment
Czechia,2018,108.65890930515154,109.09880765320271,59.017,100.36904761904763,126.75774292840906,105.34229289239923,employment
Czechia,2019,108.45454210700738,108.89361308808577,58.906,99.22180299151057,125.11461615912174,104.52686463638136,employment
Czechia,2020,106.68335972309166,107.11526019040578,57.944,99.67831277631558,126.2625964653632,104.36749818480811,employment
Czechia,2021,106.38877637441543,106.81948424068767,57.784,99.24429788403407,124.3990114057584,103.25458271154548,employment
Czechia,2022,107.76779467540598,108.20408540530549,58.533,99.16141492173206,122.4046122720008,103.07197539503316,employment
Czechia,2023,108.39010199948449,108.82891209908495,58.871,99.37543255515607,121.42089541129607,103.59181674643247,employment
Czechia,2024,108.03476083514379,108.47213235973749,58.678,99.7755483761265,120.36985430134898,103.97678530137455,employment
Estonia,2004,100,NA,52.889,103.10952548056305,109.96968280796803,99.88496057071531,employment
Estonia,2005,101.91155060598612,NA,53.9,104.04802810648033,110.83509871135541,101.32050858792583,employment
Estonia,2006,107.61973189131955,NA,56.919,107.52824271734613,115.2495774554521,105.82564637993966,employment
Estonia,2007,109.16258579288699,NA,57.735,107.10111859313263,116.29127313530947,105.8464289344444,employment
Estonia,2008,109.32519049329727,NA,57.821,105.80044280982963,117.27818425079738,105.03121917539833,employment
Estonia,2009,99.31743840874283,NA,52.528,96.30213585113209,111.23486922937508,96.51256880039716,employment
Estonia,2010,95.2920266974229,99.99999999999999,50.399,91.41183298871839,108.73858097919361,92.4807133864471,employment
Estonia,2011,101.53907239690673,106.55568562868311,53.703,95.41771792047192,117.9406532783881,97.75785437119558,employment
Estonia,2012,104.2125961920248,109.36129685112799,55.117,97.1447203764739,124.7175857405965,100.19308071595262,employment
Estonia,2013,105.85187846244021,111.08156907875157,55.984,98.09019868942076,129.82106836883057,101.76099256166823,employment
Estonia,2014,106.9957836223033,112.28198972201828,56.589,98.63694200902894,130.26206675956186,103.18671486617671,employment
Estonia,2015,109.3875853201989,114.79196015793963,57.854,100.71724522126667,130.9469425552833,105.41283664501775,employment
Estonia,2016,110.28380192478588,115.73245500902796,58.328,100.68356003590416,129.61805707707998,105.7246651928747,employment
Estonia,2017,112.6340070714137,118.19877378519413,59.571,102.06455813315971,129.77732240340748,107.2399629725595,employment
Estonia,2018,113.56236646561666,119.17299946427508,60.062,102.14625850340136,129.00221217218942,107.20756384945493,employment
Estonia,2019,114.03127304354402,119.66507271969682,60.31,101.58671338094597,128.09667097675336,107.01821896275695,employment
Estonia,2020,110.90018718448071,116.37929323994524,58.654,100.89969207479659,127.80971857447558,105.64633505680891,employment
Estonia,2021,112.08947040027226,117.62733387567214,59.283,101.81883759274527,127.62610053245841,105.93315497176644,employment
Estonia,2022,116.25479778403825,121.99845235024503,61.486,104.16412549976282,128.57994618687306,108.27197442705838,employment
Estonia,2023,116.12811737790466,121.86551320462706,61.419,103.67650782397325,126.67612194911574,108.07538164374878,employment
Estonia,2024,113.85543307682126,119.48054524891366,60.217,102.39245026356062,123.52690133379346,106.70387675948177,employment
Hungary,2004,100,NA,49.173,95.86501345186572,102.24317367914333,92.86700762245047,employment
Hungary,2005,98.7737172838753,NA,48.57,93.75904870374303,99.87496742876684,91.30124493720885,employment
Hungary,2006,98.56018546763467,NA,48.465,91.55741111572902,98.13192029688656,90.10769605586492,employment
Hungary,2007,98.45850365037724,NA,48.415,89.81208377390692,97.51869730399252,88.75993516690268,employment
Hungary,2008,97.76096638399123,NA,48.072,87.96179392874788,97.50431285007753,87.32226644644247,employment
Hungary,2009,94.37292823297336,NA,46.406,85.07837565313044,98.27073830068495,85.2642831966043,employment
Hungary,2010,93.94179732780185,100,46.194,83.78496027859399,99.66606499638625,84.76465950065554,employment
Hungary,2011,94.52748459520468,100.62345759189505,46.482,82.5876834511922,102.08214523743618,84.61316103163533,employment
Hungary,2012,95.70089276635551,101.87253755899033,47.059,82.94234802686077,106.48411320221946,85.54504391407394,employment
Hungary,2013,97.77926911109756,104.0849460968957,48.081,84.24326313207416,111.49483402832493,87.39586816514665,employment
Hungary,2014,103.22738087975108,109.88440057150278,50.76,88.4767565494762,116.84430735152345,92.55787602903622,employment
Hungary,2015,106.50966994082118,113.37836082608132,52.374,91.17718742383623,118.54349171000119,95.42800681795832,employment
Hungary,2016,110.52813535883513,117.65597263713902,54.35,93.81688876613961,120.778038028722,98.51418792402859,employment
Hungary,2017,112.68582352103797,119.95280772394683,55.411,94.93712092656685,120.71462979797576,99.75111360011574,employment
Hungary,2018,114.23952168873161,121.60670216911286,56.175,95.53571428571429,120.65364571230964,100.26946986852137,employment
Hungary,2019,114.9106216826307,122.32108065982594,56.505,95.17753672011858,120.01496258566486,100.2663648232562,employment
Hungary,2020,113.90803896447237,121.25384249036671,56.012,96.35478488242073,122.05268109239822,100.88762095001158,employment
Hungary,2021,115.55121713135257,123.00298740096116,56.82,97.5886232481451,122.32368524289065,101.53200522064958,employment
Hungary,2022,117.46080165944724,125.03571892453564,57.759,97.85017279934945,120.78601814734414,101.70902271952096,employment
Hungary,2023,118.08716165375307,125.70247218253452,58.067,98.01826437771138,119.76265281459,102.17706549939858,employment
Hungary,2024,117.6255262034043,125.21106637225613,57.84,98.35062064274783,118.65081244742538,102.49185830859103,employment
Latvia,2004,100,NA,50.499,98.4501111241081,105.00026493447744,95.3712610157226,employment
Latvia,2005,101.90300798035604,NA,51.46,99.33787618477695,105.81770277711223,96.73382879285089,employment
Latvia,2006,108.52492128557002,NA,54.804,103.5327010994824,110.96712596617294,101.89336995038938,employment
Latvia,2007,111.99429691677061,NA,56.556,104.91401858756747,113.91650200815037,103.68495080655472,employment
Latvia,2008,112.38440365155745,NA,56.753,103.84622422279556,115.11196262232588,103.09120876258423,employment
Latvia,2009,98.12471534089784,NA,49.552,90.84609038408652,104.93280231598374,91.04460114981114,employment
Latvia,2010,93.78205509019982,100.00000000000001,47.359,85.89799397830741,102.17961579780614,86.9024009458273,employment
Latvia,2011,97.0652884215529,103.50091851601597,49.017,87.09178778295016,107.64942371462953,89.22772932076224,employment
Latvia,2012,100.39208697201926,107.04829071559789,50.697,89.35438955179161,114.71610291363865,92.15829259677868,employment
Latvia,2013,103.51294085031387,110.3760636837771,52.273,91.58811367698077,121.21564566383039,95.01558238382543,employment
Latvia,2014,104.57434800689121,111.50784433792943,52.809,92.04824737236582,121.56089493551225,96.2941070767804,employment
Latvia,2015,107.14667617180537,114.25072319939186,54.108,94.19588454441,122.4682332730886,98.58744019754243,employment
Latvia,2016,107.97837580942196,115.13756624928736,54.528,94.12414554995512,121.17359443661735,98.83682868668686,employment
Latvia,2017,109.881383789778,117.16674760869105,55.489,95.07076037419044,120.88455528432759,99.89152952584905,employment
Latvia,2018,112.46163290362185,119.91807259443821,56.792,96.58503401360544,121.97884908399624,101.37078295991216,employment
Latvia,2019,113.33095704865443,120.84503473468612,57.231,96.40041773345911,121.55696529050857,101.55462923988631,employment
Latvia,2020,112.04182261034872,119.47042800734812,56.58,97.33188832120555,123.29037877968813,101.91069044761223,employment
Latvia,2021,110.02792134497713,117.32300090795836,55.563,95.42971970321518,119.6175804848774,99.2858642392635,employment
Latvia,2022,112.44381076853007,119.89906881479762,56.783,96.19672020058277,118.7450002330484,99.99036404859085,employment
Latvia,2023,112.95669221172696,120.44595536223315,57.042,96.28804375348155,117.64859975286898,100.37343362351582,employment
Latvia,2024,111.9626131210519,119.38596676450094,56.54,96.14011222581193,115.98404107499016,100.18827228159988,employment
Lithuania,2004,100,NA,50.917,99.26502125004875,105.86939324875318,96.16068629354139,employment
Lithuania,2005,101.1096490366675,NA,51.482,99.38034476767756,105.86294159291278,96.7751841024786,employment
Lithuania,2006,102.02879195553548,NA,51.95,98.14108134658254,105.18834745534421,96.5871208109395,employment
Lithuania,2007,104.22255828112418,NA,53.067,98.44176081028438,106.88887142065416,97.28851553241813,employment
Lithuania,2008,103.18164856531217,NA,52.537,96.13181826499057,106.5606607631162,95.43289050375994,employment
Lithuania,2009,95.7303061845749,NA,48.743,89.36291135759464,103.21963963690659,89.55818118028022,employment
Lithuania,2010,91.40562091246537,100,46.541,84.41433598142706,100.41473635097223,85.40139450621312,employment
Lithuania,2011,95.38857356089322,104.35744827141662,48.569,86.29579616929037,106.66554175889674,88.41221587163842,employment
Lithuania,2012,98.25402125027004,107.4923186008036,50.028,88.1752648183725,113.2023038160742,90.9421674267046,employment
Lithuania,2013,100.48706718777618,109.93532584173096,51.165,89.64677436310755,118.64630900062903,93.00159303404106,employment
Lithuania,2014,103.36429876072825,113.08308802990912,52.63,91.73624304962438,121.14885531738928,95.96771109945185,employment
Lithuania,2015,105.57377693108391,115.50031155325412,53.755,93.58135162424706,121.66925185914982,97.94425681634684,employment
Lithuania,2016,109.12465384841998,119.38505833566104,55.563,95.91072291652281,123.47359939263809,100.71285784034592,employment
Lithuania,2017,110.62120706247421,121.02232440214006,56.325,96.50310112051537,122.70580793291917,101.39650021704209,employment
Lithuania,2018,113.441483198146,124.10777593949423,57.761,98.23299319727892,124.06008420095625,103.10039784736384,employment
Lithuania,2019,114.27813893198734,125.02309791366753,58.187,98.01071284193505,123.58748124895286,103.25102150200527,employment
Lithuania,2020,112.61661134787988,123.20534582411209,57.341,98.64100049887324,124.94863219522972,103.28138743295392,employment
Lithuania,2021,113.65752106369189,124.34412668399906,57.871,99.39372080241826,124.58630743912927,103.41004354319274,employment
Lithuania,2022,115.89645894298565,126.79357985432202,59.011,99.97120010842313,123.40420916035467,103.91369552280428,employment
Lithuania,2023,115.05783922854843,125.87610923701685,58.584,98.89097078037172,120.82896055401419,103.0867998211853,employment
Lithuania,2024,114.13869630968047,124.87054425130532,58.116,98.81992858357422,119.21698852341932,102.98092734201377,employment
Poland,2004,100,NA,44.114,86.00226147307677,91.72422597119818,83.31269546817929,employment
Poland,2005,102.58421362832661,NA,45.254,87.35787502654286,93.05624410173799,85.06787190422996,employment
Poland,2006,105.46085143038492,NA,46.523,87.88869157819171,94.19975916583212,86.49706682362537,employment
Poland,2007,110.17137416693114,NA,48.601,90.15712245162968,97.89334313066902,89.10093171634074,employment
Poland,2008,114.33558507503288,NA,50.438,92.29108342024848,102.30326451015581,91.62007977670297,employment
Poland,2009,114.55546991884663,NA,50.535,92.6482720689339,107.01443261701321,92.85072084084813,employment
Poland,2010,114.40812440495081,100,50.47,91.54061014981681,108.8917673370484,92.61099634147476,employment
Poland,2011,114.91136600625651,100.43986526649495,50.692,90.06787249920046,111.32800022322866,92.27680304237465,employment
Poland,2012,115.11084916353086,100.61422627303348,50.78,89.50067856954016,114.90391356400912,92.30917210218396,employment
Poland,2013,115.01790814707348,100.53298989498711,50.739,88.90037495181694,117.65845934492164,92.22726138872684,employment
Poland,2014,117.57038581856101,102.76401822865068,51.865,90.40281675410921,119.38790387680781,94.57277857064545,employment
Poland,2015,119.25465838509317,104.23617990885674,52.608,91.58455485533233,119.07312811470845,95.85436633977069,employment
Poland,2016,121.39683547173232,106.10857935407171,53.553,92.44113788579712,119.00692310123547,97.0695548462834,employment
Poland,2017,123.62741986670899,108.05825242718447,54.537,93.4396737826817,118.81059293808455,98.17773515023212,employment
Poland,2018,124.93766151335178,109.20348722013077,55.115,93.73299319727892,118.37695920665679,98.3774246872017,employment
Poland,2019,125.52704356893504,109.71864473944918,55.375,93.27415442662713,117.61487573101836,98.26121497368042,employment
Poland,2020,125.50437502833569,109.69883098870616,55.365,95.24178149352325,120.64283883240427,99.7222583356672,employment
Poland,2021,127.87777122908828,111.7733306914999,56.412,96.8878812860676,121.44533143122047,100.80294752740731,employment
Poland,2022,129.02253252935577,112.7739251040222,56.917,96.42373111065935,119.02522195488818,100.22632743168985,employment
Poland,2023,129.81819830439318,113.46938775510205,57.268,96.669536300872707,118.11472267184358,100.7711124566373,employment
Poland,2024,129.51897356848167,113.20784624529425,57.136,97.15354531542255,117.20665318112201,101.24437787551275,employment
Romania,2004,100,NA,46.887,91.40835185401802,97.48999825705148,88.54972009830263,employment
Romania,2005,100.51400174888562,NA,47.128,90.97542613362161,96.90976868402149,88.59059236979162,employment
Romania,2006,100.45641649071172,NA,47.101,88.98061737257719,95.37009342625925,87.57170312446702,employment
Romania,2007,101.52707573527844,NA,47.603,88.30578589051515,95.8831467058134,87.27128356397951,employment
Romania,2008,102.48469725083712,NA,48.052,87.92519807505809,97.4637469019788,87.28593666343096,employment
Romania,2009,94.00473478789431,NA,44.076,80.80667338894492,93.33666037454189,80.98324669597748,employment
Romania,2010,100.01279672403865,100,46.893,85.05278049842202,101.17419547723817,86.04730436775858,employment
Romania,2011,99.07863586921748,99.06595867187,46.455,82.53971074233326,102.02284878028264,84.56401178358547,employment
Romania,2012,99.73766715720777,99.72490563623569,46.764,82.42240513245325,105.81659342078225,85.00878543100693,employment
Romania,2013,99.4774671017553,99.46473887360588,46.642,81.72197497985074,108.15794282043076,84.78022676231298,employment
Romania,2014,100.6398362019323,100.6269592476489,47.187,82.24887138101131,108.61962827021941,86.04272057096398,employment
Romania,2015,102.07306929426068,102.0600089565607,47.859,83.31708505971241,108.32422518327695,87.20145450606536,employment
Romania,2016,102.40578411926546,102.3926812104152,48.015,82.88165435337982,106.70022991626655,87.03143943279177,employment
Romania,2017,105.26585194190288,105.25238308489541,49.356,84.56293047322072,107.52361928694468,88.85087731402272,employment
Romania,2018,106.06351440697848,106.04994348836713,49.73,84.57482993197279,106.81096219444875,88.76547817644091,employment
Romania,2019,106.71614733294943,106.70249290938946,50.036,84.2810941921574,106.27499633548054,88.78732555165821,employment
Romania,2020,105.37675688357115,105.36327383618024,49.408,84.99423715401421,107.66226643242898,88.99263686171129,employment
Romania,2021,105.6561520250816,105.64263322884014,49.539,85.08347073371807,106.64894479492362,88.5215418272749,employment
Romania,2022,105.89289141979653,105.8793423325443,49.65,84.11262451717829,103.82842156227838,87.42971620049197,employment
Romania,2023,103.98617953803827,103.97287441622417,48.756,82.30110902921963,100.55880105099541,85.79304950296515,employment
Romania,2024,103.75157293066309,103.73829782696778,48.646,82.71722496174121,99.79058475652585,86.20018913000898,employment
Slovakia,2004,100,NA,49.135,95.79093071314384,102.16416201420915,92.79524168810332,employment
Slovakia,2005,101.32288592652895,NA,49.785,96.1044727139355,102.37338384684284,93.58518590074002,employment
Slovakia,2006,104.1029815813575,NA,51.151,96.63165451316735,103.5705324482832,95.10159415977607,employment
Slovakia,2007,106.1748244632136,NA,52.169,96.77592891461221,105.08009748325902,95.64219885824942,employment
Slovakia,2008,108.9752722092195,NA,53.545,97.97624929095532,108.60518454729157,97.26391156753955,employment
Slovakia,2009,105.10633967640175,NA,51.644,94.68145567879732,109.36288429945641,94.88834722676879,employment
Slovakia,2010,102.51551846952276,100,50.371,91.36104762941198,108.67816945778611,92.4293341929151,employment
Slovakia,2011,103.35605983514806,100.81991622163545,50.784,90.23133506271988,111.53004741056664,92.44427455424828,employment
Slovakia,2012,103.62877785692481,101.0859423080741,50.918,89.74390609302571,115.21617705498653,92.56003200273737,employment
Slovakia,2013,103.42932736338659,100.89138591649957,50.82,89.0422959666398,117.84628991326038,92.37449346213167,employment
Slovakia,2014,107.64221023710186,105.0008933711858,52.89,92.18943368600861,121.74734861745618,96.44180581512461,employment
Slovakia,2015,107.40409077032666,104.76861686287745,52.773,91.87180112113089,119.4465896821303,96.1550044641256,employment
Slovakia,2016,110.30833418133713,107.60159615651862,54.2,93.5579645101153,120.44470397712479,98.2422996408896,employment
Slovakia,2017,111.97110003052816,109.22356117607355,55.017,94.26207038344243,119.85628823871131,99.04183315474488,employment
Slovakia,2018,113.6033377429531,110.81574715610174,55.819,94.93027210884355,119.8890226972036,99.63402827932346,employment
Slovakia,2019,114.22611173298057,111.42323956244664,56.125,94.53746125859048,119.20785373188993,99.59206664375284,employment
Slovakia,2020,111.83067060140431,109.08657759425066,54.948,94.52443618723228,119.73417697395377,98.97116682070337,employment
Slovakia,2021,114.07550625826805,111.27632963411487,56.051,96.26786205001375,120.66816053412995,100.1578744213768,employment
Slovakia,2022,116.82100335809506,113.95445792221714,57.4,97.24198685369656,120.03527487763904,101.07685216330793,employment
Slovakia,2023,117.26671415487941,114.38923189930713,57.619,97.26203136341384,118.83865693980852,101.38874639657372,employment
Slovakia,2024,117.36440419253078,114.4845248257926,57.667,98.05645298418635,118.29592671863207,102.18530416807606,employment
Slovenia,2004,100.00000000000001,NA,55.539,108.2758217335361,115.47970680995549,104.88969020282019,employment
Slovenia,2005,99.89556887952611,NA,55.481,107.0999749049283,114.0861245195679,104.29245152071825,employment
Slovenia,2006,100.70040872179908,NA,55.928,105.65610004911775,113.24300089475439,103.98314711673193,employment
Slovenia,2007,102.80523596031617,NA,57.097,105.91759882761052,115.00619766531159,104.6767741035762,employment
Slovenia,2008,102.9366751291885,NA,57.17,104.6092477722274,115.95776264018413,103.848684738374,employment
Slovenia,2009,101.09832730153585,NA,56.149,102.94069117242643,118.90280750000345,103.16563024622106,employment
Slovenia,2010,99.15014674372962,100,55.067,99.87847789023107,118.81004461956101,101.04635893671468,employment
Slovenia,2011,96.16305659086407,96.98730637223746,53.408,94.89357165701291,117.29278457985869,97.22085332768772,employment
Slovenia,2012,94.91888582797674,95.73247135307898,52.717,92.91467648976858,119.28691633229359,95.83029983676315,employment
Slovenia,2013,93.27859702191252,94.0781230137832,51.806,90.76987770263166,120.13272127600092,94.16672586184951,employment
Slovenia,2014,94.09424008354489,94.90075725933862,52.259,91.08957487232225,120.29485141613995,95.29121440901109,employment
Slovenia,2015,94.40213183528691,95.21128806726351,52.43,91.27467706556179,118.6702423025807,95.53004157531512,employment
Slovenia,2016,94.160859936261,94.96794813590718,52.296,90.27135262031348,116.2135837488509,94.79113103357865,employment
Slovenia,2017,98.50375411872739,99.34806690032143,54.708,93.7326525717027,119.18312188893285,98.4855700643398,employment
Slovenia,2018,100.71301247771835,101.5762616449053,55.935,95.12755102040816,120.13816952235051,99.84108228029805,employment
Slovenia,2019,100.44653306685392,101.30749813863112,55.787,93.96813097965233,118.4899516461638,98.99229615777354,employment
Slovenia,2020,98.9160769909433,99.7639239471916,54.937,94.50551340936849,119.71020747648863,98.95135385508081,employment
Slovenia,2021,100.12783809575254,100.98607151288431,55.61,95.51044242923881,119.71876339945703,99.36984882647523,employment
Slovenia,2022,102.06161436107959,102.93642290300906,56.684,96.02900318492918,118.53797075198766,99.81603289242068,employment
Slovenia,2023,101.79153387709536,102.6640274574609,56.534,95.43052953191201,116.60085443057211,99.4795360694198,employment
Slovenia,2024,101.54846144150956,102.41887155646756,56.399,95.90035708212888,115.69479894921064,99.93842179713391,employment
