country,Code,varname,cntr_region,era,era_col,scale_type,value,value_end,change_val,pop,trans_rec_end_yr,era_num,era_low,era_high,scaling,change_val_lab,change_lab,change_sign
Romania,ROU,% of S_EUR4,CEE: Romania,1950-1975,socialism,lin,41.865211651274294,40.84086874548302,-1.024342905791272,16397220,1992,1,0.5,1.5,1,-1,-1,divergence
Romania,ROU,% of S_EUR4,CEE: Romania,1975-1989,socialism,lin,40.84086874548302,29.237289771587964,-11.603578973895058,21268014,1992,2,1.5,2.5,1,-12,-12,divergence
Romania,ROU,% of S_EUR4,CEE: Romania,1989-1992,transition,lin,29.237289771587964,20.869472335631382,-8.367817435956582,22887592,1992,3,2.5,3.5,1,-8,-8,divergence
Romania,ROU,% of S_EUR4,CEE: Romania,1992-2022,capitalism,lin,20.869472335631382,77.13068278533974,56.26121044970836,22912341,1992,4,3.5,4.5,1,56,+56,convergence
Russia,RUS,% of S_EUR4,USSR: Russia,1950-1975,socialism,lin,73.57245347070261,76.04890465942326,2.4764511887206453,103392314,1998,1,0.5,1.5,1,2,+2,convergence
Russia,RUS,% of S_EUR4,USSR: Russia,1975-1989,socialism,lin,76.04890465942326,59.42271490195551,-16.62618975746775,134136049,1998,2,1.5,2.5,1,-17,-17,divergence
Russia,RUS,% of S_EUR4,USSR: Russia,1989-1998,transition,lin,59.42271490195551,32.0529562536524,-27.36975864830311,148281823,1998,3,2.5,3.5,1,-27,-27,divergence
Russia,RUS,% of S_EUR4,USSR: Russia,1998-2022,capitalism,lin,32.0529562536524,74.89077870480575,42.83782245115336,147635488,1998,4,3.5,4.5,1,43,+43,convergence
Serbia,SRB,% of S_EUR4,Yugosl.: Serbia,1952-1979,socialism,lin,39.58779842559003,63.756153277357605,24.168354851767575,6127217,1993,1,0.5,1.5,1,24,+24,convergence
Serbia,SRB,% of S_EUR4,Yugosl.: Serbia,1979-1989,socialism,lin,63.756153277357605,51.03017573790837,-12.725977539449232,7758172,1993,2,1.5,2.5,1,-13,-13,divergence
Serbia,SRB,% of S_EUR4,Yugosl.: Serbia,1989-1993,transition,lin,51.03017573790837,20.378581867849174,-30.651593870059198,7881211,1993,3,2.5,3.5,1,-31,-31,divergence
Serbia,SRB,% of S_EUR4,Yugosl.: Serbia,1993-2022,capitalism,lin,20.378581867849174,50.33823298342282,29.959651115573646,7849677,1993,4,3.5,4.5,1,30,+30,convergence
Slovakia,SVK,% of S_EUR4,CEE: Slovakia,1985-1989,socialism,lin,64.17336225203098,59.27376245977608,-4.899599792254904,5151107,1992,1,0.5,1.5,1,-5,-5,divergence
Slovakia,SVK,% of S_EUR4,CEE: Slovakia,1989-1992,transition,lin,59.27376245977608,42.61389558720827,-16.65986687256781,5249882,1992,2,1.5,2.5,1,-17,-17,divergence
Slovakia,SVK,% of S_EUR4,CEE: Slovakia,1992-2022,capitalism,lin,42.61389558720827,81.02103878522969,38.40714319802142,5306409,1992,3,2.5,3.5,1,38,+38,convergence
Slovenia,SVN,% of S_EUR4,Yugosl.: Slovenia,1952-1979,socialism,lin,76.642912896787,126.464698020544,49.82178512375701,1479622,1992,1,0.5,1.5,1,50,+50,convergence
Slovenia,SVN,% of S_EUR4,Yugosl.: Slovenia,1979-1989,socialism,lin,126.464698020544,92.33654985979096,-34.12814816075304,1885870,1992,2,1.5,2.5,1,-34,-34,divergence
Slovenia,SVN,% of S_EUR4,Yugosl.: Slovenia,1989-1992,transition,lin,92.33654985979096,66.97348249070434,-25.36306736908662,1995417,1992,3,2.5,3.5,1,-25,-25,divergence
Slovenia,SVN,% of S_EUR4,Yugosl.: Slovenia,1992-2022,capitalism,lin,66.97348249070434,96.19661069930206,29.223128208597714,1995805,1992,4,3.5,4.5,1,29,+29,convergence
Ukraine,UKR,% of S_EUR4,USSR: Ukraine,1973-1989,socialism,lin,54.70333367992844,46.929328814155994,-7.774004865772447,48277070,1998,1,0.5,1.5,1,-8,-8,divergence
Ukraine,UKR,% of S_EUR4,USSR: Ukraine,1989-1998,transition,lin,46.929328814155994,17.380330991165238,-29.548997822990756,51917779,1998,2,1.5,2.5,1,-30,-30,divergence
Ukraine,UKR,% of S_EUR4,USSR: Ukraine,1998-2022,capitalism,lin,17.380330991165238,22.814548183686878,5.43421719252164,50379676,1998,3,2.5,3.5,1,5,+5,convergence
Belarus,BLR,intusd2011ppp,USSR: Belarus,1973-1989,socialism,log,2.1211831132594745,2.475949991745108,0.3547668784856337,9205662,1995,1,0.5,1.5,0.001,0.35,+0.35,increase
Belarus,BLR,intusd2011ppp,USSR: Belarus,1989-1995,transition,log,2.475949991745108,1.944998590855207,-0.5309514008899012,10158729,1995,2,1.5,2.5,0.001,-0.53,-0.53,decrease
Belarus,BLR,intusd2011ppp,USSR: Belarus,1995-2022,capitalism,log,1.944998590855207,2.928512775139672,0.983514184284465,10197421,1995,3,2.5,3.5,0.001,0.98,+0.98,increase
Bulgaria,BGR,intusd2011ppp,CEE: Bulgaria,1950-1975,socialism,log,0.9677440134630708,2.2294766211734074,1.2617326077103366,7248464,1999,1,0.5,1.5,0.001,1.26,+1.26,increase
Bulgaria,BGR,intusd2011ppp,CEE: Bulgaria,1975-1989,socialism,log,2.2294766211734074,2.293342511627113,0.06386589045370572,8723102,1999,2,1.5,2.5,0.001,0.06,+0.06,increase
Bulgaria,BGR,intusd2011ppp,CEE: Bulgaria,1989-1999,transition,log,2.293342511627113,2.0696140345335277,-0.22372847709358545,8936335,1999,3,2.5,3.5,0.001,-0.22,-0.22,decrease
Bulgaria,BGR,intusd2011ppp,CEE: Bulgaria,1999-2022,capitalism,log,2.0696140345335277,3.024924746569255,0.9553107120357271,8067415,1999,4,3.5,4.5,0.001,0.96,+0.96,increase
Croatia,HRV,intusd2011ppp,Yugosl.: Croatia,1952-1979,socialism,log,1.007227726866257,2.638628666323705,1.6314009394574478,3957359,1993,1,0.5,1.5,0.001,1.63,+1.63,increase
Croatia,HRV,intusd2011ppp,Yugosl.: Croatia,1979-1989,socialism,log,2.638628666323705,2.636124461530621,-0.002504204793083886,4626900,1993,2,1.5,2.5,0.001,-0,+0,no change
Croatia,HRV,intusd2011ppp,Yugosl.: Croatia,1989-1993,transition,log,2.636124461530621,2.1678575567034066,-0.46826690482721434,4820680,1993,3,2.5,3.5,0.001,-0.47,-0.47,decrease
Croatia,HRV,intusd2011ppp,Yugosl.: Croatia,1993-2022,capitalism,log,2.1678575567034066,3.2953460789213826,1.127488522217976,4729691,1993,4,3.5,4.5,0.001,1.13,+1.13,increase
Czechia,CZE,intusd2011ppp,CEE: Czechia,1970-1975,socialism,log,2.1688251028145213,2.3937046863615294,0.2248795835470081,9801206,1992,1,0.5,1.5,0.001,0.22,+0.22,increase
Czechia,CZE,intusd2011ppp,CEE: Czechia,1975-1989,socialism,log,2.3937046863615294,2.6409840437375345,0.24727935737600504,10030738,1992,2,1.5,2.5,0.001,0.25,+0.25,increase
Czechia,CZE,intusd2011ppp,CEE: Czechia,1989-1992,transition,log,2.6409840437375345,2.550259838993409,-0.09072420474412546,10305562,1992,3,2.5,3.5,0.001,-0.09,-0.09,decrease
Czechia,CZE,intusd2011ppp,CEE: Czechia,1992-2022,capitalism,log,2.550259838993409,3.4734372647854914,0.9231774257920824,10312408,1992,4,3.5,4.5,0.001,0.92,+0.92,increase
Estonia,EST,intusd2011ppp,Baltics: Estonia,1973-1989,socialism,log,2.6245961257694175,2.9327392242260695,0.308143098456652,1399299,1994,1,0.5,1.5,0.001,0.31,+0.31,increase
Estonia,EST,intusd2011ppp,Baltics: Estonia,1989-1994,transition,log,2.9327392242260695,2.4907280889491963,-0.4420111352768732,1567538,1994,2,1.5,2.5,0.001,-0.44,-0.44,decrease
Estonia,EST,intusd2011ppp,Baltics: Estonia,1994-2022,capitalism,log,2.4907280889491963,3.4034413620538584,0.9127132731046621,1475669,1994,3,2.5,3.5,0.001,0.91,+0.91,increase
Hungary,HUN,intusd2011ppp,CEE: Hungary,1950-1975,socialism,log,1.3744747843145486,2.224947823266893,0.8504730389523445,9337826,1992,1,0.5,1.5,0.001,0.85,+0.85,increase
Hungary,HUN,intusd2011ppp,CEE: Hungary,1975-1989,socialism,log,2.224947823266893,2.3981679628877757,0.17322013962088256,10515605,1992,2,1.5,2.5,0.001,0.17,+0.17,increase
Hungary,HUN,intusd2011ppp,CEE: Hungary,1989-1992,transition,log,2.3981679628877757,2.214182312087154,-0.18398565080062168,10403359,1992,3,2.5,3.5,0.001,-0.18,-0.18,decrease
Hungary,HUN,intusd2011ppp,CEE: Hungary,1992-2022,capitalism,log,2.214182312087154,3.3827568962293775,1.1685745841422235,10371431,1992,4,3.5,4.5,0.001,1.17,+1.17,increase
Latvia,LVA,intusd2011ppp,Baltics: Latvia,1973-1989,socialism,log,2.5262085291451064,2.751173545484297,0.22496501633919053,2415721,1994,1,0.5,1.5,0.001,0.22,+0.22,increase
Latvia,LVA,intusd2011ppp,Baltics: Latvia,1989-1994,transition,log,2.751173545484297,2.163813365194572,-0.5873601802897248,2664789,1994,2,1.5,2.5,0.001,-0.59,-0.59,decrease
Latvia,LVA,intusd2011ppp,Baltics: Latvia,1994-2022,capitalism,log,2.163813365194572,3.3039631286823057,1.1401497634877336,2521185,1994,3,2.5,3.5,0.001,1.14,+1.14,increase
Lithuania,LTU,intusd2011ppp,Baltics: Lithuania,1973-1989,socialism,log,2.4934533557564666,2.6873711898938093,0.19391783413734265,3236175,1994,1,0.5,1.5,0.001,0.19,+0.19,increase
Lithuania,LTU,intusd2011ppp,Baltics: Lithuania,1989-1994,transition,log,2.6873711898938093,2.0579631996576464,-0.6294079902361629,3696048,1994,2,1.5,2.5,0.001,-0.63,-0.63,decrease
Lithuania,LTU,intusd2011ppp,Baltics: Lithuania,1994-2022,capitalism,log,2.0579631996576464,3.4295684237796564,1.37160522412201,3654839,1994,3,2.5,3.5,0.001,1.37,+1.37,increase
Poland,POL,intusd2011ppp,CEE: Poland,1950-1975,socialism,log,1.3609765531356006,2.225488042609079,0.8645114894734782,24780120,1991,1,0.5,1.5,0.001,0.86,+0.86,increase
Poland,POL,intusd2011ppp,CEE: Poland,1975-1989,socialism,log,2.225488042609079,2.203869120054888,-0.021618922554190956,33964338,1991,2,1.5,2.5,0.001,-0.02,-0.02,decrease
Poland,POL,intusd2011ppp,CEE: Poland,1989-1991,transition,log,2.203869120054888,2.0315428737595083,-0.17232624629537963,37938044,1991,3,2.5,3.5,0.001,-0.17,-0.17,decrease
Poland,POL,intusd2011ppp,CEE: Poland,1991-2022,capitalism,log,2.0315428737595083,3.4802673702439875,1.4487244964844792,38152898,1991,4,3.5,4.5,0.001,1.45,+1.45,increase
Romania,ROU,intusd2011ppp,CEE: Romania,1950-1975,socialism,log,0.6333848618532975,1.7910009649697511,1.1576161031164536,16397220,1992,1,0.5,1.5,0.001,1.16,+1.16,increase
Romania,ROU,intusd2011ppp,CEE: Romania,1975-1989,socialism,log,1.7910009649697511,1.8375537693223873,0.0465528043526362,21268014,1992,2,1.5,2.5,0.001,0.05,+0.05,increase
Romania,ROU,intusd2011ppp,CEE: Romania,1989-1992,transition,log,1.8375537693223873,1.5724219989227963,-0.265131770399591,22887592,1992,3,2.5,3.5,0.001,-0.27,-0.27,decrease
Romania,ROU,intusd2011ppp,CEE: Romania,1992-2022,capitalism,log,1.5724219989227963,3.2656794075668802,1.693257408644084,22912341,1992,4,3.5,4.5,0.001,1.69,+1.69,increase
Russia,RUS,intusd2011ppp,USSR: Russia,1950-1975,socialism,log,1.1972003328247296,2.412694315674076,1.2154939828493463,103392314,1998,1,0.5,1.5,0.001,1.22,+1.22,increase
Russia,RUS,intusd2011ppp,USSR: Russia,1975-1989,socialism,log,2.412694315674076,2.5467853868338657,0.1340910711597898,134136049,1998,2,1.5,2.5,0.001,0.13,+0.13,increase
Russia,RUS,intusd2011ppp,USSR: Russia,1989-1998,transition,log,2.5467853868338657,2.14680750713924,-0.39997787969462584,148281823,1998,3,2.5,3.5,0.001,-0.4,-0.4,decrease
Russia,RUS,intusd2011ppp,USSR: Russia,1998-2022,capitalism,log,2.14680750713924,3.2362090134520174,1.0894015063127775,147635488,1998,4,3.5,4.5,0.001,1.09,+1.09,increase
Serbia,SRB,intusd2011ppp,Yugosl.: Serbia,1952-1979,socialism,log,0.7090205297162355,2.3769501749493527,1.6679296452331172,6127217,1993,1,0.5,1.5,0.001,1.67,+1.67,increase
Serbia,SRB,intusd2011ppp,Yugosl.: Serbia,1979-1989,socialism,log,2.3769501749493527,2.3945259666924033,0.017575791743050573,7758172,1993,2,1.5,2.5,0.001,0.02,+0.02,increase
Serbia,SRB,intusd2011ppp,Yugosl.: Serbia,1989-1993,transition,log,2.3945259666924033,1.5419385536730057,-0.8525874130193976,7881211,1993,3,2.5,3.5,0.001,-0.85,-0.85,decrease
Serbia,SRB,intusd2011ppp,Yugosl.: Serbia,1993-2022,capitalism,log,1.5419385536730057,2.8389431327143884,1.2970045790413827,7849677,1993,4,3.5,4.5,0.001,1.3,+1.3,increase
Slovakia,SVK,intusd2011ppp,CEE: Slovakia,1985-1989,socialism,log,2.469369910638871,2.5442755815948335,0.07490567095596257,5151107,1992,1,0.5,1.5,0.001,0.07,+0.07,increase
Slovakia,SVK,intusd2011ppp,CEE: Slovakia,1989-1992,transition,log,2.5442755815948335,2.286314949125145,-0.25796063246968837,5249882,1992,2,1.5,2.5,0.001,-0.26,-0.26,decrease
Slovakia,SVK,intusd2011ppp,CEE: Slovakia,1992-2022,capitalism,log,2.286314949125145,3.3148871042992814,1.0285721551741362,5306409,1992,3,2.5,3.5,0.001,1.03,+1.03,increase
Slovenia,SVN,intusd2011ppp,Yugosl.: Slovenia,1952-1979,socialism,log,1.3696567199668674,3.061847675760851,1.6921909557939836,1479622,1992,1,0.5,1.5,0.001,1.69,+1.69,increase
Slovenia,SVN,intusd2011ppp,Yugosl.: Slovenia,1979-1989,socialism,log,3.061847675760851,2.9875488807459716,-0.07429879501487946,1885870,1992,2,1.5,2.5,0.001,-0.07,-0.07,decrease
Slovenia,SVN,intusd2011ppp,Yugosl.: Slovenia,1989-1992,transition,log,2.9875488807459716,2.7384313188713296,-0.24911756187464196,1995417,1992,3,2.5,3.5,0.001,-0.25,-0.25,decrease
Slovenia,SVN,intusd2011ppp,Yugosl.: Slovenia,1992-2022,capitalism,log,2.7384313188713296,3.4865723704987035,0.7481410516273739,1995805,1992,4,3.5,4.5,0.001,0.75,+0.75,increase
Ukraine,UKR,intusd2011ppp,USSR: Ukraine,1973-1989,socialism,log,2.0603861351446766,2.310751655660439,0.25036552051576244,48277070,1998,1,0.5,1.5,0.001,0.25,+0.25,increase
Ukraine,UKR,intusd2011ppp,USSR: Ukraine,1989-1998,transition,log,2.310751655660439,1.5347572532495373,-0.7759944024109018,51917779,1998,2,1.5,2.5,0.001,-0.78,-0.78,decrease
Ukraine,UKR,intusd2011ppp,USSR: Ukraine,1998-2022,capitalism,log,1.5347572532495373,2.0475766559706003,0.5128194027210631,50379676,1998,3,2.5,3.5,0.001,0.51,+0.51,increase
Belarus,BLR,% of DE,USSR: Belarus,1973-1989,socialism,log,-0.8271430378972459,-0.7971488317331326,0.029994206164113302,9205662,1995,1,0.5,1.5,0.01,0.03,+0.03,convergence
Belarus,BLR,% of DE,USSR: Belarus,1989-1995,transition,log,-0.7971488317331326,-1.41776785902757,-0.6206190272944374,10158729,1995,2,1.5,2.5,0.01,-0.62,-0.62,divergence
Belarus,BLR,% of DE,USSR: Belarus,1995-2022,capitalism,log,-1.41776785902757,-0.9141128412810556,0.5036550177465143,10197421,1995,3,2.5,3.5,0.01,0.5,+0.5,convergence
Bulgaria,BGR,% of DE,CEE: Bulgaria,1950-1975,socialism,log,-0.8545446607998071,-0.7250690080503338,0.12947565274947326,7248464,1999,1,0.5,1.5,0.01,0.13,+0.13,convergence
Bulgaria,BGR,% of DE,CEE: Bulgaria,1975-1989,socialism,log,-0.7250690080503338,-0.9797563118511278,-0.25468730380079396,8723102,1999,2,1.5,2.5,0.01,-0.25,-0.25,divergence
Bulgaria,BGR,% of DE,CEE: Bulgaria,1989-1999,transition,log,-0.9797563118511278,-1.3988557527959935,-0.41909944094486573,8936335,1999,3,2.5,3.5,0.01,-0.42,-0.42,divergence
Bulgaria,BGR,% of DE,CEE: Bulgaria,1999-2022,capitalism,log,-1.3988557527959935,-0.81770086985147294,0.5811548829445206,8067415,1999,4,3.5,4.5,0.01,0.58,+0.58,convergence
Croatia,HRV,% of DE,Yugosl.: Croatia,1952-1979,socialism,log,-0.9747387934297427,-0.46618220225652307,0.5085565911732196,3957359,1993,1,0.5,1.5,0.01,0.51,+0.51,convergence
Croatia,HRV,% of DE,Yugosl.: Croatia,1979-1989,socialism,log,-0.46618220225652307,-0.6369743619476196,-0.1707921596910965,4626900,1993,2,1.5,2.5,0.01,-0.17,-0.17,divergence
Croatia,HRV,% of DE,Yugosl.: Croatia,1989-1993,transition,log,-0.6369743619476196,-1.1372216888456124,-0.5002473268979928,4820680,1993,3,2.5,3.5,0.01,-0.5,-0.5,divergence
Croatia,HRV,% of DE,Yugosl.: Croatia,1993-2022,capitalism,log,-1.1372216888456124,-0.5472795374993453,0.589942151346267,4729691,1993,4,3.5,4.5,0.01,0.59,+0.59,convergence
Czechia,CZE,% of DE,CEE: Czechia,1970-1975,socialism,log,-0.6805510343781235,-0.5608409428622114,0.11971009151591205,9801206,1992,1,0.5,1.5,0.01,0.12,+0.12,convergence
Czechia,CZE,% of DE,CEE: Czechia,1975-1989,socialism,log,-0.5608409428622114,-0.6321147797407064,-0.07127383687849498,10030738,1992,2,1.5,2.5,0.01,-0.07,-0.07,divergence
Czechia,CZE,% of DE,CEE: Czechia,1989-1992,transition,log,-0.6321147797407064,-0.759737587639017,-0.1276228078983106,10305562,1992,3,2.5,3.5,0.01,-0.13,-0.13,divergence
Czechia,CZE,% of DE,CEE: Czechia,1992-2022,capitalism,log,-0.759737587639017,-0.36918835163523644,0.39054923600378055,10312408,1992,4,3.5,4.5,0.01,0.39,+0.39,convergence
Estonia,EST,% of DE,Baltics: Estonia,1973-1989,socialism,log,-0.32373002538730333,-0.3403595992521717,-0.016629573864868352,1399299,1994,1,0.5,1.5,0.01,-0.02,-0.02,divergence
Estonia,EST,% of DE,Baltics: Estonia,1989-1994,transition,log,-0.3403595992521717,-0.8464659883213491,-0.5061063890691775,1567538,1994,2,1.5,2.5,0.01,-0.51,-0.51,divergence
Estonia,EST,% of DE,Baltics: Estonia,1994-2022,capitalism,log,-0.8464659883213491,-0.4391842543668697,0.4072817339544794,1475669,1994,3,2.5,3.5,0.01,0.41,+0.41,convergence
Hungary,HUN,% of DE,CEE: Hungary,1950-1975,socialism,log,-0.44781388994832927,-0.7295978059568479,-0.2817839160085186,9337826,1992,1,0.5,1.5,0.01,-0.28,-0.28,divergence
Hungary,HUN,% of DE,CEE: Hungary,1975-1989,socialism,log,-0.7295978059568479,-0.8749308605904653,-0.14533305463361745,10515605,1992,2,1.5,2.5,0.01,-0.15,-0.15,divergence
Hungary,HUN,% of DE,CEE: Hungary,1989-1992,transition,log,-0.8749308605904653,-1.0958151145452726,-0.22088425395480726,10403359,1992,3,2.5,3.5,0.01,-0.22,-0.22,divergence
Hungary,HUN,% of DE,CEE: Hungary,1992-2022,capitalism,log,-1.0958151145452726,-0.45986872019135006,0.6359463943539225,10371431,1992,4,3.5,4.5,0.01,0.64,+0.64,convergence
Latvia,LVA,% of DE,Baltics: Latvia,1973-1989,socialism,log,-0.4221176220116144,-0.5219252779939442,-0.09980765598232977,2415721,1994,1,0.5,1.5,0.01,-0.1,-0.1,divergence
Latvia,LVA,% of DE,Baltics: Latvia,1989-1994,transition,log,-0.5219252779939442,-1.1733807120759732,-0.651455434082029,2664789,1994,2,1.5,2.5,0.01,-0.65,-0.65,divergence
Latvia,LVA,% of DE,Baltics: Latvia,1994-2022,capitalism,log,-1.1733807120759732,-0.5386624877384222,0.634718224337551,2521185,1994,3,2.5,3.5,0.01,0.63,+0.63,convergence
Lithuania,LTU,% of DE,Baltics: Lithuania,1973-1989,socialism,log,-0.4548727954002538,-0.5857276335844317,-0.13085483818417787,3236175,1994,1,0.5,1.5,0.01,-0.13,-0.13,divergence
Lithuania,LTU,% of DE,Baltics: Lithuania,1989-1994,transition,log,-0.5857276335844317,-1.279230877612899,-0.6935032440284674,3696048,1994,2,1.5,2.5,0.01,-0.69,-0.69,divergence
Lithuania,LTU,% of DE,Baltics: Lithuania,1994-2022,capitalism,log,-1.279230877612899,-0.4130571926410714,0.8661736849718278,3654839,1994,3,2.5,3.5,0.01,0.87,+0.87,convergence
Poland,POL,% of DE,CEE: Poland,1950-1975,socialism,log,-0.4613121211272772,-0.7290575866146621,-0.2677454654873849,24780120,1991,1,0.5,1.5,0.01,-0.27,-0.27,divergence
Poland,POL,% of DE,CEE: Poland,1975-1989,socialism,log,-0.7290575866146621,-1.0692297034233529,-0.34017211680869075,33964338,1991,2,1.5,2.5,0.01,-0.34,-0.34,divergence
Poland,POL,% of DE,CEE: Poland,1989-1991,transition,log,-1.0692297034233529,-1.2557374895617002,-0.1865077861383473,37938044,1991,3,2.5,3.5,0.01,-0.19,-0.19,divergence
Poland,POL,% of DE,CEE: Poland,1991-2022,capitalism,log,-1.2557374895617002,-0.3623582461767403,0.8933792433849599,38152898,1991,4,3.5,4.5,0.01,0.89,+0.89,convergence
Romania,ROU,% of DE,CEE: Romania,1950-1975,socialism,log,-1.1889038124095803,-1.1635446642539897,0.025359148155590594,16397220,1992,1,0.5,1.5,0.01,0.03,+0.03,convergence
Romania,ROU,% of DE,CEE: Romania,1975-1989,socialism,log,-1.1635446642539897,-1.4355450541558534,-0.2720003899018637,21268014,1992,2,1.5,2.5,0.01,-0.27,-0.27,divergence
Romania,ROU,% of DE,CEE: Romania,1989-1992,transition,log,-1.4355450541558534,-1.73757542770963,-0.3020303735537766,22887592,1992,3,2.5,3.5,0.01,-0.3,-0.3,divergence
Romania,ROU,% of DE,CEE: Romania,1992-2022,capitalism,log,-1.73757542770963,-0.5769462088538473,1.1606292188557827,22912341,1992,4,3.5,4.5,0.01,1.16,+1.16,convergence
Russia,RUS,% of DE,USSR: Russia,1950-1975,socialism,log,-0.6250883414381483,-0.5418513135496653,0.08323702788848297,103392314,1998,1,0.5,1.5,0.01,0.08,+0.08,convergence
Russia,RUS,% of DE,USSR: Russia,1975-1989,socialism,log,-0.5418513135496653,-0.7263134366443752,-0.18446212309470988,134136049,1998,2,1.5,2.5,0.01,-0.18,-0.18,divergence
Russia,RUS,% of DE,USSR: Russia,1989-1998,transition,log,-0.7263134366443752,-1.2913511139098568,-0.5650376772654816,148281823,1998,3,2.5,3.5,0.01,-0.57,-0.57,divergence
Russia,RUS,% of DE,USSR: Russia,1998-2022,capitalism,log,-1.2913511139098568,-0.6064166029687104,0.6849345109411464,147635488,1998,4,3.5,4.5,0.01,0.68,+0.68,convergence
Serbia,SRB,% of DE,Yugosl.: Serbia,1952-1979,socialism,log,-1.2729459905797647,-0.7278606936308756,0.5450852969488891,6127217,1993,1,0.5,1.5,0.01,0.55,+0.55,convergence
Serbia,SRB,% of DE,Yugosl.: Serbia,1979-1989,socialism,log,-0.7278606936308756,-0.878572856785838,-0.1507121631549624,7758172,1993,2,1.5,2.5,0.01,-0.15,-0.15,divergence
Serbia,SRB,% of DE,Yugosl.: Serbia,1989-1993,transition,log,-0.878572856785838,-1.7631406918760135,-0.8845678350901756,7881211,1993,3,2.5,3.5,0.01,-0.88,-0.88,divergence
Serbia,SRB,% of DE,Yugosl.: Serbia,1993-2022,capitalism,log,-1.7631406918760135,-1.0036824837063394,0.7594582081696741,7849677,1993,4,3.5,4.5,0.01,0.76,+0.76,convergence
Slovakia,SVK,% of DE,CEE: Slovakia,1985-1989,socialism,log,-0.7142102878346049,-0.7288232418834073,-0.014612954048802362,5151107,1992,1,0.5,1.5,0.01,-0.01,-0.01,divergence
Slovakia,SVK,% of DE,CEE: Slovakia,1989-1992,transition,log,-0.7288232418834073,-1.0236824775072813,-0.29485923562387395,5249882,1992,2,1.5,2.5,0.01,-0.29,-0.29,divergence
Slovakia,SVK,% of DE,CEE: Slovakia,1992-2022,capitalism,log,-1.0236824775072813,-0.5277385121214464,0.49594396538583485,5306409,1992,3,2.5,3.5,0.01,0.5,+0.5,convergence
Slovenia,SVN,% of DE,Yugosl.: Slovenia,1952-1979,socialism,log,-0.6123098003291326,-0.04296319281937685,0.5693466075097557,1479622,1992,1,0.5,1.5,0.01,0.57,+0.57,convergence
Slovenia,SVN,% of DE,Yugosl.: Slovenia,1979-1989,socialism,log,-0.04296319281937685,-0.2855499427322694,-0.24258674991289256,1885870,1992,2,1.5,2.5,0.01,-0.24,-0.24,divergence
Slovenia,SVN,% of DE,Yugosl.: Slovenia,1989-1992,transition,log,-0.2855499427322694,-0.5715661077610968,-0.28601616502882743,1995417,1992,3,2.5,3.5,0.01,-0.29,-0.29,divergence
Slovenia,SVN,% of DE,Yugosl.: Slovenia,1992-2022,capitalism,log,-0.5715661077610968,-0.35605324592202436,0.21551286183907248,1995805,1992,4,3.5,4.5,0.01,0.22,+0.22,convergence
Ukraine,UKR,% of DE,USSR: Ukraine,1973-1989,socialism,log,-0.887940016012044,-0.9623471678178017,-0.07440715180575774,48277070,1998,1,0.5,1.5,0.01,-0.07,-0.07,divergence
Ukraine,UKR,% of DE,USSR: Ukraine,1989-1998,transition,log,-0.9623471678178017,-1.9034013677995594,-0.9410541999817577,51917779,1998,2,1.5,2.5,0.01,-0.94,-0.94,divergence
Ukraine,UKR,% of DE,USSR: Ukraine,1998-2022,capitalism,log,-1.9034013677995594,-1.7950489604501274,0.10835240734943197,50379676,1998,3,2.5,3.5,0.01,0.11,+0.11,convergence
Belarus,BLR,% of W_EUR3,USSR: Belarus,1973-1989,socialism,log,-0.8145355299885956,-0.7998113587469926,0.014724171241602968,9205662,1995,1,0.5,1.5,0.01,0.01,+0.01,convergence
Belarus,BLR,% of W_EUR3,USSR: Belarus,1989-1995,transition,log,-0.7998113587469926,-1.4213323316598847,-0.6215209729128921,10158729,1995,2,1.5,2.5,0.01,-0.62,-0.62,divergence
Belarus,BLR,% of W_EUR3,USSR: Belarus,1995-2022,capitalism,log,-1.4213323316598847,-0.7922325330561492,0.6290997986037355,10197421,1995,3,2.5,3.5,0.01,0.63,+0.63,convergence
Bulgaria,BGR,% of W_EUR3,CEE: Bulgaria,1950-1975,socialism,log,-0.9132065421216147,-0.7146330191909661,0.19857352293064856,7248464,1999,1,0.5,1.5,0.01,0.2,+0.2,convergence
Bulgaria,BGR,% of W_EUR3,CEE: Bulgaria,1975-1989,socialism,log,-0.7146330191909661,-0.9824188388649878,-0.2677858196740217,8723102,1999,2,1.5,2.5,0.01,-0.27,-0.27,divergence
Bulgaria,BGR,% of W_EUR3,CEE: Bulgaria,1989-1999,transition,log,-0.9824188388649878,-1.3939446485896312,-0.41152580972464337,8936335,1999,3,2.5,3.5,0.01,-0.41,-0.41,divergence
Bulgaria,BGR,% of W_EUR3,CEE: Bulgaria,1999-2022,capitalism,log,-1.3939446485896312,-0.6958205616265662,0.6981240869630649,8067415,1999,4,3.5,4.5,0.01,0.7,+0.7,convergence
Croatia,HRV,% of W_EUR3,Yugosl.: Croatia,1952-1979,socialism,log,-0.9980354522348414,-0.45196894516540403,0.5460665070694373,3957359,1993,1,0.5,1.5,0.01,0.55,+0.55,convergence
Croatia,HRV,% of W_EUR3,Yugosl.: Croatia,1979-1989,socialism,log,-0.45196894516540403,-0.6396368889614797,-0.1876679437960757,4626900,1993,2,1.5,2.5,0.01,-0.19,-0.19,divergence
