variable,init_yr,last_yr,country,unit,val_init,val_2010,val_prewar,val_last,unit_clean
gdp_per_hr_worked,2004,2023,Bulgaria,usd_ppp_const,29.094111650213275,33.931566121773436,41.83857595558569,42.897401868595416,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Bulgaria,usd_ppp_current,27.155766960569338,32.897181907761684,42.77658046834449,45.65262213559762,current PPP/PPS
gdp_per_hr_worked,2004,2023,Czechia,eur_constant,33.66323106978851,37.368764934709354,41.935063132238675,41.24539793276869,constant price
gdp_per_hr_worked,2004,2023,Czechia,usd_ppp_const,52.59412514350503,58.42228345550738,65.64918600736553,64.2974110339625,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Czechia,usd_ppp_current,52.924862921416754,57.15866160255243,64.77115872978223,65.6400286756962,current PPP/PPS
gdp_per_hr_worked,2004,2023,Estonia,eur_constant,31.93898207519109,38.112329823458595,43.984175310412134,40.36122224061077,constant price
gdp_per_hr_worked,2004,2023,Estonia,usd_ppp_const,44.49048838450851,53.1086034922682,66.72849437145193,61.41997486954013,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Estonia,usd_ppp_current,37.87794710788927,51.85831095433696,66.50243011138237,63.16075091194926,current PPP/PPS
gdp_per_hr_worked,2004,2023,Hungary,eur_constant,26.454045438869255,29.11675679163432,31.511861461011375,32.42804903823601,constant price
gdp_per_hr_worked,2004,2023,Hungary,usd_ppp_const,47.00810509067406,51.774032717251835,56.10806812444304,58.035413790669345,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Hungary,usd_ppp_current,46.52030983264618,55.362500750095926,55.84213557302591,59.70242596712024,current PPP/PPS
gdp_per_hr_worked,2004,2023,Latvia,eur_constant,22.88360329064471,28.966159258089032,35.89797125140591,38.99072799814446,constant price
gdp_per_hr_worked,2004,2023,Latvia,usd_ppp_const,34.95855035571077,44.27360344254502,55.07697838086708,57.14453086046356,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Latvia,usd_ppp_current,33.2931359977223,44.92855073361459,56.451070084654106,58.052834992432224,current PPP/PPS
gdp_per_hr_worked,2004,2023,Lithuania,eur_constant,24.372370754026953,29.622639104730418,39.58546508938933,38.018721213138456,constant price
gdp_per_hr_worked,2004,2023,Lithuania,usd_ppp_const,40.33203831368622,49.05795127739973,65.69332814600958,63.4129477624093,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Lithuania,usd_ppp_current,40.205717269022024,51.007141341008435,67.26712814330604,65.87202781449778,current PPP/PPS
gdp_per_hr_worked,2004,2023,Poland,eur_constant,22.07080988652313,24.983933514648452,29.8664769450483,31.76754748765665,constant price
gdp_per_hr_worked,2004,2023,Poland,usd_ppp_const,41.44737637156248,46.94663620712169,56.19818377559472,59.94887176816017,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Poland,usd_ppp_current,43.315108053858985,50.087249435040725,56.23624301719059,59.07120493284564,current PPP/PPS
gdp_per_hr_worked,2004,2023,Romania,eur_constant,14.806052693690653,18.469169250789182,24.93587849350111,26.886229053806325,constant price
gdp_per_hr_worked,2004,2023,Romania,usd_ppp_const,31.827187353674447,39.72781473958269,53.709888475376,58.207705313408944,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Romania,usd_ppp_current,24.094133361156103,38.5784146265558,57.260351886878816,65.66081614464376,current PPP/PPS
gdp_per_hr_worked,2004,2023,Slovakia,eur_constant,29.70390982437863,35.63008856086105,44.06905849187868,43.16471187321011,constant price
gdp_per_hr_worked,2004,2023,Slovakia,usd_ppp_const,43.579740429996704,52.308982044916824,64.78513956540338,63.78102299194339,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Slovakia,usd_ppp_current,49.4215427844703,61.75650144654739,65.09188009273805,65.58279080201815,current PPP/PPS
gdp_per_hr_worked,2004,2023,Slovenia,eur_constant,41.845431662930345,45.854922432467866,50.25705224296046,50.90532409749205,constant price
gdp_per_hr_worked,2004,2023,Slovenia,usd_ppp_const,56.413859333936415,61.86030618969757,67.88993145121141,69.11822430849004,constant PPP/PPS
gdp_per_hr_worked,2004,2023,Slovenia,usd_ppp_current,60.20564579346285,61.540137464886584,67.69240151584769,71.44090830437813,current PPP/PPS
actual_indiv_consump,2004,2024,Austria,constant-PPS,102.02265064847823,101.95503396981582,101.13508794332472,101.69119943501552,constant PPP/PPS
actual_indiv_consump,2004,2024,Austria,constant-euro_2006,99.5818386374098,100.97628099907637,96.19660605280798,95.8531880284232,constant price
actual_indiv_consump,2004,2024,Austria,current-PPS,102.02265064847822,101.9550339698158,101.13508794332472,101.6911994350155,current PPP/PPS
actual_indiv_consump,2004,2024,Belgium,constant-PPS,94.52946161779904,96.56318121179672,98.31458748275392,100.68102195718424,constant PPP/PPS
actual_indiv_consump,2004,2024,Belgium,constant-euro_2006,95.14621809144796,96.97459569514456,95.56331053947112,98.37930123777258,constant price
actual_indiv_consump,2004,2024,Belgium,current-PPS,94.52946161779904,96.5631812117967,98.31458748275392,100.68102195718424,current PPP/PPS
actual_indiv_consump,2004,2024,Bulgaria,constant-PPS,32.85475190374723,38.72330617122813,58.02172376031379,64.65135858120192,constant PPP/PPS
actual_indiv_consump,2004,2024,Bulgaria,constant-euro_2006,11.928500926142656,13.601230610929388,22.83847669212878,26.40534859506916,constant price
actual_indiv_consump,2004,2024,Bulgaria,current-PPS,32.85475190374722,38.72330617122812,58.02172376031379,64.65135858120192,current PPP/PPS
actual_indiv_consump,2004,2024,Croatia,constant-PPS,49.57032743372389,51.9578538500023,64.46858195590421,70.03897179630208,constant PPP/PPS
actual_indiv_consump,2004,2024,Croatia,constant-euro_2006,30.325608282840555,30.629762417192808,35.784553976456706,41.5634896218775,constant price
actual_indiv_consump,2004,2024,Croatia,current-PPS,49.57032743372388,51.95785385000229,64.46858195590421,70.03897179630208,current PPP/PPS
actual_indiv_consump,2004,2024,Czechia,constant-PPS,61.674709714051815,65.68256996132367,74.94472652373865,72.3960525779084,constant PPP/PPS
actual_indiv_consump,2004,2024,Czechia,constant-euro_2006,32.901239606939484,34.38653128741045,40.2379941352557,36.51690005404396,constant price
actual_indiv_consump,2004,2024,Czechia,current-PPS,61.6747097140518,65.68256996132365,74.94472652373865,72.39605257790839,current PPP/PPS
actual_indiv_consump,2004,2024,Denmark,constant-PPS,94.52946161779904,100.97469710472144,105.16437431556876,93.27305378642151,constant PPP/PPS
actual_indiv_consump,2004,2024,Denmark,constant-euro_2006,125.7328448276576,127.10302678513838,134.05689851424412,122.73426305787916,constant price
actual_indiv_consump,2004,2024,Denmark,current-PPS,94.52946161779904,100.97469710472144,105.16437431556876,93.27305378642151,current PPP/PPS
actual_indiv_consump,2004,2024,Estonia,constant-PPS,46.111932496487334,50.97751698490791,68.09493969092384,65.99826188497696,constant PPP/PPS
actual_indiv_consump,2004,2024,Estonia,constant-euro_2006,25.197151474229145,27.015323225547277,40.75323882712646,38.401602857832025,constant price
actual_indiv_consump,2004,2024,Estonia,current-PPS,46.11193249648733,50.9775169849079,68.09493969092382,65.99826188497696,current PPP/PPS
actual_indiv_consump,2004,2024,Finland,constant-PPS,86.45987343091376,94.60250748160796,94.68822974773433,90.57924717887144,constant PPP/PPS
actual_indiv_consump,2004,2024,Finland,constant-euro_2006,96.96018410504075,102.0268379605604,104.68328064420088,103.34561835744998,constant price
actual_indiv_consump,2004,2024,Finland,current-PPS,86.45987343091375,94.60250748160792,94.68822974773433,90.57924717887144,current PPP/PPS
actual_indiv_consump,2004,2024,France,constant-PPS,95.68225993021122,95.58284434670232,93.07651519883672,93.60977961236529,constant PPP/PPS
actual_indiv_consump,2004,2024,France,constant-euro_2006,96.44934785323204,96.30012234665698,92.25270521515334,92.49815528637076,constant price
actual_indiv_consump,2004,2024,France,current-PPS,95.68225993021122,95.58284434670232,93.0765151988367,93.60977961236529,current PPP/PPS
actual_indiv_consump,2004,2024,Germany,constant-PPS,103.17544896089042,102.9353708349102,105.56730295279311,105.73190934634064,constant PPP/PPS
actual_indiv_consump,2004,2024,Germany,constant-euro_2006,99.11237488024288,97.5244229144098,99.64647994283035,100.20650733501073,constant price
actual_indiv_consump,2004,2024,Germany,current-PPS,103.1754489608904,102.93537083491016,105.56730295279316,105.73190934634064,current PPP/PPS
actual_indiv_consump,2004,2024,Hungary,constant-PPS,53.02872237096044,52.44802228254949,60.43929558366021,64.31463275525816,constant PPP/PPS
actual_indiv_consump,2004,2024,Hungary,constant-euro_2006,28.267089778523022,24.71659836030552,33.88514952246518,36.71042876411732,constant price
actual_indiv_consump,2004,2024,Hungary,current-PPS,53.02872237096044,52.44802228254948,60.43929558366021,64.31463275525815,current PPP/PPS
actual_indiv_consump,2004,2024,Latvia,constant-PPS,39.77154177822032,46.075832659436,63.662724681455416,63.9779069293144,constant PPP/PPS
actual_indiv_consump,2004,2024,Latvia,constant-euro_2006,19.138870333479897,21.846421550016732,32.23078224116135,32.40520841797193,constant price
actual_indiv_consump,2004,2024,Latvia,current-PPS,39.77154177822032,46.07583265943599,63.66272468145541,63.9779069293144,current PPP/PPS
actual_indiv_consump,2004,2024,Lithuania,constant-PPS,47.84112996510561,55.879201310379834,80.58572744488026,78.12039161895233,constant PPP/PPS
actual_indiv_consump,2004,2024,Lithuania,constant-euro_2006,21.447176383818135,25.605494594274457,38.45622746528394,38.95452837328993,constant price
actual_indiv_consump,2004,2024,Lithuania,current-PPS,47.84112996510561,55.87920131037981,80.58572744488026,78.12039161895231,current PPP/PPS
actual_indiv_consump,2004,2024,Netherlands,constant-PPS,108.93944052295134,104.40587613255178,101.94094521777352,106.74208682417192,constant PPP/PPS
actual_indiv_consump,2004,2024,Netherlands,constant-euro_2006,106.11892437875804,108.456239587884,106.71508910572412,108.2894004492764,constant price
actual_indiv_consump,2004,2024,Netherlands,current-PPS,108.93944052295132,104.40587613255175,101.94094521777352,106.7420868241719,current PPP/PPS
actual_indiv_consump,2004,2024,Poland,constant-PPS,47.26473080889952,59.80054877075736,74.94472652373865,75.08985918545848,constant PPP/PPS
actual_indiv_consump,2004,2024,Poland,constant-euro_2006,23.946679713950015,29.093884948497852,38.79944925214054,40.722557465346085,constant price
actual_indiv_consump,2004,2024,Poland,current-PPS,47.264730808899515,59.800548770757345,74.94472652373865,75.08985918545848,current PPP/PPS
actual_indiv_consump,2004,2024,Romania,constant-PPS,32.85475190374723,47.056169524530375,70.91544015149465,76.10003666328977,constant PPP/PPS
actual_indiv_consump,2004,2024,Romania,constant-euro_2006,14.35563833047423,20.354661779531018,32.38464397514312,36.87932407972164,constant price
actual_indiv_consump,2004,2024,Romania,current-PPS,32.85475190374722,47.056169524530375,70.91544015149464,76.10003666328976,current PPP/PPS
actual_indiv_consump,2004,2024,Slovakia,constant-PPS,47.26473080889952,63.2317277985877,65.67736786757742,68.69206849252704,constant PPP/PPS
actual_indiv_consump,2004,2024,Slovakia,constant-euro_2006,28.33833999942804,35.821251814297376,41.902594264311865,42.41667686692311,constant price
actual_indiv_consump,2004,2024,Slovakia,current-PPS,47.264730808899515,63.23172779858769,65.67736786757742,68.69206849252704,current PPP/PPS
actual_indiv_consump,2004,2024,Slovenia,constant-PPS,67.43870127611272,68.13341212405962,73.73594061206545,76.10003666328977,constant PPP/PPS
actual_indiv_consump,2004,2024,Slovenia,constant-euro_2006,46.57428447981336,50.01564002088716,54.793020527790326,57.7124706811733,constant price
actual_indiv_consump,2004,2024,Slovenia,current-PPS,67.43870127611272,68.1334121240596,73.73594061206545,76.10003666328976,current PPP/PPS
actual_indiv_consump,2004,2024,Sweden,constant-PPS,99.71705402365389,101.46486553726864,96.70287293385633,91.25269883075896,constant PPP/PPS
actual_indiv_consump,2004,2024,Sweden,constant-euro_2006,113.38607760978113,116.69893010032426,127.12383730012284,123.66785372520032,constant price
actual_indiv_consump,2004,2024,Sweden,current-PPS,99.71705402365384,101.4648655372686,96.70287293385633,91.25269883075894,current PPP/PPS
median_equiv_net_income,2007,2024,Austria,constant_PPS,107.95069622945016,109.57356379190573,110.10619684046476,119.8492308497491,constant PPP/PPS
median_equiv_net_income,2007,2024,Austria,constant_euro_2007,102.69272609630858,105.5892486475024,102.66941738506202,107.318294760666,constant price
median_equiv_net_income,2007,2024,Austria,current_PPS,107.95069622945016,109.5735637919057,110.10619684046476,119.8492308497491,current PPP/PPS
median_equiv_net_income,2007,2024,Belgium,constant_PPS,98.87095771447451,97.27769861952032,102.5090944245194,106.1196109839384,constant PPP/PPS
median_equiv_net_income,2007,2024,Belgium,constant_euro_2007,99.7362895268098,96.5389682846316,97.90164835626308,101.44374047511144,constant price
median_equiv_net_income,2007,2024,Belgium,current_PPS,98.87095771447451,97.27769861952032,102.5090944245194,106.1196109839384,current PPP/PPS
median_equiv_net_income,2007,2024,Bulgaria,constant_PPS,19.977849229212115,33.04162855684388,42.21863375784691,52.67518281752365,constant PPP/PPS
median_equiv_net_income,2007,2024,Bulgaria,constant_euro_2007,7.948084987013153,12.812932752174,17.88084305919899,22.356792598322524,constant price
median_equiv_net_income,2007,2024,Bulgaria,current_PPS,19.977849229212115,33.041628556843875,42.21863375784691,52.675182817523634,current PPP/PPS
median_equiv_net_income,2007,2024,Croatia,constant_PPS,NA,42.72111328615549,51.270308835529285,65.55500808325043,constant PPP/PPS
median_equiv_net_income,2007,2024,Croatia,constant_euro_2007,NA,27.23370849857992,31.33202805419215,39.949369004840094,constant price
median_equiv_net_income,2007,2024,Croatia,current_PPS,NA,42.721113286155486,51.270308835529285,65.55500808325043,current PPP/PPS
median_equiv_net_income,2007,2024,Czechia,constant_PPS,53.58742871221612,54.23655596586438,62.213378705563215,68.35409456219979,constant PPP/PPS
median_equiv_net_income,2007,2024,Czechia,constant_euro_2007,31.09817925434016,32.608385298656444,36.48161463824867,37.13450498607921,constant price
median_equiv_net_income,2007,2024,Czechia,current_PPS,53.58742871221611,54.236555965864376,62.2133787055632,68.35409456219979,current PPP/PPS
median_equiv_net_income,2007,2024,Denmark,constant_PPS,102.28343620842064,100.79240711171816,103.12154607156656,97.85525781155836,constant PPP/PPS
median_equiv_net_income,2007,2024,Denmark,constant_euro_2007,132.8204632768215,127.37209088752851,131.97236573854698,131.14418497243125,constant price
median_equiv_net_income,2007,2024,Denmark,current_PPS,102.28343620842064,100.79240711171816,103.12154607156656,97.85525781155836,current PPP/PPS
median_equiv_net_income,2007,2024,Estonia,constant_PPS,39.33745191067556,41.62066142597854,66.67166643039184,66.10677045392102,constant PPP/PPS
median_equiv_net_income,2007,2024,Estonia,constant_euro_2007,24.08194870113191,25.447615788444217,39.68280701849032,38.86511129828797,constant price
median_equiv_net_income,2007,2024,Estonia,current_PPS,39.337451910675554,41.62066142597853,66.67166643039184,66.10677045392102,current PPP/PPS
median_equiv_net_income,2007,2024,Finland,constant_PPS,92.37936896311342,96.6320253342124,90.41767771627204,92.81287468688984,constant PPP/PPS
median_equiv_net_income,2007,2024,Finland,constant_euro_2007,106.43776896949166,105.68934189404972,99.56845199977325,103.27170160690248,constant price
median_equiv_net_income,2007,2024,Finland,current_PPS,92.37936896311342,96.6320253342124,90.41767771627202,92.81287468688984,current PPP/PPS
median_equiv_net_income,2007,2024,France,constant_PPS,91.92477591329823,99.83793355952383,90.51675077682378,93.525735559946,constant PPP/PPS
median_equiv_net_income,2007,2024,France,constant_euro_2007,93.63755792208391,100.97740590453988,92.71946915928564,94.63986780987462,constant price
median_equiv_net_income,2007,2024,France,current_PPS,91.92477591329822,99.83793355952383,90.51675077682378,93.525735559946,current PPP/PPS
median_equiv_net_income,2007,2024,Germany,constant_PPS,104.99887202598345,98.65887799504854,105.09400064073316,101.45983680243562,constant PPP/PPS
median_equiv_net_income,2007,2024,Germany,constant_euro_2007,100.43355483275194,95.2639121749678,99.084875702343,96.52808459551416,constant price
median_equiv_net_income,2007,2024,Germany,current_PPS,104.99887202598346,98.65887799504851,105.09400064073316,101.45983680243562,current PPP/PPS
median_equiv_net_income,2007,2024,Hungary,constant_PPS,39.33745191067556,37.662403459525706,44.88459975087576,45.13577290587869,constant PPP/PPS
median_equiv_net_income,2007,2024,Hungary,constant_euro_2007,22.160516105090306,20.48745625866658,27.756794233736304,28.811420264884795,constant price
median_equiv_net_income,2007,2024,Hungary,current_PPS,39.337451910675554,37.66240345952569,44.88459975087575,45.13577290587869,current PPP/PPS
median_equiv_net_income,2007,2024,Latvia,constant_PPS,33.852029109572115,32.99109760408066,54.05336117284656,59.07884828735027,constant PPP/PPS
median_equiv_net_income,2007,2024,Latvia,constant_euro_2007,17.657551681914157,18.72876600653743,30.205287080684673,32.725898312306505,constant price
median_equiv_net_income,2007,2024,Latvia,current_PPS,33.85202910957211,32.99109760408065,54.05336117284656,59.07884828735027,current PPP/PPS
median_equiv_net_income,2007,2024,Lithuania,constant_PPS,34.597561711269044,33.76029099614312,61.884636277368784,60.85495927615124,constant PPP/PPS
median_equiv_net_income,2007,2024,Lithuania,constant_euro_2007,17.877629712589016,17.546432842689725,31.06229896346627,31.59447841519428,constant price
median_equiv_net_income,2007,2024,Lithuania,current_PPS,34.59756171126904,33.76029099614312,61.88463627736878,60.85495927615124,current PPP/PPS
median_equiv_net_income,2007,2024,Netherlands,constant_PPS,106.30203876878704,105.63214947637395,110.56103225481596,109.25700431789748,constant PPP/PPS
median_equiv_net_income,2007,2024,Netherlands,constant_euro_2007,103.82408208354138,103.5659410434294,112.10892248941208,109.4369605965301,constant price
median_equiv_net_income,2007,2024,Netherlands,current_PPS,106.30203876878704,105.63214947637395,110.56103225481596,109.25700431789748,current PPP/PPS
median_equiv_net_income,2007,2024,Poland,constant_PPS,33.997498885512975,42.507760374488534,62.41152482666671,73.04206098162005,constant PPP/PPS
median_equiv_net_income,2007,2024,Poland,constant_euro_2007,20.320401552493472,23.816522304850984,34.47739267666826,40.65818400830506,constant price
median_equiv_net_income,2007,2024,Poland,current_PPS,33.99749888551297,42.50776037448853,62.41152482666671,73.04206098162005,current PPP/PPS
median_equiv_net_income,2007,2024,Romania,constant_PPS,16.868432768476126,19.858664435948477,39.14736888074275,52.489919539780225,constant PPP/PPS
median_equiv_net_income,2007,2024,Romania,constant_euro_2007,9.343045965832248,11.026023306935627,20.96389394680256,27.824395945851965,constant price
median_equiv_net_income,2007,2024,Romania,current_PPS,16.868432768476126,19.858664435948477,39.14736888074275,52.489919539780225,current PPP/PPS
median_equiv_net_income,2007,2024,Slovakia,constant_PPS,33.97931516352037,46.937640566731496,42.44379980455543,46.045979444357194,constant PPP/PPS
median_equiv_net_income,2007,2024,Slovakia,constant_euro_2007,27.836601876136125,30.693872875611365,32.264619669181364,31.362916645553785,constant price
median_equiv_net_income,2007,2024,Slovakia,current_PPS,33.97931516352036,46.93764056673149,42.443799804555425,46.045979444357194,current PPP/PPS
median_equiv_net_income,2007,2024,Slovenia,constant_PPS,78.32335186282737,74.9486320484807,79.16387870178036,86.880422336541,constant PPP/PPS
median_equiv_net_income,2007,2024,Slovenia,constant_euro_2007,55.166642882276705,56.21734837194088,59.80785173257252,66.19585199442538,constant price
median_equiv_net_income,2007,2024,Slovenia,current_PPS,78.32335186282735,74.9486320484807,79.16387870178035,86.880422336541,current PPP/PPS
median_equiv_net_income,2007,2024,Sweden,constant_PPS,96.44040020812923,98.67572164596965,93.1106636349059,95.60793370327958,constant PPP/PPS
median_equiv_net_income,2007,2024,Sweden,constant_euro_2007,107.20586135308083,107.43862559578471,115.21680743861756,118.77827179781455,constant price
median_equiv_net_income,2007,2024,Sweden,current_PPS,96.44040020812923,98.6757216459696,93.1106636349059,95.60793370327958,current PPP/PPS
median_hourly_earnings,2006,2022,Austria,constant_PPS,84.75747423515924,85.60092109277164,NA,93.61252783153418,constant PPP/PPS
median_hourly_earnings,2006,2022,Austria,constant_euro_2006,82.56035502653091,85.00956330623993,NA,86.3113249618123,constant price
median_hourly_earnings,2006,2022,Austria,current_PPS,84.75747423515924,85.60092109277164,NA,93.61252783153418,current PPP/PPS
median_hourly_earnings,2006,2022,Belgium,constant_PPS,100.66862463309528,107.83966124038268,NA,126.84140221448334,constant PPP/PPS
median_hourly_earnings,2006,2022,Belgium,constant_euro_2006,101.12757650030866,106.57069852714991,NA,115.75519716610428,constant price
median_hourly_earnings,2006,2022,Belgium,current_PPS,100.66862463309528,107.83966124038268,NA,126.84140221448334,current PPP/PPS
median_hourly_earnings,2006,2022,Bulgaria,constant_PPS,15.98764631331072,24.936554526173676,NA,40.01756914935812,constant PPP/PPS
median_hourly_earnings,2006,2022,Bulgaria,constant_euro_2006,5.652481133445369,8.437488423170494,NA,17.630746814461055,constant price
median_hourly_earnings,2006,2022,Bulgaria,current_PPS,15.98764631331072,24.936554526173683,NA,40.01756914935813,current PPP/PPS
median_hourly_earnings,2006,2022,Croatia,constant_PPS,NA,50.310592465087254,NA,55.976956845828326,constant PPP/PPS
median_hourly_earnings,2006,2022,Croatia,constant_euro_2006,NA,29.608264577576293,NA,33.99484246122032,constant price
median_hourly_earnings,2006,2022,Croatia,current_PPS,NA,50.310592465087254,NA,55.976956845828326,current PPP/PPS
median_hourly_earnings,2006,2022,Czechia,constant_PPS,44.75011049419509,46.22741394618161,NA,60.80050312722417,constant PPP/PPS
median_hourly_earnings,2006,2022,Czechia,constant_euro_2006,25.72466645106159,26.54226675352517,NA,32.45982563891332,constant price
median_hourly_earnings,2006,2022,Czechia,current_PPS,44.75011049419509,46.22741394618161,NA,60.80050312722418,current PPP/PPS
median_hourly_earnings,2006,2022,Denmark,constant_PPS,116.80926277715538,131.9741628431999,NA,133.33234721043576,constant PPP/PPS
median_hourly_earnings,2006,2022,Denmark,constant_euro_2006,148.6095122142445,160.43585135351012,NA,160.1929362351062,constant price
median_hourly_earnings,2006,2022,Denmark,current_PPS,116.80926277715538,131.9741628431999,NA,133.33234721043576,current PPP/PPS
median_hourly_earnings,2006,2022,Estonia,constant_PPS,34.882137410859755,43.45668566549566,NA,62.229702025415534,constant PPP/PPS
median_hourly_earnings,2006,2022,Estonia,constant_euro_2006,20.653349248576266,23.790932490120696,NA,35.04546296825684,constant price
median_hourly_earnings,2006,2022,Estonia,current_PPS,34.882137410859755,43.456685665495655,NA,62.229702025415534,current PPP/PPS
median_hourly_earnings,2006,2022,Finland,constant_PPS,89.95919648063833,97.41297323674864,NA,92.8383784283472,constant PPP/PPS
median_hourly_earnings,2006,2022,Finland,constant_euro_2006,97.22987733596604,103.35863112787524,NA,100.101615165923,constant price
median_hourly_earnings,2006,2022,Finland,current_PPS,89.95919648063833,97.41297323674864,NA,92.83837842834718,current PPP/PPS
median_hourly_earnings,2006,2022,France,constant_PPS,91.3361229573828,89.17370229681407,NA,92.18332893334282,constant PPP/PPS
median_hourly_earnings,2006,2022,France,constant_euro_2006,93.75738171682436,90.9307160030831,NA,91.86973455498143,constant price
median_hourly_earnings,2006,2022,France,current_PPS,91.3361229573828,89.17370229681407,NA,92.18332893334282,current PPP/PPS
median_hourly_earnings,2006,2022,Germany,constant_PPS,110.30710997030651,107.4021778276428,NA,103.20007044023455,constant PPP/PPS
median_hourly_earnings,2006,2022,Germany,constant_euro_2006,105.09614292218484,102.04339702940058,NA,100.53849760534676,constant price
