country,year,value,pop,year_end,value_end,era,start_val,end_val,diff_end_start,country_val_str,facet_id,var,start_year
Slovenia,2006,50.90152565880721,2003069,2010,58.112695179904954,2006-2010,50.90152565880721,71.20600115406809,20.30447549526088,Slovenia (+20%),% of DE-2006,% of DE,2006
Slovenia,2010,58.112695179904954,2044566,2014,58.03108808290156,2010-2014,50.90152565880721,71.20600115406809,20.30447549526088,Slovenia (+20%),% of DE-2006,% of DE,2006
Slovenia,2014,58.03108808290156,2058351,2018,57.160570365778064,2014-2018,50.90152565880721,71.20600115406809,20.30447549526088,Slovenia (+20%),% of DE-2006,% of DE,2006
Slovenia,2018,57.160570365778064,2069431,2022,71.20600115406809,2018-2022,50.90152565880721,71.20600115406809,20.30447549526088,Slovenia (+20%),% of DE-2006,% of DE,2006
Bulgaria,2010,23.217922606924642,7437542,2014,22.538860103626945,2010-2014,23.217922606924642,38.77668782458166,15.558765217657015,Bulgaria (+16%),% of DE-2010,% of DE,2010
Bulgaria,2014,22.538860103626945,7223406,2018,28.580285182889032,2014-2018,23.217922606924642,38.77668782458166,15.558765217657015,Bulgaria (+16%),% of DE-2010,% of DE,2010
Bulgaria,2018,28.580285182889032,7024687,2022,38.77668782458166,2018-2022,23.217922606924642,38.77668782458166,15.558765217657015,Bulgaria (+16%),% of DE-2010,% of DE,2010
Croatia,2010,46.84317718940937,4301108,2014,47.99222797927461,2010-2014,46.84317718940937,54.241200230813625,7.398023041404258,Croatia (+7.4%),% of DE-2010,% of DE,2010
Croatia,2014,47.99222797927461,4219439,2018,47.489150650960944,2014-2018,46.84317718940937,54.241200230813625,7.398023041404258,Croatia (+7.4%),% of DE-2010,% of DE,2010
Croatia,2018,47.489150650960944,4024820,2022,54.241200230813625,2018-2022,46.84317718940937,54.241200230813625,7.398023041404258,Croatia (+7.4%),% of DE-2010,% of DE,2010
Czechia,2010,43.04141208418194,10463981,2014,46.30829015544042,2010-2014,43.04141208418194,58.91517599538374,15.873763911201799,Czechia (+16%),% of DE-2010,% of DE,2010
Czechia,2014,46.30829015544042,10517176,2018,52.076875387476754,2014-2018,43.04141208418194,58.91517599538374,15.873763911201799,Czechia (+16%),% of DE-2010,% of DE,2010
Czechia,2018,52.076875387476754,10548878,2022,58.91517599538374,2018-2022,43.04141208418194,58.91517599538374,15.873763911201799,Czechia (+16%),% of DE-2010,% of DE,2010
Estonia,2010,40.46164290563476,1331406,2014,42.03367875647668,2010-2014,40.46164290563476,60.300057703404505,19.838414797769744,Estonia (+20%),% of DE-2010,% of DE,2010
Estonia,2014,42.03367875647668,1314402,2018,48.72907625542468,2014-2018,40.46164290563476,60.300057703404505,19.838414797769744,Estonia (+20%),% of DE-2010,% of DE,2010
Estonia,2018,48.72907625542468,1321918,2022,60.300057703404505,2018-2022,40.46164290563476,60.300057703404505,19.838414797769744,Estonia (+20%),% of DE-2010,% of DE,2010
Hungary,2010,38.22131704005431,9979076,2014,40.41450777202073,2010-2014,38.22131704005431,51.12521638776688,12.903899347712574,Hungary (+13%),% of DE-2010,% of DE,2010
Hungary,2014,40.41450777202073,9862785,2018,42.033477991320524,2014-2018,38.22131704005431,51.12521638776688,12.903899347712574,Hungary (+13%),% of DE-2010,% of DE,2010
Hungary,2018,42.033477991320524,9774342,2022,51.12521638776688,2018-2022,38.22131704005431,51.12521638776688,12.903899347712574,Hungary (+13%),% of DE-2010,% of DE,2010
Latvia,2010,21.31704005431093,2097787,2014,30.958549222797927,2010-2014,21.31704005431093,51.52914021927294,30.21210016496201,Latvia (+30%),% of DE-2010,% of DE,2010
Latvia,2014,30.958549222797927,1994096,2018,39.863608183508994,2014-2018,21.31704005431093,51.52914021927294,30.21210016496201,Latvia (+30%),% of DE-2010,% of DE,2010
Latvia,2018,39.863608183508994,1927526,2022,51.52914021927294,2018-2022,21.31704005431093,51.52914021927294,30.21210016496201,Latvia (+30%),% of DE-2010,% of DE,2010
Lithuania,2010,30.889341479972845,3097660,2014,32.05958549222798,2010-2014,30.889341479972845,67.62839007501444,36.739048595041595,Lithuania (+37%),% of DE-2010,% of DE,2010
Lithuania,2014,32.05958549222798,2933118,2018,40.23558586484811,2014-2018,30.889341479972845,67.62839007501444,36.739048595041595,Lithuania (+37%),% of DE-2010,% of DE,2010
Lithuania,2018,40.23558586484811,2802430,2022,67.62839007501444,2018-2022,30.889341479972845,67.62839007501444,36.739048595041595,Lithuania (+37%),% of DE-2010,% of DE,2010
Poland,2010,45.68906992532247,38095304,2014,49.80569948186529,2010-2014,45.68906992532247,64.80092325447202,19.111853329149554,Poland (+19%),% of DE-2010,% of DE,2010
Poland,2014,49.80569948186529,38265064,2018,51.82889026658401,2014-2018,45.68906992532247,64.80092325447202,19.111853329149554,Poland (+19%),% of DE-2010,% of DE,2010
Poland,2018,51.82889026658401,38241017,2022,64.80092325447202,2018-2022,45.68906992532247,64.80092325447202,19.111853329149554,Poland (+19%),% of DE-2010,% of DE,2010
Romania,2010,26.544467073998643,20432524,2014,24.740932642487046,2010-2014,26.544467073998643,57.2994806693595,30.755013595360854,Romania (+31%),% of DE-2010,% of DE,2010
Romania,2014,24.740932642487046,19968125,2018,42.83942963422195,2014-2018,26.544467073998643,57.2994806693595,30.755013595360854,Romania (+31%),% of DE-2010,% of DE,2010
Romania,2018,42.83942963422195,19597823,2022,57.2994806693595,2018-2022,26.544467073998643,57.2994806693595,30.755013595360854,Romania (+31%),% of DE-2010,% of DE,2010
Slovakia,2010,39.850644942294636,5391807,2014,42.03367875647668,2010-2014,39.850644942294636,56.203115983843055,16.35247104154842,Slovakia (+16%),% of DE-2010,% of DE,2010
Slovakia,2014,42.03367875647668,5415184,2018,43.89336639801612,2014-2018,39.850644942294636,56.203115983843055,16.35247104154842,Slovakia (+16%),% of DE-2010,% of DE,2010
Slovakia,2018,43.89336639801612,5443188,2022,56.203115983843055,2018-2022,39.850644942294636,56.203115983843055,16.35247104154842,Slovakia (+16%),% of DE-2010,% of DE,2010
Slovenia,2010,58.112695179904954,2044566,2014,58.03108808290156,2010-2014,58.112695179904954,71.20600115406809,13.093305974163137,Slovenia (+13%),% of DE-2010,% of DE,2010
Slovenia,2014,58.03108808290156,2058351,2018,57.160570365778064,2014-2018,58.112695179904954,71.20600115406809,13.093305974163137,Slovenia (+13%),% of DE-2010,% of DE,2010
Slovenia,2018,57.160570365778064,2069431,2022,71.20600115406809,2018-2022,58.112695179904954,71.20600115406809,13.093305974163137,Slovenia (+13%),% of DE-2010,% of DE,2010
Bulgaria,2006,15.987646313310725,7640243,2010,24.936554526173683,2006-2010,15.987646313310725,40.017569149358124,24.029922836047398,Bulgaria (+24%),% of EU8-2006,% of EU8,2006
Bulgaria,2010,24.936554526173683,7437542,2014,23.538967496475216,2010-2014,15.987646313310725,40.017569149358124,24.029922836047398,Bulgaria (+24%),% of EU8-2006,% of EU8,2006
Bulgaria,2014,23.538967496475216,7223406,2018,30.780440282058915,2014-2018,15.987646313310725,40.017569149358124,24.029922836047398,Bulgaria (+24%),% of EU8-2006,% of EU8,2006
Bulgaria,2018,30.780440282058915,7024687,2022,40.017569149358124,2018-2022,15.987646313310725,40.017569149358124,24.029922836047398,Bulgaria (+24%),% of EU8-2006,% of EU8,2006
Czechia,2006,44.75011049419509,10304542,2010,46.22741394618163,2006-2010,44.75011049419509,60.80050312722418,16.05039263302909,Czechia (+16%),% of EU8-2006,% of EU8,2006
Czechia,2010,46.22741394618163,10463981,2014,48.36310850568902,2010-2014,44.75011049419509,60.80050312722418,16.05039263302909,Czechia (+16%),% of EU8-2006,% of EU8,2006
Czechia,2014,48.36310850568902,10517176,2018,56.085834787265696,2014-2018,44.75011049419509,60.80050312722418,16.05039263302909,Czechia (+16%),% of EU8-2006,% of EU8,2006
Czechia,2018,56.085834787265696,10548878,2022,60.80050312722418,2018-2022,44.75011049419509,60.80050312722418,16.05039263302909,Czechia (+16%),% of EU8-2006,% of EU8,2006
Estonia,2006,34.88213741085976,1346833,2010,43.45668566549566,2006-2010,34.88213741085976,62.229702025415534,27.347564614555772,Estonia (+27%),% of EU8-2006,% of EU8,2006
Estonia,2010,43.45668566549566,1331406,2014,43.89882156670234,2010-2014,34.88213741085976,62.229702025415534,27.347564614555772,Estonia (+27%),% of EU8-2006,% of EU8,2006
Estonia,2014,43.89882156670234,1314402,2018,52.48031683665576,2014-2018,34.88213741085976,62.229702025415534,27.347564614555772,Estonia (+27%),% of EU8-2006,% of EU8,2006
Estonia,2018,52.48031683665576,1321918,2022,62.229702025415534,2018-2022,34.88213741085976,62.229702025415534,27.347564614555772,Estonia (+27%),% of EU8-2006,% of EU8,2006
Hungary,2006,33.96418642636346,10049900,2010,41.05052689542627,2006-2010,33.96418642636346,52.761259324897765,18.797072898534303,Hungary (+19%),% of EU8-2006,% of EU8,2006
Hungary,2010,41.05052689542627,9979076,2014,42.207803786783145,2010-2014,33.96418642636346,52.761259324897765,18.797072898534303,Hungary (+19%),% of EU8-2006,% of EU8,2006
Hungary,2014,42.207803786783145,9862785,2018,45.26928093543589,2014-2018,33.96418642636346,52.761259324897765,18.797072898534303,Hungary (+19%),% of EU8-2006,% of EU8,2006
Hungary,2018,45.26928093543589,9774342,2022,52.761259324897765,2018-2022,33.96418642636346,52.761259324897765,18.797072898534303,Hungary (+19%),% of EU8-2006,% of EU8,2006
Latvia,2006,26.008611227395438,2218989,2010,22.894965266720867,2006-2010,26.008611227395438,53.17810900353691,27.169497776141473,Latvia (+27%),% of EU8-2006,% of EU8,2006
Latvia,2010,22.894965266720867,2097787,2014,32.33225995205503,2010-2014,26.008611227395438,53.17810900353691,27.169497776141473,Latvia (+27%),% of EU8-2006,% of EU8,2006
Latvia,2014,32.33225995205503,1994096,2018,42.932371152633145,2014-2018,26.008611227395438,53.17810900353691,27.169497776141473,Latvia (+27%),% of EU8-2006,% of EU8,2006
Latvia,2018,42.932371152633145,1927526,2022,53.17810900353691,2018-2022,26.008611227395438,53.17810900353691,27.169497776141473,Latvia (+27%),% of EU8-2006,% of EU8,2006
Lithuania,2006,30.292382488378216,3269761,2010,33.175825466108265,2006-2010,30.292382488378216,69.79254619501148,39.500163706633266,Lithuania (+40%),% of EU8-2006,% of EU8,2006
Lithuania,2010,33.175825466108265,3097660,2014,33.48215204240009,2010-2014,30.292382488378216,69.79254619501148,39.500163706633266,Lithuania (+40%),% of EU8-2006,% of EU8,2006
Lithuania,2014,33.48215204240009,2933118,2018,43.332984258256474,2014-2018,30.292382488378216,69.79254619501148,39.500163706633266,Lithuania (+40%),% of EU8-2006,% of EU8,2006
Lithuania,2018,43.332984258256474,2802430,2022,69.79254619501148,2018-2022,30.292382488378216,69.79254619501148,39.500163706633266,Lithuania (+40%),% of EU8-2006,% of EU8,2006
Poland,2006,41.46078613308332,38071124,2010,49.071056128990904,2006-2010,41.46078613308332,66.87459844453745,25.413812311454137,Poland (+25%),% of EU8-2006,% of EU8,2006
Poland,2010,49.071056128990904,38095304,2014,52.015706910314485,2010-2014,41.46078613308332,66.87459844453745,25.413812311454137,Poland (+25%),% of EU8-2006,% of EU8,2006
Poland,2014,52.015706910314485,38265064,2018,55.81875938351681,2014-2018,41.46078613308332,66.87459844453745,25.413812311454137,Poland (+25%),% of EU8-2006,% of EU8,2006
Poland,2018,55.81875938351681,38241017,2022,66.87459844453745,2018-2022,41.46078613308332,66.87459844453745,25.413812311454137,Poland (+25%),% of EU8-2006,% of EU8,2006
Romania,2006,21.265864474164506,21035673,2010,28.50933573021611,2006-2010,21.265864474164506,59.133104412667585,37.867239938503076,Romania (+38%),% of EU8-2006,% of EU8,2006
Romania,2010,28.50933573021611,20432524,2014,25.838751677165323,2010-2014,21.265864474164506,59.133104412667585,37.867239938503076,Romania (+38%),% of EU8-2006,% of EU8,2006
Romania,2014,25.838751677165323,19968125,2018,46.13727599761976,2014-2018,21.265864474164506,59.133104412667585,37.867239938503076,Romania (+38%),% of EU8-2006,% of EU8,2006
Romania,2018,46.13727599761976,19597823,2022,59.133104412667585,2018-2022,21.265864474164506,59.133104412667585,37.867239938503076,Romania (+38%),% of EU8-2006,% of EU8,2006
Slovakia,2006,28.30348868863621,5376793,2010,42.80046054638583,2006-2010,28.30348868863621,58.00165528493276,29.69816659629655,Slovakia (+30%),% of EU8-2006,% of EU8,2006
Slovakia,2010,42.80046054638583,5391807,2014,43.89882156670234,2010-2014,28.30348868863621,58.00165528493276,29.69816659629655,Slovakia (+30%),% of EU8-2006,% of EU8,2006
Slovakia,2014,43.89882156670234,5415184,2018,47.272346463552516,2014-2018,28.30348868863621,58.00165528493276,29.69816659629655,Slovakia (+30%),% of EU8-2006,% of EU8,2006
Slovakia,2018,47.272346463552516,5443188,2022,58.00165528493276,2018-2022,28.30348868863621,58.00165528493276,29.69816659629655,Slovakia (+30%),% of EU8-2006,% of EU8,2006
Slovenia,2006,56.14800188502427,2003069,2010,62.414300217557525,2006-2010,56.14800188502427,73.4846433486725,17.336641463648235,Slovenia (+17%),% of EU8-2006,% of EU8,2006
Slovenia,2010,62.414300217557525,2044566,2014,60.60607723230401,2010-2014,56.14800188502427,73.4846433486725,17.336641463648235,Slovenia (+17%),% of EU8-2006,% of EU8,2006
Slovenia,2014,60.60607723230401,2058351,2018,61.56088056411783,2014-2018,56.14800188502427,73.4846433486725,17.336641463648235,Slovenia (+17%),% of EU8-2006,% of EU8,2006
Slovenia,2018,61.56088056411783,2069431,2022,73.4846433486725,2018-2022,56.14800188502427,73.4846433486725,17.336641463648235,Slovenia (+17%),% of EU8-2006,% of EU8,2006
Bulgaria,2010,24.936554526173683,7437542,2014,23.538967496475216,2010-2014,24.936554526173683,40.017569149358124,15.08101462318444,Bulgaria (+15%),% of EU8-2010,% of EU8,2010
Bulgaria,2014,23.538967496475216,7223406,2018,30.780440282058915,2014-2018,24.936554526173683,40.017569149358124,15.08101462318444,Bulgaria (+15%),% of EU8-2010,% of EU8,2010
Bulgaria,2018,30.780440282058915,7024687,2022,40.017569149358124,2018-2022,24.936554526173683,40.017569149358124,15.08101462318444,Bulgaria (+15%),% of EU8-2010,% of EU8,2010
Croatia,2010,50.31059246508726,4301108,2014,50.121766996804986,2010-2014,50.31059246508726,55.976956845828326,5.666364380741065,Croatia (+5.7%),% of EU8-2010,% of EU8,2010
Croatia,2014,50.121766996804986,4219439,2018,51.144939817911336,2014-2018,50.31059246508726,55.976956845828326,5.666364380741065,Croatia (+5.7%),% of EU8-2010,% of EU8,2010
Croatia,2018,51.144939817911336,4024820,2022,55.976956845828326,2018-2022,50.31059246508726,55.976956845828326,5.666364380741065,Croatia (+5.7%),% of EU8-2010,% of EU8,2010
Czechia,2010,46.22741394618163,10463981,2014,48.36310850568902,2010-2014,46.22741394618163,60.80050312722418,14.573089181042555,Czechia (+15%),% of EU8-2010,% of EU8,2010
Czechia,2014,48.36310850568902,10517176,2018,56.085834787265696,2014-2018,46.22741394618163,60.80050312722418,14.573089181042555,Czechia (+15%),% of EU8-2010,% of EU8,2010
Czechia,2018,56.085834787265696,10548878,2022,60.80050312722418,2018-2022,46.22741394618163,60.80050312722418,14.573089181042555,Czechia (+15%),% of EU8-2010,% of EU8,2010
Estonia,2010,43.45668566549566,1331406,2014,43.89882156670234,2010-2014,43.45668566549566,62.229702025415534,18.773016359919872,Estonia (+19%),% of EU8-2010,% of EU8,2010
Estonia,2014,43.89882156670234,1314402,2018,52.48031683665576,2014-2018,43.45668566549566,62.229702025415534,18.773016359919872,Estonia (+19%),% of EU8-2010,% of EU8,2010
Estonia,2018,52.48031683665576,1321918,2022,62.229702025415534,2018-2022,43.45668566549566,62.229702025415534,18.773016359919872,Estonia (+19%),% of EU8-2010,% of EU8,2010
Hungary,2010,41.05052689542627,9979076,2014,42.207803786783145,2010-2014,41.05052689542627,52.761259324897765,11.710732429471491,Hungary (+12%),% of EU8-2010,% of EU8,2010
Hungary,2014,42.207803786783145,9862785,2018,45.26928093543589,2014-2018,41.05052689542627,52.761259324897765,11.710732429471491,Hungary (+12%),% of EU8-2010,% of EU8,2010
Hungary,2018,45.26928093543589,9774342,2022,52.761259324897765,2018-2022,41.05052689542627,52.761259324897765,11.710732429471491,Hungary (+12%),% of EU8-2010,% of EU8,2010
Latvia,2010,22.894965266720867,2097787,2014,32.33225995205503,2010-2014,22.894965266720867,53.17810900353691,30.283143736816044,Latvia (+30%),% of EU8-2010,% of EU8,2010
Latvia,2014,32.33225995205503,1994096,2018,42.932371152633145,2014-2018,22.894965266720867,53.17810900353691,30.283143736816044,Latvia (+30%),% of EU8-2010,% of EU8,2010
Latvia,2018,42.932371152633145,1927526,2022,53.17810900353691,2018-2022,22.894965266720867,53.17810900353691,30.283143736816044,Latvia (+30%),% of EU8-2010,% of EU8,2010
Lithuania,2010,33.175825466108265,3097660,2014,33.48215204240009,2010-2014,33.175825466108265,69.79254619501148,36.61672072890322,Lithuania (+37%),% of EU8-2010,% of EU8,2010
Lithuania,2014,33.48215204240009,2933118,2018,43.332984258256474,2014-2018,33.175825466108265,69.79254619501148,36.61672072890322,Lithuania (+37%),% of EU8-2010,% of EU8,2010
Lithuania,2018,43.332984258256474,2802430,2022,69.79254619501148,2018-2022,33.175825466108265,69.79254619501148,36.61672072890322,Lithuania (+37%),% of EU8-2010,% of EU8,2010
Poland,2010,49.071056128990904,38095304,2014,52.015706910314485,2010-2014,49.071056128990904,66.87459844453745,17.80354231554655,Poland (+18%),% of EU8-2010,% of EU8,2010
Poland,2014,52.015706910314485,38265064,2018,55.81875938351681,2014-2018,49.071056128990904,66.87459844453745,17.80354231554655,Poland (+18%),% of EU8-2010,% of EU8,2010
Poland,2018,55.81875938351681,38241017,2022,66.87459844453745,2018-2022,49.071056128990904,66.87459844453745,17.80354231554655,Poland (+18%),% of EU8-2010,% of EU8,2010
Romania,2010,28.50933573021611,20432524,2014,25.838751677165323,2010-2014,28.50933573021611,59.133104412667585,30.623768682451473,Romania (+31%),% of EU8-2010,% of EU8,2010
Romania,2014,25.838751677165323,19968125,2018,46.13727599761976,2014-2018,28.50933573021611,59.133104412667585,30.623768682451473,Romania (+31%),% of EU8-2010,% of EU8,2010
Romania,2018,46.13727599761976,19597823,2022,59.133104412667585,2018-2022,28.50933573021611,59.133104412667585,30.623768682451473,Romania (+31%),% of EU8-2010,% of EU8,2010
Slovakia,2010,42.80046054638583,5391807,2014,43.89882156670234,2010-2014,42.80046054638583,58.00165528493276,15.201194738546931,Slovakia (+15%),% of EU8-2010,% of EU8,2010
Slovakia,2014,43.89882156670234,5415184,2018,47.272346463552516,2014-2018,42.80046054638583,58.00165528493276,15.201194738546931,Slovakia (+15%),% of EU8-2010,% of EU8,2010
Slovakia,2018,47.272346463552516,5443188,2022,58.00165528493276,2018-2022,42.80046054638583,58.00165528493276,15.201194738546931,Slovakia (+15%),% of EU8-2010,% of EU8,2010
Slovenia,2010,62.414300217557525,2044566,2014,60.60607723230401,2010-2014,62.414300217557525,73.4846433486725,11.070343131114981,Slovenia (+11%),% of EU8-2010,% of EU8,2010
Slovenia,2014,60.60607723230401,2058351,2018,61.56088056411783,2014-2018,62.414300217557525,73.4846433486725,11.070343131114981,Slovenia (+11%),% of EU8-2010,% of EU8,2010
Slovenia,2018,61.56088056411783,2069431,2022,73.4846433486725,2018-2022,62.414300217557525,73.4846433486725,11.070343131114981,Slovenia (+11%),% of EU8-2010,% of EU8,2010
