STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2024-Q1,,164.722,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2024-Q2,,174.676,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2024-Q3,,173.865,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2024-Q4,,182.733,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2025-Q1,,170.098,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2025-Q2,,180.863,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2025-Q3,,179.601,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",EE,Estonia,2025-Q4,,187.530,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2022-Q2,,146.193,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2022-Q3,,165.116,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2022-Q4,,144.213,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2023-Q1,,131.709,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2023-Q2,,149.140,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2023-Q3,,160.415,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2023-Q4,,146.752,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2024-Q1,,136.967,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2024-Q2,,157.262,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2024-Q3,,169.464,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2024-Q4,,156.305,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2025-Q1,,144.446,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2025-Q2,,161.042,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2025-Q3,,173.982,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HR,Croatia,2025-Q4,,160.263,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2022-Q2,,177.471,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2022-Q3,,180.366,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2022-Q4,,184.788,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2023-Q1,,164.585,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2023-Q2,,171.533,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2023-Q3,,176.406,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2023-Q4,,180.745,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2024-Q1,,161.952,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2024-Q2,,172.894,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2024-Q3,,176.331,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2024-Q4,,180.648,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2025-Q1,,162.613,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2025-Q2,,173.544,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2025-Q3,,178.441,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",HU,Hungary,2025-Q4,,182.781,,p,provisional,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2022-Q2,,194.838,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2022-Q3,,211.901,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2022-Q4,,208.325,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2023-Q1,,185.474,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2023-Q2,,194.770,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2023-Q3,,205.871,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2023-Q4,,202.508,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2024-Q1,,187.893,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2024-Q2,,198.185,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2024-Q3,,213.402,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2024-Q4,,211.101,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2025-Q1,,200.146,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2025-Q2,,208.237,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2025-Q3,,224.474,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LT,Lithuania,2025-Q4,,222.323,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2022-Q2,,160.272,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2022-Q3,,167.406,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2022-Q4,,165.828,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2023-Q1,,149.851,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2023-Q2,,155.190,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2023-Q3,,159.615,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2023-Q4,,157.592,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2024-Q1,,144.484,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2024-Q2,,153.669,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2024-Q3,,160.899,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2024-Q4,,158.536,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2025-Q1,,149.357,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2025-Q2,,158.044,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2025-Q3,,167.103,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",LV,Latvia,2025-Q4,,165.115,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",PL,Poland,2022-Q2,,213.070,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",PL,Poland,2022-Q3,,220.869,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",PL,Poland,2022-Q4,,235.758,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",PL,Poland,2023-Q1,,209.972,,,,,
dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CLV_I05,"Chain linked volumes, index 2005=100",NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),P3_P6,"Final consumption expenditure, gross capital formation and exports of goods and services",PL,Poland,2023-Q2,,208.995,,,,,
