country,region,start_yr,end_yr,start,end,pop_start,pop_end,mean_end,mean_start,scaling,change,log_change,mean_lin_diff,mean_log_diff,label_color,label_txt_linear,label_txt_log,label_final,x_text,mean_start_end_lin,mean_start_end_log,mean_label_val,mean_label_txt,region_lab,x_start,x_end,type_scale,sel_var
"Dominican
Republic",Latin America,1990,2024,20.194486744210973,49.29852653052939,11427557,7151120,43.34038693302395,37.26917123811657,1,29.104039786318413,0.8924845590839754,6.07121569490738,0.15091844737654334,black,+29%,0.89,+29%,34.74650663737018,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",20.194486744210973,49.29852653052939,linear,% of S_EUR4
Slovenia,CEE,1990,2024,69.86597084416933,98.67224044271589,2126324,1997968,86.96992937428764,47.974279937489605,1,28.806269598546564,0.3452249505961538,38.99564943679804,0.5948973868699469,black,+29%,0.35,+29%,84.2691056434426,48 → 87,3.87 → 4.47,39,+39% (48 → 87),"CEE
+39% (48 → 87)",69.86597084416933,98.67224044271589,linear,% of S_EUR4
Bulgaria,CEE,1990,2024,41.214704321638635,69.35149777416557,6444366,8822320,86.96992937428764,47.974279937489605,1,28.13679345252693,0.5203926501558503,38.99564943679804,0.5948973868699469,black,+28%,0.52,+28%,55.2831010479021,48 → 87,3.87 → 4.47,39,+39% (48 → 87),"CEE
+39% (48 → 87)",41.214704321638635,69.35149777416557,linear,% of S_EUR4
Kazakhstan,ex-USSR/Balkans,1990,2024,46.40300279919289,73.0550646487228,20592571,17154015,68.98624264637654,69.70658108620276,1,26.652061849529915,0.4538492944177702,-0.7203384398262216,-0.010387630702782754,black,+27%,0.45,+27%,59.72903372395785,70 → 69,4.24 → 4.23,-1,-1% (70 → 69),"ex-USSR/Balkans
-1% (70 → 69)",46.40300279919289,73.0550646487228,linear,% of S_EUR4
Israel,Asia,1990,2024,69.82149307100785,96.31805243437233,9974400,4544949,49.933981046452686,8.578531223586237,1,26.496559363364483,0.32171387559030096,41.35544982286645,1.7614390411050225,black,+26%,0.32,+26%,83.06977275269008,9 → 50,2.15 → 3.91,41,+41% (9 → 50),"Asia
+41% (9 → 50)",69.82149307100785,96.31805243437233,linear,% of S_EUR4
Uruguay,Latin America,1990,2024,38.750293120256664,65.18774078765036,3386588,3104365,43.34038693302395,37.26917123811657,1,26.43744766739369,0.5201331063599862,6.07121569490738,0.15091844737654334,black,+26%,0.52,+26%,51.96901695395351,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",38.750293120256664,65.18774078765036,linear,% of S_EUR4
Belarus,ex-USSR/Balkans,1990,2024,34.03988082461036,59.08125566220929,9133712,10186209,68.98624264637654,69.70658108620276,1,25.04137483759893,0.5513809083698259,-0.7203384398262216,-0.010387630702782754,black,+25%,0.55,+25%,46.56056824340982,70 → 69,4.24 → 4.23,-1,-1% (70 → 69),"ex-USSR/Balkans
-1% (70 → 69)",34.03988082461036,59.08125566220929,linear,% of S_EUR4
Costa Rica,Latin America,1990,2024,30.186554344751134,54.88154553575662,5129910,3121652,43.34038693302395,37.26917123811657,1,24.69499119100549,0.5977805402474484,6.07121569490738,0.15091844737654334,black,+25%,0.6,+25%,42.53404994025388,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",30.186554344751134,54.88154553575662,linear,% of S_EUR4
Hungary,CEE,1990,2024,58.6924178075086,82.81470252312621,9562314,10381231,86.96992937428764,47.974279937489605,1,24.122284715617617,0.3442950623677163,38.99564943679804,0.5948973868699469,black,+24%,0.34,+24%,70.75356016531741,48 → 87,3.87 → 4.47,39,+39% (48 → 87),"CEE
+39% (48 → 87)",58.6924178075086,82.81470252312621,linear,% of S_EUR4
Croatia,CEE,1990,2024,64.4872358184925,86.74486238017097,3866300,4835027,86.96992937428764,47.974279937489605,1,22.257626561678478,0.29650388385873827,38.99564943679804,0.5948973868699469,black,+22%,0.3,+22%,75.61604909933173,48 → 87,3.87 → 4.47,39,+39% (48 → 87),"CEE
+39% (48 → 87)",64.4872358184925,86.74486238017097,linear,% of S_EUR4
Czechia,CEE,1990,2024,76.93961320210538,97.58557335241167,10882164,10301937,86.96992937428764,47.974279937489605,1,20.645960150306294,0.2377087984364227,38.99564943679804,0.5948973868699469,black,+21%,0.24,+21%,87.26259327725853,48 → 87,3.87 → 4.47,39,+39% (48 → 87),"CEE
+39% (48 → 87)",76.93961320210538,97.58557335241167,linear,% of S_EUR4
Thailand,Asia,1990,2024,23.981721636865643,44.22758434251266,71668011,54738282,49.933981046452686,8.578531223586237,1,20.245862705647014,0.6120567328533968,41.35544982286645,1.7614390411050225,black,+20%,0.61,+20%,34.10465298968915,9 → 50,2.15 → 3.91,41,+41% (9 → 50),"Asia
+41% (9 → 50)",23.981721636865643,44.22758434251266,linear,% of S_EUR4
Georgia,ex-USSR/Balkans,1990,2024,35.59822886555929,50.86757766810915,3673850,5448811,68.98624264637654,69.70658108620276,1,15.269348802549857,0.35692985396479815,-0.7203384398262216,-0.010387630702782754,black,+15%,0.36,+15%,43.23290326683422,70 → 69,4.24 → 4.23,-1,-1% (70 → 69),"ex-USSR/Balkans
-1% (70 → 69)",35.59822886555929,50.86757766810915,linear,% of S_EUR4
Azerbaijan,ex-USSR/Balkans,1990,2024,29.697771927573918,44.90904585641287,10202850,7231035,68.98624264637654,69.70658108620276,1,15.21127392883895,0.4135672174708024,-0.7203384398262216,-0.010387630702782754,black,+15%,0.41,+15%,37.30340889199339,70 → 69,4.24 → 4.23,-1,-1% (70 → 69),"ex-USSR/Balkans
-1% (70 → 69)",29.697771927573918,44.90904585641287,linear,% of S_EUR4
"North
Macedonia",ex-USSR/Balkans,1990,2024,35.56356989973265,49.77854928913582,1792179,2063645,68.98624264637654,69.70658108620276,1,14.214979389403169,0.3362623575827621,-0.7203384398262216,-0.010387630702782754,black,+14%,0.34,+14%,42.67105959443423,70 → 69,4.24 → 4.23,-1,-1% (70 → 69),"ex-USSR/Balkans
-1% (70 → 69)",35.56356989973265,49.77854928913582,linear,% of S_EUR4
Egypt,Africa,1990,2024,22.065453185399697,34.178386295812906,116538258,58396583,29.166751645425848,24.074379514032913,1,12.11293311041321,0.4375802834660887,5.092372131392935,0.19188123393782178,black,+12%,0.44,+12%,28.1219197406063,24 → 29,3.18 → 3.37,5,+5% (24 → 29),"Africa
+5% (24 → 29)",22.065453185399697,34.178386295812906,linear,% of S_EUR4
Colombia,Latin America,1990,2024,27.555728850865535,37.64852333692771,52886363,32440020,43.34038693302395,37.26917123811657,1,10.092794486062175,0.3120832749263257,6.07121569490738,0.15091844737654334,black,+10%,0.31,+10%,32.60212609389662,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",27.555728850865535,37.64852333692771,linear,% of S_EUR4
Iran,Asia,1990,2024,24.93148901056872,33.01025977255808,91567738,58380046,49.933981046452686,8.578531223586237,1,8.078770761989361,0.28068679193309815,41.35544982286645,1.7614390411050225,black,+8%,0.28,+8%,28.9708743915634,9 → 50,2.15 → 3.91,41,+41% (9 → 50),"Asia
+41% (9 → 50)",24.93148901056872,33.01025977255808,linear,% of S_EUR4
Tunisia,Africa,1990,2024,18.58187191626728,25.867644773934824,12277109,8324459,29.166751645425848,24.074379514032913,1,7.285772857667546,0.3308064739288353,5.092372131392935,0.19188123393782178,black,+7%,0.33,+7%,22.22475834510105,24 → 29,3.18 → 3.37,5,+5% (24 → 29),"Africa
+5% (24 → 29)",18.58187191626728,25.867644773934824,linear,% of S_EUR4
Argentina,Latin America,1990,2024,46.870386138812655,54.01399894682045,45696159,32755859,43.34038693302395,37.26917123811657,1,7.143612808007795,0.14185720231593357,6.07121569490738,0.15091844737654334,black,+7%,0.14,+7%,50.44219254281656,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",46.870386138812655,54.01399894682045,linear,% of S_EUR4
Morocco,Africa,1990,2024,12.177388375616742,18.445976720503445,38081173,24375508,29.166751645425848,24.074379514032913,1,6.2685883448867035,0.4152654625661796,5.092372131392935,0.19188123393782178,black,+6%,0.42,+6%,15.311682548060094,24 → 29,3.18 → 3.37,5,+5% (24 → 29),"Africa
+5% (24 → 29)",12.177388375616742,18.445976720503445,linear,% of S_EUR4
Paraguay,Latin America,1990,2024,27.455605827315164,33.15725984088475,6929153,4035697,43.34038693302395,37.26917123811657,1,5.701654013569584,0.18869132570007857,6.07121569490738,0.15091844737654334,black,+6%,0.19,+6%,30.306432834099958,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",27.455605827315164,33.15725984088475,linear,% of S_EUR4
Brazil,Latin America,1990,2024,34.81608780730376,39.976651135031105,211998573,149143183,43.34038693302395,37.26917123811657,1,5.1605633277273455,0.13821598878879743,6.07121569490738,0.15091844737654334,black,+5%,0.14,+5%,37.39636947116743,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",34.81608780730376,39.976651135031105,linear,% of S_EUR4
Ecuador,Latin America,1990,2024,25.091968283228375,28.353967210085912,18135478,10473624,43.34038693302395,37.26917123811657,1,3.2619989268575367,0.12221915103278821,6.07121569490738,0.15091844737654334,black,+3%,0.12,+3%,26.722967746657144,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",25.091968283228375,28.353967210085912,linear,% of S_EUR4
Russia,ex-USSR/Balkans,1990,2024,81.69480452487939,84.85455760831623,143533851,148979487,68.98624264637654,69.70658108620276,1,3.15975308343684,0.03794829621081959,-0.7203384398262216,-0.010387630702782754,black,+3%,0.04,+3%,83.27468106659781,70 → 69,4.24 → 4.23,-1,-1% (70 → 69),"ex-USSR/Balkans
-1% (70 → 69)",81.69480452487939,84.85455760831623,linear,% of S_EUR4
Algeria,Africa,1990,2024,32.32270674115758,31.419343497337827,46814308,25375759,29.166751645425848,24.074379514032913,1,-0.9033632438197543,-0.02834624013595577,5.092372131392935,0.19188123393782178,red,-1%,-0.03,-1%,31.871025119247705,24 → 29,3.18 → 3.37,5,+5% (24 → 29),"Africa
+5% (24 → 29)",32.32270674115758,31.419343497337827,linear,% of S_EUR4
"South
Africa",Africa,1990,2024,29.830928941465803,27.668797775316893,64007187,40746216,29.166751645425848,24.074379514032913,1,-2.16213116614891,-0.07524039503852209,5.092372131392935,0.19188123393782178,red,-2%,-0.08,-2%,28.749863358391348,24 → 29,3.18 → 3.37,5,+5% (24 → 29),"Africa
+5% (24 → 29)",29.830928941465803,27.668797775316893,linear,% of S_EUR4
Mexico,Latin America,1990,2024,47.31769128029587,44.830037519995166,130861007,82820134,43.34038693302395,37.26917123811657,1,-2.4876537603007023,-0.05400585330157792,6.07121569490738,0.15091844737654334,red,-2%,-0.05,-2%,46.07386440014552,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",47.31769128029587,44.830037519995166,linear,% of S_EUR4
Jamaica,Latin America,1990,2024,24.092538576030346,20.87551565551208,2839175,2379829,43.34038693302395,37.26917123811657,1,-3.217022920518268,-0.14332521741318344,6.07121569490738,0.15091844737654334,red,-3%,-0.14,-3%,22.484027115771212,37 → 43,3.62 → 3.77,6,+6% (37 → 43),"Latin America
+6% (37 → 43)",24.092538576030346,20.87551565551208,linear,% of S_EUR4
Moldova,ex-USSR/Balkans,1990,2024,43.826796726247025,33.5024284544522,2389275,4451100,68.98624264637654,69.70658108620276,1,-10.324368271794825,-0.2686275003322257,-0.7203384398262216,-0.010387630702782754,red,-10%,-0.27,-10%,38.66461259034961,70 → 69,4.24 → 4.23,-1,-1% (70 → 69),"ex-USSR/Balkans
-1% (70 → 69)",43.826796726247025,33.5024284544522,linear,% of S_EUR4
Ukraine,ex-USSR/Balkans,1990,2024,62.87807471163663,33.20519848666973,37860221,52054034,68.98624264637654,69.70658108620276,1,-29.6728762249669,-0.6384910846098643,-0.7203384398262216,-0.010387630702782754,red,-30%,-0.64,-30%,48.04163659915318,70 → 69,4.24 → 4.23,-1,-1% (70 → 69),"ex-USSR/Balkans
-1% (70 → 69)",62.87807471163663,33.20519848666973,linear,% of S_EUR4
"South
Korea",Asia,1990,2023,33.98218809298647,80.78925695333858,51748695,44081380,38.95815147617544,7.643019626028496,1,46.80706886035211,0.8660074904637559,31.31513185014694,1.6286952668375956,black,+47%,0.87,+47%,57.38572252316253,8 → 39,2.03 → 3.66,31,+31% (8 → 39),"Asia
+31% (8 → 39)",33.98218809298647,80.78925695333858,linear,% of G7
Poland,CEE,1990,2024,31.48133927350209,71.62918786735422,36554707,38055404,67.86896626362149,42.74255738542771,1,40.14784859385213,0.8221076764026871,25.12640887819378,0.4623837954968275,black,+40%,0.82,+40%,51.55526357042815,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",31.48133927350209,71.62918786735422,linear,% of G7
China,Asia,1990,2024,4.092911641249394,37.86175918931314,1408975000,1153582668,38.95815147617544,7.643019626028496,1,33.768847548063746,2.2246850008412156,31.31513185014694,1.6286952668375956,black,+34%,2.22,+34%,20.977335415281267,8 → 39,2.03 → 3.66,31,+31% (8 → 39),"Asia
+31% (8 → 39)",4.092911641249394,37.86175918931314,linear,% of G7
Panama,Latin America,1990,2024,27.8338290798766,57.836732996867326,4515577,2455535,33.821658586736056,33.20486920133411,1,30.002903916990725,0.731371938515475,0.616789385401944,0.018404856003423817,black,+30%,0.73,+30%,42.83528103837196,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",27.8338290798766,57.836732996867326,linear,% of G7
Malaysia,Asia,1990,2024,29.497979359001754,54.09898296080896,35557673,17833124,38.95815147617544,7.643019626028496,1,24.601003601807207,0.6064936217352827,31.31513185014694,1.6286952668375956,black,+25%,0.61,+25%,41.79848115990536,8 → 39,2.03 → 3.66,31,+31% (8 → 39),"Asia
+31% (8 → 39)",29.497979359001754,54.09898296080896,linear,% of G7
Romania,CEE,1990,2024,40.06176772323772,64.48121758274412,19069340,22939481,67.86896626362149,42.74255738542771,1,24.4194498595064,0.47595152497244636,25.12640887819378,0.4623837954968275,black,+24%,0.48,+24%,52.27149265299092,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",40.06176772323772,64.48121758274412,linear,% of G7
Lithuania,CEE,1990,2024,50.54664887565482,74.89432687433164,2888055,3694967,67.86896626362149,42.74255738542771,1,24.347677998676822,0.39318149498080124,25.12640887819378,0.4623837954968275,black,+24%,0.39,+24%,62.720487874993225,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",50.54664887565482,74.89432687433164,linear,% of G7
Slovakia,CEE,1990,2024,43.02038125807973,64.06175715046369,5422069,5266022,67.86896626362149,42.74255738542771,1,21.04137589238396,0.3981735874201546,25.12640887819378,0.4623837954968275,black,+21%,0.4,+21%,53.54106920427171,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",43.02038125807973,64.06175715046369,linear,% of G7
Chile,Latin America,1990,2024,26.892738742532586,47.923829660511004,19764771,13437138,33.821658586736056,33.20486920133411,1,21.031090917978418,0.577756553457347,0.616789385401944,0.018404856003423817,black,+21%,0.58,+21%,37.408284201521795,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",26.892738742532586,47.923829660511004,linear,% of G7
"Dominican
Republic",Latin America,1990,2024,17.9922243681072,38.471228596121335,11427557,7151120,33.821658586736056,33.20486920133411,1,20.479004228014137,0.7599709677108559,0.616789385401944,0.018404856003423817,black,+20%,0.76,+20%,28.23172648211427,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",17.9922243681072,38.471228596121335,linear,% of G7
Latvia,CEE,1990,2024,42.990414995946566,61.82213720725145,1862441,2660082,67.86896626362149,42.74255738542771,1,18.831722211304886,0.36328432378474923,25.12640887819378,0.4623837954968275,black,+19%,0.36,+19%,52.406276101599005,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",42.990414995946566,61.82213720725145,linear,% of G7
Estonia,CEE,1990,2024,47.5358819928119,65.96637940720686,1371986,1570254,67.86896626362149,42.74255738542771,1,18.430497414394956,0.3276603730787959,25.12640887819378,0.4623837954968275,black,+18%,0.33,+18%,56.751130700009384,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",47.5358819928119,65.96637940720686,linear,% of G7
Bulgaria,CEE,1990,2024,36.720131430559555,54.120021674503235,6444366,8822320,67.86896626362149,42.74255738542771,1,17.39989024394368,0.38787905878273093,25.12640887819378,0.4623837954968275,black,+17%,0.39,+17%,45.4200765525314,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",36.720131430559555,54.120021674503235,linear,% of G7
Uruguay,Latin America,1990,2024,34.524470811294165,50.8707390261116,3386588,3104365,33.821658586736056,33.20486920133411,1,16.346268214817435,0.3876195149868668,0.616789385401944,0.018404856003423817,black,+16%,0.39,+16%,42.69760491870288,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",34.524470811294165,50.8707390261116,linear,% of G7
Costa Rica,Latin America,1990,2024,26.894630477623668,42.82806470304991,5129910,3121652,33.821658586736056,33.20486920133411,1,15.933434225426243,0.46526694887432885,0.616789385401944,0.018404856003423817,black,+16%,0.47,+16%,34.86134759033679,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",26.894630477623668,42.82806470304991,linear,% of G7
Belarus,ex-USSR/Balkans,1990,2024,30.327741478034223,46.10540420349423,9133712,10186209,53.8349865120755,62.104893415830176,1,15.777662725460008,0.4188673169967064,-8.269906903754674,-0.14290122207590253,black,+16%,0.42,+16%,38.21657284076423,62 → 54,4.13 → 3.99,-8,-8% (62 → 54),"ex-USSR/Balkans
-8% (62 → 54)",30.327741478034223,46.10540420349423,linear,% of G7
Kazakhstan,ex-USSR/Balkans,1990,2024,41.34263218926911,57.010184482186325,20592571,17154015,53.8349865120755,62.104893415830176,1,15.667552292917215,0.32133570304465053,-8.269906903754674,-0.14290122207590253,black,+16%,0.32,+16%,49.176408335727714,62 → 54,4.13 → 3.99,-8,-8% (62 → 54),"ex-USSR/Balkans
-8% (62 → 54)",41.34263218926911,57.010184482186325,linear,% of G7
Slovenia,CEE,1990,2024,62.24690129766627,77.00113137889373,2126324,1997968,67.86896626362149,42.74255738542771,1,14.754230081227462,0.21271135922303436,25.12640887819378,0.4623837954968275,black,+15%,0.21,+15%,69.62401633828,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",62.24690129766627,77.00113137889373,linear,% of G7
Thailand,Asia,1990,2024,21.3664512443065,34.51400330274272,71668011,54738282,38.95815147617544,7.643019626028496,1,13.147552058436222,0.4795431414802772,31.31513185014694,1.6286952668375956,black,+13%,0.48,+13%,27.940227273524613,8 → 39,2.03 → 3.66,31,+31% (8 → 39),"Asia
+31% (8 → 39)",21.3664512443065,34.51400330274272,linear,% of G7
Israel,Asia,1990,2024,62.207273943713126,75.16398711919369,9974400,4544949,38.95815147617544,7.643019626028496,1,12.956713175480566,0.18920028421718138,31.31513185014694,1.6286952668375956,black,+13%,0.19,+13%,68.68563053145341,8 → 39,2.03 → 3.66,31,+31% (8 → 39),"Asia
+31% (8 → 39)",62.207273943713126,75.16398711919369,linear,% of G7
Hungary,CEE,1990,2024,52.291853874528606,64.62634030073845,9562314,10381231,67.86896626362149,42.74255738542771,1,12.334486426209843,0.2117814709945967,25.12640887819378,0.4623837954968275,black,+12%,0.21,+12%,58.45909708763352,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",52.291853874528606,64.62634030073845,linear,% of G7
Croatia,CEE,1990,2024,57.454731601830034,67.69333010592126,3866300,4835027,67.86896626362149,42.74255738542771,1,10.238598504091229,0.1639902924856188,25.12640887819378,0.4623837954968275,black,+10%,0.16,+10%,62.57403085387565,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",57.454731601830034,67.69333010592126,linear,% of G7
Azerbaijan,ex-USSR/Balkans,1990,2024,26.459151080279774,35.04579732430397,10202850,7231035,53.8349865120755,62.104893415830176,1,8.586646244024195,0.2810536260976829,-8.269906903754674,-0.14290122207590253,black,+9%,0.28,+9%,30.75247420229187,62 → 54,4.13 → 3.99,-8,-8% (62 → 54),"ex-USSR/Balkans
-8% (62 → 54)",26.459151080279774,35.04579732430397,linear,% of G7
Georgia,ex-USSR/Balkans,1990,2024,31.716147529224955,39.695673406970876,3673850,5448811,53.8349865120755,62.104893415830176,1,7.979525877745921,0.22441626259167857,-8.269906903754674,-0.14290122207590253,black,+8%,0.22,+8%,35.70591046809791,62 → 54,4.13 → 3.99,-8,-8% (62 → 54),"ex-USSR/Balkans
-8% (62 → 54)",31.716147529224955,39.695673406970876,linear,% of G7
Czechia,CEE,1990,2024,68.54914418285453,76.15312595193464,10882164,10301937,67.86896626362149,42.74255738542771,1,7.603981769080107,0.10519520706330324,25.12640887819378,0.4623837954968275,black,+8%,0.11,+8%,72.35113506739458,43 → 68,3.76 → 4.22,25,+25% (43 → 68),"CEE
+25% (43 → 68)",68.54914418285453,76.15312595193464,linear,% of G7
"North
Macedonia",ex-USSR/Balkans,1990,2024,31.685268215607426,38.845825294589645,1792179,2063645,53.8349865120755,62.104893415830176,1,7.160557078982219,0.2037487662096425,-8.269906903754674,-0.14290122207590253,black,+7%,0.2,+7%,35.265546755098534,62 → 54,4.13 → 3.99,-8,-8% (62 → 54),"ex-USSR/Balkans
-8% (62 → 54)",31.685268215607426,38.845825294589645,linear,% of G7
Egypt,Africa,1990,2024,19.65915695329491,26.671882605223157,116538258,58396583,22.760939300337878,21.44900453405247,1,7.012725651928246,0.30506669209296905,1.3119347662854075,0.05936764256470227,black,+7%,0.31,+7%,23.165519779259036,21 → 23,3.07 → 3.13,1,+1% (21 → 23),"Africa
+1% (21 → 23)",19.65915695329491,26.671882605223157,linear,% of G7
Colombia,Latin America,1990,2024,24.55070348611965,29.379883122965243,52886363,32440020,33.821658586736056,33.20486920133411,1,4.829179636845591,0.1795696835532063,0.616789385401944,0.018404856003423817,black,+5%,0.18,+5%,26.96529330454245,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",24.55070348611965,29.379883122965243,linear,% of G7
Tunisia,Africa,1990,2024,16.55546946706883,20.186406072908312,12277109,8324459,22.760939300337878,21.44900453405247,1,3.6309366058394836,0.19829288255571567,1.3119347662854075,0.05936764256470227,black,+4%,0.2,+4%,18.370937769988572,21 → 23,3.07 → 3.13,1,+1% (21 → 23),"Africa
+1% (21 → 23)",16.55546946706883,20.186406072908312,linear,% of G7
Iran,Asia,1990,2024,22.212643965202084,25.76030845345821,91567738,58380046,38.95815147617544,7.643019626028496,1,3.547664488256128,0.14817320055997854,31.31513185014694,1.6286952668375956,black,+4%,0.15,+4%,23.98647620933015,8 → 39,2.03 → 3.66,31,+31% (8 → 39),"Asia
+31% (8 → 39)",22.212643965202084,25.76030845345821,linear,% of G7
Morocco,Africa,1990,2024,10.849411854177697,14.394738281959766,38081173,24375508,22.760939300337878,21.44900453405247,1,3.5453264277820686,0.2827518711930599,1.3119347662854075,0.05936764256470227,black,+4%,0.28,+4%,12.622075068068732,21 → 23,3.07 → 3.13,1,+1% (21 → 23),"Africa
+1% (21 → 23)",10.849411854177697,14.394738281959766,linear,% of G7
Paraguay,Latin America,1990,2024,24.461499144016333,25.875023306624026,6929153,4035697,33.821658586736056,33.20486920133411,1,1.4135241626076933,0.05617773432695897,0.616789385401944,0.018404856003423817,black,+1%,0.06,+1%,25.16826122532018,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",24.461499144016333,25.875023306624026,linear,% of G7
Argentina,Latin America,1990,2024,41.75904613525685,42.15105495266559,45696159,32755859,33.821658586736056,33.20486920133411,1,0.39200881740873683,0.009343610942814133,0.616789385401944,0.018404856003423817,black,+0%,0.01,+0%,41.95505054396122,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",41.75904613525685,42.15105495266559,linear,% of G7
Brazil,Latin America,1990,2024,31.01930102919314,31.196690703742618,211998573,149143183,33.821658586736056,33.20486920133411,1,0.1773896745494774,0.005702397415677627,0.616789385401944,0.018404856003423817,black,+0%,0.01,+0%,31.10799586646788,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",31.01930102919314,31.196690703742618,linear,% of G7
Ecuador,Latin America,1990,2024,22.355622547262403,22.126664444435885,18135478,10473624,33.821658586736056,33.20486920133411,1,-0.22895810282651752,-0.010294440340331421,0.616789385401944,0.018404856003423817,red,0%,-0.01,0%,22.241143495849144,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",22.355622547262403,22.126664444435885,linear,% of G7
Portugal,Southern Europe,1990,2024,66.76270662517905,66.50262458678628,10701636,9989475,72.15581166397189,74.51956849388199,1,-0.2600820383927669,-0.003903226236366377,-2.363756829910102,-0.032233923523559235,red,0%,0,0%,66.63266560598267,75 → 72,4.31 → 4.28,-2,-2% (75 → 72),"Southern Europe
-2% (75 → 72)",66.76270662517905,66.50262458678628,linear,% of G7
Spain,Southern Europe,1990,2024,78.01478517703693,76.80608111657689,48807137,39084924,72.15581166397189,74.51956849388199,1,-1.208704060460036,-0.01561454405395405,-2.363756829910102,-0.032233923523559235,red,-1%,-0.02,-1%,77.41043314680691,75 → 72,4.31 → 4.28,-2,-2% (75 → 72),"Southern Europe
-2% (75 → 72)",78.01478517703693,76.80608111657689,linear,% of G7
Algeria,Africa,1990,2024,28.797829785802783,24.518800684186736,46814308,25375759,22.760939300337878,21.44900453405247,1,-4.279029101616047,-0.1608598315090752,1.3119347662854075,0.05936764256470227,red,-4%,-0.16,-4%,26.65831523499476,21 → 23,3.07 → 3.13,1,+1% (21 → 23),"Africa
+1% (21 → 23)",28.797829785802783,24.518800684186736,linear,% of G7
"South
Africa",Africa,1990,2024,26.577786968404872,21.591976862328323,64007187,40746216,22.760939300337878,21.44900453405247,1,-4.985810106076549,-0.20775398641164183,1.3119347662854075,0.05936764256470227,red,-5%,-0.21,-5%,24.084881915366598,21 → 23,3.07 → 3.13,1,+1% (21 → 23),"Africa
+1% (21 → 23)",26.577786968404872,21.591976862328323,linear,% of G7
Jamaica,Latin America,1990,2024,21.465183302144506,16.290684354384716,2839175,2379829,33.821658586736056,33.20486920133411,1,-5.1744989477597905,-0.275838808786303,0.616789385401944,0.018404856003423817,red,-5%,-0.28,-5%,18.87793382826461,33 → 34,3.5 → 3.52,1,+1% (33 → 34),"Latin America
+1% (33 → 34)",21.465183302144506,16.290684354384716,linear,% of G7
Greece,Southern Europe,1990,2024,66.08930078953203,59.943129290296916,10388805,10258439,72.15581166397189,74.51956849388199,1,-6.146171499235116,-0.0976106021841171,-2.363756829910102,-0.032233923523559235,red,-6%,-0.1,-6%,63.01621503991447,75 → 72,4.31 → 4.28,-2,-2% (75 → 72),"Southern Europe
-2% (75 → 72)",66.08930078953203,59.943129290296916,linear,% of G7
Russia,ex-USSR/Balkans,1990,2024,72.78576927148931,66.21818770081656,143533851,148979487,53.8349865120755,62.104893415830176,1,-6.567581570672758,-0.09456529516230039,-8.269906903754674,-0.14290122207590253,red,-7%,-0.09,-7%,69.50197848615294,62 → 54,4.13 → 3.99,-8,-8% (62 → 54),"ex-USSR/Balkans
-8% (62 → 54)",72.78576927148931,66.21818770081656,linear,% of G7
