country,region,start_yr,end_yr,start,end,pop_start,pop_end,mean_end,mean_start,scaling,change,log_change,mean_lin_diff,mean_log_diff,label_color,label_txt_linear,label_txt_log,label_final,x_text,mean_start_end_lin,mean_start_end_log,mean_label_val,mean_label_txt,region_lab,x_start,x_end,type_scale,sel_var
Algeria,Africa,1990,2024,11.728545728679102,15.442124446054201,46814308,25375759,14335.010170851734,8735.575992476372,0.001,3.7135787173751,0.27507345260820965,5.599434178375363,0.4953009266819871,black,$4k,0.28,$4k,13.585335087366651,9 → 14,2.17 → 2.66,6,+6k (9 → 14),"Africa
+6k (9 → 14)",11.728545728679102,15.442124446054201,linear,value
"South
Africa",Africa,1990,2024,10.8243847590107,13.598788865698399,64007187,40746216,14335.010170851734,8735.575992476372,0.001,2.774404106687699,0.22817929770564307,5.599434178375363,0.4953009266819871,black,$3k,0.23,$3k,12.21158681235455,9 → 14,2.17 → 2.66,6,+6k (9 → 14),"Africa
+6k (9 → 14)",10.8243847590107,13.598788865698399,linear,value
Jamaica,Latin America,1990,2024,8.742165149465372,10.2599951095504,2839175,2379829,21301.134080557873,13523.408872798123,0.001,1.5178299600850291,0.16009447533098178,7.77772520775975,0.4543381401207085,black,$2k,0.16,$2k,9.501080129507887,14 → 21,2.6 → 3.06,8,+8k (14 → 21),"Latin America
+8k (14 → 21)",8.742165149465372,10.2599951095504,linear,value
Moldova,ex-USSR/Balkans,1990,2024,15.9028943232278,16.4659286876097,2389275,4451100,33905.67801333279,25293.575516631612,0.001,0.5630343643819007,0.03479219241193965,8.61210249670118,0.29303206204138216,black,$1k,0.03,$1k,16.18441150541875,25 → 34,3.23 → 3.52,9,+9k (25 → 34),"ex-USSR/Balkans
+9k (25 → 34)",15.9028943232278,16.4659286876097,linear,value
Ukraine,ex-USSR/Balkans,1990,2024,22.815798828125,16.3198447265625,37860221,52054034,33905.67801333279,25293.575516631612,0.001,-6.4959541015625,-0.335071391865699,8.61210249670118,0.29303206204138216,red,$-6k,-0.34,$-6k,19.567821777343752,25 → 34,3.23 → 3.52,9,+9k (25 → 34),"ex-USSR/Balkans
+9k (25 → 34)",22.815798828125,16.3198447265625,linear,value
"South
Korea",Asia,1990,2023,32.66187441598503,80.42269944378843,51748695,44081380,39.03321309255282,7.34606454714355,1,47.7608250278034,0.9010879900380585,31.687148545409272,1.6702481674017102,black,+48%,0.9,+48%,56.54228692988673,7 → 39,1.99 → 3.66,32,+32% (7 → 39),"Asia
+32% (7 → 39)",32.66187441598503,80.42269944378843,linear,% of DE
Poland,CEE,1990,2024,30.25819134967237,71.80128262246758,36554707,38055404,68.03202679071505,41.08187612053746,1,41.54309127279521,0.8641354034780855,26.950150670177592,0.5044115225722257,black,+42%,0.86,+42%,51.02973698606998,41 → 68,3.72 → 4.22,27,+27% (41 → 68),"CEE
+27% (41 → 68)",30.25819134967237,71.80128262246758,linear,% of DE
China,Asia,1990,2024,3.933889296840227,37.952725042338194,1408975000,1153582668,39.03321309255282,7.34606454714355,1,34.01883574549797,2.266712727916614,31.687148545409272,1.6702481674017102,black,+34%,2.27,+34%,20.94330716958921,7 → 39,1.99 → 3.66,32,+32% (7 → 39),"Asia
+32% (7 → 39)",3.933889296840227,37.952725042338194,linear,% of DE
Panama,Latin America,1990,2024,26.75239826921417,57.975690294834806,4515577,2455535,33.90291778044338,31.914756780391638,1,31.223292025620637,0.7733996655908733,1.9881610000517433,0.06043258307882192,black,+31%,0.77,+31%,42.36404428202449,32 → 34,3.46 → 3.52,2,+2% (32 → 34),"Latin America
+2% (32 → 34)",26.75239826921417,57.975690294834806,linear,% of DE
Lithuania,CEE,1990,2024,48.58275438909318,75.07426638260425,2888055,3694967,68.03202679071505,41.08187612053746,1,26.491511993511068,0.4352092220561995,26.950150670177592,0.5044115225722257,black,+26%,0.44,+26%,61.828510385848716,41 → 68,3.72 → 4.22,27,+27% (41 → 68),"CEE
+27% (41 → 68)",48.58275438909318,75.07426638260425,linear,% of DE
Romania,CEE,1990,2024,38.50524347279481,64.6361387772977,19069340,22939481,68.03202679071505,41.08187612053746,1,26.130895304502893,0.5179792520478447,26.950150670177592,0.5044115225722257,black,+26%,0.52,+26%,51.57069112504625,41 → 68,3.72 → 4.22,27,+27% (41 → 68),"CEE
+27% (41 → 68)",38.50524347279481,64.6361387772977,linear,% of DE
Malaysia,Asia,1990,2024,28.351891135223298,54.228960020464626,35557673,17833124,39.03321309255282,7.34606454714355,1,25.87706888524133,0.6485213488106809,31.687148545409272,1.6702481674017102,black,+26%,0.65,+26%,41.29042557784396,7 → 39,1.99 → 3.66,32,+32% (7 → 39),"Asia
+32% (7 → 39)",28.351891135223298,54.228960020464626,linear,% of DE
Slovakia,CEE,1990,2024,41.34890567182747,64.21567055835206,5422069,5266022,68.03202679071505,41.08187612053746,1,22.866764886524592,0.44020131449555283,26.950150670177592,0.5044115225722257,black,+23%,0.44,+23%,52.78228811508976,41 → 68,3.72 → 4.22,27,+27% (41 → 68),"CEE
+27% (41 → 68)",41.34890567182747,64.21567055835206,linear,% of DE
Chile,Latin America,1990,2024,25.84787221785107,48.038970428891524,19764771,13437138,33.90291778044338,31.914756780391638,1,22.191098211040455,0.6197842805327453,1.9881610000517433,0.06043258307882192,black,+22%,0.62,+22%,36.9434213233713,32 → 34,3.46 → 3.52,2,+2% (32 → 34),"Latin America
+2% (32 → 34)",25.84787221785107,48.038970428891524,linear,% of DE
"Dominican
Republic",Latin America,1990,2024,17.293170503538853,38.56365874731082,11427557,7151120,33.90291778044338,31.914756780391638,1,21.270488243771965,0.8019986947862541,1.9881610000517433,0.06043258307882192,black,+21%,0.8,+21%,27.928414625424836,32 → 34,3.46 → 3.52,2,+2% (32 → 34),"Latin America
+2% (32 → 34)",17.293170503538853,38.56365874731082,linear,% of DE
Latvia,CEE,1990,2024,41.32010369216002,61.97066975215436,1862441,2660082,68.03202679071505,41.08187612053746,1,20.65056605999434,0.40531205086014743,26.950150670177592,0.5044115225722257,black,+21%,0.41,+21%,51.645386722157184,41 → 68,3.72 → 4.22,27,+27% (41 → 68),"CEE
+27% (41 → 68)",41.32010369216002,61.97066975215436,linear,% of DE
