megye,telepules,AL,B,C,EL,FL,IL,JL,OL,KL,L,M,NL,MKKP,TISZA,Mi_Hazank,DK,FIDESZ_KDNP,reszvetel_pct
Szabolcs-Szatmár-Bereg,Timár,880,0,0,880,552,0,552,0,552,0,9,543,3,207,34,3,293,62.7273
Szabolcs-Szatmár-Bereg,Tiszaadony,445,0,0,445,311,0,311,0,311,0,6,305,0,82,13,5,202,69.8876
Szabolcs-Szatmár-Bereg,Tiszabecs,934,0,0,934,601,0,601,0,601,0,7,594,1,231,21,1,340,64.3469
Szabolcs-Szatmár-Bereg,Tiszabercel,1337,0,0,1337,987,0,987,0,985,0,13,972,4,319,41,4,602,73.822
Szabolcs-Szatmár-Bereg,Tiszabezdéd,1397,0,0,1397,787,0,787,0,787,0,9,778,2,367,32,2,371,56.335
Szabolcs-Szatmár-Bereg,Tiszacsécse,183,0,0,183,128,0,128,0,128,0,3,125,0,52,10,1,62,69.9454
Szabolcs-Szatmár-Bereg,Tiszadada,1559,0,0,1559,1126,0,1126,0,1127,0,14,1113,3,389,53,7,546,72.2258
Szabolcs-Szatmár-Bereg,Tiszadob,1947,0,0,1947,1272,0,1272,0,1270,0,39,1231,6,570,40,4,531,65.3313
Szabolcs-Szatmár-Bereg,Tiszaeszlár,1806,0,0,1806,1279,0,1279,0,1236,0,37,1199,6,405,60,10,591,70.8195
Szabolcs-Szatmár-Bereg,Tiszakanyár,1121,0,0,1121,773,0,773,0,773,0,8,765,3,313,30,7,405,68.9563
Szabolcs-Szatmár-Bereg,Tiszakerecseny,644,0,0,644,379,0,379,0,379,0,8,371,0,116,14,0,222,58.8509
Szabolcs-Szatmár-Bereg,Tiszakóród,567,0,0,567,399,0,399,0,399,0,3,396,3,151,20,4,218,70.3704
Szabolcs-Szatmár-Bereg,Tiszalök,3928,0,0,3928,2864,0,2864,0,2860,0,20,2840,14,1589,142,34,1060,72.9124
Szabolcs-Szatmár-Bereg,Tiszamogyorós,478,0,0,478,333,0,333,0,333,0,3,330,3,134,24,1,166,69.6653
Szabolcs-Szatmár-Bereg,Tiszanagyfalu,1395,0,0,1395,1008,0,1008,0,1008,0,9,999,8,485,37,5,464,72.2581
Szabolcs-Szatmár-Bereg,Tiszarád,392,0,0,392,208,0,208,0,208,0,7,201,0,56,5,0,121,53.0612
Szabolcs-Szatmár-Bereg,Tiszaszalka,697,0,0,697,514,0,514,0,514,0,6,508,1,223,19,5,260,73.7446
Szabolcs-Szatmár-Bereg,Tiszaszentmárton,881,0,0,881,577,0,577,0,577,0,6,571,1,211,20,3,326,65.4938
Szabolcs-Szatmár-Bereg,Tiszatelek,992,0,0,992,734,0,734,0,734,0,8,726,0,379,33,3,310,73.9919
Szabolcs-Szatmár-Bereg,Tiszavasvári,9122,0,0,9122,6499,0,6499,0,6501,0,79,6422,35,3245,321,54,2714,71.2453
Szabolcs-Szatmár-Bereg,Tiszavid,375,0,0,375,200,0,200,0,200,0,1,199,0,59,4,0,136,53.3333
Szabolcs-Szatmár-Bereg,Tisztaberek,470,0,0,470,332,0,332,0,332,0,13,319,0,93,7,3,200,70.6383
Szabolcs-Szatmár-Bereg,Tivadar,141,0,0,141,124,0,124,0,124,0,1,123,0,64,7,1,51,87.9433
Szabolcs-Szatmár-Bereg,Tornyospálca,1819,0,0,1819,1286,0,1286,0,1286,0,11,1275,3,581,58,10,621,70.6982
Szabolcs-Szatmár-Bereg,Tunyogmatolcs,1794,0,0,1794,1245,0,1245,0,1245,0,5,1240,5,533,44,8,648,69.398
Szabolcs-Szatmár-Bereg,Tuzsér,2344,0,0,2344,1617,0,1617,0,1616,0,27,1589,1,501,66,2,946,68.9846
Szabolcs-Szatmár-Bereg,Tyukod,1439,0,0,1439,994,0,994,0,993,0,10,983,5,339,63,4,551,69.0757
Szabolcs-Szatmár-Bereg,Tákos,267,0,0,267,217,0,217,0,218,0,7,211,0,74,5,0,131,81.2734
Szabolcs-Szatmár-Bereg,Túristvándi,507,0,0,507,369,0,369,0,369,0,2,367,0,132,18,0,217,72.7811
Szabolcs-Szatmár-Bereg,Túrricse,497,0,0,497,376,0,376,0,376,0,6,370,0,128,8,0,228,75.6539
Szabolcs-Szatmár-Bereg,Ura,436,0,0,436,311,0,311,0,311,0,4,307,1,131,19,1,155,71.3303
Szabolcs-Szatmár-Bereg,Uszka,334,0,0,334,244,0,244,0,244,0,1,243,1,47,2,0,184,73.0539
Szabolcs-Szatmár-Bereg,Vaja,2567,0,0,2567,1973,0,1973,0,1973,0,25,1948,7,651,99,14,1160,76.8601
Szabolcs-Szatmár-Bereg,Vasmegyer,1294,0,0,1294,858,0,858,0,857,0,8,849,5,345,28,5,453,66.306
Szabolcs-Szatmár-Bereg,Vállaj,982,0,0,982,630,0,630,0,630,0,3,627,2,206,29,4,386,64.1548
Szabolcs-Szatmár-Bereg,Vámosatya,426,0,0,426,284,0,284,0,284,0,5,279,0,98,21,4,156,66.6667
Szabolcs-Szatmár-Bereg,Vámosoroszi,367,0,0,367,277,0,277,0,277,0,2,275,1,51,13,2,208,75.4768
Szabolcs-Szatmár-Bereg,Vásárosnamény,6231,3093,390,9714,4679,3286,7965,0,7954,0,58,7896,33,4406,314,59,3030,81.9951
Szabolcs-Szatmár-Bereg,Zajta,314,0,0,314,213,0,213,0,213,0,5,208,0,53,4,1,127,67.8344
Szabolcs-Szatmár-Bereg,Zsarolyán,321,0,0,321,231,0,231,0,231,0,2,229,1,88,9,0,131,71.9626
Szabolcs-Szatmár-Bereg,Zsurk,509,0,0,509,361,0,361,0,361,0,4,357,1,173,22,6,150,70.9234
Szabolcs-Szatmár-Bereg,Záhony,3129,0,0,3129,2352,0,2352,0,2352,0,22,2330,6,1425,110,35,737,75.1678
Szabolcs-Szatmár-Bereg,Érpatak,1293,0,0,1293,930,0,930,0,930,0,5,925,7,408,42,2,463,71.9258
Szabolcs-Szatmár-Bereg,Ófehértó,1986,0,0,1986,1341,0,1341,0,1341,0,30,1311,12,476,73,9,728,67.5227
Szabolcs-Szatmár-Bereg,Ópályi,2075,0,0,2075,1357,0,1357,0,1357,0,17,1340,1,490,51,6,762,65.3976
Szabolcs-Szatmár-Bereg,Ököritófülpös,1243,0,0,1243,826,0,826,0,825,0,9,816,2,249,24,7,521,66.4521
Szabolcs-Szatmár-Bereg,Ömböly,345,0,0,345,200,0,200,0,200,0,1,199,1,78,8,0,112,57.971
Szabolcs-Szatmár-Bereg,Újdombrád,480,0,0,480,376,0,376,0,376,0,0,376,2,170,35,2,167,78.3333
Szabolcs-Szatmár-Bereg,Újfehértó,9601,0,0,9601,7513,0,7513,4,7509,0,17,7492,43,3958,398,37,3050,78.2523
Szabolcs-Szatmár-Bereg,Újkenéz,702,0,0,702,467,0,467,0,468,0,10,458,1,165,12,4,267,66.5242
Szabolcs-Szatmár-Bereg,Őr,1122,0,0,1122,783,0,783,0,783,0,8,775,4,319,44,11,390,69.7861
Tolna,Alsónyék,546,0,0,546,431,0,431,0,431,0,2,429,3,208,32,7,179,78.9377
Tolna,Alsónána,499,0,0,499,410,0,410,0,410,0,0,410,0,214,32,5,159,82.1643
Tolna,Aparhant,780,0,0,780,642,0,642,0,643,0,20,623,2,235,37,1,316,82.3077
Tolna,Attala,598,0,0,598,480,0,480,0,481,0,8,473,2,201,35,0,235,80.2676
Tolna,Belecska,195,0,0,195,158,0,158,1,158,0,2,156,1,69,10,1,75,81.0256
Tolna,Bikács,326,0,0,326,234,0,234,0,232,0,0,232,0,73,15,3,139,71.7791
Tolna,Bogyiszló,1652,0,0,1652,1227,0,1227,0,1226,0,6,1220,2,454,106,5,653,74.2736
Tolna,Bonyhád,9500,0,0,9500,7613,0,7613,1,7610,0,47,7563,30,3660,506,79,2994,80.1368
Tolna,Bonyhádvarasd,338,0,0,338,270,0,270,0,270,0,1,269,1,91,13,1,118,79.8817
Tolna,Báta,1151,0,0,1151,857,0,857,0,858,0,36,822,0,270,40,3,431,74.457
Tolna,Bátaapáti,297,0,0,297,231,0,231,0,231,0,2,229,0,106,7,1,115,77.7778
Tolna,Bátaszék,4839,0,0,4839,3711,0,3711,1,3710,0,18,3692,25,1796,306,35,1478,76.6894
Tolna,Bölcske,2052,0,0,2052,1606,0,1606,0,1606,0,10,1596,3,670,104,18,791,78.2651
Tolna,Cikó,726,0,0,726,575,0,575,0,576,0,10,566,1,229,47,5,266,79.2011
Tolna,Csibrák,199,0,0,199,111,0,111,0,111,0,0,111,1,43,6,0,61,55.7789
Tolna,Csikóstőttős,643,0,0,643,446,0,446,0,446,0,1,445,3,203,35,6,184,69.3624
Tolna,Dalmand,902,0,0,902,645,0,645,0,645,0,1,644,3,254,43,8,336,71.5078
Tolna,Decs,3047,0,0,3047,2177,0,2177,0,2174,0,18,2156,9,903,108,16,1111,71.4473
Tolna,Diósberény,242,0,0,242,175,0,175,0,175,0,7,168,2,65,6,2,76,72.314
Tolna,Dombóvár,13671,1509,457,15637,10528,1882,12410,0,12400,0,50,12350,68,6773,795,141,4457,79.363
Tolna,Dunaföldvár,6415,0,0,6415,4911,0,4911,1,4910,0,29,4881,42,2428,357,46,1983,76.5549
Tolna,Dunaszentgyörgy,1897,0,0,1897,1551,0,1551,1,1549,0,6,1543,5,659,120,12,746,81.7607
Tolna,Döbrököz,1429,0,0,1429,1004,0,1004,0,1004,0,7,997,2,370,102,8,486,70.2589
Tolna,Dúzs,194,0,0,194,133,0,133,0,133,0,2,131,2,58,5,3,63,68.5567
Tolna,Fadd,3076,0,0,3076,2288,0,2288,1,2288,0,18,2270,11,946,161,25,1123,74.3823
Tolna,Felsőnyék,791,0,0,791,562,0,562,0,561,0,2,559,1,177,25,1,355,71.0493
Tolna,Felsőnána,437,0,0,437,335,0,335,0,335,0,0,335,7,141,17,2,163,76.659
Tolna,Fácánkert,537,0,0,537,419,0,419,0,419,0,5,414,4,174,46,0,190,78.0261
Tolna,Fürged,480,0,0,480,281,0,281,0,281,0,5,276,0,93,17,3,162,58.5417
Tolna,Gerjen,947,0,0,947,725,0,725,0,716,0,3,713,5,308,36,5,354,76.5576
Tolna,Grábóc,119,0,0,119,94,0,94,0,94,0,0,94,0,25,6,1,62,78.9916
Tolna,Gyulaj,578,0,0,578,412,0,412,0,414,0,16,398,0,82,11,0,266,71.2803
Tolna,Gyönk,1329,0,0,1329,998,0,998,0,1000,0,4,996,7,399,37,14,493,75.0941
Tolna,Györe,481,0,0,481,383,0,383,0,383,0,0,383,3,197,36,5,141,79.6258
Tolna,Györköny,748,0,0,748,602,0,602,0,601,0,4,597,4,238,39,3,236,80.4813
Tolna,Harc,633,0,0,633,478,0,478,0,478,0,3,475,1,211,41,7,215,75.5134
Tolna,Hőgyész,2046,0,0,2046,1469,0,1469,0,1470,0,13,1457,4,680,78,18,623,71.7986
Tolna,Iregszemcse,1915,0,0,1915,1399,0,1399,0,1399,0,10,1389,9,736,94,14,522,73.0548
Tolna,Izmény,333,0,0,333,242,0,242,0,242,0,1,241,1,84,25,1,130,72.6727
Tolna,Jágónak,170,0,0,170,126,0,126,0,126,0,2,124,1,49,4,1,69,74.1176
Tolna,Kajdacs,808,0,0,808,548,0,548,0,544,0,5,539,2,267,23,1,246,67.8218
Tolna,Kakasd,1272,0,0,1272,1068,0,1068,0,1070,0,13,1057,3,367,93,4,575,83.9623
Tolna,Kalaznó,98,0,0,98,70,0,70,0,70,0,0,70,0,20,9,1,39,71.4286
Tolna,Kapospula,649,0,0,649,511,0,511,0,511,0,3,508,5,234,40,0,228,78.7365
Tolna,Kaposszekcső,1209,0,0,1209,853,0,853,0,852,0,3,849,3,426,66,4,332,70.5542
Tolna,Keszőhidegkút,141,0,0,141,108,0,108,0,108,0,2,106,0,22,0,0,50,76.5957
Tolna,Kisdorog,534,0,0,534,407,0,407,0,407,0,3,404,1,128,13,4,220,76.2172
Tolna,Kismányok,269,0,0,269,217,0,217,0,217,0,0,217,0,96,25,0,77,80.6691
Tolna,Kisszékely,229,0,0,229,175,0,175,0,175,0,5,170,1,52,8,2,107,76.4192
Tolna,Kistormás,229,0,0,229,152,0,152,0,152,0,1,151,0,53,10,4,84,66.3755
Tolna,Kisvejke,267,0,0,267,214,0,214,0,214,0,7,207,2,57,16,1,79,80.1498
Tolna,Kocsola,883,0,0,883,601,0,601,0,601,0,5,596,3,261,16,4,277,68.0634
Tolna,Koppányszántó,238,0,0,238,167,0,167,0,167,0,0,167,0,42,18,2,105,70.1681
Tolna,Kurd,831,0,0,831,563,0,563,1,563,0,12,551,0,250,39,2,237,67.7497
Tolna,Kéty,512,0,0,512,412,0,412,0,412,0,2,410,1,181,43,2,182,80.4688
Tolna,Kölesd,1034,0,0,1034,750,0,750,0,750,0,3,747,3,300,37,6,399,72.5338
Tolna,Lengyel,352,0,0,352,273,0,273,0,273,0,3,270,2,123,17,4,101,77.5568
Tolna,Lápafő,99,0,0,99,71,0,71,0,71,0,0,71,0,26,1,1,43,71.7172
Tolna,Madocsa,1438,0,0,1438,1189,0,1189,0,1189,0,5,1184,8,446,91,12,627,82.6843
Tolna,Magyarkeszi,770,0,0,770,508,0,508,0,508,0,9,499,1,202,29,4,259,65.974
Tolna,Medina,574,0,0,574,435,0,435,0,435,0,1,434,2,189,31,4,208,75.784
Tolna,Miszla,207,0,0,207,168,0,168,0,168,0,1,167,1,29,21,1,115,81.1594
Tolna,Mucsfa,270,0,0,270,204,0,204,0,204,0,2,202,1,68,12,0,119,75.5556
Tolna,Mucsi,325,0,0,325,200,0,200,0,196,0,1,195,0,48,19,1,127,61.5385
Tolna,Murga,44,0,0,44,38,0,38,0,38,0,2,36,0,10,3,0,21,86.3636
Tolna,Mórágy,550,0,0,550,418,0,418,0,417,0,2,415,5,175,32,3,185,76.0
Tolna,Mőcsény,259,0,0,259,214,0,214,1,214,0,0,214,0,94,16,0,102,82.6255
Tolna,Nagydorog,1948,0,0,1948,1400,0,1400,0,1399,0,9,1390,12,542,105,4,717,71.8686
Tolna,Nagykónyi,776,0,0,776,551,0,551,0,551,0,1,550,4,206,50,4,285,71.0052
Tolna,Nagymányok,1737,0,0,1737,1388,0,1388,0,1388,0,7,1381,4,664,68,23,580,79.9079
Tolna,Nagyszokoly,619,0,0,619,444,0,444,0,443,0,7,436,0,164,24,5,233,71.7286
Tolna,Nagyszékely,273,0,0,273,211,0,211,0,211,0,5,206,8,77,11,1,109,77.2894
Tolna,Nagyvejke,110,0,0,110,93,0,93,0,93,0,0,93,1,23,11,0,56,84.5455
Tolna,Nak,393,0,0,393,287,0,287,0,287,0,1,286,1,107,16,0,162,73.028
Tolna,Németkér,1283,0,0,1283,998,0,998,0,998,0,17,981,6,366,53,7,448,77.7864
Tolna,Ozora,1141,0,0,1141,770,0,770,0,770,0,2,768,1,267,31,5,464,67.4847
Tolna,Paks,13357,1648,389,15394,11193,1949,13142,1,13143,0,65,13078,95,7257,781,139,4698,85.3709
Tolna,Pincehely,1677,0,0,1677,1313,0,1313,0,1313,0,7,1306,6,479,72,11,729,78.2946
Tolna,Pusztahencse,733,0,0,733,532,0,532,0,532,0,4,528,1,185,43,2,283,72.5784
Tolna,Pálfa,1053,0,0,1053,756,0,756,0,745,0,6,739,1,273,30,6,422,71.7949
Tolna,Pári,456,0,0,456,328,0,328,0,327,0,5,322,2,124,10,0,169,71.9298
Tolna,Pörböly,427,0,0,427,326,0,326,0,325,0,0,325,5,184,21,1,113,76.3466
Tolna,Regöly,770,0,0,770,549,0,549,0,549,0,4,545,4,186,53,4,298,71.2987
Tolna,Simontornya,2912,0,0,2912,2139,0,2139,0,2139,0,8,2131,9,1138,95,21,866,73.4547
Tolna,Sióagárd,981,0,0,981,860,0,860,0,859,0,8,851,6,348,82,5,392,87.6656
Tolna,Szakadát,146,0,0,146,121,0,121,0,121,0,1,120,0,38,9,0,57,82.8767
Tolna,Szakcs,593,0,0,593,428,0,428,0,428,0,3,425,0,143,7,6,269,72.1754
Tolna,Szakály,972,0,0,972,738,0,738,0,738,0,3,735,3,312,58,1,356,75.9259
Tolna,Szedres,1624,0,0,1624,1208,0,1208,0,1208,0,6,1202,8,497,69,15,613,74.3842
Tolna,Szekszárd,23085,1673,525,25283,18633,2118,20751,1,20738,0,112,20626,135,11789,1245,269,7036,82.0749
Tolna,Szálka,484,0,0,484,401,0,401,0,401,0,3,398,5,222,26,5,119,82.8512
Tolna,Szárazd,153,0,0,153,118,0,118,0,118,0,3,115,1,26,5,2,69,77.1242
Tolna,Sárpilis,427,0,0,427,314,0,314,0,308,0,1,307,2,122,18,2,161,73.5363
Tolna,Sárszentlőrinc,773,0,0,773,577,0,577,0,577,0,1,576,4,160,30,2,380,74.6442
Tolna,Tamási,5946,0,0,5946,4645,0,4645,0,4645,0,19,4626,28,2376,299,53,1837,78.1197
Tolna,Tengelic,1669,0,0,1669,1198,0,1198,0,1199,0,13,1186,8,510,88,2,578,71.7795
Tolna,Tevel,997,0,0,997,711,0,711,0,711,0,6,705,6,332,52,6,291,71.3139
Tolna,Tolna,8555,0,0,8555,6650,0,6650,0,6651,0,30,6621,26,3289,360,57,2833,77.7323
Tolna,Tolnanémedi,734,0,0,734,532,0,532,0,532,0,2,530,1,225,43,2,258,72.4796
Tolna,Udvari,220,0,0,220,163,0,163,0,163,0,0,163,0,53,2,2,104,74.0909
Tolna,Varsád,255,0,0,255,194,0,194,0,194,0,1,193,0,76,11,0,92,76.0784
Tolna,Váralja,601,0,0,601,452,0,452,0,452,0,1,451,1,151,27,3,254,75.208
Tolna,Várdomb,883,0,0,883,722,0,722,0,722,0,6,716,6,379,44,12,259,81.7667
Tolna,Várong,96,0,0,96,69,0,69,0,69,0,2,67,0,21,10,1,35,71.875
Tolna,Zomba,1547,0,0,1547,1283,0,1283,0,1282,0,4,1278,4,557,80,5,616,82.9347
Tolna,Závod,184,0,0,184,144,0,144,0,144,0,0,144,0,57,15,0,67,78.2609
Tolna,Értény,506,0,0,506,329,0,329,0,329,0,1,328,1,44,11,1,271,65.0198
Tolna,Újireg,190,0,0,190,148,0,148,0,148,0,0,148,1,77,6,0,64,77.8947
Tolna,Őcsény,1822,0,0,1822,1392,0,1392,1,1391,0,8,1383,9,700,88,14,550,76.3996
Vas,Acsád,495,0,0,495,404,0,404,0,404,0,8,396,4,138,28,5,221,81.6162
Vas,Alsószölnök,274,0,0,274,230,0,230,0,229,0,1,228,3,88,9,1,109,83.9416
Vas,Alsóújlak,437,0,0,437,360,0,360,0,360,0,3,357,2,125,21,6,203,82.3799
Vas,Andrásfa,200,0,0,200,162,0,162,0,162,0,2,160,1,67,11,1,80,81.0
Vas,Apátistvánfalva,307,0,0,307,256,0,256,0,256,0,4,252,2,95,9,0,105,83.3876
Vas,Bajánsenye,373,0,0,373,326,0,326,0,326,0,3,323,4,83,27,6,203,87.3995
Vas,Balogunyom,897,0,0,897,766,0,766,0,766,0,2,764,7,342,59,10,343,85.3958
Vas,Bejcgyertyános,353,0,0,353,282,0,282,0,282,0,3,279,4,110,21,1,143,79.8867
Vas,Boba,615,0,0,615,518,0,518,0,518,0,0,518,7,155,44,6,306,84.2276
Vas,Borgáta,132,0,0,132,113,0,113,0,116,0,16,100,1,42,7,2,48,85.6061
Vas,Bozsok,294,0,0,294,263,0,263,0,263,0,0,263,0,115,15,3,130,89.4558
Vas,Bozzai,235,0,0,235,192,0,192,0,192,0,0,192,2,68,17,0,105,81.7021
Vas,Bucsu,469,0,0,469,406,0,406,0,405,0,6,399,5,132,22,2,237,86.5672
Vas,Bérbaltavár,382,0,0,382,245,0,245,0,245,0,3,242,1,92,19,3,127,64.1361
Vas,Bögöt,310,0,0,310,271,0,271,0,271,0,0,271,7,105,16,0,143,87.4194
Vas,Bögöte,261,0,0,261,225,0,225,0,225,0,0,225,0,83,12,4,126,86.2069
Vas,Bük,2652,0,0,2652,2118,0,2118,0,2117,0,8,2109,11,990,119,21,966,79.8643
Vas,Bő,535,0,0,535,450,0,450,0,450,0,3,447,3,201,29,1,213,84.1121
Vas,Celldömölk,7802,0,0,7802,6365,0,6365,0,6364,0,17,6347,37,2919,389,107,2895,81.5816
Vas,Chernelházadamonya,162,0,0,162,137,0,137,0,137,0,1,136,0,60,7,0,69,84.5679
Vas,Csehi,197,0,0,197,152,0,152,0,152,0,0,152,2,43,11,1,95,77.1574
Vas,Csehimindszent,257,0,0,257,184,0,184,0,184,0,1,183,0,72,6,2,103,71.5953
Vas,Csempeszkopács,268,0,0,268,240,0,240,0,240,0,1,239,5,126,11,4,93,89.5522
Vas,Csepreg,2464,0,0,2464,1999,0,1999,0,1996,0,11,1985,14,815,122,27,989,81.1282
Vas,Csipkerek,288,0,0,288,229,0,229,0,229,0,3,226,1,108,6,0,111,79.5139
Vas,Csákánydoroszló,1203,0,0,1203,988,0,988,0,988,0,3,985,5,440,44,3,493,82.128
Vas,Csánig,297,0,0,297,257,0,257,0,257,0,1,256,4,84,22,0,146,86.532
Vas,Csénye,562,0,0,562,482,0,482,0,482,0,5,477,5,216,32,2,222,85.7651
Vas,Csönge,274,0,0,274,200,0,200,0,200,0,0,200,0,59,9,0,132,72.9927
Vas,Csörötnek,643,0,0,643,442,0,442,0,442,0,3,439,2,154,29,3,250,68.7403
Vas,Cák,225,0,0,225,190,0,190,0,190,0,0,190,3,81,13,0,93,84.4444
Vas,Daraboshegy,81,0,0,81,77,0,77,0,73,0,1,72,0,37,7,0,28,95.0617
Vas,Dozmat,251,0,0,251,239,0,239,0,239,0,2,237,0,126,13,0,98,95.2191
Vas,Duka,192,0,0,192,146,0,146,0,146,0,2,144,1,52,9,5,77,76.0417
Vas,Döbörhegy,124,0,0,124,98,0,98,0,98,0,0,98,0,31,5,0,62,79.0323
Vas,Döröske,94,0,0,94,77,0,77,0,77,0,1,76,1,33,4,0,38,81.9149
Vas,Egervölgy,282,0,0,282,203,0,203,0,203,0,3,200,1,70,16,1,112,71.9858
Vas,Egyházashetye,232,0,0,232,195,0,195,0,195,0,1,194,1,56,12,0,125,84.0517
Vas,Egyházashollós,438,0,0,438,357,0,357,0,357,0,0,357,1,106,30,1,218,81.5068
Vas,Egyházasrádóc,1045,0,0,1045,908,0,908,0,908,0,10,898,6,363,65,5,458,86.89
Vas,Felsőcsatár,394,0,0,394,340,0,340,0,340,0,1,339,4,151,19,1,137,86.2944
Vas,Felsőjánosfa,148,0,0,148,136,0,136,0,136,0,0,136,1,48,11,0,76,91.8919
Vas,Felsőmarác,204,0,0,204,184,0,184,0,184,0,0,184,0,65,15,5,99,90.1961
Vas,Felsőszölnök,439,0,0,439,349,0,349,0,349,0,5,344,2,104,19,2,173,79.4989
Vas,Gasztony,353,0,0,353,292,0,292,0,292,0,0,292,0,95,21,3,173,82.7195
Vas,Gencsapáti,2099,0,0,2099,1879,0,1879,0,1878,0,10,1868,8,996,124,17,721,89.5188
Vas,Gersekarát,543,0,0,543,442,0,442,0,442,0,2,440,5,181,35,2,217,81.3996
Vas,Gyanógeregye,132,0,0,132,109,0,109,0,109,0,0,109,1,38,6,1,63,82.5758
Vas,Gyöngyösfalu,894,0,0,894,764,0,764,0,764,0,3,761,9,380,45,8,319,85.4586
Vas,Győrvár,493,0,0,493,400,0,400,0,400,0,2,398,1,160,33,1,203,81.1359
Vas,Gérce,856,0,0,856,633,0,633,0,633,0,1,632,3,257,52,7,313,73.9486
Vas,Gór,251,0,0,251,215,0,215,0,215,0,1,214,5,84,18,1,105,85.6574
Vas,Halastó,59,0,0,59,56,0,56,0,56,0,1,55,1,17,3,0,34,94.9153
Vas,Halogy,190,0,0,190,164,0,164,0,164,0,1,163,0,48,14,0,101,86.3158
Vas,Harasztifalu,148,0,0,148,125,0,125,0,123,0,1,122,1,58,6,2,55,84.4595
Vas,Hegyfalu,575,0,0,575,424,0,424,0,424,0,8,416,2,186,24,9,194,73.7391
Vas,Hegyháthodász,120,0,0,120,100,0,100,0,100,0,0,100,0,33,8,4,55,83.3333
Vas,Hegyhátszentjakab,221,0,0,221,189,0,189,0,189,0,0,189,2,80,15,1,91,85.5204
Vas,Hegyhátszentmárton,54,0,0,54,51,0,51,0,51,0,0,51,0,14,3,2,32,94.4444
Vas,Hegyhátszentpéter,110,0,0,110,92,0,92,0,92,0,0,92,1,35,2,0,54,83.6364
Vas,Hegyhátsál,106,0,0,106,85,0,85,0,85,0,1,84,2,25,3,0,54,80.1887
Vas,Horvátlövő,139,0,0,139,133,0,133,0,133,0,0,133,0,45,20,0,68,95.6835
Vas,Horvátzsidány,605,0,0,605,513,0,513,0,513,0,1,512,4,238,25,5,228,84.7934
Vas,Hosszúpereszteg,527,0,0,527,386,0,386,0,386,0,4,382,1,151,32,1,197,73.2448
Vas,Ikervár,1310,0,0,1310,1081,0,1081,0,1081,0,2,1079,7,552,75,14,431,82.5191
Vas,Iklanberény,39,0,0,39,37,0,37,0,37,0,0,37,0,7,3,1,26,94.8718
Vas,Ispánk,78,0,0,78,71,0,71,0,71,0,0,71,3,25,8,0,35,91.0256
Vas,Ivánc,370,0,0,370,290,0,290,0,290,0,4,286,6,97,22,3,158,78.3784
Vas,Ják,2052,0,0,2052,1713,0,1713,0,1713,0,6,1707,12,898,127,8,659,83.4795
Vas,Jákfa,402,0,0,402,329,0,329,0,329,0,3,326,1,166,20,2,137,81.8408
Vas,Jánosháza,1842,0,0,1842,1312,0,1312,0,1312,0,5,1307,12,638,67,17,573,71.2269
Vas,Karakó,156,0,0,156,126,0,126,0,126,0,1,125,0,53,12,1,59,80.7692
Vas,Katafa,269,0,0,269,234,0,234,0,234,0,1,233,0,73,27,0,133,86.9888
Vas,Keléd,69,0,0,69,61,0,61,0,61,0,0,61,0,29,0,0,32,88.4058
Vas,Kemeneskápolna,75,0,0,75,58,0,58,0,58,0,1,57,1,20,5,1,30,77.3333
Vas,Kemenesmagasi,677,0,0,677,525,0,525,0,525,0,2,523,5,187,38,6,287,77.548
Vas,Kemenesmihályfa,397,0,0,397,313,0,313,0,313,0,1,312,2,127,21,3,159,78.8413
Vas,Kemenespálfa,318,0,0,318,241,0,241,0,241,0,0,241,1,82,21,4,133,75.7862
Vas,Kemenesszentmárton,159,0,0,159,119,0,119,0,119,0,1,118,1,51,5,1,60,74.8428
Vas,Kemenessömjén,402,0,0,402,352,0,352,0,352,0,2,350,4,144,20,5,177,87.5622
Vas,Kemestaródfa,178,0,0,178,150,0,150,0,150,0,1,149,1,56,9,3,80,84.2697
Vas,Kenyeri,656,0,0,656,549,0,549,0,549,0,2,547,0,189,39,4,315,83.689
Vas,Kenéz,210,0,0,210,170,0,170,1,169,0,2,167,2,55,9,2,99,80.9524
Vas,Kercaszomor,172,0,0,172,144,0,144,0,144,0,1,143,1,55,19,5,63,83.7209
Vas,Kerkáskápolna,58,0,0,58,45,0,45,0,45,0,0,45,0,9,3,1,32,77.5862
Vas,Kisrákos,133,0,0,133,124,0,124,0,124,0,2,122,2,37,12,0,71,93.2331
Vas,Kissomlyó,183,0,0,183,153,0,153,0,153,0,0,153,1,79,18,2,53,83.6066
Vas,Kisunyom,362,0,0,362,319,0,319,0,319,0,0,319,2,149,21,2,145,88.1215
Vas,Kiszsidány,75,0,0,75,67,0,67,0,67,0,0,67,0,31,1,1,22,89.3333
Vas,Kondorfa,382,0,0,382,321,0,321,0,321,0,0,321,3,109,24,4,181,84.0314
Vas,Káld,797,0,0,797,618,0,618,0,618,0,2,616,2,296,51,8,259,77.5408
Vas,Kám,361,0,0,361,299,0,299,0,299,0,0,299,2,127,18,0,152,82.8255
Vas,Kétvölgy,87,0,0,87,72,0,72,0,72,0,0,72,0,30,7,0,34,82.7586
Vas,Köcsk,223,0,0,223,184,0,184,0,184,0,1,183,3,61,15,0,103,82.5112
Vas,Körmend,8278,1855,307,10440,6923,2075,8998,1,8994,0,33,8961,65,4459,508,62,3860,86.1877
