megye,telepules,AL,B,C,EL,FL,IL,JL,OL,KL,L,M,NL,MKKP,TISZA,Mi_Hazank,DK,FIDESZ_KDNP,reszvetel_pct
Borsod-Abaúj-Zemplén,Szegilong,164,0,0,164,133,0,133,0,133,0,0,133,0,63,8,2,59,81.0976
Borsod-Abaúj-Zemplén,Szemere,250,0,0,250,175,0,175,0,175,0,2,173,0,74,8,1,88,70.0
Borsod-Abaúj-Zemplén,Szendrő,2710,0,0,2710,1737,0,1737,0,1732,0,41,1691,7,551,99,11,889,64.0959
Borsod-Abaúj-Zemplén,Szendrőlád,1339,0,0,1339,658,0,658,0,658,0,49,609,0,196,3,0,295,49.1412
Borsod-Abaúj-Zemplén,Szentistván,1851,0,0,1851,1425,0,1425,2,1423,0,10,1413,4,762,97,11,536,76.9854
Borsod-Abaúj-Zemplén,Szentistvánbaksa,212,0,0,212,180,0,180,0,180,0,0,180,0,74,14,0,92,84.9057
Borsod-Abaúj-Zemplén,Szerencs,6828,0,0,6828,5435,0,5435,0,5435,0,30,5405,27,2983,328,54,1968,79.5987
Borsod-Abaúj-Zemplén,Szikszó,4142,0,0,4142,3074,0,3074,0,3075,0,18,3057,9,1588,207,24,1214,74.2154
Borsod-Abaúj-Zemplén,Szin,515,0,0,515,366,0,366,0,365,0,9,356,0,57,6,0,256,71.068
Borsod-Abaúj-Zemplén,Szinpetri,151,0,0,151,112,0,112,0,112,0,5,107,1,32,3,0,66,74.1722
Borsod-Abaúj-Zemplén,Szirmabesenyő,3326,0,0,3326,2816,0,2816,0,2815,0,8,2807,23,1777,181,39,786,84.6663
Borsod-Abaúj-Zemplén,Szomolya,1174,0,0,1174,898,0,898,0,898,0,8,890,6,416,66,9,390,76.4906
Borsod-Abaúj-Zemplén,Szuhafő,86,0,0,86,72,0,72,0,72,0,0,72,0,28,6,0,38,83.7209
Borsod-Abaúj-Zemplén,Szuhakálló,768,0,0,768,553,0,553,0,553,0,5,548,3,309,43,3,189,72.0052
Borsod-Abaúj-Zemplén,Szuhogy,806,0,0,806,566,0,566,0,559,0,14,545,3,185,51,4,250,70.2233
Borsod-Abaúj-Zemplén,Szászfa,76,0,0,76,53,0,53,0,53,0,3,50,0,24,3,0,22,69.7368
Borsod-Abaúj-Zemplén,Szögliget,455,0,0,455,358,0,358,0,358,0,2,356,0,162,24,0,169,78.6813
Borsod-Abaúj-Zemplén,Szőlősardó,98,0,0,98,82,0,82,0,82,0,0,82,1,40,7,0,34,83.6735
Borsod-Abaúj-Zemplén,Sály,1104,0,0,1104,659,0,659,0,659,0,9,650,2,216,32,5,375,59.692
Borsod-Abaúj-Zemplén,Sárazsadány,157,0,0,157,122,0,122,0,122,0,2,120,5,65,3,0,47,77.707
Borsod-Abaúj-Zemplén,Sárospatak,8427,0,0,8427,6507,0,6507,0,6509,0,33,6476,25,3718,336,63,2259,77.2161
Borsod-Abaúj-Zemplén,Sáta,774,0,0,774,540,0,540,0,543,0,18,525,0,265,20,1,237,69.7674
Borsod-Abaúj-Zemplén,Sátoraljaújhely,10095,3117,485,13697,7404,3460,10864,0,10865,0,84,10781,77,6587,508,101,3304,79.3166
Borsod-Abaúj-Zemplén,Sóstófalva,177,0,0,177,143,0,143,0,143,0,0,143,0,66,6,1,68,80.791
Borsod-Abaúj-Zemplén,Taktabáj,381,0,0,381,256,0,256,0,256,0,7,249,1,55,3,1,142,67.1916
Borsod-Abaúj-Zemplén,Taktaharkány,2563,0,0,2563,1841,0,1841,0,1839,0,30,1809,12,786,113,13,883,71.8299
Borsod-Abaúj-Zemplén,Taktakenéz,768,0,0,768,481,0,481,0,481,0,13,468,0,95,11,1,332,62.6302
Borsod-Abaúj-Zemplén,Taktaszada,1322,0,0,1322,914,0,914,0,913,0,14,899,2,273,49,6,556,69.1377
Borsod-Abaúj-Zemplén,Tarcal,2033,0,0,2033,1493,0,1493,0,1493,0,10,1483,8,706,94,17,649,73.4383
Borsod-Abaúj-Zemplén,Tard,862,0,0,862,701,0,701,0,700,0,2,698,4,318,58,7,311,81.3225
Borsod-Abaúj-Zemplén,Tardona,791,0,0,791,615,0,615,0,614,0,2,612,3,363,43,4,199,77.7497
Borsod-Abaúj-Zemplén,Telkibánya,424,0,0,424,343,0,343,0,343,0,2,341,0,147,19,0,175,80.8962
Borsod-Abaúj-Zemplén,Teresztenye,30,0,0,30,25,0,25,0,25,0,0,25,0,16,1,0,8,83.3333
Borsod-Abaúj-Zemplén,Tibolddaróc,983,0,0,983,737,0,737,0,737,0,5,732,9,399,44,4,276,74.9746
Borsod-Abaúj-Zemplén,Tiszabábolna,226,0,0,226,185,0,185,0,185,0,0,185,0,91,12,2,80,81.8584
Borsod-Abaúj-Zemplén,Tiszacsermely,319,0,0,319,168,0,168,0,168,0,8,160,1,70,3,0,67,52.6646
Borsod-Abaúj-Zemplén,Tiszadorogma,296,0,0,296,233,0,233,0,233,0,0,233,2,101,19,3,108,78.7162
Borsod-Abaúj-Zemplén,Tiszakarád,1669,0,0,1669,890,0,890,0,890,0,16,874,3,277,25,4,540,53.3253
Borsod-Abaúj-Zemplén,Tiszakeszi,1900,0,0,1900,1321,0,1321,0,1321,0,23,1298,10,601,50,16,617,69.5263
Borsod-Abaúj-Zemplén,Tiszaladány,465,0,0,465,390,0,390,0,390,0,5,385,1,157,22,1,201,83.871
Borsod-Abaúj-Zemplén,Tiszalúc,3638,0,0,3638,2384,0,2384,0,2384,0,27,2357,11,1107,172,21,1022,65.5305
Borsod-Abaúj-Zemplén,Tiszapalkonya,1106,0,0,1106,798,0,798,0,798,0,4,794,3,402,41,10,335,72.1519
Borsod-Abaúj-Zemplén,Tiszatardos,186,0,0,186,133,0,133,0,133,0,1,132,0,57,2,0,72,71.5054
Borsod-Abaúj-Zemplén,Tiszatarján,1006,0,0,1006,724,0,724,0,724,0,18,706,3,308,33,4,319,71.9682
Borsod-Abaúj-Zemplén,Tiszavalk,244,0,0,244,205,0,205,0,205,0,1,204,0,110,19,2,73,84.0164
Borsod-Abaúj-Zemplén,Tiszaújváros,11160,2379,560,14099,8933,2831,11764,2,11757,0,45,11712,87,7866,589,179,2968,83.4385
Borsod-Abaúj-Zemplén,Tokaj,2719,0,0,2719,2159,0,2159,0,2159,0,23,2136,12,1230,121,19,753,79.4042
Borsod-Abaúj-Zemplén,Tolcsva,1224,0,0,1224,932,0,932,1,932,0,18,914,5,463,54,6,363,76.1438
Borsod-Abaúj-Zemplén,Tomor,167,0,0,167,131,0,131,0,130,0,3,127,0,39,10,0,75,78.4431
Borsod-Abaúj-Zemplén,Tornabarakony,16,0,0,16,12,0,12,0,12,0,0,12,0,6,0,0,5,75.0
Borsod-Abaúj-Zemplén,Tornakápolna,17,0,0,17,17,0,17,0,17,0,0,17,0,6,2,0,9,100.0
Borsod-Abaúj-Zemplén,Tornanádaska,422,0,0,422,266,0,266,0,266,0,6,260,0,23,3,0,222,63.0332
Borsod-Abaúj-Zemplén,Tornaszentandrás,120,0,0,120,91,0,91,0,91,0,1,90,0,38,5,0,47,75.8333
Borsod-Abaúj-Zemplén,Tornaszentjakab,123,0,0,123,79,0,79,0,79,0,1,78,0,31,1,0,46,64.2276
Borsod-Abaúj-Zemplén,Tornyosnémeti,254,0,0,254,198,0,198,0,198,0,4,194,1,53,9,0,127,77.9528
Borsod-Abaúj-Zemplén,Trizs,144,0,0,144,118,0,118,0,118,0,1,117,2,46,14,1,54,81.9444
Borsod-Abaúj-Zemplén,Tállya,1280,0,0,1280,927,0,927,0,927,0,12,915,3,501,66,21,301,72.4219
Borsod-Abaúj-Zemplén,Uppony,226,0,0,226,163,0,163,0,163,0,1,162,1,93,11,2,55,72.1239
Borsod-Abaúj-Zemplén,Vadna,477,0,0,477,367,0,367,0,367,0,2,365,0,230,27,5,103,76.9392
Borsod-Abaúj-Zemplén,Vajdácska,925,0,0,925,616,0,616,0,616,0,4,612,1,273,29,1,293,66.5946
Borsod-Abaúj-Zemplén,Varbó,851,0,0,851,698,0,698,0,698,0,4,694,5,414,50,5,220,82.0212
Borsod-Abaúj-Zemplén,Varbóc,44,0,0,44,38,0,38,0,38,0,0,38,0,14,6,0,18,86.3636
Borsod-Abaúj-Zemplén,Vatta,677,0,0,677,551,0,551,0,551,0,4,547,4,268,22,8,245,81.3885
Borsod-Abaúj-Zemplén,Vilmány,899,0,0,899,482,0,482,0,476,0,10,466,1,127,6,1,325,53.6151
Borsod-Abaúj-Zemplén,Vilyvitány,190,0,0,190,135,0,135,0,135,0,1,134,0,57,12,0,65,71.0526
Borsod-Abaúj-Zemplén,Viss,384,0,0,384,206,0,206,0,206,0,6,200,1,76,6,2,82,53.6458
Borsod-Abaúj-Zemplén,Viszló,49,0,0,49,44,0,44,0,44,0,0,44,2,17,1,0,24,89.7959
Borsod-Abaúj-Zemplén,Vizsoly,579,0,0,579,433,0,433,0,433,0,2,431,1,128,34,3,257,74.7841
Borsod-Abaúj-Zemplén,Vágáshuta,74,0,0,74,55,0,55,0,55,0,0,55,1,21,2,0,29,74.3243
Borsod-Abaúj-Zemplén,Vámosújfalu,554,0,0,554,462,0,462,0,458,0,4,454,3,195,43,6,193,83.3935
Borsod-Abaúj-Zemplén,Zalkod,149,0,0,149,111,0,111,0,111,0,3,108,1,41,6,2,58,74.4966
Borsod-Abaúj-Zemplén,Zemplénagárd,446,0,0,446,270,0,270,0,269,0,4,265,1,83,11,1,147,60.5381
Borsod-Abaúj-Zemplén,Ziliz,283,0,0,283,205,0,205,0,205,0,2,203,0,96,20,3,84,72.4382
Borsod-Abaúj-Zemplén,Zsujta,194,0,0,194,157,0,157,0,157,0,2,155,1,34,6,3,111,80.9278
Borsod-Abaúj-Zemplén,Zubogy,373,0,0,373,305,0,305,0,305,0,0,305,0,171,23,6,105,81.7694
Borsod-Abaúj-Zemplén,Zádorfalva,315,0,0,315,198,0,198,0,202,0,19,183,0,54,0,0,121,62.8571
Borsod-Abaúj-Zemplén,Ároktő,756,0,0,756,510,0,510,0,510,0,9,501,1,188,32,4,271,67.4603
Borsod-Abaúj-Zemplén,Égerszög,42,0,0,42,39,0,39,0,39,0,0,39,0,11,5,0,23,92.8571
Borsod-Abaúj-Zemplén,Ónod,1685,0,0,1685,1105,0,1105,0,1104,0,11,1093,2,574,72,17,403,65.5786
Borsod-Abaúj-Zemplén,Ózd,23638,2185,370,26193,15111,2415,17526,7,17534,0,154,17380,82,8996,1179,219,6685,66.911
Borsod-Abaúj-Zemplén,Újcsanálos,576,0,0,576,415,0,415,0,415,0,0,415,1,188,28,1,196,72.0486
Budapest,Budapest I. kerület,18030,0,0,18030,15085,0,15085,0,15062,0,65,14997,303,9200,572,157,4747,83.6661
Budapest,Budapest II. kerület,58979,1979,3287,64245,50592,4976,55568,3,55511,0,260,55251,908,35747,1938,774,15810,86.4939
Budapest,Budapest III. kerület,91736,2141,1726,95603,77644,3682,81326,11,81284,0,333,80951,1164,52304,3882,1418,22080,85.0664
Budapest,Budapest IV. kerület,69648,0,0,69648,57604,0,57604,7,57599,0,232,57367,744,36707,2787,1372,15686,82.7073
Budapest,Budapest IX. kerület,35816,0,0,35816,27423,0,27423,1,27409,0,177,27232,432,17954,1143,357,7241,76.5663
Budapest,Budapest V. kerület,15076,2851,2827,20754,11896,5444,17340,3,17317,0,80,17237,265,10667,672,228,5370,83.5502
Budapest,Budapest VI. kerület,20652,3058,2213,25923,15555,5029,20584,7,20574,0,109,20465,321,13628,743,319,5418,79.4044
Budapest,Budapest VII. kerület,29599,0,0,29599,21556,0,21556,6,21528,0,160,21368,396,13614,895,325,6029,72.8268
Budapest,Budapest VIII. kerület,44394,3213,2288,49895,30737,5234,35971,10,35946,0,178,35768,618,22578,1478,509,10526,72.0934
Budapest,Budapest X. kerület,48677,2378,1497,52552,38050,3710,41760,3,41728,0,149,41579,478,25850,1971,820,12412,79.4641
Budapest,Budapest XI. kerület,95220,0,0,95220,81172,0,81172,11,81133,0,337,80796,1296,51902,3416,1299,22770,85.2468
Budapest,Budapest XII. kerület,39091,2074,2756,43921,33610,4642,38252,3,38225,0,181,38044,879,24212,1335,450,11111,87.0927
Budapest,Budapest XIII. kerület,84714,2239,1482,88435,68999,3571,72570,14,72543,0,286,72257,1014,50480,2729,1374,16536,82.0603
Budapest,Budapest XIV. kerület,82771,2821,2263,87855,68603,4852,73455,1122,73434,0,313,73121,1013,48832,3166,1275,18748,83.6094
Budapest,Budapest XIX. kerület,41434,1911,1273,44618,33887,3033,36920,2,36911,0,148,36763,515,23221,1878,636,10471,82.7469
Budapest,Budapest XV. kerület,56346,1804,1179,59329,45816,2853,48669,3,48645,0,188,48457,657,29605,2578,1136,14420,82.0324
Budapest,Budapest XVI. kerület,53143,1608,1450,56201,46072,2910,48982,9,48952,0,187,48765,612,30289,2360,697,14727,87.155
Budapest,Budapest XVII. kerület,65132,1564,1195,67891,55594,2633,58227,2,58203,0,191,58012,616,35580,3093,921,17736,85.7654
Budapest,Budapest XVIII. kerület,74397,0,0,74397,61777,0,61777,4,61758,0,225,61533,695,37608,3290,1134,18664,83.037
Budapest,Budapest XX. kerület,45824,0,0,45824,36042,0,36042,5,36039,0,196,35843,418,21581,1835,623,11280,78.6531
Budapest,Budapest XXI. kerület,52677,1785,1044,55506,42296,2719,45015,0,44984,0,198,44786,522,28062,2545,756,12827,81.0993
Budapest,Budapest XXII. kerület,41145,1931,1652,44728,35120,3423,38543,3,38540,0,172,38368,536,23777,1971,579,11444,86.172
Budapest,Budapest XXIII. kerület,17102,1749,1235,20086,13901,2846,16747,5,16740,0,101,16639,183,10505,843,198,4772,83.3765
Bács-Kiskun,Akasztó,2549,0,0,2549,2021,0,2021,0,2021,0,9,2012,10,886,157,16,935,79.286
Bács-Kiskun,Apostag,1649,0,0,1649,1274,0,1274,0,1275,0,13,1262,9,653,124,13,463,77.2589
Bács-Kiskun,Baja,26128,2114,646,28888,20737,2622,23359,3,23308,0,170,23138,134,13531,1365,242,7612,80.8606
Bács-Kiskun,Ballószög,3255,0,0,3255,2694,0,2694,0,2696,0,20,2676,17,1493,227,24,915,82.765
Bács-Kiskun,Balotaszállás,1102,0,0,1102,784,0,784,0,789,0,29,760,0,316,70,6,362,71.1434
Bács-Kiskun,Borota,954,0,0,954,690,0,690,0,689,0,3,686,2,337,64,11,272,72.327
Bács-Kiskun,Bugac,2087,0,0,2087,1584,0,1584,0,1584,0,1,1583,11,694,154,8,716,75.8984
Bács-Kiskun,Bugacpusztaháza,209,0,0,209,155,0,155,0,155,0,4,151,0,56,7,1,87,74.1627
Bács-Kiskun,Bácsalmás,4859,0,0,4859,3313,0,3313,0,3313,0,29,3284,20,1807,199,90,1117,68.1828
Bács-Kiskun,Bácsbokod,1956,0,0,1956,1383,0,1383,0,1383,0,7,1376,8,672,95,16,553,70.7055
Bács-Kiskun,Bácsborsód,864,0,0,864,571,0,571,0,571,0,9,562,6,258,34,6,256,66.088
Bács-Kiskun,Bácsszentgyörgy,114,0,0,114,84,0,84,0,84,0,0,84,0,28,10,2,43,73.6842
Bács-Kiskun,Bácsszőlős,243,0,0,243,170,0,170,0,170,0,1,169,1,77,13,0,77,69.9588
Bács-Kiskun,Bátmonostor,1206,0,0,1206,893,0,893,0,894,0,8,886,4,419,72,2,387,74.0464
Bács-Kiskun,Bátya,1540,0,0,1540,1162,0,1162,0,1162,0,5,1157,6,616,50,15,468,75.4545
Bács-Kiskun,Bócsa,1370,0,0,1370,1081,0,1081,0,1081,0,7,1074,10,526,91,11,435,78.9051
Bács-Kiskun,Csengőd,1619,0,0,1619,1224,0,1224,0,1224,0,6,1218,5,424,113,7,661,75.6022
Bács-Kiskun,Csikéria,556,0,0,556,372,0,372,0,372,0,1,371,1,168,36,5,158,66.9065
Bács-Kiskun,Császártöltés,1731,0,0,1731,1266,0,1266,0,1267,0,26,1241,3,590,71,13,431,73.1369
Bács-Kiskun,Csátalja,1017,0,0,1017,729,0,729,0,728,0,6,722,3,289,46,10,353,71.6814
Bács-Kiskun,Csávoly,1366,0,0,1366,960,0,960,0,959,0,14,945,1,442,76,10,395,70.2782
Bács-Kiskun,Csólyospálos,1220,0,0,1220,970,0,970,0,970,0,9,961,10,409,109,5,428,79.5082
Bács-Kiskun,Drágszél,214,0,0,214,147,0,147,0,147,0,0,147,1,51,11,3,81,68.6916
Bács-Kiskun,Dunaegyháza,1196,0,0,1196,848,0,848,0,848,0,0,848,3,518,44,6,274,70.903
Bács-Kiskun,Dunafalva,635,0,0,635,498,0,498,0,498,0,4,494,3,180,40,1,270,78.4252
Bács-Kiskun,Dunapataj,2506,0,0,2506,1867,0,1867,0,1867,0,16,1851,15,991,93,22,724,74.5012
Bács-Kiskun,Dunaszentbenedek,599,0,0,599,404,0,404,0,404,0,5,399,2,167,32,6,192,67.4457
Bács-Kiskun,Dunatetétlen,436,0,0,436,342,0,342,0,343,0,7,336,1,133,28,0,174,78.4404
Bács-Kiskun,Dunavecse,3046,0,0,3046,2171,0,2171,0,2171,0,20,2151,16,1031,109,36,946,71.2738
Bács-Kiskun,Dusnok,2234,0,0,2234,1804,0,1804,1,1801,0,13,1788,4,734,188,9,831,80.752
Bács-Kiskun,Dávod,1462,0,0,1462,1007,0,1007,0,1008,0,10,998,4,409,83,8,492,68.8782
Bács-Kiskun,Fajsz,1233,0,0,1233,887,0,887,0,887,0,10,877,3,403,63,10,384,71.9384
Bács-Kiskun,Felsőlajos,777,0,0,777,599,0,599,0,599,0,5,594,4,257,54,5,274,77.0914
Bács-Kiskun,Felsőszentiván,1430,0,0,1430,1065,0,1065,0,1065,0,8,1057,3,537,65,11,429,74.4755
Bács-Kiskun,Foktő,1109,0,0,1109,866,0,866,1,865,0,6,859,6,491,60,13,288,78.0884
Bács-Kiskun,Fülöpháza,671,0,0,671,548,0,548,1,548,0,1,547,7,276,42,2,220,81.6692
Bács-Kiskun,Fülöpjakab,888,0,0,888,699,0,699,0,699,0,2,697,4,324,51,6,312,78.7162
Bács-Kiskun,Fülöpszállás,1764,0,0,1764,1239,0,1239,0,1239,0,9,1230,6,539,84,12,589,70.2381
Bács-Kiskun,Gara,1451,0,0,1451,1053,0,1053,0,1053,0,14,1039,7,482,66,11,444,72.5706
Bács-Kiskun,Gátér,715,0,0,715,564,0,564,0,563,0,4,559,5,283,39,2,230,78.8811
Bács-Kiskun,Géderlak,739,0,0,739,552,0,552,0,552,0,8,544,2,291,28,5,218,74.6955
Bács-Kiskun,Hajós,2222,0,0,2222,1747,0,1747,0,1749,0,16,1733,8,898,113,5,626,78.6229
Bács-Kiskun,Harkakötöny,609,0,0,609,510,0,510,0,510,0,1,509,5,204,57,7,236,83.7438
Bács-Kiskun,Harta,2602,0,0,2602,2116,0,2116,0,2120,0,35,2085,4,1159,87,40,657,81.3221
Bács-Kiskun,Helvécia,4033,0,0,4033,3204,0,3204,0,3205,0,18,3187,44,1653,248,21,1221,79.4446
Bács-Kiskun,Hercegszántó,1449,0,0,1449,997,0,997,0,997,0,4,993,7,443,72,1,440,68.8061
Bács-Kiskun,Homokmégy,1016,0,0,1016,773,0,773,0,773,0,5,768,6,408,45,19,290,76.0827
Bács-Kiskun,Imrehegy,471,0,0,471,347,0,347,0,347,0,6,341,0,119,38,2,181,73.673
Bács-Kiskun,Izsák,4443,0,0,4443,3316,0,3316,0,3316,0,18,3298,31,1445,232,17,1564,74.6343
Bács-Kiskun,Jakabszállás,2129,0,0,2129,1720,0,1720,0,1719,0,16,1703,21,771,138,10,763,80.7891
Bács-Kiskun,Jánoshalma,6424,0,0,6424,4525,0,4525,0,4523,0,25,4498,14,2382,368,41,1678,70.439
Bács-Kiskun,Jászszentlászló,1940,0,0,1940,1520,0,1520,0,1520,0,7,1513,10,731,121,15,636,78.3505
Bács-Kiskun,Kalocsa,11489,1949,525,13963,9196,2365,11561,0,11558,0,87,11471,69,7460,541,244,3123,82.7974
Bács-Kiskun,Kaskantyú,737,0,0,737,566,0,566,0,555,0,5,550,3,211,33,4,298,76.7978
Bács-Kiskun,Katymár,1263,0,0,1263,804,0,804,0,804,0,9,795,3,339,40,10,396,63.658
Bács-Kiskun,Kecel,6200,0,0,6200,4729,0,4729,0,4733,0,87,4646,25,2099,376,21,2033,76.2742
Bács-Kiskun,Kecskemét,80984,3493,1452,85929,65235,4735,69970,5,69930,0,259,69671,730,41551,4167,681,22477,81.4277
Bács-Kiskun,Kelebia,1889,0,0,1889,1309,0,1309,0,1309,0,10,1299,5,565,156,9,563,69.2959
Bács-Kiskun,Kerekegyháza,4941,0,0,4941,3903,0,3903,0,3903,0,18,3885,29,1818,320,22,1694,78.9921
Bács-Kiskun,Kiskunfélegyháza,22312,1651,539,24502,17352,2102,19454,1,19441,0,78,19363,150,11120,1086,175,6818,79.3976
Bács-Kiskun,Kiskunhalas,20122,2060,624,22806,15177,2518,17695,4,17715,0,187,17528,91,9620,1460,205,6129,77.5892
Bács-Kiskun,Kiskunmajsa,8334,0,0,8334,6102,0,6102,3,6103,0,55,6048,33,2854,410,54,2659,73.2181
Bács-Kiskun,Kiskőrös,10520,0,0,10520,8535,0,8535,1,8533,0,46,8487,44,3555,618,82,4106,81.1312
Bács-Kiskun,Kisszállás,1806,0,0,1806,1312,0,1312,0,1312,0,6,1306,9,547,147,20,583,72.6467
Bács-Kiskun,Kunadacs,1096,0,0,1096,837,0,837,0,837,0,7,830,1,316,61,9,443,76.3686
Bács-Kiskun,Kunbaja,1115,0,0,1115,720,0,720,0,720,0,6,714,1,347,37,8,303,64.574
Bács-Kiskun,Kunbaracs,527,0,0,527,404,0,404,0,404,0,3,401,3,165,33,2,198,76.6603
Bács-Kiskun,Kunfehértó,1755,0,0,1755,1401,0,1401,0,1400,0,7,1393,11,765,135,20,462,79.8291
Bács-Kiskun,Kunpeszér,618,0,0,618,497,0,497,0,497,0,0,497,1,225,40,5,225,80.4207
Bács-Kiskun,Kunszentmiklós,6232,0,0,6232,4837,0,4837,0,4841,0,45,4796,21,1864,319,43,2542,77.6155
Bács-Kiskun,Kunszállás,1369,0,0,1369,1119,0,1119,0,1119,0,4,1115,5,596,86,4,424,81.7385
Bács-Kiskun,Kéleshalom,326,0,0,326,213,0,213,0,213,0,0,213,4,97,21,2,87,65.3374
Bács-Kiskun,Kömpöc,537,0,0,537,423,0,423,0,423,0,2,421,0,157,39,5,220,78.7709
Bács-Kiskun,Ladánybene,1352,0,0,1352,1001,0,1001,0,1001,0,9,992,9,427,81,6,469,74.0385
Bács-Kiskun,Lajosmizse,8835,0,0,8835,6594,0,6594,0,6592,0,47,6545,74,2927,537,30,2957,74.635
Bács-Kiskun,Lakitelek,3844,0,0,3844,3019,0,3019,0,3020,0,17,3003,25,1447,209,31,1290,78.538
Bács-Kiskun,Madaras,2155,0,0,2155,1406,0,1406,0,1406,0,13,1393,8,706,85,13,581,65.2436
Bács-Kiskun,Miske,1201,0,0,1201,863,0,863,0,863,0,8,855,4,373,42,12,408,71.8568
Bács-Kiskun,Mátételke,394,0,0,394,247,0,247,0,247,0,5,242,3,86,20,1,132,62.6904
Bács-Kiskun,Mélykút,3711,0,0,3711,2585,0,2585,1,2584,0,34,2550,17,1303,218,16,992,69.6578
Bács-Kiskun,Móricgát,323,0,0,323,264,0,264,0,264,0,2,262,3,111,28,2,118,81.7337
Bács-Kiskun,Nagybaracska,1676,0,0,1676,1174,0,1174,0,1168,0,7,1161,2,488,80,8,572,70.0477
Bács-Kiskun,Nemesnádudvar,1351,0,0,1351,1001,0,1001,0,1004,0,21,983,3,423,50,2,344,74.0933
Bács-Kiskun,Nyárlőrinc,1814,0,0,1814,1462,0,1462,0,1462,0,7,1455,13,672,115,12,643,80.5954
Bács-Kiskun,Ordas,326,0,0,326,263,0,263,0,263,0,0,263,2,119,15,10,117,80.6748
Bács-Kiskun,Orgovány,2539,0,0,2539,1889,0,1889,0,1889,0,6,1883,7,817,124,10,925,74.3994
Bács-Kiskun,Petőfiszállás,1120,0,0,1120,851,0,851,0,851,0,6,845,9,375,100,3,358,75.9821
Bács-Kiskun,Pirtó,716,0,0,716,570,0,570,0,560,0,2,558,5,256,43,11,243,79.6089
Bács-Kiskun,Páhi,913,0,0,913,703,0,703,0,703,0,6,697,2,256,42,3,394,76.9989
Bács-Kiskun,Pálmonostora,1315,0,0,1315,944,0,944,0,944,0,10,934,10,415,62,4,443,71.7871
Bács-Kiskun,Rém,929,0,0,929,606,0,606,0,605,0,1,604,5,296,41,1,260,65.2314
Bács-Kiskun,Solt,4844,0,0,4844,3692,0,3692,0,3692,0,44,3648,18,1821,235,44,1510,76.218
Bács-Kiskun,Soltszentimre,1030,0,0,1030,759,0,759,0,759,0,10,749,6,282,61,6,394,73.6893
Bács-Kiskun,Soltvadkert,5495,0,0,5495,4325,0,4325,0,4326,0,37,4289,22,1912,315,32,1982,78.7079
Bács-Kiskun,Szabadszállás,4649,0,0,4649,3259,0,3259,0,3259,0,13,3246,20,1453,231,24,1516,70.1011
Bács-Kiskun,Szakmár,867,0,0,867,662,0,662,0,662,0,7,655,7,375,40,8,222,76.3552
Bács-Kiskun,Szalkszentmárton,2319,0,0,2319,1735,0,1735,0,1736,0,11,1725,16,755,126,15,813,74.8167
Bács-Kiskun,Szank,1763,0,0,1763,1306,0,1306,0,1306,0,5,1301,7,542,95,15,642,74.0783
Bács-Kiskun,Szentkirály,1492,0,0,1492,1259,0,1259,0,1259,0,8,1251,10,486,120,6,629,84.3834
Bács-Kiskun,Szeremle,1051,0,0,1051,793,0,793,0,793,0,1,792,2,348,50,6,371,75.452
Bács-Kiskun,Sükösd,2797,0,0,2797,2036,0,2036,1,2036,0,19,2017,9,907,180,16,874,72.7923
Bács-Kiskun,Tabdi,844,0,0,844,680,0,680,0,680,0,5,675,5,286,46,5,333,80.5687
Bács-Kiskun,Tass,2196,0,0,2196,1632,0,1632,0,1631,0,9,1622,7,588,111,7,908,74.3169
Bács-Kiskun,Tataháza,881,0,0,881,608,0,608,0,607,0,3,604,4,290,41,7,261,69.0125
Bács-Kiskun,Tiszaalpár,3754,0,0,3754,2724,0,2724,0,2725,0,21,2704,13,1263,153,22,1218,72.5626
Bács-Kiskun,Tiszakécske,8839,0,0,8839,6843,0,6843,0,6842,0,24,6818,56,3210,412,47,3093,77.4183
Bács-Kiskun,Tiszaug,611,0,0,611,470,0,470,0,470,0,7,463,5,211,26,2,219,76.9231
Bács-Kiskun,Tompa,3397,0,0,3397,2194,0,2194,0,2194,0,8,2186,10,965,205,20,985,64.5864
Bács-Kiskun,Tázlár,1289,0,0,1289,985,0,985,0,985,0,10,975,8,364,97,5,500,76.4158
Bács-Kiskun,Uszód,696,0,0,696,531,0,531,0,530,0,6,524,0,249,28,10,237,76.2931
Bács-Kiskun,Vaskút,2574,0,0,2574,1970,0,1970,0,1986,0,82,1904,8,879,93,14,778,76.5346
Bács-Kiskun,Városföld,1646,0,0,1646,1330,0,1330,0,1330,0,0,1330,15,584,98,15,618,80.8019
Bács-Kiskun,Zsana,532,0,0,532,426,0,426,0,426,0,1,425,1,170,72,9,173,80.0752
Bács-Kiskun,Ágasegyháza,1474,0,0,1474,1124,0,1124,1,1124,0,4,1120,4,458,124,6,528,76.2551
Bács-Kiskun,Érsekcsanád,2197,0,0,2197,1599,0,1599,0,1599,0,10,1589,9,712,155,9,695,72.7811
Bács-Kiskun,Érsekhalma,442,0,0,442,331,0,331,0,331,0,4,327,4,184,24,6,109,74.8869
Bács-Kiskun,Öregcsertő,566,0,0,566,416,0,416,0,416,0,2,414,3,210,31,9,153,73.4982
Bács-Kiskun,Újsolt,136,0,0,136,110,0,110,0,109,0,0,109,2,53,12,8,34,80.8824
Bács-Kiskun,Újtelek,269,0,0,269,225,0,225,0,225,0,1,224,0,90,13,0,121,83.6431
