megye,telepules,AL,B,C,EL,FL,IL,JL,OL,KL,L,M,NL,reszvetel_pct,part,szavazat,szavazat_pct
Baranya,Merenye,167,0,0,167,138,0,138,0,136,0,1,135,82.6347,MKKP,0,0.0
Baranya,Merenye,167,0,0,167,138,0,138,0,136,0,1,135,82.6347,Mi_Hazank,5,3.7037
Baranya,Merenye,167,0,0,167,138,0,138,0,136,0,1,135,82.6347,TISZA,43,31.8519
Baranya,Meződ,98,0,0,98,71,0,71,0,71,0,0,71,72.449,DK,2,2.8169
Baranya,Meződ,98,0,0,98,71,0,71,0,71,0,0,71,72.449,FIDESZ_KDNP,20,28.169
Baranya,Meződ,98,0,0,98,71,0,71,0,71,0,0,71,72.449,MKKP,0,0.0
Baranya,Meződ,98,0,0,98,71,0,71,0,71,0,0,71,72.449,Mi_Hazank,4,5.6338
Baranya,Meződ,98,0,0,98,71,0,71,0,71,0,0,71,72.449,TISZA,45,63.3803
Baranya,Mindszentgodisa,576,0,0,576,392,0,392,0,391,0,7,384,68.0556,DK,4,1.0417
Baranya,Mindszentgodisa,576,0,0,576,392,0,392,0,391,0,7,384,68.0556,FIDESZ_KDNP,167,43.4896
Baranya,Mindszentgodisa,576,0,0,576,392,0,392,0,391,0,7,384,68.0556,MKKP,2,0.5208
Baranya,Mindszentgodisa,576,0,0,576,392,0,392,0,391,0,7,384,68.0556,Mi_Hazank,12,3.125
Baranya,Mindszentgodisa,576,0,0,576,392,0,392,0,391,0,7,384,68.0556,TISZA,142,36.9792
Baranya,Mohács,13775,1820,672,16267,10476,2372,12848,3,12855,0,145,12710,78.982,DK,77,0.6058
Baranya,Mohács,13775,1820,672,16267,10476,2372,12848,3,12855,0,145,12710,78.982,FIDESZ_KDNP,4757,37.4272
Baranya,Mohács,13775,1820,672,16267,10476,2372,12848,3,12855,0,145,12710,78.982,MKKP,79,0.6216
Baranya,Mohács,13775,1820,672,16267,10476,2372,12848,3,12855,0,145,12710,78.982,Mi_Hazank,834,6.5618
Baranya,Mohács,13775,1820,672,16267,10476,2372,12848,3,12855,0,145,12710,78.982,TISZA,6604,51.9591
Baranya,Molvány,139,0,0,139,89,0,89,0,89,0,1,88,64.0288,DK,0,0.0
Baranya,Molvány,139,0,0,139,89,0,89,0,89,0,1,88,64.0288,FIDESZ_KDNP,42,47.7273
Baranya,Molvány,139,0,0,139,89,0,89,0,89,0,1,88,64.0288,MKKP,0,0.0
Baranya,Molvány,139,0,0,139,89,0,89,0,89,0,1,88,64.0288,Mi_Hazank,6,6.8182
Baranya,Molvány,139,0,0,139,89,0,89,0,89,0,1,88,64.0288,TISZA,39,44.3182
Baranya,Monyoród,144,0,0,144,111,0,111,0,111,0,1,110,77.0833,DK,1,0.9091
Baranya,Monyoród,144,0,0,144,111,0,111,0,111,0,1,110,77.0833,FIDESZ_KDNP,42,38.1818
Baranya,Monyoród,144,0,0,144,111,0,111,0,111,0,1,110,77.0833,MKKP,2,1.8182
Baranya,Monyoród,144,0,0,144,111,0,111,0,111,0,1,110,77.0833,Mi_Hazank,10,9.0909
Baranya,Monyoród,144,0,0,144,111,0,111,0,111,0,1,110,77.0833,TISZA,51,46.3636
Baranya,Mozsgó,637,0,0,637,447,0,447,0,447,0,5,442,70.1727,DK,3,0.6787
Baranya,Mozsgó,637,0,0,637,447,0,447,0,447,0,5,442,70.1727,FIDESZ_KDNP,209,47.2851
Baranya,Mozsgó,637,0,0,637,447,0,447,0,447,0,5,442,70.1727,MKKP,3,0.6787
Baranya,Mozsgó,637,0,0,637,447,0,447,0,447,0,5,442,70.1727,Mi_Hazank,25,5.6561
Baranya,Mozsgó,637,0,0,637,447,0,447,0,447,0,5,442,70.1727,TISZA,198,44.7964
Baranya,Mágocs,1751,0,0,1751,1273,0,1273,0,1275,0,22,1253,72.7013,DK,17,1.3567
Baranya,Mágocs,1751,0,0,1751,1273,0,1273,0,1275,0,22,1253,72.7013,FIDESZ_KDNP,528,42.1389
Baranya,Mágocs,1751,0,0,1751,1273,0,1273,0,1275,0,22,1253,72.7013,MKKP,3,0.2394
Baranya,Mágocs,1751,0,0,1751,1273,0,1273,0,1275,0,22,1253,72.7013,Mi_Hazank,65,5.1875
Baranya,Mágocs,1751,0,0,1751,1273,0,1273,0,1275,0,22,1253,72.7013,TISZA,612,48.8428
Baranya,Mánfa,643,0,0,643,512,0,512,0,512,0,1,511,79.6267,DK,8,1.5656
Baranya,Mánfa,643,0,0,643,512,0,512,0,512,0,1,511,79.6267,FIDESZ_KDNP,165,32.2896
Baranya,Mánfa,643,0,0,643,512,0,512,0,512,0,1,511,79.6267,MKKP,3,0.5871
Baranya,Mánfa,643,0,0,643,512,0,512,0,512,0,1,511,79.6267,Mi_Hazank,24,4.6967
Baranya,Mánfa,643,0,0,643,512,0,512,0,512,0,1,511,79.6267,TISZA,298,58.317
Baranya,Márfa,136,0,0,136,109,0,109,0,109,0,0,109,80.1471,DK,1,0.9174
Baranya,Márfa,136,0,0,136,109,0,109,0,109,0,0,109,80.1471,FIDESZ_KDNP,45,41.2844
Baranya,Márfa,136,0,0,136,109,0,109,0,109,0,0,109,80.1471,MKKP,0,0.0
Baranya,Márfa,136,0,0,136,109,0,109,0,109,0,0,109,80.1471,Mi_Hazank,5,4.5872
Baranya,Márfa,136,0,0,136,109,0,109,0,109,0,0,109,80.1471,TISZA,58,53.211
Baranya,Máriakéménd,413,0,0,413,283,0,283,0,283,0,2,281,68.523,DK,2,0.7117
Baranya,Máriakéménd,413,0,0,413,283,0,283,0,283,0,2,281,68.523,FIDESZ_KDNP,118,41.9929
Baranya,Máriakéménd,413,0,0,413,283,0,283,0,283,0,2,281,68.523,MKKP,4,1.4235
Baranya,Máriakéménd,413,0,0,413,283,0,283,0,283,0,2,281,68.523,Mi_Hazank,21,7.4733
Baranya,Máriakéménd,413,0,0,413,283,0,283,0,283,0,2,281,68.523,TISZA,106,37.7224
Baranya,Márok,328,0,0,328,267,0,267,0,267,0,2,265,81.4024,DK,0,0.0
Baranya,Márok,328,0,0,328,267,0,267,0,267,0,2,265,81.4024,FIDESZ_KDNP,127,47.9245
Baranya,Márok,328,0,0,328,267,0,267,0,267,0,2,265,81.4024,MKKP,0,0.0
Baranya,Márok,328,0,0,328,267,0,267,0,267,0,2,265,81.4024,Mi_Hazank,9,3.3962
Baranya,Márok,328,0,0,328,267,0,267,0,267,0,2,265,81.4024,TISZA,90,33.9623
Baranya,Máza,888,0,0,888,681,0,681,1,681,0,23,658,76.6892,DK,4,0.6079
Baranya,Máza,888,0,0,888,681,0,681,1,681,0,23,658,76.6892,FIDESZ_KDNP,192,29.1793
Baranya,Máza,888,0,0,888,681,0,681,1,681,0,23,658,76.6892,MKKP,1,0.152
Baranya,Máza,888,0,0,888,681,0,681,1,681,0,23,658,76.6892,Mi_Hazank,21,3.1915
Baranya,Máza,888,0,0,888,681,0,681,1,681,0,23,658,76.6892,TISZA,346,52.5836
Baranya,Nagybudmér,131,0,0,131,102,0,102,0,102,0,0,102,77.8626,DK,0,0.0
Baranya,Nagybudmér,131,0,0,131,102,0,102,0,102,0,0,102,77.8626,FIDESZ_KDNP,60,58.8235
Baranya,Nagybudmér,131,0,0,131,102,0,102,0,102,0,0,102,77.8626,MKKP,0,0.0
Baranya,Nagybudmér,131,0,0,131,102,0,102,0,102,0,0,102,77.8626,Mi_Hazank,3,2.9412
Baranya,Nagybudmér,131,0,0,131,102,0,102,0,102,0,0,102,77.8626,TISZA,29,28.4314
Baranya,Nagycsány,103,0,0,103,78,0,78,0,78,0,0,78,75.7282,DK,0,0.0
Baranya,Nagycsány,103,0,0,103,78,0,78,0,78,0,0,78,75.7282,FIDESZ_KDNP,21,26.9231
Baranya,Nagycsány,103,0,0,103,78,0,78,0,78,0,0,78,75.7282,MKKP,0,0.0
Baranya,Nagycsány,103,0,0,103,78,0,78,0,78,0,0,78,75.7282,Mi_Hazank,2,2.5641
Baranya,Nagycsány,103,0,0,103,78,0,78,0,78,0,0,78,75.7282,TISZA,54,69.2308
Baranya,Nagydobsza,441,0,0,441,297,0,297,0,297,0,2,295,67.3469,DK,0,0.0
Baranya,Nagydobsza,441,0,0,441,297,0,297,0,297,0,2,295,67.3469,FIDESZ_KDNP,134,45.4237
Baranya,Nagydobsza,441,0,0,441,297,0,297,0,297,0,2,295,67.3469,MKKP,0,0.0
Baranya,Nagydobsza,441,0,0,441,297,0,297,0,297,0,2,295,67.3469,Mi_Hazank,16,5.4237
Baranya,Nagydobsza,441,0,0,441,297,0,297,0,297,0,2,295,67.3469,TISZA,143,48.4746
Baranya,Nagyhajmás,205,0,0,205,146,0,146,0,146,0,8,138,71.2195,DK,0,0.0
Baranya,Nagyhajmás,205,0,0,205,146,0,146,0,146,0,8,138,71.2195,FIDESZ_KDNP,53,38.4058
Baranya,Nagyhajmás,205,0,0,205,146,0,146,0,146,0,8,138,71.2195,MKKP,0,0.0
Baranya,Nagyhajmás,205,0,0,205,146,0,146,0,146,0,8,138,71.2195,Mi_Hazank,13,9.4203
Baranya,Nagyhajmás,205,0,0,205,146,0,146,0,146,0,8,138,71.2195,TISZA,60,43.4783
Baranya,Nagyharsány,1117,0,0,1117,775,0,775,0,775,0,12,763,69.3823,DK,6,0.7864
Baranya,Nagyharsány,1117,0,0,1117,775,0,775,0,775,0,12,763,69.3823,FIDESZ_KDNP,342,44.8231
Baranya,Nagyharsány,1117,0,0,1117,775,0,775,0,775,0,12,763,69.3823,MKKP,5,0.6553
Baranya,Nagyharsány,1117,0,0,1117,775,0,775,0,775,0,12,763,69.3823,Mi_Hazank,23,3.0144
Baranya,Nagyharsány,1117,0,0,1117,775,0,775,0,775,0,12,763,69.3823,TISZA,369,48.3617
Baranya,Nagykozár,1539,0,0,1539,1316,0,1316,0,1321,0,33,1288,85.5101,DK,4,0.3106
Baranya,Nagykozár,1539,0,0,1539,1316,0,1316,0,1321,0,33,1288,85.5101,FIDESZ_KDNP,392,30.4348
Baranya,Nagykozár,1539,0,0,1539,1316,0,1316,0,1321,0,33,1288,85.5101,MKKP,5,0.3882
Baranya,Nagykozár,1539,0,0,1539,1316,0,1316,0,1321,0,33,1288,85.5101,Mi_Hazank,55,4.2702
Baranya,Nagykozár,1539,0,0,1539,1316,0,1316,0,1321,0,33,1288,85.5101,TISZA,778,60.4037
Baranya,Nagynyárád,509,0,0,509,419,0,419,0,419,0,2,417,82.3183,DK,4,0.9592
Baranya,Nagynyárád,509,0,0,509,419,0,419,0,419,0,2,417,82.3183,FIDESZ_KDNP,202,48.4412
Baranya,Nagynyárád,509,0,0,509,419,0,419,0,419,0,2,417,82.3183,MKKP,4,0.9592
Baranya,Nagynyárád,509,0,0,509,419,0,419,0,419,0,2,417,82.3183,Mi_Hazank,15,3.5971
Baranya,Nagynyárád,509,0,0,509,419,0,419,0,419,0,2,417,82.3183,TISZA,160,38.3693
Baranya,Nagypall,285,0,0,285,232,0,232,0,232,0,6,226,81.4035,DK,2,0.885
Baranya,Nagypall,285,0,0,285,232,0,232,0,232,0,6,226,81.4035,FIDESZ_KDNP,107,47.3451
Baranya,Nagypall,285,0,0,285,232,0,232,0,232,0,6,226,81.4035,MKKP,3,1.3274
Baranya,Nagypall,285,0,0,285,232,0,232,0,232,0,6,226,81.4035,Mi_Hazank,10,4.4248
Baranya,Nagypall,285,0,0,285,232,0,232,0,232,0,6,226,81.4035,TISZA,92,40.708
Baranya,Nagypeterd,501,0,0,501,406,0,406,0,406,0,6,400,81.0379,DK,8,2.0
Baranya,Nagypeterd,501,0,0,501,406,0,406,0,406,0,6,400,81.0379,FIDESZ_KDNP,143,35.75
Baranya,Nagypeterd,501,0,0,501,406,0,406,0,406,0,6,400,81.0379,MKKP,3,0.75
Baranya,Nagypeterd,501,0,0,501,406,0,406,0,406,0,6,400,81.0379,Mi_Hazank,31,7.75
Baranya,Nagypeterd,501,0,0,501,406,0,406,0,406,0,6,400,81.0379,TISZA,212,53.0
Baranya,Nagytótfalu,260,0,0,260,206,0,206,0,206,0,0,206,79.2308,DK,1,0.4854
Baranya,Nagytótfalu,260,0,0,260,206,0,206,0,206,0,0,206,79.2308,FIDESZ_KDNP,108,52.4272
Baranya,Nagytótfalu,260,0,0,260,206,0,206,0,206,0,0,206,79.2308,MKKP,2,0.9709
Baranya,Nagytótfalu,260,0,0,260,206,0,206,0,206,0,0,206,79.2308,Mi_Hazank,5,2.4272
Baranya,Nagytótfalu,260,0,0,260,206,0,206,0,206,0,0,206,79.2308,TISZA,90,43.6893
Baranya,Nagyváty,219,0,0,219,177,0,177,0,177,0,2,175,80.8219,DK,0,0.0
Baranya,Nagyváty,219,0,0,219,177,0,177,0,177,0,2,175,80.8219,FIDESZ_KDNP,108,61.7143
Baranya,Nagyváty,219,0,0,219,177,0,177,0,177,0,2,175,80.8219,MKKP,2,1.1429
Baranya,Nagyváty,219,0,0,219,177,0,177,0,177,0,2,175,80.8219,Mi_Hazank,8,4.5714
Baranya,Nagyváty,219,0,0,219,177,0,177,0,177,0,2,175,80.8219,TISZA,48,27.4286
Baranya,Nemeske,181,0,0,181,137,0,137,0,137,0,1,136,75.6906,DK,1,0.7353
Baranya,Nemeske,181,0,0,181,137,0,137,0,137,0,1,136,75.6906,FIDESZ_KDNP,59,43.3824
Baranya,Nemeske,181,0,0,181,137,0,137,0,137,0,1,136,75.6906,MKKP,1,0.7353
Baranya,Nemeske,181,0,0,181,137,0,137,0,137,0,1,136,75.6906,Mi_Hazank,7,5.1471
Baranya,Nemeske,181,0,0,181,137,0,137,0,137,0,1,136,75.6906,TISZA,65,47.7941
Baranya,Nyugotszenterzsébet,174,0,0,174,119,0,119,0,119,0,4,115,68.3908,DK,0,0.0
Baranya,Nyugotszenterzsébet,174,0,0,174,119,0,119,0,119,0,4,115,68.3908,FIDESZ_KDNP,33,28.6957
Baranya,Nyugotszenterzsébet,174,0,0,174,119,0,119,0,119,0,4,115,68.3908,MKKP,1,0.8696
Baranya,Nyugotszenterzsébet,174,0,0,174,119,0,119,0,119,0,4,115,68.3908,Mi_Hazank,6,5.2174
Baranya,Nyugotszenterzsébet,174,0,0,174,119,0,119,0,119,0,4,115,68.3908,TISZA,74,64.3478
Baranya,Okorvölgy,57,0,0,57,41,0,41,0,41,0,1,40,71.9298,DK,0,0.0
Baranya,Okorvölgy,57,0,0,57,41,0,41,0,41,0,1,40,71.9298,FIDESZ_KDNP,17,42.5
Baranya,Okorvölgy,57,0,0,57,41,0,41,0,41,0,1,40,71.9298,MKKP,2,5.0
Baranya,Okorvölgy,57,0,0,57,41,0,41,0,41,0,1,40,71.9298,Mi_Hazank,1,2.5
Baranya,Okorvölgy,57,0,0,57,41,0,41,0,41,0,1,40,71.9298,TISZA,19,47.5
Baranya,Okorág,115,0,0,115,70,0,70,0,70,0,1,69,60.8696,DK,1,1.4493
Baranya,Okorág,115,0,0,115,70,0,70,0,70,0,1,69,60.8696,FIDESZ_KDNP,41,59.4203
Baranya,Okorág,115,0,0,115,70,0,70,0,70,0,1,69,60.8696,MKKP,0,0.0
Baranya,Okorág,115,0,0,115,70,0,70,0,70,0,1,69,60.8696,Mi_Hazank,2,2.8986
Baranya,Okorág,115,0,0,115,70,0,70,0,70,0,1,69,60.8696,TISZA,24,34.7826
Baranya,Olasz,473,0,0,473,390,0,390,0,391,0,4,387,82.4524,DK,5,1.292
Baranya,Olasz,473,0,0,473,390,0,390,0,391,0,4,387,82.4524,FIDESZ_KDNP,153,39.5349
Baranya,Olasz,473,0,0,473,390,0,390,0,391,0,4,387,82.4524,MKKP,4,1.0336
Baranya,Olasz,473,0,0,473,390,0,390,0,391,0,4,387,82.4524,Mi_Hazank,17,4.3928
Baranya,Olasz,473,0,0,473,390,0,390,0,391,0,4,387,82.4524,TISZA,183,47.2868
Baranya,Old,217,0,0,217,132,0,132,0,132,0,15,117,60.8295,DK,0,0.0
Baranya,Old,217,0,0,217,132,0,132,0,132,0,15,117,60.8295,FIDESZ_KDNP,50,42.735
Baranya,Old,217,0,0,217,132,0,132,0,132,0,15,117,60.8295,MKKP,2,1.7094
Baranya,Old,217,0,0,217,132,0,132,0,132,0,15,117,60.8295,Mi_Hazank,0,0.0
Baranya,Old,217,0,0,217,132,0,132,0,132,0,15,117,60.8295,TISZA,21,17.9487
Baranya,Orfű,914,0,0,914,752,0,752,0,752,0,2,750,82.2757,DK,13,1.7333
Baranya,Orfű,914,0,0,914,752,0,752,0,752,0,2,750,82.2757,FIDESZ_KDNP,227,30.2667
Baranya,Orfű,914,0,0,914,752,0,752,0,752,0,2,750,82.2757,MKKP,6,0.8
Baranya,Orfű,914,0,0,914,752,0,752,0,752,0,2,750,82.2757,Mi_Hazank,45,6.0
Baranya,Orfű,914,0,0,914,752,0,752,0,752,0,2,750,82.2757,TISZA,456,60.8
Baranya,Oroszló,233,0,0,233,177,0,177,0,177,0,4,173,75.9657,DK,0,0.0
Baranya,Oroszló,233,0,0,233,177,0,177,0,177,0,4,173,75.9657,FIDESZ_KDNP,57,32.948
Baranya,Oroszló,233,0,0,233,177,0,177,0,177,0,4,173,75.9657,MKKP,0,0.0
Baranya,Oroszló,233,0,0,233,177,0,177,0,177,0,4,173,75.9657,Mi_Hazank,7,4.0462
Baranya,Oroszló,233,0,0,233,177,0,177,0,177,0,4,173,75.9657,TISZA,98,56.6474
Baranya,Palkonya,195,0,0,195,163,0,163,0,163,0,3,160,83.5897,DK,0,0.0
Baranya,Palkonya,195,0,0,195,163,0,163,0,163,0,3,160,83.5897,FIDESZ_KDNP,57,35.625
Baranya,Palkonya,195,0,0,195,163,0,163,0,163,0,3,160,83.5897,MKKP,1,0.625
Baranya,Palkonya,195,0,0,195,163,0,163,0,163,0,3,160,83.5897,Mi_Hazank,13,8.125
Baranya,Palkonya,195,0,0,195,163,0,163,0,163,0,3,160,83.5897,TISZA,67,41.875
Baranya,Palotabozsok,580,0,0,580,484,0,484,0,484,0,3,481,83.4483,DK,4,0.8316
Baranya,Palotabozsok,580,0,0,580,484,0,484,0,484,0,3,481,83.4483,FIDESZ_KDNP,250,51.9751
Baranya,Palotabozsok,580,0,0,580,484,0,484,0,484,0,3,481,83.4483,MKKP,2,0.4158
Baranya,Palotabozsok,580,0,0,580,484,0,484,0,484,0,3,481,83.4483,Mi_Hazank,30,6.237
Baranya,Palotabozsok,580,0,0,580,484,0,484,0,484,0,3,481,83.4483,TISZA,174,36.1746
Baranya,Palé,64,0,0,64,47,0,47,0,47,0,1,46,73.4375,DK,2,4.3478
Baranya,Palé,64,0,0,64,47,0,47,0,47,0,1,46,73.4375,FIDESZ_KDNP,23,50.0
Baranya,Palé,64,0,0,64,47,0,47,0,47,0,1,46,73.4375,MKKP,0,0.0
Baranya,Palé,64,0,0,64,47,0,47,0,47,0,1,46,73.4375,Mi_Hazank,3,6.5217
Baranya,Palé,64,0,0,64,47,0,47,0,47,0,1,46,73.4375,TISZA,16,34.7826
Baranya,Patapoklosi,244,0,0,244,168,0,168,0,167,0,6,161,68.8525,DK,2,1.2422
Baranya,Patapoklosi,244,0,0,244,168,0,168,0,167,0,6,161,68.8525,FIDESZ_KDNP,96,59.6273
Baranya,Patapoklosi,244,0,0,244,168,0,168,0,167,0,6,161,68.8525,MKKP,0,0.0
Baranya,Patapoklosi,244,0,0,244,168,0,168,0,167,0,6,161,68.8525,Mi_Hazank,0,0.0
Baranya,Patapoklosi,244,0,0,244,168,0,168,0,167,0,6,161,68.8525,TISZA,55,34.1615
Baranya,Pellérd,1838,0,0,1838,1486,0,1486,0,1486,0,1,1485,80.8487,DK,25,1.6835
Baranya,Pellérd,1838,0,0,1838,1486,0,1486,0,1486,0,1,1485,80.8487,FIDESZ_KDNP,436,29.3603
Baranya,Pellérd,1838,0,0,1838,1486,0,1486,0,1486,0,1,1485,80.8487,MKKP,6,0.404
Baranya,Pellérd,1838,0,0,1838,1486,0,1486,0,1486,0,1,1485,80.8487,Mi_Hazank,110,7.4074
Baranya,Pellérd,1838,0,0,1838,1486,0,1486,0,1486,0,1,1485,80.8487,TISZA,904,60.8754
Baranya,Pereked,144,0,0,144,122,0,122,0,120,0,5,115,84.7222,DK,0,0.0
Baranya,Pereked,144,0,0,144,122,0,122,0,120,0,5,115,84.7222,FIDESZ_KDNP,47,40.8696
Baranya,Pereked,144,0,0,144,122,0,122,0,120,0,5,115,84.7222,MKKP,1,0.8696
Baranya,Pereked,144,0,0,144,122,0,122,0,120,0,5,115,84.7222,Mi_Hazank,4,3.4783
Baranya,Pereked,144,0,0,144,122,0,122,0,120,0,5,115,84.7222,TISZA,41,35.6522
Baranya,Peterd,160,0,0,160,132,0,132,0,132,0,0,132,82.5,DK,0,0.0
Baranya,Peterd,160,0,0,160,132,0,132,0,132,0,0,132,82.5,FIDESZ_KDNP,67,50.7576
Baranya,Peterd,160,0,0,160,132,0,132,0,132,0,0,132,82.5,MKKP,1,0.7576
Baranya,Peterd,160,0,0,160,132,0,132,0,132,0,0,132,82.5,Mi_Hazank,10,7.5758
Baranya,Peterd,160,0,0,160,132,0,132,0,132,0,0,132,82.5,TISZA,53,40.1515
Baranya,Pettend,106,0,0,106,70,0,70,0,70,0,2,68,66.0377,DK,0,0.0
Baranya,Pettend,106,0,0,106,70,0,70,0,70,0,2,68,66.0377,FIDESZ_KDNP,48,70.5882
Baranya,Pettend,106,0,0,106,70,0,70,0,70,0,2,68,66.0377,MKKP,0,0.0
Baranya,Pettend,106,0,0,106,70,0,70,0,70,0,2,68,66.0377,Mi_Hazank,1,1.4706
Baranya,Pettend,106,0,0,106,70,0,70,0,70,0,2,68,66.0377,TISZA,16,23.5294
Baranya,Piskó,166,0,0,166,131,0,131,0,131,0,4,127,78.9157,DK,0,0.0
Baranya,Piskó,166,0,0,166,131,0,131,0,131,0,4,127,78.9157,FIDESZ_KDNP,111,87.4016
Baranya,Piskó,166,0,0,166,131,0,131,0,131,0,4,127,78.9157,MKKP,0,0.0
Baranya,Piskó,166,0,0,166,131,0,131,0,131,0,4,127,78.9157,Mi_Hazank,0,0.0
Baranya,Piskó,166,0,0,166,131,0,131,0,131,0,4,127,78.9157,TISZA,16,12.5984
Baranya,Pogány,1012,0,0,1012,846,0,846,0,846,0,3,843,83.5968,DK,3,0.3559
Baranya,Pogány,1012,0,0,1012,846,0,846,0,846,0,3,843,83.5968,FIDESZ_KDNP,258,30.605
Baranya,Pogány,1012,0,0,1012,846,0,846,0,846,0,3,843,83.5968,MKKP,10,1.1862
Baranya,Pogány,1012,0,0,1012,846,0,846,0,846,0,3,843,83.5968,Mi_Hazank,54,6.4057
Baranya,Pogány,1012,0,0,1012,846,0,846,0,846,0,3,843,83.5968,TISZA,488,57.8885
Baranya,Páprád,114,0,0,114,97,0,97,0,97,0,0,97,85.0877,DK,0,0.0
Baranya,Páprád,114,0,0,114,97,0,97,0,97,0,0,97,85.0877,FIDESZ_KDNP,56,57.732
Baranya,Páprád,114,0,0,114,97,0,97,0,97,0,0,97,85.0877,MKKP,0,0.0
Baranya,Páprád,114,0,0,114,97,0,97,0,97,0,0,97,85.0877,Mi_Hazank,8,8.2474
Baranya,Páprád,114,0,0,114,97,0,97,0,97,0,0,97,85.0877,TISZA,33,34.0206
Baranya,Pécs,102640,4917,2212,109769,81073,6799,87872,3,87793,0,435,87358,80.0517,DK,1434,1.6415
Baranya,Pécs,102640,4917,2212,109769,81073,6799,87872,3,87793,0,435,87358,80.0517,FIDESZ_KDNP,25265,28.9212
Baranya,Pécs,102640,4917,2212,109769,81073,6799,87872,3,87793,0,435,87358,80.0517,MKKP,826,0.9455
Baranya,Pécs,102640,4917,2212,109769,81073,6799,87872,3,87793,0,435,87358,80.0517,Mi_Hazank,4337,4.9646
Baranya,Pécs,102640,4917,2212,109769,81073,6799,87872,3,87793,0,435,87358,80.0517,TISZA,54534,62.4259
Baranya,Pécsbagota,78,0,0,78,56,0,56,0,56,0,0,56,71.7949,DK,0,0.0
Baranya,Pécsbagota,78,0,0,78,56,0,56,0,56,0,0,56,71.7949,FIDESZ_KDNP,27,48.2143
Baranya,Pécsbagota,78,0,0,78,56,0,56,0,56,0,0,56,71.7949,MKKP,0,0.0
Baranya,Pécsbagota,78,0,0,78,56,0,56,0,56,0,0,56,71.7949,Mi_Hazank,3,5.3571
Baranya,Pécsbagota,78,0,0,78,56,0,56,0,56,0,0,56,71.7949,TISZA,26,46.4286
Baranya,Pécsdevecser,72,0,0,72,50,0,50,0,50,0,1,49,69.4444,DK,0,0.0
Baranya,Pécsdevecser,72,0,0,72,50,0,50,0,50,0,1,49,69.4444,FIDESZ_KDNP,10,20.4082
Baranya,Pécsdevecser,72,0,0,72,50,0,50,0,50,0,1,49,69.4444,MKKP,0,0.0
Baranya,Pécsdevecser,72,0,0,72,50,0,50,0,50,0,1,49,69.4444,Mi_Hazank,3,6.1224
Baranya,Pécsdevecser,72,0,0,72,50,0,50,0,50,0,1,49,69.4444,TISZA,25,51.0204
Baranya,Pécsudvard,632,0,0,632,552,0,552,0,551,0,2,549,87.3418,DK,5,0.9107
Baranya,Pécsudvard,632,0,0,632,552,0,552,0,551,0,2,549,87.3418,FIDESZ_KDNP,146,26.5938
Baranya,Pécsudvard,632,0,0,632,552,0,552,0,551,0,2,549,87.3418,MKKP,3,0.5464
Baranya,Pécsudvard,632,0,0,632,552,0,552,0,551,0,2,549,87.3418,Mi_Hazank,25,4.5537
Baranya,Pécsudvard,632,0,0,632,552,0,552,0,551,0,2,549,87.3418,TISZA,345,62.8415
Baranya,Pécsvárad,3097,0,0,3097,2461,0,2461,0,2461,0,17,2444,79.464,DK,35,1.4321
Baranya,Pécsvárad,3097,0,0,3097,2461,0,2461,0,2461,0,17,2444,79.464,FIDESZ_KDNP,982,40.18
Baranya,Pécsvárad,3097,0,0,3097,2461,0,2461,0,2461,0,17,2444,79.464,MKKP,19,0.7774
Baranya,Pécsvárad,3097,0,0,3097,2461,0,2461,0,2461,0,17,2444,79.464,Mi_Hazank,150,6.1375
Baranya,Pécsvárad,3097,0,0,3097,2461,0,2461,0,2461,0,17,2444,79.464,TISZA,1173,47.9951
Baranya,Pócsa,137,0,0,137,99,0,99,0,99,0,2,97,72.2628,DK,2,2.0619
Baranya,Pócsa,137,0,0,137,99,0,99,0,99,0,2,97,72.2628,FIDESZ_KDNP,22,22.6804
Baranya,Pócsa,137,0,0,137,99,0,99,0,99,0,2,97,72.2628,MKKP,0,0.0
Baranya,Pócsa,137,0,0,137,99,0,99,0,99,0,2,97,72.2628,Mi_Hazank,5,5.1546
Baranya,Pócsa,137,0,0,137,99,0,99,0,99,0,2,97,72.2628,TISZA,31,31.9588
Baranya,Regenye,122,0,0,122,78,0,78,0,78,0,5,73,63.9344,DK,1,1.3699
Baranya,Regenye,122,0,0,122,78,0,78,0,78,0,5,73,63.9344,FIDESZ_KDNP,28,38.3562
Baranya,Regenye,122,0,0,122,78,0,78,0,78,0,5,73,63.9344,MKKP,0,0.0
Baranya,Regenye,122,0,0,122,78,0,78,0,78,0,5,73,63.9344,Mi_Hazank,9,12.3288
Baranya,Regenye,122,0,0,122,78,0,78,0,78,0,5,73,63.9344,TISZA,30,41.0959
Baranya,Romonya,433,0,0,433,369,0,369,0,369,0,5,364,85.2194,DK,8,2.1978
Baranya,Romonya,433,0,0,433,369,0,369,0,369,0,5,364,85.2194,FIDESZ_KDNP,115,31.5934
Baranya,Romonya,433,0,0,433,369,0,369,0,369,0,5,364,85.2194,MKKP,5,1.3736
Baranya,Romonya,433,0,0,433,369,0,369,0,369,0,5,364,85.2194,Mi_Hazank,20,5.4945
Baranya,Romonya,433,0,0,433,369,0,369,0,369,0,5,364,85.2194,TISZA,197,54.1209
Baranya,Rádfalva,153,0,0,153,107,0,107,0,107,0,1,106,69.9346,DK,1,0.9434
