country,region,start_yr,end_yr,start,end,scale_for_log,scaling,change,label_color,label_txt_linear,label_txt_log,label_final,sel_var,scale_type
Belarus,ex-USSR/Balkans,1990,2024,30.327741478034223,46.10540420349423,100,1,15.777662725460008,black,+16%,15.78,+16%,% of G7,linear
Kazakhstan,ex-USSR/Balkans,1990,2024,41.34263218926911,57.010184482186325,100,1,15.667552292917215,black,+16%,15.67,+16%,% of G7,linear
Slovenia,CEE,1990,2024,62.24690129766627,77.00113137889373,100,1,14.754230081227462,black,+15%,14.75,+15%,% of G7,linear
Thailand,Asia,1990,2024,21.3664512443065,34.51400330274272,100,1,13.147552058436222,black,+13%,13.15,+13%,% of G7,linear
Israel,Asia,1990,2024,62.207273943713126,75.16398711919369,100,1,12.956713175480566,black,+13%,12.96,+13%,% of G7,linear
Hungary,CEE,1990,2024,52.291853874528606,64.62634030073845,100,1,12.334486426209843,black,+12%,12.33,+12%,% of G7,linear
Croatia,CEE,1990,2024,57.454731601830034,67.69333010592126,100,1,10.238598504091229,black,+10%,10.24,+10%,% of G7,linear
Azerbaijan,ex-USSR/Balkans,1990,2024,26.459151080279774,35.04579732430397,100,1,8.586646244024195,black,+9%,8.59,+9%,% of G7,linear
Georgia,ex-USSR/Balkans,1990,2024,31.716147529224955,39.695673406970876,100,1,7.979525877745921,black,+8%,7.98,+8%,% of G7,linear
Czechia,CEE,1990,2024,68.54914418285453,76.15312595193464,100,1,7.603981769080107,black,+8%,7.6,+8%,% of G7,linear
North Macedonia,ex-USSR/Balkans,1990,2024,31.685268215607426,38.845825294589645,100,1,7.160557078982219,black,+7%,7.16,+7%,% of G7,linear
Egypt,Africa,1990,2024,19.65915695329491,26.671882605223157,100,1,7.012725651928246,black,+7%,7.01,+7%,% of G7,linear
Colombia,Latin America,1990,2024,24.55070348611965,29.379883122965243,100,1,4.829179636845591,black,+5%,4.83,+5%,% of G7,linear
Tunisia,Africa,1990,2024,16.55546946706883,20.186406072908312,100,1,3.6309366058394836,black,+4%,3.63,+4%,% of G7,linear
Iran,Asia,1990,2024,22.212643965202084,25.76030845345821,100,1,3.547664488256128,black,+4%,3.55,+4%,% of G7,linear
Morocco,Africa,1990,2024,10.849411854177697,14.394738281959766,100,1,3.5453264277820686,black,+4%,3.55,+4%,% of G7,linear
Paraguay,Latin America,1990,2024,24.461499144016333,25.875023306624026,100,1,1.4135241626076933,black,+1%,1.41,+1%,% of G7,linear
Argentina,Latin America,1990,2024,41.75904613525685,42.15105495266559,100,1,0.39200881740873683,black,+0%,0.39,+0%,% of G7,linear
Brazil,Latin America,1990,2024,31.01930102919314,31.196690703742618,100,1,0.1773896745494774,black,+0%,0.18,+0%,% of G7,linear
Ecuador,Latin America,1990,2024,22.355622547262403,22.126664444435885,100,1,-0.22895810282651752,red,0%,-0.23,0%,% of G7,linear
Portugal,Southern Europe,1990,2024,66.76270662517905,66.50262458678628,100,1,-0.2600820383927669,red,0%,-0.26,0%,% of G7,linear
Spain,Southern Europe,1990,2024,78.01478517703693,76.80608111657689,100,1,-1.208704060460036,red,-1%,-1.21,-1%,% of G7,linear
Algeria,Africa,1990,2024,28.797829785802783,24.518800684186736,100,1,-4.279029101616047,red,-4%,-4.28,-4%,% of G7,linear
South Africa,Africa,1990,2024,26.577786968404872,21.591976862328323,100,1,-4.985810106076549,red,-5%,-4.99,-5%,% of G7,linear
Jamaica,Latin America,1990,2024,21.465183302144506,16.290684354384716,100,1,-5.1744989477597905,red,-5%,-5.17,-5%,% of G7,linear
Greece,Southern Europe,1990,2024,66.08930078953203,59.943129290296916,100,1,-6.146171499235116,red,-6%,-6.15,-6%,% of G7,linear
Russia,ex-USSR/Balkans,1990,2024,72.78576927148931,66.21818770081656,100,1,-6.567581570672758,red,-7%,-6.57,-7%,% of G7,linear
Mexico,Latin America,1990,2024,42.15757146390285,34.984141368533315,100,1,-7.1734300953695325,red,-7%,-7.17,-7%,% of G7,linear
Moldova,ex-USSR/Balkans,1990,2024,39.04736822589011,26.144383499946162,100,1,-12.902984725943949,red,-13%,-12.9,-13%,% of G7,linear
Ukraine,ex-USSR/Balkans,1990,2024,56.02105378442861,25.912433321291306,100,1,-30.108620463137303,red,-30%,-30.11,-30%,% of G7,linear
South Korea,Asia,1990,2023,123.3652874401266,242.54763231818094,100,1,119.18234487805435,black,+119%,119.18,+119%,% of World,linear
Poland,CEE,1990,2024,114.286474368532,212.11805424213065,100,1,97.83157987359866,black,+98%,97.83,+98%,% of World,linear
China,Asia,1990,2024,14.858467021256413,112.12137019190614,100,1,97.26290317064972,black,+97%,97.26,+97%,% of World,linear
Panama,Latin America,1990,2024,101.0449449459381,171.27396850758524,100,1,70.22902356164714,black,+70%,70.23,+70%,% of World,linear
Malaysia,Asia,1990,2024,107.08629746173483,160.20523677269,100,1,53.11893931095517,black,+53%,53.12,+53%,% of World,linear
Dominican Republic,Latin America,1990,2024,65.31703976168909,113.92621356011051,100,1,48.60917379842142,black,+49%,48.61,+49%,% of World,linear
Romania,CEE,1990,2024,145.4359406467068,190.9505163473852,100,1,45.51457570067839,black,+46%,45.51,+46%,% of World,linear
Chile,Latin America,1990,2024,97.62851161751651,141.9185363129315,100,1,44.290024695415,black,+44%,44.29,+44%,% of World,linear
Lithuania,CEE,1990,2024,183.49912756110265,221.78722617624095,100,1,38.288098615138296,black,+38%,38.29,+38%,% of World,linear
Slovakia,CEE,1990,2024,156.17657359686586,189.70835329380353,100,1,33.53177969693766,black,+34%,33.53,+34%,% of World,linear
Costa Rica,Latin America,1990,2024,97.6353791695009,126.82826683153603,100,1,29.192887662035133,black,+29%,29.19,+29%,% of World,linear
Latvia,CEE,1990,2024,156.06778729589408,183.0760873315565,100,1,27.008300035662415,black,+27%,27.01,+27%,% of World,linear
Bulgaria,CEE,1990,2024,133.30482299652576,160.267539461656,100,1,26.962716465130256,black,+27%,26.96,+27%,% of World,linear
Belarus,ex-USSR/Balkans,1990,2024,110.09857677821874,136.5335685196201,100,1,26.43499174140136,black,+26%,26.43,+26%,% of World,linear
Uruguay,Latin America,1990,2024,125.33393240303435,150.64532352454535,100,1,25.311391121510994,black,+25%,25.31,+25%,% of World,linear
Thailand,Asia,1990,2024,77.56647076747059,102.2075419623863,100,1,24.64107119491571,black,+25%,24.64,+25%,% of World,linear
Estonia,CEE,1990,2024,172.56916269536796,195.34857872697148,100,1,22.779416031603517,black,+23%,22.78,+23%,% of World,linear
Kazakhstan,ex-USSR/Balkans,1990,2024,150.08585349491506,168.826281078886,100,1,18.740427583970956,black,+19%,18.74,+19%,% of World,linear
Azerbaijan,ex-USSR/Balkans,1990,2024,96.05446151697721,103.78236245762997,100,1,7.727900940652759,black,+8%,7.73,+8%,% of World,linear
Egypt,Africa,1990,2024,71.36849286271637,78.98439183299709,100,1,7.615898970280725,black,+8%,7.62,+8%,% of World,linear
Morocco,Africa,1990,2024,39.38654003928567,42.62764895992391,100,1,3.24110892063824,black,+3%,3.24,+3%,% of World,linear
Georgia,ex-USSR/Balkans,1990,2024,115.13889705188899,117.55220540138689,100,1,2.413308349497896,black,+2%,2.41,+2%,% of World,linear
Slovenia,CEE,1990,2024,225.97446785448955,228.02618106993367,100,1,2.051713215444124,black,+2%,2.05,+2%,% of World,linear
Hungary,CEE,1990,2024,189.83473242971456,191.38027339871866,100,1,1.5455409690040938,black,+2%,1.55,+2%,% of World,linear
North Macedonia,ex-USSR/Balkans,1990,2024,115.02679610683047,115.03552004773631,100,1,0.00872394090583839,black,+0%,0.01,+0%,% of World,linear
Tunisia,Africa,1990,2024,60.101199014100764,59.77872018116744,100,1,-0.3224788329333279,red,0%,-0.32,0%,% of World,linear
Colombia,Latin America,1990,2024,89.1262382556101,87.00368980094083,100,1,-2.1225484546692712,red,-2%,-2.12,-2%,% of World,linear
Israel,Asia,1990,2024,225.83060896295657,222.58578062240497,100,1,-3.2448283405516065,red,-3%,-3.24,-3%,% of World,linear
Iran,Asia,1990,2024,80.63839797702455,76.28491496990777,100,1,-4.353483007116779,red,-4%,-4.35,-4%,% of World,linear
Croatia,CEE,1990,2024,208.57748946183816,200.46265907452127,100,1,-8.114830387316886,red,-8%,-8.11,-8%,% of World,linear
Paraguay,Latin America,1990,2024,88.80240038871433,76.62462413276,100,1,-12.177776255954328,red,-12%,-12.18,-12%,% of World,linear
Ecuador,Latin America,1990,2024,81.1574520716399,65.52447610482224,100,1,-15.632975966817654,red,-16%,-15.63,-16%,% of World,linear
Brazil,Latin America,1990,2024,112.60914032925426,92.38386651996922,100,1,-20.225273809285042,red,-20%,-20.23,-20%,% of World,linear
Czechia,CEE,1990,2024,248.85345383741998,225.51495252597152,100,1,-23.338501311448454,red,-23%,-23.34,-23%,% of World,linear
Argentina,Latin America,1990,2024,151.59755797963766,124.82341384869319,100,1,-26.774144130944464,red,-27%,-26.77,-27%,% of World,linear
Jamaica,Latin America,1990,2024,77.92489703070625,48.24218130078381,100,1,-29.682715729922435,red,-30%,-29.68,-30%,% of World,linear
Algeria,Africa,1990,2024,104.54454961688079,72.60839398474697,100,1,-31.93615563213382,red,-32%,-31.94,-32%,% of World,linear
South Africa,Africa,1990,2024,96.48514450887932,63.94108680611743,100,1,-32.54405770276188,red,-33%,-32.54,-33%,% of World,linear
Portugal,Southern Europe,1990,2024,242.3681627139223,196.93658059430732,100,1,-45.43158211961497,red,-45%,-45.43,-45%,% of World,linear
Mexico,Latin America,1990,2024,153.0443215484242,103.59977848927996,100,1,-49.44454305914424,red,-49%,-49.44,-49%,% of World,linear
Spain,Southern Europe,1990,2024,283.21650070353286,227.44857181100025,100,1,-55.76792889253261,red,-56%,-55.77,-56%,% of World,linear
Greece,Southern Europe,1990,2024,239.92350246275976,177.51171455117478,100,1,-62.41178791158498,red,-62%,-62.41,-62%,% of World,linear
Moldova,ex-USSR/Balkans,1990,2024,141.75337361403137,77.42229002565806,100,1,-64.33108358837332,red,-64%,-64.33,-64%,% of World,linear
Russia,ex-USSR/Balkans,1990,2024,264.23364272947515,196.09426755680207,100,1,-68.13937517267308,red,-68%,-68.14,-68%,% of World,linear
Ukraine,ex-USSR/Balkans,1990,2024,203.3728194283401,76.73540773587845,100,1,-126.63741169246165,red,-127%,-126.64,-127%,% of World,linear
Italy,Southern Europe,1990,2024,380.22873816597973,249.74573086376247,100,1,-130.48300730221726,red,-130%,-130.48,-130%,% of World,linear
South Korea,Asia,1990,2023,102.20014204132066,240.34373035143057,100,1,138.14358831010992,black,+138%,138.14,+138%,% of LAT_AM,linear
Poland,CEE,1990,2024,94.67893405212932,212.1678168656436,100,1,117.48888281351428,black,+117%,117.49,+117%,% of LAT_AM,linear
China,Asia,1990,2024,12.309276552577096,112.14767372157291,100,1,99.83839716899581,black,+100%,99.84,+100%,% of LAT_AM,linear
Malaysia,Asia,1990,2024,88.71405432083176,160.2428207157957,100,1,71.52876639496392,black,+72%,71.53,+72%,% of LAT_AM,linear
Romania,CEE,1990,2024,120.48424723381217,190.9953130936525,100,1,70.51106585984033,black,+71%,70.51,+71%,% of LAT_AM,linear
Lithuania,CEE,1990,2024,152.01712969951046,221.83925717509027,100,1,69.8221274755798,black,+70%,69.82,+70%,% of LAT_AM,linear
Slovakia,CEE,1990,2024,129.38216524541406,189.75285863021136,100,1,60.370693384797306,black,+60%,60.37,+60%,% of LAT_AM,linear
Latvia,CEE,1990,2024,129.29204284840782,183.11903674687454,100,1,53.826993898466725,black,+54%,53.83,+54%,% of LAT_AM,linear
Estonia,CEE,1990,2024,142.96236247151796,195.3944072530331,100,1,52.432044781515145,black,+52%,52.43,+52%,% of LAT_AM,linear
Bulgaria,CEE,1990,2024,110.43440280273431,160.30513802089263,100,1,49.870735218158316,black,+50%,49.87,+50%,% of LAT_AM,linear
Belarus,ex-USSR/Balkans,1990,2024,91.20953242817376,136.56559911970928,100,1,45.35606669153552,black,+45%,45.36,+45%,% of LAT_AM,linear
Kazakhstan,ex-USSR/Balkans,1990,2024,124.33639854337149,168.8658875079306,100,1,44.52948896455912,black,+45%,44.53,+45%,% of LAT_AM,linear
Slovenia,CEE,1990,2024,187.20519517006997,228.07967571960046,100,1,40.87448054953049,black,+41%,40.87,+41%,% of LAT_AM,linear
Thailand,Asia,1990,2024,64.25879187390402,102.23151972066354,100,1,37.972727846759526,black,+38%,37.97,+38%,% of LAT_AM,linear
Israel,Asia,1990,2024,187.08601740577618,222.6379989611033,100,1,35.55198155532713,black,+36%,35.55,+36%,% of LAT_AM,linear
Hungary,CEE,1990,2024,157.26576755320224,191.4251709654391,100,1,34.159403412236856,black,+34%,34.16,+34%,% of LAT_AM,linear
Croatia,CEE,1990,2024,172.79292653508892,200.50968735727434,100,1,27.71676082218542,black,+28%,27.72,+28%,% of LAT_AM,linear
Azerbaijan,ex-USSR/Balkans,1990,2024,79.57489350885727,103.80670966677592,100,1,24.231816157918644,black,+24%,24.23,+24%,% of LAT_AM,linear
Georgia,ex-USSR/Balkans,1990,2024,95.38511097698438,117.5797829980295,100,1,22.194672021045122,black,+22%,22.19,+22%,% of LAT_AM,linear
Egypt,Africa,1990,2024,59.1241690364849,79.00292147003448,100,1,19.87875243354958,black,+20%,19.88,+20%,% of LAT_AM,linear
North Macedonia,ex-USSR/Balkans,1990,2024,95.292242612263,115.06250723322228,100,1,19.77026462095928,black,+20%,19.77,+20%,% of LAT_AM,linear
Czechia,CEE,1990,2024,206.15895165810718,225.56785804464218,100,1,19.408906386534994,black,+19%,19.41,+19%,% of LAT_AM,linear
Morocco,Africa,1990,2024,32.629194727769594,42.63764935170581,100,1,10.008454623936217,black,+10%,10.01,+10%,% of LAT_AM,linear
Tunisia,Africa,1990,2024,49.78994661748649,59.79274419226394,100,1,10.002797574777446,black,+10%,10,+10%,% of LAT_AM,linear
Iran,Asia,1990,2024,66.80368439327974,76.3028113131348,100,1,9.499126919855058,black,+9%,9.5,+9%,% of LAT_AM,linear
Portugal,Southern Europe,1990,2024,200.78630844741102,196.98278166357065,100,1,-3.8035267838403684,red,-4%,-3.8,-4%,% of LAT_AM,linear
Spain,Southern Europe,1990,2024,234.626507998814,227.5019309542756,100,1,-7.124577044538398,red,-7%,-7.12,-7%,% of LAT_AM,linear
Algeria,Africa,1990,2024,86.60838103000937,72.62542782086551,100,1,-13.982953209143858,red,-14%,-13.98,-14%,% of LAT_AM,linear
South Africa,Africa,1990,2024,79.93168644356784,63.95608730308649,100,1,-15.97559914048135,red,-16%,-15.98,-16%,% of LAT_AM,linear
Greece,Southern Europe,1990,2024,198.7610659331191,177.5533585717741,100,1,-21.207707361345,red,-21%,-21.21,-21%,% of LAT_AM,linear
Russia,ex-USSR/Balkans,1990,2024,218.9004409538968,196.14027102050693,100,1,-22.760169933389875,red,-23%,-22.76,-23%,% of LAT_AM,linear
Moldova,ex-USSR/Balkans,1990,2024,117.43347921287457,77.44045319561464,100,1,-39.993026017259936,red,-40%,-39.99,-40%,% of LAT_AM,linear
Italy,Southern Europe,1990,2024,314.9948567794248,249.80432089195855,100,1,-65.19053588746627,red,-65%,-65.19,-65%,% of LAT_AM,linear
Ukraine,ex-USSR/Balkans,1990,2024,168.48119486616332,76.75340976413067,100,1,-91.72778510203266,red,-92%,-91.73,-92%,% of LAT_AM,linear
China,Asia,1990,2024,7.4187375350241025,10.079355819982602,1,1,2.6606182849585,black,$3k,2.66,2.66,value,logratio
South Korea,Asia,1990,2023,9.535317433244053,10.828028325821478,1,1,1.2927108925774249,black,$1k,1.29,1.29,value,logratio
Poland,CEE,1990,2024,9.458875891794,10.716916852313972,1,1,1.2580409605199723,black,$1k,1.26,1.26,value,logratio
Dominican Republic,Latin America,1990,2024,8.89942061053533,10.09532486236347,1,1,1.1959042518281393,black,$1k,1.2,1.2,value,logratio
Panama,Latin America,1990,2024,9.335733079801942,10.503038302434701,1,1,1.1673052226327592,black,$1k,1.17,1.17,value,logratio
Malaysia,Asia,1990,2024,9.39380269021358,10.436229596066147,1,1,1.042426905852567,black,$1k,1.04,1.04,value,logratio
Chile,Latin America,1990,2024,9.301337240465696,10.315027078040329,1,1,1.013689837574633,black,$1k,1.01,1.01,value,logratio
Thailand,Asia,1990,2024,9.071302918556755,9.986779344154318,1,1,0.9154764255975625,black,$1k,0.92,0.92,value,logratio
Romania,CEE,1990,2024,9.699903381673526,10.611788190763257,1,1,0.9118848090897309,black,$1k,0.91,0.91,value,logratio
Costa Rica,Latin America,1990,2024,9.301407581704515,10.202607814696128,1,1,0.9012002329916129,black,$1k,0.9,0.9,value,logratio
Belarus,ex-USSR/Balkans,1990,2024,9.421543779495583,10.276344380609574,1,1,0.8548006011139915,black,$1k,0.85,0.85,value,logratio
Slovakia,CEE,1990,2024,9.771154911664071,10.605261783201511,1,1,0.8341068715374398,black,$1k,0.83,0.83,value,logratio
Lithuania,CEE,1990,2024,9.932377575526761,10.761492354624847,1,1,0.8291147790980862,black,$1k,0.83,0.83,value,logratio
Bulgaria,CEE,1990,2024,9.612806070528299,10.436618413428313,1,1,0.8238123429000144,black,$1k,0.82,0.82,value,logratio
Uruguay,Latin America,1990,2024,9.551149297000654,10.374702096104805,1,1,0.8235527991041511,black,$1k,0.82,0.82,value,logratio
Latvia,CEE,1990,2024,9.770458109293887,10.569675717195922,1,1,0.799217607902035,black,$1k,0.8,0.8,value,logratio
Estonia,CEE,1990,2024,9.870965761755583,10.634559418951664,1,1,0.7635936571960809,black,$1k,0.76,0.76,value,logratio
Kazakhstan,ex-USSR/Balkans,1990,2024,9.731375149474285,10.488644136636221,1,1,0.757268987161936,black,$1k,0.76,0.76,value,logratio
Egypt,Africa,1990,2024,8.988024158000744,9.729024134210999,1,1,0.7409999762102544,black,$1k,0.74,0.74,value,logratio
Morocco,Africa,1990,2024,8.393591797047796,9.11227695235814,1,1,0.7186851553103448,black,$1k,0.72,0.72,value,logratio
Azerbaijan,ex-USSR/Balkans,1990,2024,9.28508300055715,10.002069910772116,1,1,0.7169869102149669,black,$1k,0.72,0.72,value,logratio
Georgia,ex-USSR/Balkans,1990,2024,9.466306862489116,10.126656409198079,1,1,0.6603495467089626,black,$1k,0.66,0.66,value,logratio
Slovenia,CEE,1990,2024,10.1405896812739,10.789234324614219,1,1,0.6486446433403188,black,$1k,0.65,0.65,value,logratio
Hungary,CEE,1990,2024,9.966321526801005,10.614036281912888,1,1,0.6477147551118829,black,$1k,0.65,0.65,value,logratio
North Macedonia,ex-USSR/Balkans,1990,2024,9.465332773324183,10.10501482365111,1,1,0.6396820503269272,black,$1k,0.64,0.64,value,logratio
Tunisia,Africa,1990,2024,8.8161974541388215,9.45042362081182,1,1,0.6342261666729989,black,$1k,0.63,0.63,value,logratio
Israel,Asia,1990,2024,10.139952862859163,10.765086431193629,1,1,0.6251335683344657,black,$1k,0.63,0.63,value,logratio
Colombia,Latin America,1990,2024,9.210221434587876,9.825724402258366,1,1,0.6155029676704906,black,$1k,0.62,0.62,value,logratio
Croatia,CEE,1990,2024,10.060478286767317,10.66040186337022,1,1,0.5999235766029027,black,$1k,0.6,0.6,value,logratio
Iran,Asia,1990,2024,9.110142600248224,9.694249084925488,1,1,0.5841064846772639,black,$1k,0.58,0.58,value,logratio
Czechia,CEE,1990,2024,10.237031846881067,10.778160338061655,1,1,0.5411284911805883,black,$1k,0.54,0.54,value,logratio
Paraguay,Latin America,1990,2024,9.20658134351607,9.698692361960314,1,1,0.492111018444243,black,$0k,0.49,0.49,value,logratio
Argentina,Latin America,1990,2024,9.741397027243643,10.186673922303742,1,1,0.4452768950600987,black,$0k,0.45,0.45,value,logratio
Brazil,Latin America,1990,2024,9.44409055010531,9.885726231638271,1,1,0.4416356815329614,black,$0k,0.44,0.44,value,logratio
Portugal,Southern Europe,1990,2024,10.210625566108634,10.642655623989553,1,1,0.43203005788091886,black,$0k,0.43,0.43,value,logratio
Ecuador,Latin America,1990,2024,9.11655878305061,9.542197626827564,1,1,0.4256388437769534,black,$0k,0.43,0.43,value,logratio
Spain,Southern Europe,1990,2024,10.366379287797152,10.786698027860483,1,1,0.4203187400633315,black,$0k,0.42,0.42,value,logratio
Russia,ex-USSR/Balkans,1990,2024,10.29700138457334,10.638369373528326,1,1,0.34136798895498544,black,$0k,0.34,0.34,value,logratio
Greece,Southern Europe,1990,2024,10.20048779527403,10.538810477207198,1,1,0.3383226819331675,black,$0k,0.34,0.34,value,logratio
Algeria,Africa,1990,2024,9.36978095516178,9.644854407769989,1,1,0.2750734526082095,black,$0k,0.28,0.28,value,logratio
Mexico,Latin America,1990,2024,9.750895225244204,10.00030906468679,1,1,0.2494138394425871,black,$0k,0.25,0.25,value,logratio
South Africa,Africa,1990,2024,9.289556716060194,9.517736013765836,1,1,0.22817929770564227,black,$0k,0.23,0.23,value,logratio
Italy,Southern Europe,1990,2024,10.660940676646588,10.880217196742034,1,1,0.21927652009544651,black,$0k,0.22,0.22,value,logratio
Jamaica,Latin America,1990,2024,9.075913166741657,9.23600764207264,1,1,0.16009447533098253,black,$0k,0.16,0.16,value,logratio
Moldova,ex-USSR/Balkans,1990,2024,9.674256404549752,9.709048596961692,1,1,0.03479219241194009,black,$0k,0.03,0.03,value,logratio
Ukraine,ex-USSR/Balkans,1990,2024,10.035208506034767,9.700137114169069,1,1,-0.33507139186569823,red,$0k,-0.34,-0.34,value,logratio
China,Asia,1990,2024,-3.235541606518784,-0.9688288786021702,100,1,2.266712727916614,black,+2%,2.27,2.27,% of DE,logratio
South Korea,Asia,1990,2023,-1.1189617082988328,-0.2178737182607742,100,1,0.9010879900380586,black,+1%,0.9,0.9,% of DE,logratio
Poland,CEE,1990,2024,-1.1954032497488862,-0.33126784627080086,100,1,0.8641354034780854,black,+1%,0.86,0.86,% of DE,logratio
Dominican Republic,Latin America,1990,2024,-1.754858531007557,-0.9528598362213029,100,1,0.8019986947862542,black,+1%,0.8,0.8,% of DE,logratio
Panama,Latin America,1990,2024,-1.3185460617409441,-0.5451463961500709,100,1,0.7733996655908733,black,+1%,0.77,0.77,% of DE,logratio
Malaysia,Asia,1990,2024,-1.2604764513293074,-0.6119551025186266,100,1,0.6485213488106808,black,+1%,0.65,0.65,% of DE,logratio
Chile,Latin America,1990,2024,-1.3529419010771904,-0.7331576205444451,100,1,0.6197842805327453,black,+1%,0.62,0.62,% of DE,logratio
Thailand,Asia,1990,2024,-1.5829762229861306,-1.0614053544304551,100,1,0.5215708685556755,black,+1%,0.52,0.52,% of DE,logratio
Romania,CEE,1990,2024,-0.9543757598693606,-0.4363965078215159,100,1,0.5179792520478448,black,+1%,0.52,0.52,% of DE,logratio
Costa Rica,Latin America,1990,2024,-1.352871559838372,-0.8455768838886449,100,1,0.5072946759497271,black,+1%,0.51,0.51,% of DE,logratio
Belarus,ex-USSR/Balkans,1990,2024,-1.2327353620473036,-0.7718403179751991,100,1,0.46089504407210447,black,+0%,0.46,0.46,% of DE,logratio
Slovakia,CEE,1990,2024,-0.883124229878814,-0.44292291538326123,100,1,0.4402013144955528,black,+0%,0.44,0.44,% of DE,logratio
Lithuania,CEE,1990,2024,-0.7219015660161244,-0.2866923439599249,100,1,0.43520922205619955,black,+0%,0.44,0.44,% of DE,logratio
Bulgaria,CEE,1990,2024,-1.0414730710145887,-0.6115662851564594,100,1,0.42990678585812936,black,+0%,0.43,0.43,% of DE,logratio
Uruguay,Latin America,1990,2024,-1.103129844542233,-0.6734826024799683,100,1,0.4296472420622648,black,+0%,0.43,0.43,% of DE,logratio
Latvia,CEE,1990,2024,-0.8838210322489984,-0.4785089813888509,100,1,0.40531205086014754,black,+0%,0.41,0.41,% of DE,logratio
Estonia,CEE,1990,2024,-0.7833133797873026,-0.41362527963310836,100,1,0.3696881001541943,black,+0%,0.37,0.37,% of DE,logratio
Kazakhstan,ex-USSR/Balkans,1990,2024,-0.922903992068601,-0.5595405619485521,100,1,0.3633634301200489,black,+0%,0.36,0.36,% of DE,logratio
Egypt,Africa,1990,2024,-1.6662549835421414,-1.3191605643737738,100,1,0.3470944191683676,black,+0%,0.35,0.35,% of DE,logratio
Morocco,Africa,1990,2024,-2.2606873444950915,-1.935907746226633,100,1,0.3247795982684585,black,+0%,0.32,0.32,% of DE,logratio
Azerbaijan,ex-USSR/Balkans,1990,2024,-1.3691961409857378,-1.0461147878126564,100,1,0.3230813531730814,black,+0%,0.32,0.32,% of DE,logratio
Georgia,ex-USSR/Balkans,1990,2024,-1.187972279053771,-0.9215282893866942,100,1,0.26644398966707683,black,+0%,0.27,0.27,% of DE,logratio
Slovenia,CEE,1990,2024,-0.5136894602689862,-0.2589503739705536,100,1,0.2547390862984326,black,+0%,0.25,0.25,% of DE,logratio
Hungary,CEE,1990,2024,-0.6879576147418803,-0.43414841667188564,100,1,0.2538091980699947,black,+0%,0.25,0.25,% of DE,logratio
North Macedonia,ex-USSR/Balkans,1990,2024,-1.1889463682187027,-0.9431698749336619,100,1,0.2457764932850408,black,+0%,0.25,0.25,% of DE,logratio
Tunisia,Africa,1990,2024,-1.8380816874040657,-1.5977610777729518,100,1,0.2403206096311139,black,+0%,0.24,0.24,% of DE,logratio
Israel,Asia,1990,2024,-0.5143262786837237,-0.283098267391144,100,1,0.2312280112925797,black,+0%,0.23,0.23,% of DE,logratio
Colombia,Latin America,1990,2024,-1.4440577069550113,-1.222460296326407,100,1,0.22159741062860427,black,+0%,0.22,0.22,% of DE,logratio
Croatia,CEE,1990,2024,-0.5938008547755693,-0.3877828352145522,100,1,0.20601801956101712,black,+0%,0.21,0.21,% of DE,logratio
Iran,Asia,1990,2024,-1.5441365412946617,-1.3539356136592848,100,1,0.19020092763537688,black,+0%,0.19,0.19,% of DE,logratio
Czechia,CEE,1990,2024,-0.4172472946618189,-0.27002436052311746,100,1,0.14722293413870147,black,+0%,0.15,0.15,% of DE,logratio
Paraguay,Latin America,1990,2024,-1.447697798026816,-1.3494923366244587,100,1,0.09820546140235731,black,+0%,0.1,0.1,% of DE,logratio
Argentina,Latin America,1990,2024,-0.9128821142992439,-0.8615107762810316,100,1,0.051371338018212365,black,+0%,0.05,0.05,% of DE,logratio
Brazil,Latin America,1990,2024,-1.210188591437577,-1.1624584669465008,100,1,0.047730124491076165,black,+0%,0.05,0.05,% of DE,logratio
Portugal,Southern Europe,1990,2024,-0.44365357543425216,-0.40552907459522025,100,1,0.038124500839031905,black,+0%,0.04,0.04,% of DE,logratio
Ecuador,Latin America,1990,2024,-1.5377203584922758,-1.5059870717572088,100,1,0.031733286735067034,black,+0%,0.03,0.03,% of DE,logratio
Spain,Southern Europe,1990,2024,-0.2878998537457344,-0.2614866707242905,100,1,0.02641318302144391,black,+0%,0.03,0.03,% of DE,logratio
Russia,ex-USSR/Balkans,1990,2024,-0.35727775696954567,-0.4098153250564475,100,1,-0.052537568086901854,red,0%,-0.05,-0.05,% of DE,logratio
Greece,Southern Europe,1990,2024,-0.4537913462688559,-0.5093742213775749,100,1,-0.05558287510871901,red,0%,-0.06,-0.06,% of DE,logratio
Algeria,Africa,1990,2024,-1.2844981863811076,-1.4033302908147844,100,1,-0.11883210443367687,red,0%,-0.12,-0.12,% of DE,logratio
Mexico,Latin America,1990,2024,-0.9033839162986823,-1.0478756338979816,100,1,-0.14449171759929924,red,0%,-0.14,-0.14,% of DE,logratio
South Africa,Africa,1990,2024,-1.364722425482693,-1.5304486848189367,100,1,-0.16572625933624363,red,0%,-0.17,-0.17,% of DE,logratio
Italy,Southern Europe,1990,2024,0.006661535103701218,-0.1679675018427388,100,1,-0.17462903694644,red,0%,-0.17,-0.17,% of DE,logratio
Jamaica,Latin America,1990,2024,-1.5783659748012293,-1.8121770565121338,100,1,-0.23381108171090448,red,0%,-0.23,-0.23,% of DE,logratio
Moldova,ex-USSR/Balkans,1990,2024,-0.9800227369931341,-1.339136101623081,100,1,-0.3591133646299468,red,0%,-0.36,-0.36,% of DE,logratio
