region,country,Code,year,value,measure,unit,pop,% of DE,% of W_EUR3,% of S_EUR4,% of G7,% of EU8,% of LAT_AM,data source,rel_val,start_val,end_val,diff_end_start,country_val_str
CEE,Poland,POL,2019,45.805286,output per hour worked,const intUSD 2021 PPP,38225836,56.46700466939334,59.90724332639214,76.07526703378517,64.62410185518651,56.92040572067075,196.97649862200907,owid,131.5304843863766,49.273947778879595,57.540222826112846,8.26627504723325,Poland (+8.3%)
CEE,Poland,POL,2020,44.511456,output per hour worked,const intUSD 2021 PPP,38170958,54.25547973390697,57.06443621305343,73.1890733830292,60.73200030151207,54.14612401350974,175.2780626050261,owid,127.81523443435957,49.273947778879595,57.540222826112846,8.26627504723325,Poland (+8.3%)
CEE,Poland,POL,2021,44.86914,output per hour worked,const intUSD 2021 PPP,38040252,54.11842863702531,57.94798818484478,73.82876602751045,61.09479035344456,54.8033164975327,186.84855107118742,owid,128.84232876965652,49.273947778879595,57.540222826112846,8.26627504723325,Poland (+8.3%)
CEE,Poland,POL,2022,47.329544,output per hour worked,const intUSD 2021 PPP,38385689,57.197752045053846,61.467445446662815,76.80356822816093,64.71988557239821,58.13440258349565,202.32705336265707,owid,135.90741138711203,49.273947778879595,57.540222826112846,8.26627504723325,Poland (+8.3%)
CEE,Poland,POL,2023,46.688633,output per hour worked,const intUSD 2021 PPP,38762796,56.59147642442668,60.900817192359234,75.70591707113039,63.26452225891976,57.540222826112846,201.53685357274486,owid,134.0670269764884,49.273947778879595,57.540222826112846,8.26627504723325,Poland (+8.3%)
CEE,Romania,ROU,2010,25.387455,output per hour worked,const intUSD 2021 PPP,20432524,35.757613444971,38.162915569664364,47.15699684948885,38.54964848022568,35.9209112870299,118.41253563857511,owid,100,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2011,27.768871,output per hour worked,const intUSD 2021 PPP,20281955,37.507403522295036,40.2112399682441,50.55773647466414,41.62172843203762,37.97273837298117,119.12525085550041,owid,109.38028644462393,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2012,29.488113,output per hour worked,const intUSD 2021 PPP,20158399,39.978390764766814,42.64066012596945,52.7689655171985,44.076430288150014,40.122834945216304,124.5747022331785,owid,116.15230041766691,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2013,28.198301,output per hour worked,const intUSD 2021 PPP,20062861,38.16131883179,40.890858809029886,50.65071273942568,41.90270215604868,38.3298558940786,121.02202983112848,owid,111.0717911661488,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2014,29.116337,output per hour worked,const intUSD 2021 PPP,19968125,38.4775064601976,41.686016970443326,52.51076306139395,43.09465934191934,39.205210836830375,124.99285353285723,owid,114.68789211049317,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2015,31.139929,output per hour worked,const intUSD 2021 PPP,19870968,42.02435220946302,44.81052577557565,55.45384214208834,45.91525338377267,42.19108060176909,137.32805406041385,owid,122.65872652457679,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2016,32.30664,output per hour worked,const intUSD 2021 PPP,19777001,42.49247228922509,45.446761389406255,56.25868057672691,47.33976970824501,43.254436750172665,142.3875415847374,owid,127.25434668421866,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2017,35.085217,output per hour worked,const intUSD 2021 PPP,19689357,44.86873753440747,48.20769218991119,60.037862410896174,50.674382628368,45.79684382146472,151.33185826840653,owid,138.19903176588596,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2018,36.148952,output per hour worked,const intUSD 2021 PPP,19597823,45.991226171814716,49.698679787321254,63.067491925797455,52.166408978918376,47.19413232503666,154.1838947981523,owid,142.38903426909079,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2019,39.57182,output per hour worked,const intUSD 2021 PPP,19501499,48.78262619550924,51.754695945096614,65.72247520761861,55.82965525583895,49.17432563362563,170.17072107573765,owid,155.8715515202292,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2020,40.15152,output per hour worked,const intUSD 2021 PPP,19392420,48.941108096880946,51.47492483501638,66.02013970785778,54.78324781706012,48.84246386482879,158.10942325155477,owid,158.15496275621166,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2021,44.092934,output per hour worked,const intUSD 2021 PPP,19248115,53.18221615292976,56.94552689147019,72.55157793870042,60.037891495095906,53.85525591323614,183.61619657469467,owid,173.68000849238334,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2022,45.789017,output per hour worked,const intUSD 2021 PPP,19166726,55.33602522671158,59.46674458777411,74.3036926630842,62.6133211998112,56.2421887728419,195.74152005315355,owid,180.36080024563316,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Romania,ROU,2023,47.077618,output per hour worked,const intUSD 2021 PPP,19118433,57.06296667895942,61.4082105952796,76.33665873692115,63.79160880246637,58.019617533942814,203.21595205881522,owid,185.4365394246883,35.9209112870299,58.019617533942814,22.09870624691291,Romania (+22%)
CEE,Slovakia,SVK,2010,41.125122,output per hour worked,const intUSD 2021 PPP,5391807,57.923734984592684,61.82008234689717,76.3895888181326,62.44655073958361,58.18826105374808,191.81639020003183,owid,100.00000000000001,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2011,42.248577,output per hour worked,const intUSD 2021 PPP,5398048,57.065136921906294,61.178852682337656,76.92039126817782,63.324821471280934,57.77311440035677,181.2415180081655,owid,102.7317973670692,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2012,42.39388,output per hour worked,const intUSD 2021 PPP,5404834,57.47533254076423,61.30277066223714,75.86383000703543,63.366919967520374,57.682994158605766,179.09606414995432,owid,103.08511668366602,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2013,41.065636,output per hour worked,const intUSD 2021 PPP,5410370,55.5749379519792,59.550010604504664,73.76344172288314,61.02357422728093,55.82038116688967,176.24631445086933,owid,99.8553536205923,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2014,42.59173,output per hour worked,const intUSD 2021 PPP,5415184,56.28536193361108,60.97880992312116,76.81337945789213,63.039389025240574,57.349856699191015,182.84105825540487,owid,103.5662094813968,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2015,41.939953,output per hour worked,const intUSD 2021 PPP,5420221,56.59933767094734,60.35181855851153,74.6864751396384,61.83969041478923,56.823891199540235,184.9564953367497,owid,101.98134609789123,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2016,39.354515,output per hour worked,const intUSD 2021 PPP,5427217,51.76244382248953,55.36122768572681,68.5318277802027,57.66720640337942,52.69063511096237,173.45018364985253,owid,95.69458541667062,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2017,38.903595,output per hour worked,const intUSD 2021 PPP,5435643,49.75187108575919,53.454209299630904,66.57187509768654,56.18935344333382,50.78098460410023,167.80153660362112,owid,94.59812666330815,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2018,37.56789,output per hour worked,const intUSD 2021 PPP,5443188,47.79649838224511,51.64947895018667,65.54305085370792,54.214072768002175,49.04662165122855,160.2360035098267,owid,91.3502214048143,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2019,36.973423,output per hour worked,const intUSD 2021 PPP,5450575,45.5794217546083,48.35633704526205,61.40695263594891,52.16372306652326,45.94540110593304,158.9968329116089,owid,89.90471323100269,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2020,44.776604,output per hour worked,const intUSD 2021 PPP,5454981,54.57867140709074,57.40436041443248,73.62504960518116,61.093771626537816,54.46866427123427,176.32216746970627,owid,108.87895724661924,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2021,46.015957,output per hour worked,const intUSD 2021 PPP,5442712,55.501649576277266,59.42908940421692,75.71576640169573,62.65632115587951,56.204042587129045,191.62424088369121,owid,111.89257262264171,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2022,43.91862,output per hour worked,const intUSD 2021 PPP,5473145,53.075650526464884,57.037637610510565,71.26852368695278,60.055682364014324,53.94479896091042,187.74583951948193,owid,106.7926801530218,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovakia,SVK,2023,43.989033,output per hour worked,const intUSD 2021 PPP,5518008,53.31928060418533,57.37944945189673,71.32849840211037,59.606481889860774,54.21316920384521,189.8837197166951,owid,106.96389666637342,58.18826105374808,54.21316920384521,-3.975091849902867,Slovakia (-4%)
CEE,Slovenia,SVN,2010,41.41744,output per hour worked,const intUSD 2021 PPP,2044566,58.33545778418039,62.25950044349224,76.93256719091745,62.89042178315385,58.601864108705804,193.17982405320052,owid,100,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2011,44.91155,output per hour worked,const intUSD 2021 PPP,2048754,60.66201354249258,65.03502120758864,81.76876580861722,67.31625270475992,61.41461559870628,192.6653647553532,owid,108.43632537404532,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2012,45.260403,output per hour worked,const intUSD 2021 PPP,2053274,61.361609585015636,65.44784542460916,80.99347168133504,67.65156514569365,61.583312540988054,191.2059013975787,owid,109.2786106529037,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2013,44.254635,output per hour worked,const intUSD 2021 PPP,2056403,59.89067341395826,64.17443488634837,79.49162627823334,65.76242978006537,60.15517680285231,189.93292387139573,owid,106.85024231338296,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2014,44.316372,output per hour worked,const intUSD 2021 PPP,2058351,58.564492158561016,63.44798919110187,79.92373868431984,65.59200611703912,59.67209088778599,190.24473423643965,owid,106.9993027091969,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2015,42.856907,output per hour worked,const intUSD 2021 PPP,2059899,57.83679707093106,61.67132030984877,76.3193825996251,63.1917222466943,58.066260124726746,189.00029095628733,owid,103.47550935065036,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2016,44.15917,output per hour worked,const intUSD 2021 PPP,2061329,58.08193942608021,62.12008621584377,76.89863878024399,64.70759380446997,59.12345034039821,194.6261095156441,owid,106.61974762322346,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2017,45.32373,output per hour worked,const intUSD 2021 PPP,2062366,57.962262153041536,62.275585319556185,77.55801726090526,65.46210149319701,59.16120696121774,195.49328381111408,owid,109.43151001124163,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2018,47.096825,output per hour worked,const intUSD 2021 PPP,2069431,59.919876253933374,64.75014890264333,82.16776603698486,67.96524099947759,61.487087955941156,200.87918208879162,owid,113.7125447637517,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2019,49.558193,output per hour worked,const intUSD 2021 PPP,2083395,61.09344488183517,64.81554829430173,82.30824639293513,69.91886727202163,61.58399387230777,213.1151268256192,owid,119.65537464411128,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2020,50.78655,output per hour worked,const intUSD 2021 PPP,2102370,61.904257508000924,65.10921240042224,83.50705343857729,69.29381887469054,61.77948514014713,199.9882477534163,owid,122.62117117813172,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2021,51.100243,output per hour worked,const intUSD 2021 PPP,2113450,61.63400622633178,65.99538742232852,84.08157331288116,69.57919481173637,62.41400638010512,212.79673209550234,owid,123.3785646819311,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2022,50.186073,output per hour worked,const intUSD 2021 PPP,2115184,60.64986722815186,65.17725385881042,81.438973545973,68.62599187281465,61.64304840686192,214.53830761465193,owid,121.17135438597846,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
CEE,Slovenia,SVN,2023,51.474453,output per hour worked,const intUSD 2021 PPP,2118353,62.39238774478059,67.14345764267048,83.4661548154515,69.74945438184534,63.438385430395286,222.19539597567862,owid,124.2820729625008,58.601864108705804,63.438385430395286,4.836521321689482,Slovenia (+4.8%)
