country,year,rel_val-2004,rel_val-2010,value-2004,% of DE-2004,% of AT-2004,% of W_EUR3-2004,% of EU8-2004,% of S_EUR4-2004,var_name
Lithuania,2014,177.10843373493975,128.94736842105263,14.7,63.91304347826087,66.21621621621621,70.43015558720565,67.15851284527743,86.78800431091517,actual_indiv_consump
Lithuania,2015,185.5421686746988,135.08771929824562,15.4,66.09442060085837,68.44444444444444,72.61042596178926,69.30272140078164,88.38975404827578,actual_indiv_consump
Lithuania,2016,192.7710843373494,140.35087719298247,16,66.94560669456067,70.48458149779735,73.75238651739652,70.92279780250725,89.70094924527001,actual_indiv_consump
Lithuania,2017,204.81927710843374,149.12280701754386,17,69.10569105691057,73.5930735930736,76.31590330807929,73.43306466905656,91.96442390409663,actual_indiv_consump
Lithuania,2018,213.25301204819277,155.26315789473685,17.7,69.68503937007874,75,77.40154792950042,74.44464966831836,93.47616776052023,actual_indiv_consump
Lithuania,2019,225.3012048192771,164.03508771929825,18.7,72.2007722007722,77.91666666666667,79.79876658122971,77.0240732160522,96.41383635325387,actual_indiv_consump
Lithuania,2020,219.27710843373495,159.64912280701753,18.2,73.38709677419355,80.1762114537445,81.65666888585244,77.84280887533474,103.102772463157,actual_indiv_consump
Lithuania,2021,240.96385542168676,175.43859649122808,20,76.33587786259542,79.6812749003984,84.55157842697032,80.56760827949327,102.91276992268584,actual_indiv_consump
Lithuania,2022,259.03614457831327,188.59649122807016,21.5,74.91289198606272,77.61732851985559,82.70566859900478,79.57379723114103,98.40920389230398,actual_indiv_consump
Lithuania,2023,267.4698795180723,194.73684210526315,22.2,74,77.35191637630662,80.60505029956632,78.01094645766375,94.2815525081305,actual_indiv_consump
Lithuania,2024,280.72289156626505,204.3859649122807,23.3,75.16129032258064,79.25170068027211,81.90688277126503,79.05975567940725,94.97375156969213,actual_indiv_consump
Poland,2004,100,NA,8.2,45.81005586592179,46.32768361581921,48.194876080630436,47.264730808899515,53.87101601459484,actual_indiv_consump
Poland,2005,101.21951219512195,NA,8.3,45.108695652173914,44.623655913978496,47.06905261601961,46.00765299180436,52.24390736193253,actual_indiv_consump
Poland,2006,108.53658536585365,NA,8.9,46.8421052631579,46.1139896373057,48.663059280032755,47.53752231084751,53.30681891697799,actual_indiv_consump
Poland,2007,120.73170731707317,NA,9.9,50.253807106598984,50.253807106598984,52.14401944293137,50.81626414236655,57.35055541901474,actual_indiv_consump
Poland,2008,131.70731707317074,NA,10.8,53.46534653465346,53.46534653465346,55.43701107263794,54.02197736066065,60.77832395707996,actual_indiv_consump
Poland,2009,135.3658536585366,NA,11.1,54.679802955665025,54.95049504950495,57.57455263677879,55.916518884055414,64.71457166292848,actual_indiv_consump
Poland,2010,148.78048780487805,100,12.2,58.095238095238095,58.65384615384615,61.07507735483317,59.800548770757345,70.0008043064593,actual_indiv_consump
Poland,2011,158.53658536585365,106.55737704918033,13,59.36073059360731,61.032863849765256,63.46776652008689,61.84526941696559,75.08500084547738,actual_indiv_consump
Poland,2012,165.85365853658536,111.47540983606558,13.6,60.98654708520179,62.38532110091743,66.17313276900063,63.87570238930259,80.20759518693545,actual_indiv_consump
Poland,2013,165.85365853658536,111.47540983606558,13.6,60.44444444444444,61.26126126126126,65.70152774130456,62.94762048527312,80.96329361442315,actual_indiv_consump
Poland,2014,168.29268292682926,113.11475409836065,13.8,60,62.16216216216216,66.11810524513183,63.04676716087268,81.47445302657343,actual_indiv_consump
Poland,2015,175.609756097561,118.0327868852459,14.4,61.802575107296136,64,67.89546323699776,64.80254468644516,82.65015962955657,actual_indiv_consump
Poland,2016,178.0487804878049,119.67213114754098,14.6,61.08786610878661,64.31718061674009,67.29905269712432,64.71705299478786,81.85211618630888,actual_indiv_consump
Poland,2017,187.8048780487805,126.22950819672131,15.4,62.60162601626016,66.66666666666667,69.13323005555418,66.52171740608652,83.30894871312283,actual_indiv_consump
Poland,2018,196.34146341463415,131.9672131147541,16.1,63.38582677165354,68.22033898305085,70.40479783417835,67.71518981129525,85.02634468612293,actual_indiv_consump
Poland,2019,204.8780487804878,137.70491803278688,16.8,64.86486486486487,70,71.6908705114791,69.19809786254957,86.61777811415321,actual_indiv_consump
Poland,2020,209.7560975609756,140.98360655737704,17.2,69.35483870967742,75.77092511013215,77.17003872728912,73.56573146460207,97.43778496518134,actual_indiv_consump
Poland,2021,226.82926829268294,152.45901639344262,18.6,70.99236641221374,74.10358565737052,78.6329679370824,74.92787569992875,95.70887602809783,actual_indiv_consump
Poland,2022,246.34146341463415,165.5737704918033,20.2,70.38327526132404,72.92418772563177,77.70486073022774,74.76235832879297,92.45887993602514,actual_indiv_consump
Poland,2023,253.65853658536585,170.49180327868854,20.8,69.33333333333333,72.47386759581882,75.5218489293234,73.09133722159487,88.33586901662677,actual_indiv_consump
Poland,2024,270.7317073170732,181.9672131147541,22.2,71.61290322580645,75.51020408163265,78.0400342284156,75.32732086192449,90.49001222520022,actual_indiv_consump
Romania,2004,100,NA,5.7,31.843575418994412,32.20338983050848,33.501316299950425,32.85475190374722,37.44692576624276,actual_indiv_consump
Romania,2005,107.01754385964912,NA,6.1,33.15217391304348,32.795698924731184,34.592918187677064,33.81285340361526,38.39612468768536,actual_indiv_consump
Romania,2006,119.29824561403508,NA,6.8,35.78947368421053,35.233160621761655,37.18076439373289,36.320803563344164,40.72880546465734,actual_indiv_consump
Romania,2007,138.59649122807016,NA,7.9,40.101522842639596,40.101522842639596,41.60987410092504,40.55035219441371,45.764584627294596,actual_indiv_consump
Romania,2008,163.1578947368421,NA,9.3,46.039603960396036,46.039603960396036,47.73742620143822,46.518924949457784,52.336890074152194,actual_indiv_consump
Romania,2009,154.3859649122807,NA,8.8,43.34975369458128,43.56435643564357,45.64469037870751,44.33021316934123,51.30524600304239,actual_indiv_consump
Romania,2010,168.42105263157896,100,9.6,45.714285714285715,46.15384615384615,48.05907726281954,47.056169524530375,55.08260011000076,actual_indiv_consump
Romania,2011,175.43859649122808,104.16666666666667,10,45.662100456621005,46.948356807511736,48.8213588616053,47.57328416689661,57.75769295805952,actual_indiv_consump
Romania,2012,184.21052631578948,109.375,10.5,47.08520179372197,48.1651376146789,51.08955103489019,49.315799638799795,61.924981578148696,actual_indiv_consump
Romania,2013,173.68421052631578,103.125,9.9,44,44.5945945945946,47.82684739992023,45.822164912073816,58.936515204616846,actual_indiv_consump
Romania,2014,180.7017543859649,107.29166666666667,10.3,44.78260869565217,46.3963963963964,49.34902058151143,47.05664505485425,60.810642476355525,actual_indiv_consump
Romania,2015,191.2280701754386,113.54166666666667,10.9,46.78111587982833,48.44444444444444,51.39309370022747,49.05192618626752,62.561579164039344,actual_indiv_consump
Romania,2016,212.28070175438597,126.04166666666667,12.1,50.62761506276151,53.30396475770925,55.77524230378112,53.63536583814611,67.83634286673544,actual_indiv_consump
