country,year,rel_val-2004,rel_val-2010,value-2004,% of DE-2004,% of AT-2004,% of W_EUR3-2004,% of EU8-2004,% of S_EUR4-2004,var_name
Romania,2017,235.08771929824562,139.58333333333334,13.4,54.47154471544715,58.00865800865801,60.154888489897786,57.88253332737399,72.48960472440558,actual_indiv_consump
Romania,2018,261.4035087719298,155.20833333333334,14.9,58.661417322834644,63.13559322033898,65.1572352626868,62.66809491852789,78.68897738032494,actual_indiv_consump
Romania,2019,284.2105263157895,168.75,16.2,62.54826254826255,67.5,69.13048227892628,66.72673722460138,83.52428603864773,actual_indiv_consump
Romania,2020,284.2105263157895,168.75,16.2,65.3225806451613,71.36563876651982,72.6834085687258,69.2886540538694,91.77279746720568,actual_indiv_consump
Romania,2021,310.5263157894737,184.375,17.7,67.55725190839695,70.5179282868526,74.82814690786873,71.30233332735155,91.07780138157696,actual_indiv_consump
Romania,2022,345.6140350877193,205.20833333333334,19.7,68.6411149825784,71.11913357400722,75.78147308839043,72.91180490481294,90.1702937989948,actual_indiv_consump
Romania,2023,377.1929824561403,223.95833333333334,21.5,71.66666666666667,74.91289198606272,78.06344961444486,75.55114183962931,91.30871076237864,actual_indiv_consump
Romania,2024,405.2631578947368,240.625,23.1,74.51612903225806,78.57142857142857,81.20381939983787,78.38113116713765,94.15852623432995,actual_indiv_consump
Slovakia,2004,100,NA,8.2,45.81005586592179,46.32768361581921,48.194876080630436,47.264730808899515,53.87101601459484,actual_indiv_consump
Slovakia,2005,106.09756097560975,NA,8.7,47.28260869565217,46.774193548387096,49.33744069390007,48.22488928056602,54.761686029977476,actual_indiv_consump
Slovakia,2006,115.85365853658537,NA,9.5,50,49.22279792746114,51.94371496183271,50.74229909584846,56.90053704621246,actual_indiv_consump
Slovakia,2007,128.0487804878049,NA,10.5,53.2994923857868,53.2994923857868,55.304263045533276,53.896037726752404,60.82634665653079,actual_indiv_consump
Slovakia,2008,143.90243902439025,NA,11.8,58.415841584158414,58.415841584158414,60.57006765343774,59.02401230146256,66.40594654569848,actual_indiv_consump
Slovakia,2009,145.1219512195122,NA,11.9,58.62068965517241,58.91089108910891,61.72406994393402,59.94653826308644,69.37868493593233,actual_indiv_consump
Slovakia,2010,157.3170731707317,100,12.9,61.42857142857143,62.01923076923077,64.57938507191376,63.231727798587684,74.01724389781353,actual_indiv_consump
Slovakia,2011,157.3170731707317,100,12.9,58.9041095890411,60.563380281690144,62.979552931470835,61.36953657529663,74.50742391589678,actual_indiv_consump
Slovakia,2012,162.1951219512195,103.10077519379846,13.3,59.64125560538117,61.00917431192661,64.71343131086091,62.46667954247974,78.43830999898834,actual_indiv_consump
Slovakia,2013,163.41463414634146,103.87596899224806,13.4,59.55555555555556,60.36036036036036,64.73532880393243,62.02192018401911,79.7726569436228,actual_indiv_consump
Slovakia,2014,164.6341463414634,104.65116279069767,13.5,58.69565217391305,60.810810810810814,64.68075513110722,61.6761852660711,79.70326926512617,actual_indiv_consump
Slovakia,2015,169.5121951219512,107.75193798449612,13.9,59.65665236051502,61.77777777777778,65.537981874602,62.55245632927693,79.78036242019697,actual_indiv_consump
Slovakia,2016,159.7560975609756,101.55038759689923,13.1,54.81171548117155,57.709251101321584,60.3847664611184,58.06804070080281,73.44265219456481,actual_indiv_consump
Slovakia,2017,162.1951219512195,103.10077519379846,13.3,54.0650406504065,57.57575757575758,59.70597141161497,57.450574123438365,71.94863752496973,actual_indiv_consump
Slovakia,2018,165.85365853658536,105.42635658914729,13.6,53.54330708661417,57.6271186440678,59.472375810237615,57.2004087846966,71.82349613237713,actual_indiv_consump
Slovakia,2019,174.390243902439,110.85271317829458,14.3,55.21235521235521,59.583333333333336,61.022586209175664,58.900761871098744,73.72822779954707,actual_indiv_consump
Slovakia,2020,184.14634146341464,117.05426356589147,15.1,60.88709677419355,66.51982378854626,67.74811539430614,64.58386890206344,85.54131121943244,actual_indiv_consump
Slovakia,2021,198.78048780487805,126.35658914728683,16.3,62.213740458015266,64.9402390438247,68.9095364179808,65.66260074778701,83.87390748698895,actual_indiv_consump
Slovakia,2022,221.9512195121951,141.08527131782947,18.2,63.41463414634146,65.70397111913357,70.01131016287846,67.36014463287287,83.30453538790384,actual_indiv_consump
Slovakia,2023,235.3658536585366,149.6124031007752,19.3,64.33333333333333,67.24738675958189,70.07556174692027,67.82032732580677,81.9654938471585,actual_indiv_consump
Slovakia,2024,248.78048780487805,158.13953488372093,20.4,65.80645161290323,69.38775510204081,71.7124638855711,69.21970025149818,83.15298420694074,actual_indiv_consump
Slovenia,2004,100,NA,11.7,65.36312849162012,66.10169491525424,68.76585977358246,67.43870127611272,76.86474236228776,actual_indiv_consump
Slovenia,2005,102.56410256410257,NA,12,65.21739130434783,64.51612903225806,68.05164233641389,66.51708866284969,75.53336004134823,actual_indiv_consump
Slovenia,2006,105.12820512820512,NA,12.3,64.73684210526316,63.73056994818653,67.2534414768992,65.69792409251959,73.67122164930666,actual_indiv_consump
Slovenia,2007,111.96581196581197,NA,13.1,66.49746192893402,66.49746192893402,68.99865199014152,67.24172325909109,75.88810868576698,actual_indiv_consump
Slovenia,2008,118.80341880341881,NA,13.9,68.81188118811882,68.81188118811882,71.34948647311734,69.52828567714657,78.22395398179737,actual_indiv_consump
Slovenia,2009,115.38461538461539,NA,13.5,66.50246305418719,66.83168316831683,70.02310455824447,68.00657702114847,78.70691148194003,actual_indiv_consump
Slovenia,2010,118.80341880341881,100,13.9,66.19047619047619,66.82692307692308,69.58553895345746,68.1334121240596,79.75501474260527,actual_indiv_consump
Slovenia,2011,123.07692307692308,103.59712230215827,14.4,65.75342465753425,67.6056338028169,70.30275676071163,68.50552920033113,83.1710778596057,actual_indiv_consump
Slovenia,2012,123.07692307692308,103.59712230215827,14.4,64.57399103139014,66.05504587155963,70.06566999070655,67.63309664749686,84.92568902146107,actual_indiv_consump
Slovenia,2013,119.65811965811966,100.71942446043165,14,62.22222222222222,63.06306306306306,67.63392561604881,64.79902108778116,83.34456695602383,actual_indiv_consump
Slovenia,2014,119.65811965811966,100.71942446043165,14,60.869565217391305,63.06306306306306,67.07633865448156,63.96048842407374,82.65524220087158,actual_indiv_consump
Slovenia,2015,121.36752136752136,102.15827338129496,14.2,60.94420600858369,63.111111111111114,66.952470692039455,63.90250934357787,81.50224074581273,actual_indiv_consump
Slovenia,2016,124.78632478632478,105.03597122302158,14.6,61.08786610878661,64.31718061674009,67.29905269712432,64.71705299478786,81.85211618630888,actual_indiv_consump
Slovenia,2017,130.76923076923077,110.07194244604317,15.3,62.19512195121951,66.23376623376623,68.68431297727136,66.0897582021509,82.76798151368698,actual_indiv_consump
Slovenia,2018,135.89743589743588,114.38848920863309,15.9,62.59842519685039,67.37288135593221,69.53020407226309,66.87400732916736,83.97011680182325,actual_indiv_consump
Slovenia,2019,144.44444444444446,121.58273381294964,16.9,65.25096525096525,70.41666666666667,72.11760188357124,69.6099913022076,87.13336012673744,actual_indiv_consump
Slovenia,2020,138.46153846153845,116.54676258992805,16.2,65.3225806451613,71.36563876651982,72.6834085687258,69.2886540538694,91.77279746720568,actual_indiv_consump
Slovenia,2021,155.55555555555554,130.93525179856115,18.2,69.46564885496183,72.50996015936255,76.94193636854298,73.31652353433888,93.65062062964411,actual_indiv_consump
Slovenia,2022,174.35897435897436,146.76258992805757,20.4,71.0801393728223,73.64620938628158,78.47421578696267,75.50257969838498,93.37431439083727,actual_indiv_consump
Slovenia,2023,182.9059829059829,153.9568345323741,21.4,71.33333333333333,74.56445993031359,77.70036380228466,75.1997411799101,90.88401908441409,actual_indiv_consump
Slovenia,2024,190.5982905982906,160.431654676259,22.3,71.93548387096774,75.85034013605443,78.39156591412919,75.6666331180593,90.8976248928813,actual_indiv_consump
