na_item,ppp_cat,country,year,value,Code,pop,% of DE,% of AT,% of W_EUR3,% of EU8,% of S_EUR4,region,rel_val,start_val,end_val,diff_end_start,country_val_str
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2010,12.9,SVK,5391807,61.42857142857143,62.01923076923077,64.57938507191376,63.231727798587684,74.01724389781353,CEE,100,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2011,12.9,SVK,5398048,58.9041095890411,60.563380281690144,62.979552931470835,61.36953657529663,74.50742391589678,CEE,100,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2012,13.3,SVK,5404834,59.64125560538117,61.00917431192661,64.71343131086091,62.46667954247974,78.43830999898834,CEE,103.10077519379844,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2013,13.4,SVK,5410370,59.55555555555556,60.36036036036036,64.73532880393243,62.02192018401911,79.7726569436228,CEE,103.87596899224806,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2014,13.5,SVK,5415184,58.69565217391305,60.810810810810814,64.68075513110722,61.6761852660711,79.70326926512617,CEE,104.65116279069767,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2015,13.9,SVK,5420221,59.65665236051502,61.77777777777778,65.537981874602,62.55245632927693,79.78036242019697,CEE,107.75193798449612,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2016,13.1,SVK,5427217,54.81171548117155,57.709251101321584,60.3847664611184,58.06804070080281,73.44265219456481,CEE,101.55038759689923,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2017,13.3,SVK,5435643,54.0650406504065,57.57575757575758,59.70597141161497,57.450574123438365,71.94863752496973,CEE,103.10077519379844,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2018,13.6,SVK,5443188,53.54330708661417,57.6271186440678,59.472375810237615,57.2004087846966,71.82349613237713,CEE,105.42635658914729,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2019,14.3,SVK,5450575,55.21235521235521,59.583333333333336,61.022586209175664,58.900761871098744,73.72822779954707,CEE,110.85271317829456,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2020,15.1,SVK,5454981,60.88709677419355,66.51982378854626,67.74811539430614,64.58386890206344,85.54131121943244,CEE,117.05426356589147,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2021,16.3,SVK,5442712,62.213740458015266,64.9402390438247,68.9095364179808,65.66260074778701,83.87390748698895,CEE,126.35658914728681,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2022,18.2,SVK,5473145,63.41463414634146,65.70397111913357,70.01131016287846,67.36014463287287,83.30453538790384,CEE,141.08527131782947,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2023,19.3,SVK,5518008,64.33333333333333,67.24738675958189,70.07556174692027,67.82032732580677,81.9654938471585,CEE,149.6124031007752,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovakia,2024,20.4,SVK,5422069,65.80645161290323,69.38775510204081,71.7124638855711,69.21970025149818,83.15298420694074,CEE,158.1395348837209,74.01724389781353,83.15298420694074,9.135740309127215,Slovakia (+9.1%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2010,13.9,SVN,2044566,66.19047619047619,66.82692307692308,69.58553895345746,68.1334121240596,79.75501474260527,CEE,100,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2011,14.4,SVN,2048754,65.75342465753425,67.6056338028169,70.30275676071163,68.50552920033113,83.1710778596057,CEE,103.59712230215827,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2012,14.4,SVN,2053274,64.57399103139014,66.05504587155963,70.06566999070655,67.63309664749686,84.92568902146107,CEE,103.59712230215827,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2013,14,SVN,2056403,62.22222222222222,63.06306306306306,67.63392561604881,64.79902108778116,83.34456695602383,CEE,100.71942446043165,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2014,14,SVN,2058351,60.869565217391305,63.06306306306306,67.07633865448156,63.96048842407374,82.65524220087158,CEE,100.71942446043165,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2015,14.2,SVN,2059899,60.94420600858369,63.111111111111114,66.952470692039455,63.90250934357787,81.50224074581273,CEE,102.15827338129496,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2016,14.6,SVN,2061329,61.08786610878661,64.31718061674009,67.29905269712432,64.71705299478786,81.85211618630888,CEE,105.03597122302158,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2017,15.3,SVN,2062366,62.19512195121951,66.23376623376623,68.68431297727136,66.0897582021509,82.76798151368698,CEE,110.07194244604317,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2018,15.9,SVN,2069431,62.59842519685039,67.37288135593221,69.53020407226309,66.87400732916736,83.97011680182325,CEE,114.38848920863309,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2019,16.9,SVN,2083395,65.25096525096525,70.41666666666667,72.11760188357124,69.6099913022076,87.13336012673744,CEE,121.58273381294963,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2020,16.2,SVN,2102370,65.3225806451613,71.36563876651982,72.6834085687258,69.2886540538694,91.77279746720568,CEE,116.54676258992805,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2021,18.2,SVN,2113450,69.46564885496183,72.50996015936255,76.94193636854298,73.31652353433888,93.65062062964411,CEE,130.93525179856115,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2022,20.4,SVN,2115184,71.0801393728223,73.64620938628158,78.47421578696267,75.50257969838498,93.37431439083727,CEE,146.76258992805754,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2023,21.4,SVN,2118353,71.33333333333333,74.56445993031359,77.70036380228466,75.1997411799101,90.88401908441409,CEE,153.9568345323741,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
Real expenditure per capita (in PPS_EU27_2020),Actual individual consumption,Slovenia,2024,22.3,SVN,2126324,71.93548387096774,75.85034013605443,78.39156591412919,75.6666331180593,90.8976248928813,CEE,160.431654676259,79.75501474260527,90.8976248928813,11.142610150276028,Slovenia (+11%)
