country,region,start_yr,end_yr_gni,start_gni,end_gni,change_gni,end_yr_gdp,start_gdp,end_gdp,change_gdp,color_cntr,pop,text_str_lin,text_str_log,text_str,type_scale,sel_var
Hungary,CEE,1990,2023,59.968673368519376,77.98098050594588,18.012307137426504,2024,58.6924178075086,82.81470252312621,24.122284715617617,4,9562314,"Hungary, ΔGNI/cap: 18%, ΔGDP/cap: 24%","Hungary, logratio(GNI/cap): 18, logratio(GDP/cap): 24.1","Hungary, ΔGNI/cap: 18%, ΔGDP/cap: 24%",lin,% of S_EUR4
Bulgaria,CEE,1990,2023,49.60550093073685,67.3817704065733,17.776269475836443,2024,41.214704321638635,69.35149777416557,28.13679345252693,1,6444366,"Bulgaria, ΔGNI/cap: 18%, ΔGDP/cap: 28%","Bulgaria, logratio(GNI/cap): 17.8, logratio(GDP/cap): 28.1","Bulgaria, ΔGNI/cap: 18%, ΔGDP/cap: 28%",lin,% of S_EUR4
Costa Rica,Latin America,1990,2023,33.42480595149488,49.04107856420584,15.616272612710958,2024,30.186554344751134,54.88154553575662,24.69499119100549,5,5129910,"Costa Rica, ΔGNI/cap: 16%, ΔGDP/cap: 25%","Costa Rica, logratio(GNI/cap): 15.6, logratio(GDP/cap): 24.7","Costa Rica, ΔGNI/cap: 16%, ΔGDP/cap: 25%",lin,% of S_EUR4
Azerbaijan,ex-USSR/Balkans,1990,2023,28.909009921785408,43.2834984675003,14.374488545714893,2024,29.697771927573918,44.90904585641287,15.21127392883895,1,10202850,"Azerbaijan, ΔGNI/cap: 14%, ΔGDP/cap: 15%","Azerbaijan, logratio(GNI/cap): 14.4, logratio(GDP/cap): 15.2","Azerbaijan, ΔGNI/cap: 14%, ΔGDP/cap: 15%",lin,% of S_EUR4
Kazakhstan,ex-USSR/Balkans,1990,2023,51.871420598410815,64.89717347317332,13.02575287476251,2024,46.40300279919289,73.0550646487228,26.652061849529915,4,20592571,"Kazakhstan, ΔGNI/cap: 13%, ΔGDP/cap: 27%","Kazakhstan, logratio(GNI/cap): 13, logratio(GDP/cap): 26.7","Kazakhstan, ΔGNI/cap: 13%, ΔGDP/cap: 27%",lin,% of S_EUR4
North Macedonia,ex-USSR/Balkans,1990,2023,33.59646988141148,46.341994570181335,12.745524688769855,2024,35.56356989973265,49.77854928913582,14.214979389403169,6,1792179,"North Macedonia, ΔGNI/cap: 13%, ΔGDP/cap: 14%","North Macedonia, logratio(GNI/cap): 12.7, logratio(GDP/cap): 14.2","North Macedonia, ΔGNI/cap: 13%, ΔGDP/cap: 14%",lin,% of S_EUR4
Colombia,Latin America,1990,2023,27.071886348569322,39.09083119436707,12.018944845797748,2024,27.555728850865535,37.64852333692771,10.092794486062175,4,52886363,"Colombia, ΔGNI/cap: 12%, ΔGDP/cap: 10%","Colombia, logratio(GNI/cap): 12, logratio(GDP/cap): 10.1","Colombia, ΔGNI/cap: 12%, ΔGDP/cap: 10%",lin,% of S_EUR4
Egypt,Africa,1990,2023,22.282896941956,33.96453850848504,11.681641566529041,2024,22.065453185399697,34.178386295812906,12.11293311041321,2,116538258,"Egypt, ΔGNI/cap: 12%, ΔGDP/cap: 12%","Egypt, logratio(GNI/cap): 11.7, logratio(GDP/cap): 12.1","Egypt, ΔGNI/cap: 12%, ΔGDP/cap: 12%",lin,% of S_EUR4
Georgia,ex-USSR/Balkans,1990,2023,32.59771115209067,43.46069772603517,10.862986573944504,2024,35.59822886555929,50.86757766810915,15.269348802549857,3,3673850,"Georgia, ΔGNI/cap: 11%, ΔGDP/cap: 15%","Georgia, logratio(GNI/cap): 10.9, logratio(GDP/cap): 15.3","Georgia, ΔGNI/cap: 11%, ΔGDP/cap: 15%",lin,% of S_EUR4
Argentina,Latin America,1990,2023,45.90147266375782,54.19046015871121,8.288987494953389,2024,46.870386138812655,54.01399894682045,7.143612808007795,1,45696159,"Argentina, ΔGNI/cap: 8%, ΔGDP/cap: 7%","Argentina, logratio(GNI/cap): 8.3, logratio(GDP/cap): 7.1","Argentina, ΔGNI/cap: 8%, ΔGDP/cap: 7%",lin,% of S_EUR4
Tunisia,Africa,1990,2023,17.97876790425508,25.154634011022544,7.175866106767465,2024,18.58187191626728,25.867644773934824,7.285772857667546,5,12277109,"Tunisia, ΔGNI/cap: 7%, ΔGDP/cap: 7%","Tunisia, logratio(GNI/cap): 7.2, logratio(GDP/cap): 7.3","Tunisia, ΔGNI/cap: 7%, ΔGDP/cap: 7%",lin,% of S_EUR4
Ecuador,Latin America,1990,2023,23.04462212580134,29.290761206603577,6.246139080802237,2024,25.091968283228375,28.353967210085912,3.2619989268575367,7,18135478,"Ecuador, ΔGNI/cap: 6%, ΔGDP/cap: 3%","Ecuador, logratio(GNI/cap): 6.2, logratio(GDP/cap): 3.3","Ecuador, ΔGNI/cap: 6%, ΔGDP/cap: 3%",lin,% of S_EUR4
Morocco,Africa,1990,2023,11.906330834119192,18.121140928586335,6.214810094467143,2024,12.177388375616742,18.445976720503445,6.2685883448867035,3,38081173,"Morocco, ΔGNI/cap: 6%, ΔGDP/cap: 6%","Morocco, logratio(GNI/cap): 6.2, logratio(GDP/cap): 6.3","Morocco, ΔGNI/cap: 6%, ΔGDP/cap: 6%",lin,% of S_EUR4
Paraguay,Latin America,1990,2023,26.895686981184998,31.94168833407082,5.046001352885824,2024,27.455605827315164,33.15725984088475,5.701654013569584,11,6929153,"Paraguay, ΔGNI/cap: 5%, ΔGDP/cap: 6%","Paraguay, logratio(GNI/cap): 5, logratio(GDP/cap): 5.7","Paraguay, ΔGNI/cap: 5%, ΔGDP/cap: 6%",lin,% of S_EUR4
Brazil,Latin America,1990,2023,34.0720165154426,37.719810753196896,3.6477942377542973,2024,34.81608780730376,39.976651135031105,5.1605633277273455,2,211998573,"Brazil, ΔGNI/cap: 4%, ΔGDP/cap: 5%","Brazil, logratio(GNI/cap): 3.6, logratio(GDP/cap): 5.2","Brazil, ΔGNI/cap: 4%, ΔGDP/cap: 5%",lin,% of S_EUR4
South Africa,Africa,1990,2023,26.938914932373375,28.678388899878566,1.739473967505191,2024,29.830928941465803,27.668797775316893,-2.16213116614891,4,64007187,"South Africa, ΔGNI/cap: 2%, ΔGDP/cap: -2%","South Africa, logratio(GNI/cap): 1.7, logratio(GDP/cap): -2.2","South Africa, ΔGNI/cap: 2%, ΔGDP/cap: -2%",lin,% of S_EUR4
Algeria,Africa,1990,2023,31.609072519821524,31.652583784625442,0.04351126480391798,2024,32.32270674115758,31.419343497337827,-0.9033632438197543,1,46814308,"Algeria, ΔGNI/cap: 0%, ΔGDP/cap: -1%","Algeria, logratio(GNI/cap): 0, logratio(GDP/cap): -0.9","Algeria, ΔGNI/cap: 0%, ΔGDP/cap: -1%",lin,% of S_EUR4
Mexico,Latin America,1990,2023,47.7702099988171,45.68076382915405,-2.0894461696630486,2024,47.31769128029587,44.830037519995166,-2.4876537603007023,9,130861007,"Mexico, ΔGNI/cap: -2%, ΔGDP/cap: -2%","Mexico, logratio(GNI/cap): -2.1, logratio(GDP/cap): -2.5","Mexico, ΔGNI/cap: -2%, ΔGDP/cap: -2%",lin,% of S_EUR4
Iran,Asia,1990,2023,36.69500465578381,33.708279894898936,-2.9867247608848757,2024,24.93148901056872,33.01025977255808,8.078770761989361,2,91567738,"Iran, ΔGNI/cap: -3%, ΔGDP/cap: 8%","Iran, logratio(GNI/cap): -3, logratio(GDP/cap): 8.1","Iran, ΔGNI/cap: -3%, ΔGDP/cap: 8%",lin,% of S_EUR4
Russia,ex-USSR/Balkans,1990,2023,86.47524163879358,82.13930865575058,-4.335932983042994,2024,81.69480452487939,84.85455760831623,3.15975308343684,7,143533851,"Russia, ΔGNI/cap: -4%, ΔGDP/cap: 3%","Russia, logratio(GNI/cap): -4.3, logratio(GDP/cap): 3.2","Russia, ΔGNI/cap: -4%, ΔGDP/cap: 3%",lin,% of S_EUR4
Jamaica,Latin America,1990,2023,25.511167051725295,21.061660561572364,-4.449506490152931,2024,24.092538576030346,20.87551565551208,-3.217022920518268,8,2839175,"Jamaica, ΔGNI/cap: -4%, ΔGDP/cap: -3%","Jamaica, logratio(GNI/cap): -4.4, logratio(GDP/cap): -3.2","Jamaica, ΔGNI/cap: -4%, ΔGDP/cap: -3%",lin,% of S_EUR4
Moldova,ex-USSR/Balkans,1990,2023,44.884292392001775,33.22822117065219,-11.656071221349585,2024,43.826796726247025,33.5024284544522,-10.324368271794825,5,2389275,"Moldova, ΔGNI/cap: -12%, ΔGDP/cap: -10%","Moldova, logratio(GNI/cap): -11.7, logratio(GDP/cap): -10.3","Moldova, ΔGNI/cap: -12%, ΔGDP/cap: -10%",lin,% of S_EUR4
Ukraine,ex-USSR/Balkans,1990,2023,66.03292538697846,35.46193538420175,-30.57099000277671,2024,62.87807471163663,33.20519848666973,-29.6728762249669,8,37860221,"Ukraine, ΔGNI/cap: -31%, ΔGDP/cap: -30%","Ukraine, logratio(GNI/cap): -30.6, logratio(GDP/cap): -29.7","Ukraine, ΔGNI/cap: -31%, ΔGDP/cap: -30%",lin,% of S_EUR4
South Korea,Asia,1990,2023,39.036272799705834,79.29042717150138,40.25415437179554,2023,33.98218809298647,80.78925695333858,46.80706886035211,5,51748695,"South Korea, ΔGNI/cap: 40%, ΔGDP/cap: 47%","South Korea, logratio(GNI/cap): 40.3, logratio(GDP/cap): 46.8","South Korea, ΔGNI/cap: 40%, ΔGDP/cap: 47%",lin,% of G7
Poland,CEE,1990,2023,31.099470116003616,67.3173787782809,36.21790866227728,2024,31.48133927350209,71.62918786735422,40.14784859385213,7,36554707,"Poland, ΔGNI/cap: 36%, ΔGDP/cap: 40%","Poland, logratio(GNI/cap): 36.2, logratio(GDP/cap): 40.1","Poland, ΔGNI/cap: 36%, ΔGDP/cap: 40%",lin,% of G7
China,Asia,1990,2023,4.015611295957166,35.12630393980169,31.110692643844523,2024,4.092911641249394,37.86175918931314,33.768847548063746,1,1408975000,"China, ΔGNI/cap: 31%, ΔGDP/cap: 34%","China, logratio(GNI/cap): 31.1, logratio(GDP/cap): 33.8","China, ΔGNI/cap: 31%, ΔGDP/cap: 34%",lin,% of G7
Panama,Latin America,1990,2023,25.24723051547333,54.827295368255655,29.580064852782325,2024,27.8338290798766,57.836732996867326,30.002903916990725,10,4515577,"Panama, ΔGNI/cap: 30%, ΔGDP/cap: 30%","Panama, logratio(GNI/cap): 29.6, logratio(GDP/cap): 30","Panama, ΔGNI/cap: 30%, ΔGDP/cap: 30%",lin,% of G7
Estonia,CEE,1990,2023,38.47538613193233,65.18595651429725,26.710570382364914,2024,47.5358819928119,65.96637940720686,18.430497414394956,3,1371986,"Estonia, ΔGNI/cap: 27%, ΔGDP/cap: 18%","Estonia, logratio(GNI/cap): 26.7, logratio(GDP/cap): 18.4","Estonia, ΔGNI/cap: 27%, ΔGDP/cap: 18%",lin,% of G7
Malaysia,Asia,1990,2023,28.09023960715113,51.90695122439528,23.81671161724415,2024,29.497979359001754,54.09898296080896,24.601003601807207,4,35557673,"Malaysia, ΔGNI/cap: 24%, ΔGDP/cap: 25%","Malaysia, logratio(GNI/cap): 23.8, logratio(GDP/cap): 24.6","Malaysia, ΔGNI/cap: 24%, ΔGDP/cap: 25%",lin,% of G7
Romania,CEE,1990,2023,40.024286467599254,62.78351321818986,22.759226750590607,2024,40.06176772323772,64.48121758274412,24.4194498595064,8,19069340,"Romania, ΔGNI/cap: 23%, ΔGDP/cap: 24%","Romania, logratio(GNI/cap): 22.8, logratio(GDP/cap): 24.4","Romania, ΔGNI/cap: 23%, ΔGDP/cap: 24%",lin,% of G7
Israel,Asia,1990,2023,55.698097031346194,76.61744917557083,20.919352144224632,2024,62.207273943713126,75.16398711919369,12.956713175480566,3,9974400,"Israel, ΔGNI/cap: 21%, ΔGDP/cap: 13%","Israel, logratio(GNI/cap): 20.9, logratio(GDP/cap): 13","Israel, ΔGNI/cap: 21%, ΔGDP/cap: 13%",lin,% of G7
Lithuania,CEE,1990,2023,46.27332195623822,66.83715034670352,20.563828390465304,2024,50.54664887565482,74.89432687433164,24.347677998676822,6,2888055,"Lithuania, ΔGNI/cap: 21%, ΔGDP/cap: 24%","Lithuania, logratio(GNI/cap): 20.6, logratio(GDP/cap): 24.3","Lithuania, ΔGNI/cap: 21%, ΔGDP/cap: 24%",lin,% of G7
Chile,Latin America,1990,2023,26.12734713967457,44.72211380634204,18.594766666667468,2024,26.892738742532586,47.923829660511004,21.031090917978418,3,19764771,"Chile, ΔGNI/cap: 19%, ΔGDP/cap: 21%","Chile, logratio(GNI/cap): 18.6, logratio(GDP/cap): 21","Chile, ΔGNI/cap: 19%, ΔGDP/cap: 21%",lin,% of G7
Dominican Republic,Latin America,1990,2023,16.97330758988147,35.117194377725525,18.143886787844057,2024,17.9922243681072,38.471228596121335,20.479004228014137,6,11427557,"Dominican Republic, ΔGNI/cap: 18%, ΔGDP/cap: 20%","Dominican Republic, logratio(GNI/cap): 18.1, logratio(GDP/cap): 20.5","Dominican Republic, ΔGNI/cap: 18%, ΔGDP/cap: 20%",lin,% of G7
Uruguay,Latin America,1990,2023,33.244636915989545,45.68306178539375,12.438424869404201,2024,34.524470811294165,50.8707390261116,16.346268214817435,12,3386588,"Uruguay, ΔGNI/cap: 12%, ΔGDP/cap: 16%","Uruguay, logratio(GNI/cap): 12.4, logratio(GDP/cap): 16.3","Uruguay, ΔGNI/cap: 12%, ΔGDP/cap: 16%",lin,% of G7
Belarus,ex-USSR/Balkans,1990,2023,30.18953431786558,42.6136655613315,12.424131243465922,2024,30.327741478034223,46.10540420349423,15.777662725460008,2,9133712,"Belarus, ΔGNI/cap: 12%, ΔGDP/cap: 16%","Belarus, logratio(GNI/cap): 12.4, logratio(GDP/cap): 15.8","Belarus, ΔGNI/cap: 12%, ΔGDP/cap: 16%",lin,% of G7
Latvia,CEE,1990,2023,48.23206041191064,60.58875135428475,12.356690942374115,2024,42.990414995946566,61.82213720725145,18.831722211304886,5,1862441,"Latvia, ΔGNI/cap: 12%, ΔGDP/cap: 19%","Latvia, logratio(GNI/cap): 12.4, logratio(GDP/cap): 18.8","Latvia, ΔGNI/cap: 12%, ΔGDP/cap: 19%",lin,% of G7
Thailand,Asia,1990,2023,20.66929741867395,32.79936971285526,12.13007229418131,2024,21.3664512443065,34.51400330274272,13.147552058436222,6,71668011,"Thailand, ΔGNI/cap: 12%, ΔGDP/cap: 13%","Thailand, logratio(GNI/cap): 12.1, logratio(GDP/cap): 13.1","Thailand, ΔGNI/cap: 12%, ΔGDP/cap: 13%",lin,% of G7
Slovakia,CEE,1990,2023,47.58278154108167,58.667604826283885,11.084823285202212,2024,43.02038125807973,64.06175715046369,21.04137589238396,9,5422069,"Slovakia, ΔGNI/cap: 11%, ΔGDP/cap: 21%","Slovakia, logratio(GNI/cap): 11.1, logratio(GDP/cap): 21","Slovakia, ΔGNI/cap: 11%, ΔGDP/cap: 21%",lin,% of G7
Slovenia,CEE,1990,2023,63.28243522638714,73.92380125959946,10.641366033212314,2024,62.24690129766627,77.00113137889373,14.754230081227462,10,2126324,"Slovenia, ΔGNI/cap: 11%, ΔGDP/cap: 15%","Slovenia, logratio(GNI/cap): 10.6, logratio(GDP/cap): 14.8","Slovenia, ΔGNI/cap: 11%, ΔGDP/cap: 15%",lin,% of G7
Czechia,CEE,1990,2023,64.76349889158811,73.17151056641546,8.40801167482735,2024,68.54914418285453,76.15312595193464,7.603981769080107,2,10882164,"Czechia, ΔGNI/cap: 8%, ΔGDP/cap: 8%","Czechia, logratio(GNI/cap): 8.4, logratio(GDP/cap): 7.6","Czechia, ΔGNI/cap: 8%, ΔGDP/cap: 8%",lin,% of G7
Costa Rica,Latin America,1990,2023,29.122648057301184,37.33949859516494,8.216850537863756,2024,26.894630477623668,42.82806470304991,15.933434225426243,5,5129910,"Costa Rica, ΔGNI/cap: 8%, ΔGDP/cap: 16%","Costa Rica, logratio(GNI/cap): 8.2, logratio(GDP/cap): 15.9","Costa Rica, ΔGNI/cap: 8%, ΔGDP/cap: 16%",lin,% of G7
Bulgaria,CEE,1990,2023,43.22070103887517,51.30395976389378,8.08325872501861,2024,36.720131430559555,54.120021674503235,17.39989024394368,1,6444366,"Bulgaria, ΔGNI/cap: 8%, ΔGDP/cap: 17%","Bulgaria, logratio(GNI/cap): 8.1, logratio(GDP/cap): 17.4","Bulgaria, ΔGNI/cap: 8%, ΔGDP/cap: 17%",lin,% of G7
Azerbaijan,ex-USSR/Balkans,1990,2023,25.1880870410717,32.95572156116227,7.767634520090571,2024,26.459151080279774,35.04579732430397,8.586646244024195,1,10202850,"Azerbaijan, ΔGNI/cap: 8%, ΔGDP/cap: 9%","Azerbaijan, logratio(GNI/cap): 7.8, logratio(GDP/cap): 8.6","Azerbaijan, ΔGNI/cap: 8%, ΔGDP/cap: 9%",lin,% of G7
Hungary,CEE,1990,2023,52.250013702668404,59.37411650192778,7.124102799259376,2024,52.291853874528606,64.62634030073845,12.334486426209843,4,9562314,"Hungary, ΔGNI/cap: 7%, ΔGDP/cap: 12%","Hungary, logratio(GNI/cap): 7.1, logratio(GDP/cap): 12.3","Hungary, ΔGNI/cap: 7%, ΔGDP/cap: 12%",lin,% of G7
Egypt,Africa,1990,2023,19.41483119690855,25.860337395773584,6.445506198865033,2024,19.65915695329491,26.671882605223157,7.012725651928246,2,116538258,"Egypt, ΔGNI/cap: 6%, ΔGDP/cap: 7%","Egypt, logratio(GNI/cap): 6.4, logratio(GDP/cap): 7","Egypt, ΔGNI/cap: 6%, ΔGDP/cap: 7%",lin,% of G7
Colombia,Latin America,1990,2023,23.58742245267636,29.7634570690551,6.17603461637874,2024,24.55070348611965,29.379883122965243,4.829179636845591,4,52886363,"Colombia, ΔGNI/cap: 6%, ΔGDP/cap: 5%","Colombia, logratio(GNI/cap): 6.2, logratio(GDP/cap): 4.8","Colombia, ΔGNI/cap: 6%, ΔGDP/cap: 5%",lin,% of G7
North Macedonia,ex-USSR/Balkans,1990,2023,29.272216860253973,35.28443688050132,6.012220020247344,2024,31.685268215607426,38.845825294589645,7.160557078982219,6,1792179,"North Macedonia, ΔGNI/cap: 6%, ΔGDP/cap: 7%","North Macedonia, logratio(GNI/cap): 6, logratio(GDP/cap): 7.2","North Macedonia, ΔGNI/cap: 6%, ΔGDP/cap: 7%",lin,% of G7
Georgia,ex-USSR/Balkans,1990,2023,28.402009894493965,33.09063970853671,4.6886298140427485,2024,31.716147529224955,39.695673406970876,7.979525877745921,3,3673850,"Georgia, ΔGNI/cap: 5%, ΔGDP/cap: 8%","Georgia, logratio(GNI/cap): 4.7, logratio(GDP/cap): 8","Georgia, ΔGNI/cap: 5%, ΔGDP/cap: 8%",lin,% of G7
Kazakhstan,ex-USSR/Balkans,1990,2023,45.19497072060639,49.4122068412337,4.217236120627305,2024,41.34263218926911,57.010184482186325,15.667552292917215,4,20592571,"Kazakhstan, ΔGNI/cap: 4%, ΔGDP/cap: 16%","Kazakhstan, logratio(GNI/cap): 4.2, logratio(GDP/cap): 15.7","Kazakhstan, ΔGNI/cap: 4%, ΔGDP/cap: 16%",lin,% of G7
Tunisia,Africa,1990,2023,15.664693190420937,19.15254412862799,3.4878509382070533,2024,16.55546946706883,20.186406072908312,3.6309366058394836,5,12277109,"Tunisia, ΔGNI/cap: 3%, ΔGDP/cap: 4%","Tunisia, logratio(GNI/cap): 3.5, logratio(GDP/cap): 3.6","Tunisia, ΔGNI/cap: 3%, ΔGDP/cap: 4%",lin,% of G7
Morocco,Africa,1990,2023,10.373848782818103,13.797296798027562,3.423448015209459,2024,10.849411854177697,14.394738281959766,3.5453264277820686,3,38081173,"Morocco, ΔGNI/cap: 3%, ΔGDP/cap: 4%","Morocco, logratio(GNI/cap): 3.4, logratio(GDP/cap): 3.5","Morocco, ΔGNI/cap: 3%, ΔGDP/cap: 4%",lin,% of G7
Portugal,Southern Europe,1990,2023,63.087401446822085,65.47774951651834,2.390348069696259,2024,66.76270662517905,66.50262458678628,-0.2600820383927669,2,10701636,"Portugal, ΔGNI/cap: 2%, ΔGDP/cap: 0%","Portugal, logratio(GNI/cap): 2.4, logratio(GDP/cap): -0.3","Portugal, ΔGNI/cap: 2%, ΔGDP/cap: 0%",lin,% of G7
Ecuador,Latin America,1990,2023,20.07851356735231,22.30175944220686,2.2232458748545483,2024,22.355622547262403,22.126664444435885,-0.22895810282651752,7,18135478,"Ecuador, ΔGNI/cap: 2%, ΔGDP/cap: 0%","Ecuador, logratio(GNI/cap): 2.2, logratio(GDP/cap): -0.2","Ecuador, ΔGNI/cap: 2%, ΔGDP/cap: 0%",lin,% of G7
Argentina,Latin America,1990,2023,39.99342391511071,41.260197985213416,1.2667740701027057,2024,41.75904613525685,42.15105495266559,0.39200881740873683,1,45696159,"Argentina, ΔGNI/cap: 1%, ΔGDP/cap: 0%","Argentina, logratio(GNI/cap): 1.3, logratio(GDP/cap): 0.4","Argentina, ΔGNI/cap: 1%, ΔGDP/cap: 0%",lin,% of G7
Paraguay,Latin America,1990,2023,23.433901975348853,24.32015489047081,0.8862529151219576,2024,24.461499144016333,25.875023306624026,1.4135241626076933,11,6929153,"Paraguay, ΔGNI/cap: 1%, ΔGDP/cap: 1%","Paraguay, logratio(GNI/cap): 0.9, logratio(GDP/cap): 1.4","Paraguay, ΔGNI/cap: 1%, ΔGDP/cap: 1%",lin,% of G7
Spain,Southern Europe,1990,2023,73.66413226366667,73.36193597187379,-0.30219629179288177,2024,78.01478517703693,76.80608111657689,-1.208704060460036,3,48807137,"Spain, ΔGNI/cap: 0%, ΔGDP/cap: -1%","Spain, logratio(GNI/cap): -0.3, logratio(GDP/cap): -1.2","Spain, ΔGNI/cap: 0%, ΔGDP/cap: -1%",lin,% of G7
Brazil,Latin America,1990,2023,29.686555159713958,28.719572690166647,-0.966982469547311,2024,31.01930102919314,31.196690703742618,0.1773896745494774,2,211998573,"Brazil, ΔGNI/cap: -1%, ΔGDP/cap: 0%","Brazil, logratio(GNI/cap): -1, logratio(GDP/cap): 0.2","Brazil, ΔGNI/cap: -1%, ΔGDP/cap: 0%",lin,% of G7
South Africa,Africa,1990,2023,23.471565990826583,21.835503895711483,-1.6360620951151006,2024,26.577786968404872,21.591976862328323,-4.985810106076549,4,64007187,"South Africa, ΔGNI/cap: -2%, ΔGDP/cap: -5%","South Africa, logratio(GNI/cap): -1.6, logratio(GDP/cap): -5","South Africa, ΔGNI/cap: -2%, ΔGDP/cap: -5%",lin,% of G7
Algeria,Africa,1990,2023,27.54062045261635,24.10003291856641,-3.4405875340499392,2024,28.797829785802783,24.518800684186736,-4.279029101616047,1,46814308,"Algeria, ΔGNI/cap: -3%, ΔGDP/cap: -4%","Algeria, logratio(GNI/cap): -3.4, logratio(GDP/cap): -4.3","Algeria, ΔGNI/cap: -3%, ΔGDP/cap: -4%",lin,% of G7
Jamaica,Latin America,1990,2023,22.227585723506227,16.036185744182916,-6.191399979323311,2024,21.465183302144506,16.290684354384716,-5.1744989477597905,8,2839175,"Jamaica, ΔGNI/cap: -6%, ΔGDP/cap: -5%","Jamaica, logratio(GNI/cap): -6.2, logratio(GDP/cap): -5.2","Jamaica, ΔGNI/cap: -6%, ΔGDP/cap: -5%",lin,% of G7
Iran,Asia,1990,2023,31.971934484891936,25.665224065844072,-6.306710419047864,2024,22.212643965202084,25.76030845345821,3.547664488256128,2,91567738,"Iran, ΔGNI/cap: -6%, ΔGDP/cap: 4%","Iran, logratio(GNI/cap): -6.3, logratio(GDP/cap): 3.5","Iran, ΔGNI/cap: -6%, ΔGDP/cap: 4%",lin,% of G7
Mexico,Latin America,1990,2023,41.62163320971206,34.7809808993417,-6.840652310370359,2024,42.15757146390285,34.984141368533315,-7.1734300953695325,9,130861007,"Mexico, ΔGNI/cap: -7%, ΔGDP/cap: -7%","Mexico, logratio(GNI/cap): -6.8, logratio(GDP/cap): -7.2","Mexico, ΔGNI/cap: -7%, ΔGDP/cap: -7%",lin,% of G7
Greece,Southern Europe,1990,2023,66.60670267505756,57.02166497725603,-9.585037697801532,2024,66.08930078953203,59.943129290296916,-6.146171499235116,1,10388805,"Greece, ΔGNI/cap: -10%, ΔGDP/cap: -6%","Greece, logratio(GNI/cap): -9.6, logratio(GDP/cap): -6.1","Greece, ΔGNI/cap: -10%, ΔGDP/cap: -6%",lin,% of G7
Russia,ex-USSR/Balkans,1990,2023,75.34488103150919,62.54023545064919,-12.804645580859997,2024,72.78576927148931,66.21818770081656,-6.567581570672758,7,143533851,"Russia, ΔGNI/cap: -13%, ΔGDP/cap: -7%","Russia, logratio(GNI/cap): -12.8, logratio(GDP/cap): -6.6","Russia, ΔGNI/cap: -13%, ΔGDP/cap: -7%",lin,% of G7
Moldova,ex-USSR/Balkans,1990,2023,39.10716647181637,25.299711059515303,-13.807455412301067,2024,39.04736822589011,26.144383499946162,-12.902984725943949,5,2389275,"Moldova, ΔGNI/cap: -14%, ΔGDP/cap: -13%","Moldova, logratio(GNI/cap): -13.8, logratio(GDP/cap): -12.9","Moldova, ΔGNI/cap: -14%, ΔGDP/cap: -13%",lin,% of G7
Ukraine,ex-USSR/Balkans,1990,2023,57.53372656911405,27.000443816231428,-30.533282752882624,2024,56.02105378442861,25.912433321291306,-30.108620463137303,8,37860221,"Ukraine, ΔGNI/cap: -31%, ΔGDP/cap: -30%","Ukraine, logratio(GNI/cap): -30.5, logratio(GDP/cap): -30.1","Ukraine, ΔGNI/cap: -31%, ΔGDP/cap: -30%",lin,% of G7
South Korea,Asia,1990,2023,142.029431562362,244.62880453088994,102.59937296852794,2023,123.3652874401266,242.54763231818094,119.18234487805435,5,51748695,"South Korea, ΔGNI/cap: 103%, ΔGDP/cap: 119%","South Korea, logratio(GNI/cap): 102.6, logratio(GDP/cap): 119.2","South Korea, ΔGNI/cap: 103%, ΔGDP/cap: 119%",lin,% of World
Poland,CEE,1990,2023,113.152197832267,207.68925685146027,94.53705901919326,2024,114.286474368532,212.11805424213065,97.83157987359866,7,36554707,"Poland, ΔGNI/cap: 95%, ΔGDP/cap: 98%","Poland, logratio(GNI/cap): 94.5, logratio(GDP/cap): 97.8","Poland, ΔGNI/cap: 95%, ΔGDP/cap: 98%",lin,% of World
China,Asia,1990,2023,14.610385388650478,108.37254946043277,93.76216407178228,2024,14.858467021256413,112.12137019190614,97.26290317064972,1,1408975000,"China, ΔGNI/cap: 94%, ΔGDP/cap: 97%","China, logratio(GNI/cap): 93.8, logratio(GDP/cap): 97.3","China, ΔGNI/cap: 94%, ΔGDP/cap: 97%",lin,% of World
Panama,Latin America,1990,2023,91.85943076675134,169.15453983604027,77.29510906928893,2024,101.0449449459381,171.27396850758524,70.22902356164714,10,4515577,"Panama, ΔGNI/cap: 77%, ΔGDP/cap: 70%","Panama, logratio(GNI/cap): 77.3, logratio(GDP/cap): 70.2","Panama, ΔGNI/cap: 77%, ΔGDP/cap: 70%",lin,% of World
Estonia,CEE,1990,2023,139.988703570642,201.11333969489024,61.12463612424824,2024,172.56916269536796,195.34857872697148,22.779416031603517,3,1371986,"Estonia, ΔGNI/cap: 61%, ΔGDP/cap: 23%","Estonia, logratio(GNI/cap): 61.1, logratio(GDP/cap): 22.8","Estonia, ΔGNI/cap: 61%, ΔGDP/cap: 23%",lin,% of World
Malaysia,Asia,1990,2023,102.20342460267587,160.14462120883783,57.94119660616197,2024,107.08629746173483,160.20523677269,53.11893931095517,4,35557673,"Malaysia, ΔGNI/cap: 58%, ΔGDP/cap: 53%","Malaysia, logratio(GNI/cap): 57.9, logratio(GDP/cap): 53.1","Malaysia, ΔGNI/cap: 58%, ΔGDP/cap: 53%",lin,% of World
