cntr_group,region,country,Code,year,year_end,varname,value,value_end,pop,min_yr,max_yr,trans_rec_end_yr,era,era_col,era_num,era_low,era_high,cntr_region,change_val,change_lab,change_sign,sel_var
CEE,CEE,Slovakia,SVK,1995,2023,% of LAT_AM,103.57205838959658,102.7579447330506,5354244,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Slovakia,-0.8141136565459703,-0.8,divergence,% of LAT_AM
Yugosl.,CEE,Slovenia,SVN,1950,1965,% of LAT_AM,123.78238617308574,119.06418839807081,1446309,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Slovenia,-4.718197775014929,-4.7,divergence,% of LAT_AM
Yugosl.,CEE,Slovenia,SVN,1965,1989,% of LAT_AM,119.06418839807081,108.11823300667892,1675272,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Slovenia,-10.945955391391891,-10.9,divergence,% of LAT_AM
Yugosl.,CEE,Slovenia,SVN,1989,1995,% of LAT_AM,108.11823300667892,106.67562074860817,1995417,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Slovenia,-1.4426122580707528,-1.4,divergence,% of LAT_AM
Yugosl.,CEE,Slovenia,SVN,1995,2023,% of LAT_AM,106.67562074860817,107.03660730123563,1988051,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Slovenia,0.36098655262746604,+0.4,no change,% of LAT_AM
USSR,ex-USSR/Balkans,Ukraine,UKR,1950,1965,% of LAT_AM,122.49921062629929,123.29725594278351,37310845,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Ukraine,0.7980453164842203,+0.8,convergence,% of LAT_AM
USSR,ex-USSR/Balkans,Ukraine,UKR,1965,1989,% of LAT_AM,123.29725594278351,104.50220010802042,45386845,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Ukraine,-18.79505583476309,-18.8,divergence,% of LAT_AM
USSR,ex-USSR/Balkans,Ukraine,UKR,1989,1995,% of LAT_AM,104.50220010802042,96.2042692948279,51917779,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Ukraine,-8.297930813192522,-8.3,divergence,% of LAT_AM
USSR,ex-USSR/Balkans,Ukraine,UKR,1995,2023,% of LAT_AM,96.2042692948279,96.30597866724885,51665488,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Ukraine,0.1017093724209559,+0.1,no change,% of LAT_AM
USSR,ex-USSR/Balkans,Belarus,BLR,1950,1965,% of G7,88.97376613981415,101.51767305499416,7127548,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Belarus,12.543906915180017,+12.5,convergence,% of G7
USSR,ex-USSR/Balkans,Belarus,BLR,1965,1989,% of G7,101.51767305499416,93.74074518159273,8679894,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Belarus,-7.7769278734014335,-7.8,divergence,% of G7
USSR,ex-USSR/Balkans,Belarus,BLR,1989,1995,% of G7,93.74074518159273,89.09154906231053,10158729,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Belarus,-4.649196119282195,-4.6,divergence,% of G7
USSR,ex-USSR/Balkans,Belarus,BLR,1995,2023,% of G7,89.09154906231053,91.44567974882506,10197421,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Belarus,2.354130686514523,+2.4,convergence,% of G7
CEE,CEE,Bulgaria,BGR,1950,1965,% of G7,93.26378080108404,101.05721599193268,7248464,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Bulgaria,7.793435190848641,+7.8,convergence,% of G7
CEE,CEE,Bulgaria,BGR,1965,1989,% of G7,101.05721599193268,93.71019895074592,8202371,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Bulgaria,-7.34701704118676,-7.3,divergence,% of G7
CEE,CEE,Bulgaria,BGR,1989,1995,% of G7,93.71019895074592,91.9552203432285,8936335,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Bulgaria,-1.7549786075174154,-1.8,divergence,% of G7
CEE,CEE,Bulgaria,BGR,1995,2023,% of G7,91.9552203432285,92.92288684572564,8357522,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Bulgaria,0.9676665024971385,+1,convergence,% of G7
Yugosl.,CEE,Croatia,HRV,1950,1965,% of G7,88.6873099884268,97.04476281575668,3864936,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Croatia,8.35745282732988,+8.4,convergence,% of G7
Yugosl.,CEE,Croatia,HRV,1965,1989,% of G7,97.04476281575668,95.0430896332327,4346657,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Croatia,-2.0016731825239873,-2,divergence,% of G7
Yugosl.,CEE,Croatia,HRV,1989,1995,% of G7,95.0430896332327,94.02752366575169,4820680,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Croatia,-1.0155659674810096,-1,divergence,% of G7
Yugosl.,CEE,Croatia,HRV,1995,2023,% of G7,94.02752366575169,96.5397345613571,4619314,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Croatia,2.5122108956054063,+2.5,convergence,% of G7
CEE,CEE,Czechia,CZE,1950,1965,% of G7,97.71947878720297,99.57210378392377,8916664,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Czechia,1.8526249967207917,+1.9,convergence,% of G7
CEE,CEE,Czechia,CZE,1965,1989,% of G7,99.57210378392377,94.06980543663767,9706802,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Czechia,-5.5022983472861,-5.5,divergence,% of G7
CEE,CEE,Czechia,CZE,1989,1995,% of G7,94.06980543663767,94.8257595628717,10305562,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Czechia,0.7559541262340304,+0.8,convergence,% of G7
CEE,CEE,Czechia,CZE,1995,2023,% of G7,94.8257595628717,98.08008906742326,10311979,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Czechia,3.2543295045515634,+3.3,convergence,% of G7
Baltics,CEE,Estonia,EST,1950,1965,% of G7,100.68766824143545,100.21920964724745,1102004,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Estonia,-0.46845859418799307,-0.5,no change,% of G7
Baltics,CEE,Estonia,EST,1965,1989,% of G7,100.21920964724745,92.42266876556813,1292753,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Estonia,-7.79654088167932,-7.8,divergence,% of G7
Baltics,CEE,Estonia,EST,1989,1995,% of G7,92.42266876556813,87.87631265919507,1567538,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Estonia,-4.546356106373068,-4.5,divergence,% of G7
Baltics,CEE,Estonia,EST,1995,2023,% of G7,87.87631265919507,97.24393874294675,1452730,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Estonia,9.367626083751688,+9.4,convergence,% of G7
CEE,CEE,Hungary,HUN,1950,1965,% of G7,94.27927392673848,97.999406945267907,9337826,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Hungary,3.720133018529424,+3.7,convergence,% of G7
CEE,CEE,Hungary,HUN,1965,1989,% of G7,97.999406945267907,90.97598354069926,10141073,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Hungary,-7.023423404568646,-7,divergence,% of G7
CEE,CEE,Hungary,HUN,1989,1995,% of G7,90.97598354069926,90.66832412662158,10403359,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Hungary,-0.3076594140776763,-0.3,no change,% of G7
CEE,CEE,Hungary,HUN,1995,2023,% of G7,90.66832412662158,94.62774403831455,10322744,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Hungary,3.9594199116929616,+4,convergence,% of G7
Baltics,CEE,Latvia,LVA,1950,1965,% of G7,97.97225206485729,100.94015303899677,1918675,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Latvia,2.967900974139482,+3,convergence,% of G7
Baltics,CEE,Latvia,LVA,1965,1989,% of G7,100.94015303899677,92.29877954603926,2252726,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Latvia,-8.641373492957513,-8.6,divergence,% of G7
Baltics,CEE,Latvia,LVA,1989,1995,% of G7,92.29877954603926,85.51931383894905,2664789,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Latvia,-6.7794657070902105,-6.8,divergence,% of G7
Baltics,CEE,Latvia,LVA,1995,2023,% of G7,85.51931383894905,93.60288861563122,2485908,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Latvia,8.08357477668217,+8.1,convergence,% of G7
Baltics,CEE,Lithuania,LTU,1950,1965,% of G7,100.24174947611371,101.60710008078418,2432951,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Lithuania,1.3653506046704678,+1.4,convergence,% of G7
Baltics,CEE,Lithuania,LTU,1965,1989,% of G7,101.60710008078418,93.91602548477802,2965212,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Lithuania,-7.69107459600616,-7.7,divergence,% of G7
Baltics,CEE,Lithuania,LTU,1989,1995,% of G7,93.91602548477802,89.43663058731549,3696048,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Lithuania,-4.479394897462527,-4.5,divergence,% of G7
Baltics,CEE,Lithuania,LTU,1995,2023,% of G7,89.43663058731549,93.4004237706801,3626997,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Lithuania,3.963793183364615,+4,convergence,% of G7
CEE,CEE,Poland,POL,1950,1965,% of G7,88.50569557464996,98.3341559704914,24780120,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Poland,9.828460395841432,+9.8,convergence,% of G7
CEE,CEE,Poland,POL,1965,1989,% of G7,98.3341559704914,92.83969692146373,31288294,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Poland,-5.494459049027668,-5.5,divergence,% of G7
CEE,CEE,Poland,POL,1989,1995,% of G7,92.83969692146373,93.24691115856811,37938044,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Poland,0.40721423710438387,+0.4,no change,% of G7
CEE,CEE,Poland,POL,1995,2023,% of G7,93.24691115856811,96.60435622910242,38364630,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Poland,3.357445070534311,+3.4,convergence,% of G7
CEE,CEE,Romania,ROU,1950,1965,% of G7,91.80601030186278,96.91905477791872,16397220,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Romania,5.113044476055933,+5.1,convergence,% of G7
CEE,CEE,Romania,ROU,1965,1989,% of G7,96.91905477791872,91.17473069075828,18713016,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Romania,-5.744324087160436,-5.7,divergence,% of G7
CEE,CEE,Romania,ROU,1989,1995,% of G7,91.17473069075828,89.83134268839137,22887592,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Romania,-1.3433880023669076,-1.3,divergence,% of G7
CEE,CEE,Romania,ROU,1995,2023,% of G7,89.83134268839137,93.29366287853053,22657664,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Romania,3.4623201901391525,+3.5,convergence,% of G7
USSR,ex-USSR/Balkans,Russia,RUS,1950,1965,% of G7,84.16515660278048,98.1915829309593,103392314,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Russia,14.026426328178815,+14,convergence,% of G7
USSR,ex-USSR/Balkans,Russia,RUS,1965,1989,% of G7,98.1915829309593,91.35918797316793,126634148,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Russia,-6.832394957791365,-6.8,divergence,% of G7
USSR,ex-USSR/Balkans,Russia,RUS,1989,1995,% of G7,91.35918797316793,82.92647259455393,148281823,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Russia,-8.432715378614006,-8.4,divergence,% of G7
USSR,ex-USSR/Balkans,Russia,RUS,1995,2023,% of G7,82.92647259455393,89.87338297353119,148291356,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Russia,6.946910378977265,+6.9,convergence,% of G7
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1950,1965,% of G7,83.581320124741,97.38773175777229,6009148,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Serbia,13.806411633031288,+13.8,convergence,% of G7
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1965,1989,% of G7,97.38773175777229,94.83700089979422,7031084,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Serbia,-2.550730857978067,-2.6,divergence,% of G7
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1989,1995,% of G7,94.83700089979422,94.24159601997933,7881211,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Serbia,-0.5954048798148932,-0.6,divergence,% of G7
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1995,2023,% of G7,94.24159601997933,94.31483265476452,7823230,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Serbia,0.07323663478518938,+0.1,no change,% of G7
CEE,CEE,Slovakia,SVK,1950,1965,% of G7,92.21157030856743,99.60781790515847,3465707,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Slovakia,7.396247596591039,+7.4,convergence,% of G7
CEE,CEE,Slovakia,SVK,1965,1989,% of G7,99.60781790515847,92.99885196115477,4364999,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Slovakia,-6.6089659440037,-6.6,divergence,% of G7
CEE,CEE,Slovakia,SVK,1989,1995,% of G7,92.99885196115477,93.62905363593936,5249882,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Slovakia,0.6302016747845869,+0.6,convergence,% of G7
CEE,CEE,Slovakia,SVK,1995,2023,% of G7,93.62905363593936,96.24623424910698,5354244,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Slovakia,2.617180613167619,+2.6,convergence,% of G7
Yugosl.,CEE,Slovenia,SVN,1950,1965,% of G7,93.78889983707538,97.36434751172577,1446309,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Slovenia,3.575447674650391,+3.6,convergence,% of G7
Yugosl.,CEE,Slovenia,SVN,1965,1989,% of G7,97.36434751172577,96.08310357875918,1675272,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Slovenia,-1.2812439329665892,-1.3,divergence,% of G7
Yugosl.,CEE,Slovenia,SVN,1989,1995,% of G7,96.08310357875918,96.43467139706678,1995417,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Slovenia,0.35156781830760053,+0.4,no change,% of G7
Yugosl.,CEE,Slovenia,SVN,1995,2023,% of G7,96.43467139706678,100.25376048836982,1988051,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Slovenia,3.8190890913030415,+3.8,convergence,% of G7
USSR,ex-USSR/Balkans,Ukraine,UKR,1950,1965,% of G7,92.81664823851065,100.82592454012713,37310845,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Ukraine,8.009276301616481,+8,convergence,% of G7
USSR,ex-USSR/Balkans,Ukraine,UKR,1965,1989,% of G7,100.82592454012713,92.86958765379448,45386845,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Ukraine,-7.95633688633265,-8,divergence,% of G7
USSR,ex-USSR/Balkans,Ukraine,UKR,1989,1995,% of G7,92.86958765379448,86.96857849372014,51917779,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Ukraine,-5.901009160074338,-5.9,divergence,% of G7
USSR,ex-USSR/Balkans,Ukraine,UKR,1995,2023,% of G7,86.96857849372014,90.20312547586661,51665488,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Ukraine,3.234546982146469,+3.2,convergence,% of G7
USSR,ex-USSR/Balkans,Belarus,BLR,1950,1965,% of S_EUR4,91.826867293216,102.04133903998571,7127548,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Belarus,10.214471746769718,+10.2,convergence,% of S_EUR4
USSR,ex-USSR/Balkans,Belarus,BLR,1965,1989,% of S_EUR4,102.04133903998571,93.13458395829896,8679894,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Belarus,-8.906755081686754,-8.9,divergence,% of S_EUR4
USSR,ex-USSR/Balkans,Belarus,BLR,1989,1995,% of S_EUR4,93.13458395829896,88.24432487847322,10158729,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Belarus,-4.890259079825739,-4.9,divergence,% of S_EUR4
USSR,ex-USSR/Balkans,Belarus,BLR,1995,2023,% of S_EUR4,88.24432487847322,89.20686832893762,10197421,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Belarus,0.9625434504643948,+1,convergence,% of S_EUR4
CEE,CEE,Bulgaria,BGR,1950,1965,% of S_EUR4,96.25444886110581,101.5785067678181,7248464,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Bulgaria,5.324057906712284,+5.3,convergence,% of S_EUR4
CEE,CEE,Bulgaria,BGR,1965,1989,% of S_EUR4,101.5785067678181,93.10423525031824,8202371,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Bulgaria,-8.474271517499858,-8.5,divergence,% of S_EUR4
CEE,CEE,Bulgaria,BGR,1989,1995,% of S_EUR4,93.10423525031824,91.0807638170502,8936335,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Bulgaria,-2.0234714332680426,-2,divergence,% of S_EUR4
CEE,CEE,Bulgaria,BGR,1995,2023,% of S_EUR4,91.0807638170502,90.64790982318576,8357522,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Bulgaria,-0.4328539938644411,-0.4,no change,% of S_EUR4
Yugosl.,CEE,Croatia,HRV,1950,1965,% of S_EUR4,91.53122541876239,97.54535586304468,3864936,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Croatia,6.014130444282287,+6,convergence,% of S_EUR4
Yugosl.,CEE,Croatia,HRV,1965,1989,% of S_EUR4,97.54535586304468,94.42850698439526,4346657,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Croatia,-3.116848878649421,-3.1,divergence,% of S_EUR4
Yugosl.,CEE,Croatia,HRV,1989,1995,% of S_EUR4,94.42850698439526,93.13336038276461,4820680,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Croatia,-1.2951466016306483,-1.3,divergence,% of S_EUR4
Yugosl.,CEE,Croatia,HRV,1995,2023,% of S_EUR4,93.13336038276461,94.17620835867014,4619314,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Croatia,1.0428479759055307,+1,convergence,% of S_EUR4
CEE,CEE,Czechia,CZE,1950,1965,% of S_EUR4,100.85302668265209,100.08573379765984,8916664,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Czechia,-0.7672928849922442,-0.8,divergence,% of S_EUR4
CEE,CEE,Czechia,CZE,1965,1989,% of S_EUR4,100.08573379765984,93.46151639191098,9706802,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Czechia,-6.624217405748865,-6.6,divergence,% of S_EUR4
CEE,CEE,Czechia,CZE,1989,1995,% of S_EUR4,93.46151639191098,93.92400538306481,10305562,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Czechia,0.46248899115383324,+0.5,no change,% of S_EUR4
CEE,CEE,Czechia,CZE,1995,2023,% of S_EUR4,93.92400538306481,95.67885126077284,10311979,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Czechia,1.7548458777080356,+1.8,convergence,% of S_EUR4
Baltics,CEE,Estonia,EST,1950,1965,% of S_EUR4,103.91639638071146,100.73617767415023,1102004,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Estonia,-3.1802187065612344,-3.2,divergence,% of S_EUR4
Baltics,CEE,Estonia,EST,1965,1989,% of S_EUR4,100.73617767415023,91.82503069633276,1292753,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Estonia,-8.911146977817467,-8.9,divergence,% of S_EUR4
Baltics,CEE,Estonia,EST,1989,1995,% of S_EUR4,91.82503069633276,87.04064487639282,1567538,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Estonia,-4.784385819939942,-4.8,divergence,% of S_EUR4
Baltics,CEE,Estonia,EST,1995,2023,% of S_EUR4,87.04064487639282,94.86317191863606,1452730,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Estonia,7.822527042243237,+7.8,convergence,% of S_EUR4
CEE,CEE,Hungary,HUN,1950,1965,% of S_EUR4,97.30250556964293,98.50492440269409,9337826,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Hungary,1.202418833051155,+1.2,convergence,% of S_EUR4
CEE,CEE,Hungary,HUN,1965,1989,% of S_EUR4,98.50492440269409,90.38770025613015,10141073,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Hungary,-8.117224146563942,-8.1,divergence,% of S_EUR4
CEE,CEE,Hungary,HUN,1989,1995,% of S_EUR4,90.38770025613015,89.80610545698829,10403359,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Hungary,-0.581594799141854,-0.6,divergence,% of S_EUR4
CEE,CEE,Hungary,HUN,1995,2023,% of S_EUR4,89.80610545698829,92.31102798816254,10322744,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Hungary,2.5049225311742447,+2.5,convergence,% of S_EUR4
Baltics,CEE,Latvia,LVA,1950,1965,% of S_EUR4,101.11390558246126,101.46083996055111,1918675,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Latvia,0.3469343780898555,+0.3,no change,% of S_EUR4
Baltics,CEE,Latvia,LVA,1965,1989,% of S_EUR4,101.46083996055111,91.70194258885732,2252726,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Latvia,-9.758897371693791,-9.8,divergence,% of S_EUR4
Baltics,CEE,Latvia,LVA,1989,1995,% of S_EUR4,91.70194258885732,84.70606015066872,2664789,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Latvia,-6.995882438188602,-7,divergence,% of S_EUR4
Baltics,CEE,Latvia,LVA,1995,2023,% of S_EUR4,84.70606015066872,91.31126350504397,2485908,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Latvia,6.605203354375249,+6.6,convergence,% of S_EUR4
Baltics,CEE,Lithuania,LTU,1950,1965,% of S_EUR4,103.45617844161232,102.13122736369694,2432951,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Lithuania,-1.3249510779153866,-1.3,divergence,% of S_EUR4
Baltics,CEE,Lithuania,LTU,1965,1989,% of S_EUR4,102.13122736369694,93.30873083628273,2965212,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Lithuania,-8.822496527414202,-8.8,divergence,% of S_EUR4
Baltics,CEE,Lithuania,LTU,1989,1995,% of S_EUR4,93.30873083628273,88.58612481934975,3696048,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Lithuania,-4.7226060169329855,-4.7,divergence,% of S_EUR4
Baltics,CEE,Lithuania,LTU,1995,2023,% of S_EUR4,88.58612481934975,91.11375548919892,3626997,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Lithuania,2.5276306698491737,+2.5,convergence,% of S_EUR4
CEE,CEE,Poland,POL,1950,1965,% of S_EUR4,91.34378721763899,98.84140018812339,24780120,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Poland,7.497612970484397,+7.5,convergence,% of S_EUR4
CEE,CEE,Poland,POL,1965,1989,% of S_EUR4,98.84140018812339,92.23936219885063,31288294,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Poland,-6.602037989272759,-6.6,divergence,% of S_EUR4
CEE,CEE,Poland,POL,1989,1995,% of S_EUR4,92.23936219885063,92.36017118117232,37938044,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Poland,0.1208089823216909,+0.1,no change,% of S_EUR4
CEE,CEE,Poland,POL,1995,2023,% of S_EUR4,92.36017118117232,94.23924793168867,38364630,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Poland,1.8790767505163473,+1.9,convergence,% of S_EUR4
CEE,CEE,Romania,ROU,1950,1965,% of S_EUR4,94.7499323728906,97.41899937630639,16397220,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Romania,2.6690670034157904,+2.7,convergence,% of S_EUR4
CEE,CEE,Romania,ROU,1965,1989,% of S_EUR4,97.41899937630639,90.58516223595319,18713016,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Romania,-6.833837140353197,-6.8,divergence,% of S_EUR4
CEE,CEE,Romania,ROU,1989,1995,% of S_EUR4,90.58516223595319,88.97708336982286,22887592,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Romania,-1.6080788661303274,-1.6,divergence,% of S_EUR4
CEE,CEE,Romania,ROU,1995,2023,% of S_EUR4,88.97708336982286,91.0096083619117,22657664,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Romania,2.032524992088838,+2,convergence,% of S_EUR4
USSR,ex-USSR/Balkans,Russia,RUS,1950,1965,% of S_EUR4,86.86406118778248,98.69809170372801,103392314,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Russia,11.834030515945528,+11.8,convergence,% of S_EUR4
USSR,ex-USSR/Balkans,Russia,RUS,1965,1989,% of S_EUR4,98.69809170372801,90.76842675152774,126634148,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Russia,-7.92966495220027,-7.9,divergence,% of S_EUR4
USSR,ex-USSR/Balkans,Russia,RUS,1989,1995,% of S_EUR4,90.76842675152774,82.13787576576503,148281823,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Russia,-8.63055098576271,-8.6,divergence,% of S_EUR4
USSR,ex-USSR/Balkans,Russia,RUS,1995,2023,% of S_EUR4,82.13787576576503,87.67306518161666,148291356,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Russia,5.535189415851633,+5.5,convergence,% of S_EUR4
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1950,1965,% of S_EUR4,86.26150296061219,97.8900939666598,6009148,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Serbia,11.628591006047614,+11.6,convergence,% of S_EUR4
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1965,1989,% of S_EUR4,97.8900939666598,94.22375089449962,7031084,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Serbia,-3.6663430721601884,-3.7,divergence,% of S_EUR4
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1989,1995,% of S_EUR4,94.22375089449962,93.34539699648147,7881211,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Serbia,-0.8783538980181476,-0.9,divergence,% of S_EUR4
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1995,2023,% of S_EUR4,93.34539699648147,92.00577743212047,7823230,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Serbia,-1.3396195643610014,-1.3,divergence,% of S_EUR4
CEE,CEE,Slovakia,SVK,1950,1965,% of S_EUR4,95.16849737840676,100.12163214563961,3465707,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Slovakia,4.953134767232854,+5,convergence,% of S_EUR4
CEE,CEE,Slovakia,SVK,1965,1989,% of S_EUR4,100.12163214563961,92.39748808506774,4364999,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Slovakia,-7.724144060571874,-7.7,divergence,% of S_EUR4
