cntr_group,region,country,Code,year,year_end,varname,value,value_end,pop,min_yr,max_yr,trans_rec_end_yr,era,era_col,era_num,era_low,era_high,cntr_region,change_val,change_lab,change_sign,sel_var
USSR,ex-USSR/Balkans,Ukraine,UKR,1950,1965,% of DE,91.56309121823885,100.73345028891994,37310845,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Ukraine,9.170359070681087,+9.2,convergence,% of DE
USSR,ex-USSR/Balkans,Ukraine,UKR,1965,1989,% of DE,100.73345028891994,93.8673857447626,45386845,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Ukraine,-6.866064544157339,-6.9,divergence,% of DE
USSR,ex-USSR/Balkans,Ukraine,UKR,1989,1995,% of DE,93.8673857447626,87.67143687582869,51917779,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Ukraine,-6.195948868933911,-6.2,divergence,% of DE
USSR,ex-USSR/Balkans,Ukraine,UKR,1995,2023,% of DE,87.67143687582869,90.22434893097248,51665488,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Ukraine,2.5529120551437927,+2.6,convergence,% of DE
USSR,ex-USSR/Balkans,Belarus,BLR,1950,1965,% of W_EUR3,88.34389823718507,101.38628844368358,7127548,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Belarus,13.04239020649851,+13,convergence,% of W_EUR3
USSR,ex-USSR/Balkans,Belarus,BLR,1965,1989,% of W_EUR3,101.38628844368358,93.81757719796317,8679894,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Belarus,-7.568711245720408,-7.6,divergence,% of W_EUR3
USSR,ex-USSR/Balkans,Belarus,BLR,1989,1995,% of W_EUR3,93.81757719796317,88.83003200268921,10158729,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Belarus,-4.987545195273967,-5,divergence,% of W_EUR3
USSR,ex-USSR/Balkans,Belarus,BLR,1995,2023,% of W_EUR3,88.83003200268921,90.05552099914354,10197421,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Belarus,1.225488996454331,+1.2,convergence,% of W_EUR3
CEE,CEE,Bulgaria,BGR,1950,1965,% of W_EUR3,92.60354279438748,100.9264273061436,7248464,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Bulgaria,8.322884511756115,+8.3,convergence,% of W_EUR3
CEE,CEE,Bulgaria,BGR,1965,1989,% of W_EUR3,100.9264273061436,93.78700593074073,8202371,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Bulgaria,-7.139421375402861,-7.1,divergence,% of W_EUR3
CEE,CEE,Bulgaria,BGR,1989,1995,% of W_EUR3,93.78700593074073,91.68529733600622,8936335,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Bulgaria,-2.101708594734518,-2.1,divergence,% of W_EUR3
CEE,CEE,Bulgaria,BGR,1995,2023,% of W_EUR3,91.68529733600622,91.51027156910389,8357522,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Bulgaria,-0.17502576690232274,-0.2,no change,% of W_EUR3
Yugosl.,CEE,Croatia,HRV,1950,1965,% of W_EUR3,88.05946998169443,96.91916706421333,3864936,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Croatia,8.859697082518892,+8.9,convergence,% of W_EUR3
Yugosl.,CEE,Croatia,HRV,1965,1989,% of W_EUR3,96.91916706421333,95.12098908031362,4346657,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Croatia,-1.7981779838997056,-1.8,divergence,% of W_EUR3
Yugosl.,CEE,Croatia,HRV,1989,1995,% of W_EUR3,95.12098908031362,93.75151767223885,4820680,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Croatia,-1.369471408074773,-1.4,divergence,% of W_EUR3
Yugosl.,CEE,Croatia,HRV,1995,2023,% of W_EUR3,93.75151767223885,95.07213590540063,4619314,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Croatia,1.320618233161781,+1.3,convergence,% of W_EUR3
CEE,CEE,Czechia,CZE,1950,1965,% of W_EUR3,97.02769776207495,99.44323713677416,8916664,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Czechia,2.4155393746992075,+2.4,convergence,% of W_EUR3
CEE,CEE,Czechia,CZE,1965,1989,% of W_EUR3,99.44323713677416,94.14690715817052,9706802,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Czechia,-5.296329978603637,-5.3,divergence,% of W_EUR3
CEE,CEE,Czechia,CZE,1989,1995,% of W_EUR3,94.14690715817052,94.54741044807633,10305562,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Czechia,0.40050328990581363,+0.4,no change,% of W_EUR3
CEE,CEE,Czechia,CZE,1995,2023,% of W_EUR3,94.54741044807633,96.58907391655855,10311979,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Czechia,2.041663468482213,+2,convergence,% of W_EUR3
Baltics,CEE,Estonia,EST,1950,1965,% of W_EUR3,99.97487464881415,100.0895055128922,1102004,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Estonia,0.11463086407805179,+0.1,no change,% of W_EUR3
Baltics,CEE,Estonia,EST,1965,1989,% of W_EUR3,100.0895055128922,92.4984204569574,1292753,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Estonia,-7.591085055934798,-7.6,divergence,% of W_EUR3
Baltics,CEE,Estonia,EST,1989,1995,% of W_EUR3,92.4984204569574,87.61836277350027,1567538,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Estonia,-4.880057683457139,-4.9,divergence,% of W_EUR3
Baltics,CEE,Estonia,EST,1995,2023,% of W_EUR3,87.61836277350027,95.76563476326928,1452730,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Estonia,8.14727198976901,+8.1,convergence,% of W_EUR3
CEE,CEE,Hungary,HUN,1950,1965,% of W_EUR3,93.6118469861242,97.87257568916539,9337826,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Hungary,4.260728703041181,+4.3,convergence,% of W_EUR3
CEE,CEE,Hungary,HUN,1965,1989,% of W_EUR3,97.87257568916539,91.05054949644429,10141073,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Hungary,-6.822026192721097,-6.8,divergence,% of W_EUR3
CEE,CEE,Hungary,HUN,1989,1995,% of W_EUR3,91.05054949644429,90.40217864171366,10403359,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Hungary,-0.6483708547306293,-0.6,divergence,% of W_EUR3
CEE,CEE,Hungary,HUN,1995,2023,% of W_EUR3,90.40217864171366,93.18921149419864,10322744,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Hungary,2.787032852484984,+2.8,convergence,% of W_EUR3
Baltics,CEE,Latvia,LVA,1950,1965,% of W_EUR3,97.278681593456,100.80951585658742,1918675,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Latvia,3.5308342631314247,+3.5,convergence,% of W_EUR3
Baltics,CEE,Latvia,LVA,1965,1989,% of W_EUR3,100.80951585658742,92.37442969504667,2252726,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Latvia,-8.435086161540752,-8.4,divergence,% of W_EUR3
Baltics,CEE,Latvia,LVA,1989,1995,% of W_EUR3,92.37442969504667,85.26828262744375,2664789,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Latvia,-7.106147067602919,-7.1,divergence,% of W_EUR3
Baltics,CEE,Latvia,LVA,1995,2023,% of W_EUR3,85.26828262744375,92.17993594075479,2485908,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Latvia,6.911653313311035,+6.9,convergence,% of W_EUR3
Baltics,CEE,Lithuania,LTU,1950,1965,% of W_EUR3,99.53211265575959,101.47559973263024,2432951,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Lithuania,1.9434870768706531,+1.9,convergence,% of W_EUR3
Baltics,CEE,Lithuania,LTU,1965,1989,% of W_EUR3,101.47559973263024,93.99300116481466,2965212,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Lithuania,-7.482598567815586,-7.5,divergence,% of W_EUR3
Baltics,CEE,Lithuania,LTU,1989,1995,% of W_EUR3,93.99300116481466,89.17410058419169,3696048,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Lithuania,-4.818900580622966,-4.8,divergence,% of W_EUR3
Baltics,CEE,Lithuania,LTU,1995,2023,% of W_EUR3,89.17410058419169,91.98054896975557,3626997,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Lithuania,2.8064483855638827,+2.8,convergence,% of W_EUR3
CEE,CEE,Poland,POL,1950,1965,% of W_EUR3,87.8791412625089,98.20689148075337,24780120,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Poland,10.327750218244475,+10.3,convergence,% of W_EUR3
CEE,CEE,Poland,POL,1965,1989,% of W_EUR3,98.20689148075337,92.91579041847913,31288294,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Poland,-5.291101062274237,-5.3,divergence,% of W_EUR3
CEE,CEE,Poland,POL,1989,1995,% of W_EUR3,92.91579041847913,92.97319655508866,37938044,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Poland,0.05740613660952931,+0.1,no change,% of W_EUR3
CEE,CEE,Poland,POL,1995,2023,% of W_EUR3,92.97319655508866,95.13577519347442,38364630,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Poland,2.162578638385753,+2.2,convergence,% of W_EUR3
CEE,CEE,Romania,ROU,1950,1965,% of W_EUR3,91.15609222301346,96.79362171826135,16397220,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Romania,5.63752949524789,+5.6,convergence,% of W_EUR3
CEE,CEE,Romania,ROU,1965,1989,% of W_EUR3,96.79362171826135,91.24945954412331,18713016,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Romania,-5.544162174138037,-5.5,divergence,% of W_EUR3
CEE,CEE,Romania,ROU,1989,1995,% of W_EUR3,91.24945954412331,89.56765405743859,22887592,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Romania,-1.6818054866847234,-1.7,divergence,% of W_EUR3
CEE,CEE,Romania,ROU,1995,2023,% of W_EUR3,89.56765405743859,91.87541105847018,22657664,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Romania,2.3077570010315895,+2.3,convergence,% of W_EUR3
USSR,ex-USSR/Balkans,Russia,RUS,1950,1965,% of W_EUR3,83.56933006914207,98.06450295986534,103392314,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Russia,14.495172890723268,+14.5,convergence,% of W_EUR3
USSR,ex-USSR/Balkans,Russia,RUS,1965,1989,% of W_EUR3,98.06450295986534,91.43406801185706,126634148,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Russia,-6.630434948008272,-6.6,divergence,% of W_EUR3
USSR,ex-USSR/Balkans,Russia,RUS,1989,1995,% of W_EUR3,91.43406801185706,82.68305234307162,148281823,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Russia,-8.751015668785442,-8.8,divergence,% of W_EUR3
USSR,ex-USSR/Balkans,Russia,RUS,1995,2023,% of W_EUR3,82.68305234307162,88.50712630566781,148291356,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Russia,5.824073962596188,+5.8,convergence,% of W_EUR3
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1950,1965,% of W_EUR3,82.989626717909,97.26169213434159,6009148,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Serbia,14.272065416432582,+14.3,convergence,% of W_EUR3
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1965,1989,% of W_EUR3,97.26169213434159,94.91473143192879,7031084,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Serbia,-2.346960702412801,-2.3,divergence,% of W_EUR3
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1989,1995,% of W_EUR3,94.91473143192879,93.96496164394071,7881211,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Serbia,-0.9497697879880747,-0.9,divergence,% of W_EUR3
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1995,2023,% of W_EUR3,93.96496164394071,92.88105699472352,7823230,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Serbia,-1.0839046492171889,-1.1,divergence,% of W_EUR3
CEE,CEE,Slovakia,SVK,1950,1965,% of W_EUR3,91.55878116736011,99.47890503663878,3465707,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Slovakia,7.920123869278669,+7.9,convergence,% of W_EUR3
CEE,CEE,Slovakia,SVK,1965,1989,% of W_EUR3,99.47890503663878,93.07507590520889,4364999,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Slovakia,-6.403829131429887,-6.4,divergence,% of W_EUR3
CEE,CEE,Slovakia,SVK,1989,1995,% of W_EUR3,93.07507590520889,93.35421730118361,5249882,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Slovakia,0.2791413959747189,+0.3,no change,% of W_EUR3
CEE,CEE,Slovakia,SVK,1995,2023,% of W_EUR3,93.35421730118361,94.78309738979556,5354244,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Slovakia,1.4288800886119475,+1.4,convergence,% of W_EUR3
Yugosl.,CEE,Slovenia,SVN,1950,1965,% of W_EUR3,93.12494437926732,97.23833815228737,1446309,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Slovenia,4.11339377302005,+4.1,convergence,% of W_EUR3
Yugosl.,CEE,Slovenia,SVN,1965,1989,% of W_EUR3,97.23833815228737,96.16185544458642,1675272,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Slovenia,-1.0764827077009471,-1.1,divergence,% of W_EUR3
Yugosl.,CEE,Slovenia,SVN,1989,1995,% of W_EUR3,96.16185544458642,96.15159952353059,1995417,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Slovenia,-0.010255921055829731,0,no change,% of W_EUR3
Yugosl.,CEE,Slovenia,SVN,1995,2023,% of W_EUR3,96.15159952353059,98.7297011482874,1988051,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Slovenia,2.578101624756812,+2.6,convergence,% of W_EUR3
USSR,ex-USSR/Balkans,Ukraine,UKR,1950,1965,% of W_EUR3,92.15957559686049,100.6954351927348,37310845,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Ukraine,8.535859595874314,+8.5,convergence,% of W_EUR3
USSR,ex-USSR/Balkans,Ukraine,UKR,1965,1989,% of W_EUR3,100.6954351927348,92.94570564992425,45386845,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Ukraine,-7.749729542810556,-7.7,divergence,% of W_EUR3
USSR,ex-USSR/Balkans,Ukraine,UKR,1989,1995,% of W_EUR3,92.94570564992425,86.71329314773051,51917779,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Ukraine,-6.232412502193739,-6.2,divergence,% of W_EUR3
USSR,ex-USSR/Balkans,Ukraine,UKR,1995,2023,% of W_EUR3,86.71329314773051,88.83185605697965,51665488,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Ukraine,2.1185629092491354,+2.1,convergence,% of W_EUR3
USSR,ex-USSR/Balkans,Belarus,BLR,1950,1965,% of LAT_AM,117.42738318419458,124.1431762165089,7127548,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Belarus,6.715793032314323,+6.7,convergence,% of LAT_AM
USSR,ex-USSR/Balkans,Belarus,BLR,1965,1989,% of LAT_AM,124.1431762165089,105.48247665059492,8679894,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Belarus,-18.660699565913987,-18.7,divergence,% of LAT_AM
USSR,ex-USSR/Balkans,Belarus,BLR,1989,1995,% of LAT_AM,105.48247665059492,98.55269025125887,10158729,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Belarus,-6.929786399336052,-6.9,divergence,% of LAT_AM
USSR,ex-USSR/Balkans,Belarus,BLR,1995,2023,% of LAT_AM,98.55269025125887,97.63260016371184,10197421,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Belarus,-0.9200900875470239,-0.9,divergence,% of LAT_AM
CEE,CEE,Bulgaria,BGR,1950,1965,% of LAT_AM,123.0893352106282,123.58009591138006,7248464,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Bulgaria,0.4907607007518493,+0.5,no change,% of LAT_AM
CEE,CEE,Bulgaria,BGR,1965,1989,% of LAT_AM,123.58009591138006,105.44810427521193,8202371,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Bulgaria,-18.131991636168124,-18.1,divergence,% of LAT_AM
CEE,CEE,Bulgaria,BGR,1989,1995,% of LAT_AM,105.44810427521193,101.72047116538742,8936335,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Bulgaria,-3.7276331098245095,-3.7,divergence,% of LAT_AM
CEE,CEE,Bulgaria,BGR,1995,2023,% of LAT_AM,101.72047116538742,99.20975033906002,8357522,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Bulgaria,-2.5107208263274003,-2.5,divergence,% of LAT_AM
Yugosl.,CEE,Croatia,HRV,1950,1965,% of LAT_AM,117.04931897815015,118.6733770444034,3864936,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Croatia,1.624058066253241,+1.6,convergence,% of LAT_AM
Yugosl.,CEE,Croatia,HRV,1965,1989,% of LAT_AM,118.6733770444034,106.94794951348955,4346657,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Croatia,-11.725427530913848,-11.7,divergence,% of LAT_AM
Yugosl.,CEE,Croatia,HRV,1989,1995,% of LAT_AM,106.94794951348955,104.01284423108014,4820680,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Croatia,-2.9351052824094097,-2.9,divergence,% of LAT_AM
Yugosl.,CEE,Croatia,HRV,1995,2023,% of LAT_AM,104.01284423108014,103.07130233192842,4619314,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Croatia,-0.9415418991517157,-0.9,divergence,% of LAT_AM
CEE,CEE,Czechia,CZE,1950,1965,% of LAT_AM,128.9699557291172,121.76399295125543,8916664,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Czechia,-7.205962777861771,-7.2,divergence,% of LAT_AM
CEE,CEE,Czechia,CZE,1965,1989,% of LAT_AM,121.76399295125543,105.85275417081493,9706802,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Czechia,-15.911238780440499,-15.9,divergence,% of LAT_AM
CEE,CEE,Czechia,CZE,1989,1995,% of LAT_AM,105.85275417081493,104.89584936393827,10305562,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Czechia,-0.9569048068766648,-1,divergence,% of LAT_AM
CEE,CEE,Czechia,CZE,1995,2023,% of LAT_AM,104.89584936393827,104.71587226693468,10311979,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Czechia,-0.17997709700358655,-0.2,no change,% of LAT_AM
Baltics,CEE,Estonia,EST,1950,1965,% of LAT_AM,132.8873657200322,122.55532095163039,1102004,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Estonia,-10.3320447684018,-10.3,divergence,% of LAT_AM
Baltics,CEE,Estonia,EST,1965,1989,% of LAT_AM,122.55532095163039,103.99930127677341,1292753,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Estonia,-18.556019674856984,-18.6,divergence,% of LAT_AM
Baltics,CEE,Estonia,EST,1989,1995,% of LAT_AM,103.99930127677341,97.20840094347582,1567538,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Estonia,-6.790900333297586,-6.8,divergence,% of LAT_AM
Baltics,CEE,Estonia,EST,1995,2023,% of LAT_AM,97.20840094347582,103.82315070227901,1452730,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Estonia,6.614749758803185,+6.6,convergence,% of LAT_AM
CEE,CEE,Hungary,HUN,1950,1965,% of LAT_AM,124.42958083089064,119.84078515008139,9337826,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Hungary,-4.588795680809255,-4.6,divergence,% of LAT_AM
CEE,CEE,Hungary,HUN,1965,1989,% of LAT_AM,119.84078515008139,102.37140787612488,10141073,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Hungary,-17.46937727395651,-17.5,divergence,% of LAT_AM
CEE,CEE,Hungary,HUN,1989,1995,% of LAT_AM,102.37140787612488,100.29691207863188,10403359,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Hungary,-2.0744957974930003,-2.1,divergence,% of LAT_AM
CEE,CEE,Hungary,HUN,1995,2023,% of LAT_AM,100.29691207863188,101.02995268298103,10322744,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Hungary,0.7330406043491564,+0.7,convergence,% of LAT_AM
Baltics,CEE,Latvia,LVA,1950,1965,% of LAT_AM,129.30356535161192,123.4369428390389,1918675,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Latvia,-5.8666225125730165,-5.9,divergence,% of LAT_AM
Baltics,CEE,Latvia,LVA,1965,1989,% of LAT_AM,123.4369428390389,103.85989400322444,2252726,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Latvia,-19.577048835814466,-19.6,divergence,% of LAT_AM
Baltics,CEE,Latvia,LVA,1989,1995,% of LAT_AM,103.85989400322444,94.60109893672963,2664789,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Latvia,-9.258795066494812,-9.3,divergence,% of LAT_AM
Baltics,CEE,Latvia,LVA,1995,2023,% of LAT_AM,94.60109893672963,99.9357588404366,2485908,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Latvia,5.334659903706978,+5.3,convergence,% of LAT_AM
Baltics,CEE,Lithuania,LTU,1950,1965,% of LAT_AM,132.29884310267806,124.25253407201407,2432951,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Baltics: Lithuania,-8.046309030663991,-8,divergence,% of LAT_AM
Baltics,CEE,Lithuania,LTU,1965,1989,% of LAT_AM,124.25253407201407,105.67971212650492,2965212,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Baltics: Lithuania,-18.572821945509148,-18.6,divergence,% of LAT_AM
Baltics,CEE,Lithuania,LTU,1989,1995,% of LAT_AM,105.67971212650492,98.93441795723308,3696048,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Baltics: Lithuania,-6.745294169271844,-6.7,divergence,% of LAT_AM
Baltics,CEE,Lithuania,LTU,1995,2023,% of LAT_AM,98.93441795723308,99.71959587561844,3626997,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Baltics: Lithuania,0.785177918385358,+0.8,convergence,% of LAT_AM
CEE,CEE,Poland,POL,1950,1965,% of LAT_AM,116.809624669551,120.25014054580753,24780120,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Poland,3.4405158762565264,+3.4,convergence,% of LAT_AM
CEE,CEE,Poland,POL,1965,1989,% of LAT_AM,120.25014054580753,104.46856533725942,31288294,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Poland,-15.781575208548105,-15.8,divergence,% of LAT_AM
CEE,CEE,Poland,POL,1989,1995,% of LAT_AM,104.46856533725942,103.14933401673964,37938044,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Poland,-1.3192313205197763,-1.3,divergence,% of LAT_AM
CEE,CEE,Poland,POL,1995,2023,% of LAT_AM,103.14933401673964,103.14029609375753,38364630,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Poland,-0.009037922982116697,0,no change,% of LAT_AM
CEE,CEE,Romania,ROU,1950,1965,% of LAT_AM,121.16537287393592,118.51965213500071,16397220,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Romania,-2.6457207389352106,-2.6,divergence,% of LAT_AM
CEE,CEE,Romania,ROU,1965,1989,% of LAT_AM,118.51965213500071,102.59504959750079,18713016,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Romania,-15.924602537499922,-15.9,divergence,% of LAT_AM
CEE,CEE,Romania,ROU,1989,1995,% of LAT_AM,102.59504959750079,99.37104679403272,22887592,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Romania,-3.2240028034680677,-3.2,divergence,% of LAT_AM
CEE,CEE,Romania,ROU,1995,2023,% of LAT_AM,99.37104679403272,99.60561188506806,22657664,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,CEE: Romania,0.23456509103533563,+0.2,no change,% of LAT_AM
USSR,ex-USSR/Balkans,Russia,RUS,1950,1965,% of LAT_AM,111.08099076779277,120.0757918886947,103392314,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,USSR: Russia,8.994801120901926,+9,convergence,% of LAT_AM
USSR,ex-USSR/Balkans,Russia,RUS,1965,1989,% of LAT_AM,120.0757918886947,102.80261153811816,126634148,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,USSR: Russia,-17.27318035057654,-17.3,divergence,% of LAT_AM
USSR,ex-USSR/Balkans,Russia,RUS,1989,1995,% of LAT_AM,102.80261153811816,91.7329090498208,148281823,1950,2023,1995,1989-1995,transition,3,2.5,3.5,USSR: Russia,-11.069702488297352,-11.1,divergence,% of LAT_AM
USSR,ex-USSR/Balkans,Russia,RUS,1995,2023,% of LAT_AM,91.7329090498208,95.95392684833381,148291356,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,USSR: Russia,4.221017798513003,+4.2,convergence,% of LAT_AM
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1950,1965,% of LAT_AM,110.31044465293101,119.0927843507782,6009148,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,Yugosl.: Serbia,8.782339697847192,+8.8,convergence,% of LAT_AM
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1965,1989,% of LAT_AM,119.0927843507782,106.71604662034778,7031084,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,Yugosl.: Serbia,-12.37673773043042,-12.4,divergence,% of LAT_AM
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1989,1995,% of LAT_AM,106.71604662034778,104.2496501530739,7881211,1950,2023,1995,1989-1995,transition,3,2.5,3.5,Yugosl.: Serbia,-2.4663964672738814,-2.5,divergence,% of LAT_AM
Yugosl.,ex-USSR/Balkans,Serbia,SRB,1995,2023,% of LAT_AM,104.2496501530739,100.69587072218498,7823230,1950,2023,1995,1995-2023,capitalism,4,3.5,4.5,Yugosl.: Serbia,-3.5537794308889232,-3.6,divergence,% of LAT_AM
CEE,CEE,Slovakia,SVK,1950,1965,% of LAT_AM,121.70063008937913,121.8076667699358,3465707,1950,2023,1995,1950-1965,socialism,1,0.5,1.5,CEE: Slovakia,0.10703668055667492,+0.1,no change,% of LAT_AM
CEE,CEE,Slovakia,SVK,1965,1989,% of LAT_AM,121.8076667699358,104.6476557394694,4364999,1950,2023,1995,1965-1989,socialism,2,1.5,2.5,CEE: Slovakia,-17.160011030466407,-17.2,divergence,% of LAT_AM
CEE,CEE,Slovakia,SVK,1989,1995,% of LAT_AM,104.6476557394694,103.57205838959658,5249882,1950,2023,1995,1989-1995,transition,3,2.5,3.5,CEE: Slovakia,-1.0755973498728224,-1.1,divergence,% of LAT_AM
