year,ksh_kod,telepules,jogallas,megye,terulet_ha,lakonepesseg,lakasok
2012,26532,Böhönye,község,Somogy,6417.0,2353,949
2012,11299,Bököny,község,Szabolcs-Szatmár-Bereg,3547.0,3168,1270
2012,06558,Bölcske,község,Tolna,5878.0,2825,1272
2012,33950,Bőny,község,Győr-Moson-Sopron,5042.0,2153,789
2012,06619,Börcs,község,Győr-Moson-Sopron,1276.0,1290,427
2012,21139,Börzönce,község,Zala,560.0,50,35
2012,15501,Bősárkány,nagyközség,Győr-Moson-Sopron,2333.0,2111,791
2012,26277,Bőszénfa,község,Somogy,4295.0,568,196
2012,13471,Bucsa,község,Békés,5582.0,2055,985
2012,32984,Bucsu,község,Vas,1654.0,586,219
2012,20613,Búcsúszentlászló,község,Zala,154.0,819,294
2012,07986,Bucsuta,község,Zala,1619.0,227,111
2012,03407,Budajenő,község,Pest,1242.0,1877,591
2012,23463,Budakalász,város,Pest,1517.0,10510,3694
2012,12052,Budakeszi,város,Pest,3710.0,14507,5498
2012,23278,Budaörs,város,Pest,2359.0,29605,10643
2012,09566,Budapest 01. ker.,fővárosi kerület,Budapest,341.0,24528,16636
2012,03179,Budapest 02. ker.,fővárosi kerület,Budapest,3634.0,88011,48053
2012,18069,Budapest 03. ker.,fővárosi kerület,Budapest,3970.0,123889,62071
2012,05467,Budapest 04. ker.,fővárosi kerület,Budapest,1882.0,99050,47453
2012,13392,Budapest 05. ker.,fővárosi kerület,Budapest,259.0,27342,19282
2012,16586,Budapest 06. ker.,fővárosi kerület,Budapest,238.0,43377,26645
2012,29744,Budapest 07. ker.,fővárosi kerület,Budapest,209.0,64767,37024
2012,25405,Budapest 08. ker.,fővárosi kerület,Budapest,685.0,85173,43654
2012,29586,Budapest 09. ker.,fővárosi kerület,Budapest,1252.0,63697,39590
2012,10700,Budapest 10. ker.,fővárosi kerület,Budapest,3249.0,81475,38427
2012,14216,Budapest 11. ker.,fővárosi kerület,Budapest,3347.0,145510,76072
2012,24697,Budapest 12. ker.,fővárosi kerület,Budapest,2667.0,55776,33532
2012,24299,Budapest 13. ker.,fővárosi kerület,Budapest,1344.0,118320,72633
2012,16337,Budapest 14. ker.,fővárosi kerület,Budapest,1813.0,123786,71602
2012,11314,Budapest 15. ker.,fővárosi kerület,Budapest,2694.0,79779,38361
2012,08208,Budapest 16. ker.,fővárosi kerület,Budapest,3351.0,68235,30037
2012,02112,Budapest 17. ker.,fővárosi kerület,Budapest,5481.0,78537,31651
2012,29285,Budapest 18. ker.,fővárosi kerület,Budapest,3860.0,94663,43802
2012,04011,Budapest 19. ker.,fővárosi kerület,Budapest,938.0,62210,27360
