year,ksh_kod,telepules,jogallas,megye,terulet_ha,lakonepesseg,lakasok
2004,7472,Berkesz,község,Szabolcs-Szatmár-Bereg,1318,944,341
2004,18777,Bernecebaráti,község,Pest,3768,953,452
2004,30119,Berzence,nagyközség,Somogy,5376,2708,988
2004,26356,Berzék,község,Borsod-Abaúj-Zemplén,1060,1044,333
2004,30049,Besence,község,Baranya,958,153,48
2004,11305,Besenyszög,község,Jász-Nagykun-Szolnok,13808,3554,1405
2004,13639,Besenyőd,község,Szabolcs-Szatmár-Bereg,945,682,240
2004,27517,Besenyőtelek,község,Heves,4910,2906,1094
2004,16346,Besnyő,község,Fejér,4464,1861,647
2004,21227,Beszterec,község,Szabolcs-Szatmár-Bereg,1159,1130,372
2004,14119,Bezedek,község,Baranya,1136,286,108
2004,29805,Bezenye,község,Győr-Moson-Sopron,3004,1561,530
2004,12830,Bezeréd,község,Zala,1214,195,154
2004,10560,Bezi,község,Győr-Moson-Sopron,1120,438,181
2004,8891,Biatorbágy,nagyközség,Pest,4380,8866,3306
2004,10481,Bicske,város,Fejér,7888,11259,3815
2004,13310,Bicsérd,község,Baranya,1975,1007,323
2004,25256,Bihardancsháza,község,Hajdú-Bihar,831,214,102
2004,19956,Biharkeresztes,város,Hajdú-Bihar,4926,4219,1661
2004,24828,Biharnagybajom,község,Hajdú-Bihar,6135,2979,1137
2004,29887,Bihartorda,község,Hajdú-Bihar,2238,970,432
2004,29610,Biharugra,község,Békés,5287,1060,581
2004,4899,Bikal,község,Baranya,1703,854,336
2004,11970,Bikács,község,Tolna,3467,480,216
2004,2945,Biri,község,Szabolcs-Szatmár-Bereg,2259,1404,484
2004,5139,Birján,község,Baranya,907,442,157
2004,24925,Bisse,község,Baranya,1380,252,116
2004,29203,Boba,község,Vas,1095,856,314
2004,17543,Bocfölde,község,Zala,873,1048,353
2004,22354,Boconád,község,Heves,2955,1383,626
2004,31291,Bocska,község,Zala,738,378,142
2004,34102,Bocskaikert,község,Hajdú-Bihar,1089,2750,947
2004,20899,Boda,község,Baranya,1542,419,160
2004,18254,Bodajk,nagyközség,Fejér,2899,4086,1456
2004,11624,Bodmér,község,Fejér,717,214,113
2004,33002,Bodolyabér,község,Baranya,909,297,115
2004,6220,Bodonhely,község,Győr-Moson-Sopron,1110,328,128
2004,14933,Bodony,község,Heves,2896,862,444
2004,4321,Bodorfa,község,Veszprém,222,131,55
2004,10506,Bodrog,község,Somogy,1478,483,168
2004,23737,Bodroghalom,község,Borsod-Abaúj-Zemplén,2688,1401,551
2004,30784,Bodrogkeresztúr,község,Borsod-Abaúj-Zemplén,2987,1276,556
2004,33808,Bodrogkisfalud,község,Borsod-Abaúj-Zemplén,1468,980,426
2004,14401,Bodrogolaszi,község,Borsod-Abaúj-Zemplén,2062,984,390
2004,10694,Bogdása,község,Baranya,2099,337,128
2004,3425,Bogyiszló,község,Tolna,5593,2380,905
2004,4367,Bogyoszló,község,Győr-Moson-Sopron,2621,628,312
2004,25195,Bogács,község,Borsod-Abaúj-Zemplén,2469,2076,959
2004,32151,Bogád,község,Baranya,784,891,283
2004,21892,Bogádmindszent,község,Baranya,1158,443,133
2004,14137,Bojt,község,Hajdú-Bihar,2688,552,246
2004,7311,Bokod,község,Komárom-Esztergom,2992,2276,791
2004,3841,Bokor,község,Nógrád,675,132,73
2004,3452,Boldog,község,Heves,2674,3158,1163
2004,13116,Boldogasszonyfa,község,Baranya,1722,477,207
2004,14474,Boldogkőváralja,község,Borsod-Abaúj-Zemplén,2199,1173,423
2004,18944,Boldogkőújfalu,község,Borsod-Abaúj-Zemplén,1098,553,212
2004,8396,Boldva,község,Borsod-Abaúj-Zemplén,2834,2471,783
2004,13994,Bolhás,község,Somogy,3143,474,195
2004,18120,Bolhó,község,Somogy,2507,806,402
2004,10782,Boncodfölde,község,Zala,590,278,104
2004,22673,Bonnya,község,Somogy,1462,309,148
2004,6497,Bonyhád,város,Tolna,7214,14093,5417
2004,14818,Bonyhádvarasd,község,Tolna,1045,486,158
2004,8192,Bordány,község,Csongrád,3648,3162,1362
2004,3090,Borgáta,község,Vas,621,156,101
2004,6725,Borjád,község,Baranya,1559,448,158
2004,19327,Borota,község,Bács-Kiskun,8180,1529,741
2004,10056,Borsfa,község,Zala,1183,768,287
2004,30669,Borsodbóta,község,Borsod-Abaúj-Zemplén,813,940,357
2004,16124,Borsodgeszt,község,Borsod-Abaúj-Zemplén,1506,292,180
2004,6707,Borsodivánka,község,Borsod-Abaúj-Zemplén,1590,736,240
2004,5315,Borsodnádasd,város,Borsod-Abaúj-Zemplén,2807,3513,1387
2004,30207,Borsodszentgyörgy,község,Borsod-Abaúj-Zemplén,2153,1321,483
2004,16799,Borsodszirák,község,Borsod-Abaúj-Zemplén,1101,1210,386
2004,9894,Borsosberény,község,Nógrád,2026,1025,388
2004,4765,Borszörcsök,község,Veszprém,1180,391,157
2004,30252,Borzavár,község,Veszprém,1300,781,339
2004,14368,Bosta,község,Baranya,595,147,54
2004,22239,Botpalád,község,Szabolcs-Szatmár-Bereg,1650,589,240
2004,13365,Botykapeterd,község,Baranya,1742,376,134
2004,5023,Bozsok,község,Vas,2091,370,137
2004,6390,Bozzai,község,Vas,443,318,108
2004,13471,Bucsa,község,Békés,5584,2515,996
2004,32984,Bucsu,község,Vas,1654,596,200
2004,7986,Bucsuta,község,Zala,1619,258,111
2004,3407,Budajenő,község,Pest,1242,1427,502
2004,23463,Budakalász,nagyközség,Pest,1511,9687,3379
2004,12052,Budakeszi,város,Pest,3711,13043,5236
2004,9566,Budapest I. kerület,fővárosi kerület,Budapest főváros,341,24957,16483
2004,3179,Budapest II. kerület,fővárosi kerület,Budapest főváros,3634,88574,47001
2004,18069,Budapest III. kerület,fővárosi kerület,Budapest főváros,3969,127557,58433
2004,5467,Budapest IV. kerület,fővárosi kerület,Budapest főváros,1882,99551,44376
2004,29586,Budapest IX. kerület,fővárosi kerület,Budapest főváros,1253,59666,34603
2004,13392,Budapest V. kerület,fővárosi kerület,Budapest főváros,259,27401,19171
2004,16586,Budapest VI. kerület,fővárosi kerület,Budapest főváros,238,41968,25245
2004,29744,Budapest VII. kerület,fővárosi kerület,Budapest főváros,209,60513,35006
2004,25405,Budapest VIII. kerület,fővárosi kerület,Budapest főváros,685,79206,40287
2004,10700,Budapest X. kerület,fővárosi kerület,Budapest főváros,3249,76971,34556
2004,14216,Budapest XI. kerület,fővárosi kerület,Budapest főváros,3347,139328,70718
2004,24697,Budapest XII. kerület,fővárosi kerület,Budapest főváros,2667,57106,32619
2004,24299,Budapest XIII. kerület,fővárosi kerület,Budapest főváros,1344,107541,60434
2004,16337,Budapest XIV. kerület,fővárosi kerület,Budapest főváros,1813,117756,65299
2004,4011,Budapest XIX. kerület,fővárosi kerület,Budapest főváros,938,61792,26852
2004,11314,Budapest XV. kerület,fővárosi kerület,Budapest főváros,2695,82190,37446
2004,8208,Budapest XVI. kerület,fővárosi kerület,Budapest főváros,3351,68848,28018
2004,2112,Budapest XVII. kerület,fővárosi kerület,Budapest főváros,5482,78213,28859
2004,29285,Budapest XVIII. kerület,fővárosi kerület,Budapest főváros,3860,93632,39626
2004,6026,Budapest XX. kerület,fővárosi kerület,Budapest főváros,1218,63940,28898
2004,13189,Budapest XXI. kerület,fővárosi kerület,Budapest főváros,2575,77484,32222
2004,10214,Budapest XXII. kerület,fővárosi kerület,Budapest főváros,3425,50510,20445
2004,34139,Budapest XXIII. kerület,fővárosi kerület,Budapest főváros,4078,20605,8342
2004,23278,Budaörs,város,Pest,2359,25171,9368
2004,32823,Bugac,nagyközség,Bács-Kiskun,13111,3064,1461
2004,33631,Bugacpusztaháza,község,Bács-Kiskun,4300,331,141
2004,32027,Bugyi,nagyközség,Pest,11555,5275,1936
2004,19707,Buj,község,Szabolcs-Szatmár-Bereg,3276,2456,976
2004,14234,Buják,község,Nógrád,5304,2387,911
2004,17358,Buzsák,község,Somogy,5968,1422,695
2004,19363,Bábolna,város,Komárom-Esztergom,3359,3885,1339
2004,28316,Bábonymegyer,község,Somogy,2193,929,366
2004,10719,Bácsalmás,város,Bács-Kiskun,10832,7501,3269
2004,10180,Bácsbokod,nagyközség,Bács-Kiskun,6393,3047,1252
2004,27234,Bácsborsód,község,Bács-Kiskun,7752,1282,428
2004,8697,Bácsszentgyörgy,község,Bács-Kiskun,1473,182,98
2004,30155,Bácsszőlős,község,Bács-Kiskun,3883,423,272
2004,28769,Bágyogszovát,község,Győr-Moson-Sopron,2407,1339,545
2004,24457,Bálványos,község,Somogy,2369,577,264
2004,14173,Bánd,község,Veszprém,990,673,221
2004,7603,Bánfa,község,Baranya,1206,208,81
2004,25159,Bánhorváti,község,Borsod-Abaúj-Zemplén,2847,1584,589
2004,24341,Bánk,község,Nógrád,990,707,260
2004,8439,Bánokszentgyörgy,község,Zala,3254,719,299
2004,21953,Bánréve,község,Borsod-Abaúj-Zemplén,662,1442,554
2004,24378,Bár,község,Baranya,900,594,217
2004,3735,Bárdudvarnok,község,Somogy,4856,1186,526
2004,20048,Bárna,község,Nógrád,1539,1152,449
2004,8624,Bársonyos,község,Komárom-Esztergom,1687,855,296
2004,26693,Báránd,község,Hajdú-Bihar,4256,2679,1146
2004,11712,Báta,község,Tolna,6618,1904,824
2004,28909,Bátaapáti,község,Tolna,2002,442,135
2004,8864,Bátaszék,város,Tolna,6354,6887,2544
2004,3656,Bátmonostor,község,Bács-Kiskun,3795,1683,694
2004,33534,Bátonyterenye,város,Nógrád,7912,14240,5757
2004,24022,Bátor,község,Heves,2732,462,188
2004,2990,Bátorliget,község,Szabolcs-Szatmár-Bereg,3330,806,351
2004,11961,Bátya,község,Bács-Kiskun,3386,2211,957
2004,18698,Bázakerettye,község,Zala,803,998,385
2004,22901,Béb,község,Veszprém,704,241,96
2004,27058,Békás,község,Veszprém,652,210,96
2004,9760,Békés,város,Békés,12723,21412,8229
2004,15200,Békéscsaba,"megyeszékhely, megyei jogú város",Békés,19394,65710,28085
2004,2680,Békésszentandrás,nagyközség,Békés,7745,4129,1915
2004,26189,Békéssámson,község,Békés,7125,2631,1129
2004,33260,Bélapátfalva,város,Heves,3663,3398,1123
2004,6910,Bélavár,község,Somogy,2278,432,222
2004,19390,Bélmegyer,község,Békés,6305,1152,577
2004,25098,Bénye,község,Pest,1653,1259,477
2004,32911,Bér,község,Nógrád,2549,442,211
2004,32124,Bérbaltavár,község,Vas,2567,542,306
2004,8305,Bócsa,község,Bács-Kiskun,9704,1835,920
2004,27429,Bódvalenke,község,Borsod-Abaúj-Zemplén,663,187,59
2004,33303,Bódvarákó,község,Borsod-Abaúj-Zemplén,922,146,82
2004,5926,Bódvaszilas,község,Borsod-Abaúj-Zemplén,1922,1202,476
2004,19929,Bókaháza,község,Zala,670,327,139
2004,33154,Bóly,város,Baranya,2534,3809,1411
2004,31006,Bózsva,község,Borsod-Abaúj-Zemplén,1639,214,122
2004,22877,Böde,község,Zala,917,295,128
2004,4163,Bödeháza,község,Zala,667,86,57
2004,11651,Bögöt,község,Vas,499,386,160
2004,7296,Bögöte,község,Vas,2073,333,151
2004,26532,Böhönye,község,Somogy,6417,2492,941
2004,11299,Bököny,község,Szabolcs-Szatmár-Bereg,3547,3274,1246
2004,6558,Bölcske,község,Tolna,5878,2990,1255
2004,6619,Börcs,község,Győr-Moson-Sopron,1277,1075,354
2004,21139,Börzönce,község,Zala,560,68,35
2004,20613,Búcsúszentlászló,község,Zala,154,865,276
2004,2431,Bük,nagyközség,Vas,2086,3256,1275
2004,27890,Bükkaranyos,község,Borsod-Abaúj-Zemplén,2619,1456,499
2004,19406,Bükkmogyorósd,község,Borsod-Abaúj-Zemplén,990,168,107
2004,10621,Bükkszenterzsébet,község,Heves,2486,1199,494
2004,8022,Bükkszentkereszt,község,Borsod-Abaúj-Zemplén,2697,1257,503
2004,22099,Bükkszentmárton,község,Heves,826,362,132
2004,2963,Bükkszék,község,Heves,1530,863,399
2004,32887,Bükkzsérc,község,Borsod-Abaúj-Zemplén,3726,1074,484
2004,13596,Bükkábrány,község,Borsod-Abaúj-Zemplén,1802,1693,685
2004,23162,Bükkösd,község,Baranya,3015,1319,448
2004,7533,Bürüs,község,Baranya,1630,98,44
2004,8703,Büssü,község,Somogy,1719,423,158
2004,23977,Büttös,község,Borsod-Abaúj-Zemplén,1818,229,108
2004,5476,Bő,község,Vas,1066,679,303
2004,5306,Bőcs,község,Borsod-Abaúj-Zemplén,2432,2734,938
2004,33950,Bőny,község,Győr-Moson-Sopron,5042,2224,743
2004,26277,Bőszénfa,község,Somogy,4295,589,192
2004,15501,Bősárkány,nagyközség,Győr-Moson-Sopron,2334,2195,767
2004,27085,Cakóháza,község,Győr-Moson-Sopron,288,60,30
2004,13152,Cece,nagyközség,Fejér,5884,2821,1126
2004,11341,Cegléd,város,Pest,24487,38220,15068
2004,20640,Ceglédbercel,község,Pest,2815,4529,1610
2004,27094,Celldömölk,város,Vas,5239,11478,4590
2004,3665,Cered,község,Nógrád,3858,1214,555
2004,9876,Chernelházadamonya,község,Vas,785,209,101
2004,22938,Cibakháza,nagyközség,Jász-Nagykun-Szolnok,3821,4605,1922
2004,3939,Cigánd,város,Borsod-Abaúj-Zemplén,5679,3188,1152
2004,19284,Cikó,község,Tolna,1986,959,346
2004,15954,Cirák,község,Győr-Moson-Sopron,1178,647,261
2004,31334,Csabacsűd,nagyközség,Békés,6685,2029,848
2004,34078,Csabaszabadi,község,Békés,3271,368,186
2004,30544,Csabdi,község,Fejér,1687,1174,406
2004,30924,Csabrendek,község,Veszprém,4494,2998,1052
2004,12928,Csaholc,község,Szabolcs-Szatmár-Bereg,1935,528,175
2004,16072,Csajág,község,Veszprém,2237,889,308
2004,22293,Csanytelek,község,Csongrád,3471,2950,1406
2004,2121,Csanádalberti,község,Csongrád,1532,500,261
2004,20455,Csanádapáca,község,Békés,5131,2892,1385
2004,5379,Csanádpalota,nagyközség,Csongrád,7776,3239,1679
2004,6132,Csapi,község,Zala,1011,186,88
2004,8563,Csapod,község,Győr-Moson-Sopron,2919,567,268
2004,30614,Csarnóta,község,Baranya,533,144,56
