year,ksh_kod,megye_kod,megye,telepules,telepules_tipus,ferfi,no,osszesen
2011,21883,BEK,Békés,Szeghalom,város,4804,4828,9632
2011,16434,BEK,Békés,Tótkomlós,város,3038,3283,6321
2011,02352,BEK,Békés,Újkígyós,város,2676,2854,5530
2011,29531,BEK,Békés,Vésztő,város,3799,3798,7597
2011,02680,BEK,Békés,Békésszentandrás,nagyközség,1898,1954,3852
2011,31334,BEK,Békés,Csabacsűd,nagyközség,956,990,1946
2011,33190,BEK,Békés,Doboz,nagyközség,2167,2271,4438
2011,24031,BEK,Békés,Dombegyház,nagyközség,1072,1109,2181
2011,09511,BEK,Békés,Gádoros,nagyközség,1997,2039,4036
2011,03461,BEK,Békés,Kétegyháza,nagyközség,1896,2069,3965
2011,31574,BEK,Békés,Kevermes,nagyközség,1034,1092,2126
2011,10287,BEK,Békés,Kondoros,nagyközség,2607,2781,5388
2011,08244,BEK,Békés,Nagyszénás,nagyközség,2586,2726,5312
2011,29595,BEK,Békés,Almáskamarás,község,489,496,985
2011,26189,BEK,Békés,Békéssámson,község,1260,1258,2518
2011,19390,BEK,Békés,Bélmegyer,község,559,522,1081
2011,29610,BEK,Békés,Biharugra,község,474,512,986
2011,13471,BEK,Békés,Bucsa,község,1184,1214,2398
2011,34078,BEK,Békés,Csabaszabadi,község,197,183,380
2011,20455,BEK,Békés,Csanádapáca,község,1355,1424,2779
2011,25502,BEK,Békés,Csárdaszállás,község,257,248,505
2011,22132,BEK,Békés,Dombiratos,község,295,328,623
2011,09432,BEK,Békés,Ecsegfalva,község,673,664,1337
2011,07393,BEK,Békés,Gerendás,község,685,721,1406
2011,17394,BEK,Békés,Geszt,község,402,418,820
2011,33297,BEK,Békés,Hunya,község,336,362,698
2011,04279,BEK,Békés,Kamut,község,542,571,1113
2011,24794,BEK,Békés,Kardos,község,358,341,699
2011,12177,BEK,Békés,Kardoskút,község,461,460,921
2011,22752,BEK,Békés,Kaszaper,község,999,1046,2045
2011,12618,BEK,Békés,Kertészsziget,község,227,190,417
2011,03106,BEK,Békés,Kétsoprony,község,742,729,1471
2011,18838,BEK,Békés,Kisdombegyház,község,262,277,539
2011,10764,BEK,Békés,Körösnagyharsány,község,316,350,666
2011,12900,BEK,Békés,Köröstarcsa,község,1362,1390,2752
2011,30164,BEK,Békés,Körösújfalu,község,294,284,578
2011,06804,BEK,Békés,Kötegyán,község,738,777,1515
2011,16045,BEK,Békés,Kunágota,község,1414,1505,2919
2011,21209,BEK,Békés,Lőkösháza,község,908,984,1892
2011,27906,BEK,Békés,Magyarbánhegyes,község,1211,1247,2458
2011,11536,BEK,Békés,Magyardombegyház,község,150,119,269
2011,20765,BEK,Békés,Medgyesbodzás,község,573,589,1162
2011,23931,BEK,Békés,Méhkerék,község,1086,1080,2166
2011,04206,BEK,Békés,Mezőgyán,község,604,609,1213
2011,11989,BEK,Békés,Murony,község,657,702,1359
2011,26028,BEK,Békés,Nagybánhegyes,község,659,736,1395
2011,04242,BEK,Békés,Nagykamarás,község,717,810,1527
2011,19257,BEK,Békés,Okány,község,1330,1361,2691
2011,27438,BEK,Békés,Örménykút,község,231,195,426
2011,05397,BEK,Békés,Pusztaföldvár,község,950,970,1920
2011,19594,BEK,Békés,Pusztaottlaka,község,196,199,395
2011,25168,BEK,Békés,Sarkadkeresztúr,község,838,890,1728
2011,31325,BEK,Békés,Szabadkígyós,község,1394,1400,2794
2011,33075,BEK,Békés,Tarhos,község,426,480,906
2011,12681,BEK,Békés,Telekgerendás,község,814,817,1631
2011,24350,BEK,Békés,Újszalonta,község,60,56,116
2011,31228,BEK,Békés,Végegyháza,község,763,757,1520
2011,06257,BEK,Békés,Zsadány,község,888,853,1741
2011,30456,BOR,Borsod-Abaúj-Zemplén,Miskolc,megyeszékhely,79033,89883,168916
2011,03595,BOR,Borsod-Abaúj-Zemplén,Abaújszántó,város,1555,1630,3185
2011,21032,BOR,Borsod-Abaúj-Zemplén,Alsózsolca,város,2921,3019,5940
2011,05315,BOR,Borsod-Abaúj-Zemplén,Borsodnádasd,város,1647,1703,3350
2011,03939,BOR,Borsod-Abaúj-Zemplén,Cigánd,város,1627,1626,3253
2011,10728,BOR,Borsod-Abaúj-Zemplén,Edelény,város,5099,5408,10507
2011,04677,BOR,Borsod-Abaúj-Zemplén,Emőd,város,2607,2698,5305
2011,33048,BOR,Borsod-Abaúj-Zemplén,Encs,város,3166,3454,6620
2011,02848,BOR,Borsod-Abaúj-Zemplén,Felsőzsolca,város,3451,3677,7128
2011,15936,BOR,Borsod-Abaúj-Zemplén,Gönc,város,1072,1140,2212
2011,06691,BOR,Borsod-Abaúj-Zemplén,Kazincbarcika,város,14529,15797,30326
2011,13833,BOR,Borsod-Abaúj-Zemplén,Mezőcsát,város,3163,3213,6376
2011,11323,BOR,Borsod-Abaúj-Zemplén,Mezőkeresztes,város,1979,2115,4094
2011,19433,BOR,Borsod-Abaúj-Zemplén,Mezőkövesd,város,8067,8891,16958
2011,12885,BOR,Borsod-Abaúj-Zemplén,Nyékládháza,város,2498,2653,5151
2011,14492,BOR,Borsod-Abaúj-Zemplén,Ózd,város,18017,19892,37909
2011,12362,BOR,Borsod-Abaúj-Zemplén,Pálháza,város,559,581,1140
2011,27410,BOR,Borsod-Abaúj-Zemplén,Putnok,város,3537,3758,7295
2011,23029,BOR,Borsod-Abaúj-Zemplén,Rudabánya,város,1375,1426,2801
2011,03504,BOR,Borsod-Abaúj-Zemplén,Sajóbábony,város,1408,1516,2924
2011,16054,BOR,Borsod-Abaúj-Zemplén,Sajószentpéter,város,6376,6734,13110
2011,27474,BOR,Borsod-Abaúj-Zemplén,Sárospatak,város,6333,6794,13127
2011,05120,BOR,Borsod-Abaúj-Zemplén,Sátoraljaújhely,város,7782,8559,16341
2011,08077,BOR,Borsod-Abaúj-Zemplén,Szendrő,város,2106,2184,4290
2011,30739,BOR,Borsod-Abaúj-Zemplén,Szerencs,város,4500,5144,9644
2011,21351,BOR,Borsod-Abaúj-Zemplén,Szikszó,város,2785,3067,5852
2011,28352,BOR,Borsod-Abaúj-Zemplén,Tiszaújváros,város,8441,9493,17934
2011,18306,BOR,Borsod-Abaúj-Zemplén,Tokaj,város,1996,2210,4206
2011,14331,BOR,Borsod-Abaúj-Zemplén,Arló,nagyközség,1995,1985,3980
2011,05591,BOR,Borsod-Abaúj-Zemplén,Izsófalva,nagyközség,961,906,1867
2011,21546,BOR,Borsod-Abaúj-Zemplén,Múcsony,nagyközség,1634,1670,3304
2011,22558,BOR,Borsod-Abaúj-Zemplén,Onga,nagyközség,2404,2531,4935
2011,19220,BOR,Borsod-Abaúj-Zemplén,Ricse,nagyközség,890,947,1837
2011,22169,BOR,Borsod-Abaúj-Zemplén,Szentistván,nagyközség,1220,1363,2583
2011,09496,BOR,Borsod-Abaúj-Zemplén,Szirmabesenyő,nagyközség,2251,2282,4533
2011,18245,BOR,Borsod-Abaúj-Zemplén,Taktaharkány,nagyközség,1865,1960,3825
2011,28398,BOR,Borsod-Abaúj-Zemplén,Tiszalúc,nagyközség,2669,2835,5504
2011,15662,BOR,Borsod-Abaúj-Zemplén,Abaújalpár,község,46,40,86
2011,26718,BOR,Borsod-Abaúj-Zemplén,Abaújkér,község,329,378,707
2011,02820,BOR,Borsod-Abaúj-Zemplén,Abaújlak,község,69,58,127
2011,26338,BOR,Borsod-Abaúj-Zemplén,Abaújszolnok,község,95,103,198
2011,02273,BOR,Borsod-Abaúj-Zemplén,Abaújvár,község,116,118,234
2011,10357,BOR,Borsod-Abaúj-Zemplén,Abod,község,113,119,232
2011,09362,BOR,Borsod-Abaúj-Zemplén,Aggtelek,község,291,303,594
2011,33093,BOR,Borsod-Abaúj-Zemplén,Alacska,község,401,433,834
2011,20482,BOR,Borsod-Abaúj-Zemplén,Alsóberecki,község,423,405,828
2011,19664,BOR,Borsod-Abaúj-Zemplén,Alsódobsza,község,159,170,329
2011,14429,BOR,Borsod-Abaúj-Zemplén,Alsógagy,község,48,66,114
2011,23223,BOR,Borsod-Abaúj-Zemplén,Alsóregmec,község,102,113,215
2011,28839,BOR,Borsod-Abaúj-Zemplén,Alsószuha,község,251,227,478
2011,08217,BOR,Borsod-Abaúj-Zemplén,Alsótelekes,község,71,100,171
2011,29814,BOR,Borsod-Abaúj-Zemplén,Alsóvadász,község,767,828,1595
2011,26198,BOR,Borsod-Abaúj-Zemplén,Arka,község,59,60,119
2011,03771,BOR,Borsod-Abaúj-Zemplén,Arnót,község,1265,1346,2611
2011,03823,BOR,Borsod-Abaúj-Zemplén,Ároktő,község,601,609,1210
2011,04233,BOR,Borsod-Abaúj-Zemplén,Aszaló,község,901,959,1860
2011,18184,BOR,Borsod-Abaúj-Zemplén,Baktakék,község,383,382,765
2011,22521,BOR,Borsod-Abaúj-Zemplén,Balajt,község,238,253,491
2011,25159,BOR,Borsod-Abaúj-Zemplén,Bánhorváti,község,705,788,1493
2011,21953,BOR,Borsod-Abaúj-Zemplén,Bánréve,község,662,709,1371
2011,08846,BOR,Borsod-Abaúj-Zemplén,Baskó,község,84,115,199
2011,27049,BOR,Borsod-Abaúj-Zemplén,Becskeháza,község,23,22,45
2011,06929,BOR,Borsod-Abaúj-Zemplén,Bekecs,község,1309,1317,2626
2011,34290,BOR,Borsod-Abaúj-Zemplén,Berente,község,541,629,1170
2011,29674,BOR,Borsod-Abaúj-Zemplén,Beret,község,148,135,283
2011,26356,BOR,Borsod-Abaúj-Zemplén,Berzék,község,487,518,1005
2011,23737,BOR,Borsod-Abaúj-Zemplén,Bodroghalom,község,705,746,1451
2011,30784,BOR,Borsod-Abaúj-Zemplén,Bodrogkeresztúr,község,543,661,1204
2011,33808,BOR,Borsod-Abaúj-Zemplén,Bodrogkisfalud,község,449,468,917
2011,14401,BOR,Borsod-Abaúj-Zemplén,Bodrogolaszi,község,486,505,991
2011,27429,BOR,Borsod-Abaúj-Zemplén,Bódvalenke,község,99,111,210
2011,33303,BOR,Borsod-Abaúj-Zemplén,Bódvarákó,község,60,49,109
2011,05926,BOR,Borsod-Abaúj-Zemplén,Bódvaszilas,község,557,578,1135
2011,25195,BOR,Borsod-Abaúj-Zemplén,Bogács,község,946,1097,2043
2011,18944,BOR,Borsod-Abaúj-Zemplén,Boldogkőújfalu,község,273,298,571
2011,14474,BOR,Borsod-Abaúj-Zemplén,Boldogkőváralja,község,512,533,1045
2011,08396,BOR,Borsod-Abaúj-Zemplén,Boldva,község,1203,1255,2458
2011,30669,BOR,Borsod-Abaúj-Zemplén,Borsodbóta,község,447,483,930
2011,16124,BOR,Borsod-Abaúj-Zemplén,Borsodgeszt,község,128,158,286
2011,06707,BOR,Borsod-Abaúj-Zemplén,Borsodivánka,község,348,390,738
2011,30207,BOR,Borsod-Abaúj-Zemplén,Borsodszentgyörgy,község,574,655,1229
2011,16799,BOR,Borsod-Abaúj-Zemplén,Borsodszirák,község,601,650,1251
2011,31006,BOR,Borsod-Abaúj-Zemplén,Bózsva,község,102,97,199
2011,05306,BOR,Borsod-Abaúj-Zemplén,Bőcs,község,1436,1471,2907
2011,13596,BOR,Borsod-Abaúj-Zemplén,Bükkábrány,község,806,884,1690
2011,27890,BOR,Borsod-Abaúj-Zemplén,Bükkaranyos,község,736,798,1534
2011,19406,BOR,Borsod-Abaúj-Zemplén,Bükkmogyorósd,község,71,78,149
2011,08022,BOR,Borsod-Abaúj-Zemplén,Bükkszentkereszt,község,603,618,1221
2011,32887,BOR,Borsod-Abaúj-Zemplén,Bükkzsérc,község,482,561,1043
2011,23977,BOR,Borsod-Abaúj-Zemplén,Büttös,község,103,112,215
2011,08493,BOR,Borsod-Abaúj-Zemplén,Csenyéte,község,265,276,541
2011,06974,BOR,Borsod-Abaúj-Zemplén,Cserépfalu,község,488,548,1036
2011,25575,BOR,Borsod-Abaúj-Zemplén,Cserépváralja,község,203,252,455
2011,28459,BOR,Borsod-Abaúj-Zemplén,Csernely,község,417,423,840
2011,34111,BOR,Borsod-Abaúj-Zemplén,Csincse,község,288,320,608
2011,05333,BOR,Borsod-Abaúj-Zemplén,Csobád,község,358,358,716
2011,20774,BOR,Borsod-Abaúj-Zemplén,Csobaj,község,375,367,742
2011,14289,BOR,Borsod-Abaúj-Zemplén,Csokvaomány,község,443,485,928
2011,11350,BOR,Borsod-Abaúj-Zemplén,Damak,község,127,137,264
2011,07719,BOR,Borsod-Abaúj-Zemplén,Dámóc,község,216,213,429
2011,31954,BOR,Borsod-Abaúj-Zemplén,Debréte,község,12,7,19
2011,04686,BOR,Borsod-Abaúj-Zemplén,Dédestapolcsány,község,758,793,1551
2011,10524,BOR,Borsod-Abaúj-Zemplén,Detek,község,148,158,306
2011,25690,BOR,Borsod-Abaúj-Zemplén,Domaháza,község,456,465,921
2011,06123,BOR,Borsod-Abaúj-Zemplén,Dövény,község,141,167,308
2011,27669,BOR,Borsod-Abaúj-Zemplén,Dubicsány,község,158,162,320
2011,05865,BOR,Borsod-Abaúj-Zemplén,Egerlövő,község,293,291,584
2011,13356,BOR,Borsod-Abaúj-Zemplén,Égerszög,község,27,36,63
2011,25326,BOR,Borsod-Abaúj-Zemplén,Erdőbénye,község,630,681,1311
2011,22503,BOR,Borsod-Abaúj-Zemplén,Erdőhorváti,község,315,322,637
2011,02741,BOR,Borsod-Abaúj-Zemplén,Fáj,község,205,183,388
2011,12557,BOR,Borsod-Abaúj-Zemplén,Fancsal,község,160,196,356
2011,34272,BOR,Borsod-Abaúj-Zemplén,Farkaslyuk,község,1018,1003,2021
2011,08174,BOR,Borsod-Abaúj-Zemplén,Felsőberecki,község,158,152,310
2011,09742,BOR,Borsod-Abaúj-Zemplén,Felsődobsza,község,442,488,930
2011,29708,BOR,Borsod-Abaúj-Zemplén,Felsőgagy,község,103,103,206
2011,31723,BOR,Borsod-Abaúj-Zemplén,Felsőkelecsény,község,204,200,404
2011,32762,BOR,Borsod-Abaúj-Zemplén,Felsőnyárád,község,506,550,1056
2011,07588,BOR,Borsod-Abaúj-Zemplén,Felsőregmec,község,178,176,354
2011,31671,BOR,Borsod-Abaúj-Zemplén,Felsőtelekes,község,398,400,798
2011,23533,BOR,Borsod-Abaúj-Zemplén,Felsővadász,község,275,263,538
2011,25238,BOR,Borsod-Abaúj-Zemplén,Filkeháza,község,61,70,131
2011,17932,BOR,Borsod-Abaúj-Zemplén,Fony,község,186,199,385
2011,30483,BOR,Borsod-Abaúj-Zemplén,Forró,község,1312,1370,2682
2011,22123,BOR,Borsod-Abaúj-Zemplén,Fulókércs,község,197,194,391
2011,17109,BOR,Borsod-Abaúj-Zemplén,Füzér,község,211,250,461
2011,06460,BOR,Borsod-Abaúj-Zemplén,Füzérkajata,község,61,67,128
2011,11378,BOR,Borsod-Abaúj-Zemplén,Füzérkomlós,község,204,189,393
2011,10366,BOR,Borsod-Abaúj-Zemplén,Füzérradvány,község,185,178,363
2011,05494,BOR,Borsod-Abaúj-Zemplén,Gadna,község,150,135,285
2011,28732,BOR,Borsod-Abaúj-Zemplén,Gagyapáti,község,15,13,28
2011,28307,BOR,Borsod-Abaúj-Zemplén,Gagybátor,község,108,107,215
2011,03744,BOR,Borsod-Abaúj-Zemplén,Gagyvendégi,község,112,122,234
2011,19293,BOR,Borsod-Abaúj-Zemplén,Galvács,község,52,56,108
2011,10904,BOR,Borsod-Abaúj-Zemplén,Garadna,község,211,219,430
2011,23719,BOR,Borsod-Abaúj-Zemplén,Gelej,község,319,311,630
2011,15608,BOR,Borsod-Abaúj-Zemplén,Gesztely,község,1428,1491,2919
2011,20969,BOR,Borsod-Abaúj-Zemplén,Gibárt,község,174,202,376
2011,21564,BOR,Borsod-Abaúj-Zemplén,Girincs,község,410,442,852
2011,13134,BOR,Borsod-Abaúj-Zemplén,Golop,község,289,322,611
2011,09706,BOR,Borsod-Abaúj-Zemplén,Gömörszőlős,község,39,41,80
2011,18643,BOR,Borsod-Abaúj-Zemplén,Göncruszka,község,313,343,656
2011,05069,BOR,Borsod-Abaúj-Zemplén,Györgytarló,község,314,327,641
2011,27942,BOR,Borsod-Abaúj-Zemplén,Halmaj,község,841,956,1797
2011,11226,BOR,Borsod-Abaúj-Zemplén,Hangács,község,296,325,621
2011,25104,BOR,Borsod-Abaúj-Zemplén,Hangony,község,824,837,1661
2011,12706,BOR,Borsod-Abaúj-Zemplén,Háromhuta,község,71,78,149
2011,05847,BOR,Borsod-Abaúj-Zemplén,Harsány,község,1060,1053,2113
2011,02468,BOR,Borsod-Abaúj-Zemplén,Hegymeg,község,58,71,129
2011,22187,BOR,Borsod-Abaúj-Zemplén,Hejce,község,128,147,275
2011,06655,BOR,Borsod-Abaúj-Zemplén,Hejőbába,község,976,1001,1977
2011,04604,BOR,Borsod-Abaúj-Zemplén,Hejőkeresztúr,község,540,537,1077
2011,02282,BOR,Borsod-Abaúj-Zemplén,Hejőkürt,község,148,158,306
2011,16780,BOR,Borsod-Abaúj-Zemplén,Hejőpapi,község,656,614,1270
2011,12159,BOR,Borsod-Abaúj-Zemplén,Hejőszalonta,község,435,430,865
2011,30137,BOR,Borsod-Abaúj-Zemplén,Hercegkút,község,310,376,686
2011,15839,BOR,Borsod-Abaúj-Zemplén,Hernádbűd,község,68,87,155
2011,09399,BOR,Borsod-Abaúj-Zemplén,Hernádcéce,község,102,106,208
2011,24165,BOR,Borsod-Abaúj-Zemplén,Hernádkak,község,875,879,1754
2011,21829,BOR,Borsod-Abaúj-Zemplén,Hernádkércs,község,153,170,323
2011,31200,BOR,Borsod-Abaúj-Zemplén,Hernádnémeti,község,1850,1868,3718
2011,24882,BOR,Borsod-Abaúj-Zemplén,Hernádpetri,község,122,134,256
2011,17136,BOR,Borsod-Abaúj-Zemplén,Hernádszentandrás,község,219,237,456
2011,24970,BOR,Borsod-Abaúj-Zemplén,Hernádszurdok,község,104,103,207
2011,19840,BOR,Borsod-Abaúj-Zemplén,Hernádvécse,község,479,465,944
2011,08004,BOR,Borsod-Abaúj-Zemplén,Hét,község,286,258,544
2011,11697,BOR,Borsod-Abaúj-Zemplén,Hidasnémeti,község,562,592,1154
2011,25672,BOR,Borsod-Abaúj-Zemplén,Hidvégardó,község,330,358,688
2011,31167,BOR,Borsod-Abaúj-Zemplén,Hollóháza,község,474,535,1009
2011,21236,BOR,Borsod-Abaúj-Zemplén,Homrogd,község,488,488,976
2011,25399,BOR,Borsod-Abaúj-Zemplén,Igrici,község,655,664,1319
2011,16577,BOR,Borsod-Abaúj-Zemplén,Imola,község,44,56,100
2011,08086,BOR,Borsod-Abaúj-Zemplén,Ináncs,község,625,661,1286
2011,05005,BOR,Borsod-Abaúj-Zemplén,Irota,község,40,50,90
2011,20233,BOR,Borsod-Abaúj-Zemplén,Jákfalva,község,278,272,550
2011,26657,BOR,Borsod-Abaúj-Zemplén,Járdánháza,község,883,981,1864
2011,15680,BOR,Borsod-Abaúj-Zemplén,Jósvafő,község,163,157,320
2011,32993,BOR,Borsod-Abaúj-Zemplén,Kács,község,259,273,532
2011,07764,BOR,Borsod-Abaúj-Zemplén,Kánó,község,87,88,175
2011,25742,BOR,Borsod-Abaúj-Zemplén,Kány,község,32,29,61
2011,21218,BOR,Borsod-Abaúj-Zemplén,Karcsa,község,957,993,1950
2011,30508,BOR,Borsod-Abaúj-Zemplén,Karos,község,260,273,533
2011,13374,BOR,Borsod-Abaúj-Zemplén,Kázsmárk,község,510,521,1031
2011,15264,BOR,Borsod-Abaúj-Zemplén,Kéked,község,111,120,231
2011,12034,BOR,Borsod-Abaúj-Zemplén,Kelemér,község,252,277,529
2011,05458,BOR,Borsod-Abaúj-Zemplén,Kenézlő,község,697,689,1386
2011,17066,BOR,Borsod-Abaúj-Zemplén,Keresztéte,község,37,37,74
2011,29249,BOR,Borsod-Abaúj-Zemplén,Kesznyéten,község,945,949,1894
2011,32090,BOR,Borsod-Abaúj-Zemplén,Királd,község,451,458,909
2011,17349,BOR,Borsod-Abaúj-Zemplén,Kiscsécs,község,109,101,210
2011,22840,BOR,Borsod-Abaúj-Zemplén,Kisgyőr,község,847,872,1719
2011,28875,BOR,Borsod-Abaúj-Zemplén,Kishuta,község,160,160,320
2011,03762,BOR,Borsod-Abaúj-Zemplén,Kiskinizs,község,179,180,359
2011,11448,BOR,Borsod-Abaúj-Zemplén,Kisrozvágy,község,93,102,195
2011,14702,BOR,Borsod-Abaúj-Zemplén,Kissikátor,község,164,181,345
2011,12399,BOR,Borsod-Abaúj-Zemplén,Kistokaj,község,1063,1099,2162
2011,10612,BOR,Borsod-Abaúj-Zemplén,Komjáti,község,133,128,261
2011,16559,BOR,Borsod-Abaúj-Zemplén,Komlóska,község,155,159,314
2011,32498,BOR,Borsod-Abaúj-Zemplén,Kondó,község,310,327,637
2011,22956,BOR,Borsod-Abaúj-Zemplén,Korlát,község,154,174,328
2011,28547,BOR,Borsod-Abaúj-Zemplén,Kovácsvágás,község,328,322,650
2011,26602,BOR,Borsod-Abaúj-Zemplén,Köröm,község,717,704,1421
2011,19576,BOR,Borsod-Abaúj-Zemplén,Krasznokvajda,község,272,268,540
2011,18722,BOR,Borsod-Abaúj-Zemplén,Kupa,község,84,92,176
2011,11819,BOR,Borsod-Abaúj-Zemplén,Kurityán,község,844,849,1693
2011,20844,BOR,Borsod-Abaúj-Zemplén,Lácacséke,község,201,184,385
2011,26231,BOR,Borsod-Abaúj-Zemplén,Ládbesenyő,község,157,147,304
2011,15857,BOR,Borsod-Abaúj-Zemplén,Lak,község,324,328,652
2011,11660,BOR,Borsod-Abaúj-Zemplén,Legyesbénye,község,814,836,1650
2011,03531,BOR,Borsod-Abaúj-Zemplén,Léh,község,224,249,473
2011,07038,BOR,Borsod-Abaúj-Zemplén,Lénárddaróc,község,139,170,309
2011,28219,BOR,Borsod-Abaúj-Zemplén,Litka,község,23,28,51
2011,03902,BOR,Borsod-Abaúj-Zemplén,Mád,község,1103,1261,2364
2011,19600,BOR,Borsod-Abaúj-Zemplén,Makkoshotyka,község,455,485,940
2011,27395,BOR,Borsod-Abaúj-Zemplén,Mályi,község,2145,2195,4340
2011,14915,BOR,Borsod-Abaúj-Zemplén,Mályinka,község,257,251,508
2011,02024,BOR,Borsod-Abaúj-Zemplén,Martonyi,község,228,267,495
