cntr_group,country,Code,cntr_region,era,varname,value,value_end,era_col,scaling,change_val,change_val_lab,change_lab,change_sign,era_num,pop,type_scale,sel_var
Baltics,Estonia,EST,Baltics: Estonia,1989-1995,% of W_EUR3,-0.0779786177565118,-0.1321795893110373,transition,0.01,-0.054200971554525496,-0.05,-0.05,divergence,3,1567538,logratio,% of W_EUR3
Baltics,Estonia,EST,Baltics: Estonia,1995-2023,% of W_EUR3,-0.1321795893110373,-0.043266283912414556,capitalism,0.01,0.08891330539862274,0.09,+0.09,convergence,4,1452730,logratio,% of W_EUR3
CEE,Hungary,HUN,CEE: Hungary,1950-1965,% of W_EUR3,-0.06601324014932296,-0.0215038014432498,socialism,0.01,0.04450943870607316,0.04,+0.04,convergence,1,9337826,logratio,% of W_EUR3
CEE,Hungary,HUN,CEE: Hungary,1965-1989,% of W_EUR3,-0.0215038014432498,-0.09375534472621344,socialism,0.01,-0.07225154328296364,-0.07,-0.07,divergence,2,10141073,logratio,% of W_EUR3
CEE,Hungary,HUN,CEE: Hungary,1989-1995,% of W_EUR3,-0.09375534472621344,-0.10090181886140494,transition,0.01,-0.007146474135191497,-0.01,-0.01,divergence,3,10403359,logratio,% of W_EUR3
CEE,Hungary,HUN,CEE: Hungary,1995-2023,% of W_EUR3,-0.10090181886140494,-0.07053822749686116,capitalism,0.01,0.03036359136454378,0.03,+0.03,convergence,4,10322744,logratio,% of W_EUR3
Baltics,Latvia,LVA,Baltics: Latvia,1950-1965,% of W_EUR3,-0.02759032056092176,0.008062568532622957,socialism,0.01,0.035652889093544714,0.04,+0.04,convergence,1,1918675,logratio,% of W_EUR3
Baltics,Latvia,LVA,Baltics: Latvia,1965-1989,% of W_EUR3,0.008062568532622957,-0.07931998054071393,socialism,0.01,-0.08738254907333688,-0.09,-0.09,divergence,2,2252726,logratio,% of W_EUR3
Baltics,Latvia,LVA,Baltics: Latvia,1989-1995,% of W_EUR3,-0.07931998054071393,-0.1593676338445561,transition,0.01,-0.08004765330384217,-0.08,-0.08,divergence,3,2664789,logratio,% of W_EUR3
Baltics,Latvia,LVA,Baltics: Latvia,1995-2023,% of W_EUR3,-0.1593676338445561,-0.0814276936324559,capitalism,0.01,0.0779399402121002,0.08,+0.08,convergence,4,2485908,logratio,% of W_EUR3
Baltics,Lithuania,LTU,Baltics: Lithuania,1950-1965,% of W_EUR3,-0.004689853634088247,0.014648186870972076,socialism,0.01,0.019338040505060324,0.02,+0.02,convergence,1,2432951,logratio,% of W_EUR3
Baltics,Lithuania,LTU,Baltics: Lithuania,1965-1989,% of W_EUR3,0.014648186870972076,-0.06194986218351127,socialism,0.01,-0.07659804905448335,-0.08,-0.08,divergence,2,2965212,logratio,% of W_EUR3
Baltics,Lithuania,LTU,Baltics: Lithuania,1989-1995,% of W_EUR3,-0.06194986218351127,-0.11457954075764776,transition,0.01,-0.05262967857413649,-0.05,-0.05,divergence,3,3696048,logratio,% of W_EUR3
Baltics,Lithuania,LTU,Baltics: Lithuania,1995-2023,% of W_EUR3,-0.11457954075764776,-0.08359305553409407,capitalism,0.01,0.030986485223553684,0.03,+0.03,convergence,4,3626997,logratio,% of W_EUR3
CEE,Poland,POL,CEE: Poland,1950-1965,% of W_EUR3,-0.1292077102250592,-0.01809379507828744,socialism,0.01,0.11111391514677176,0.11,+0.11,convergence,1,24780120,logratio,% of W_EUR3
CEE,Poland,POL,CEE: Poland,1965-1989,% of W_EUR3,-0.01809379507828744,-0.07347658240010686,socialism,0.01,-0.05538278732181942,-0.06,-0.06,divergence,2,31288294,logratio,% of W_EUR3
CEE,Poland,POL,CEE: Poland,1989-1995,% of W_EUR3,-0.07347658240010686,-0.0728589434601236,transition,0.01,6.176389399832616e-4,0,+0,no change,3,37938044,logratio,% of W_EUR3
CEE,Poland,POL,CEE: Poland,1995-2023,% of W_EUR3,-0.0728589434601236,-0.049865102176852506,capitalism,0.01,0.022993841283271095,0.02,+0.02,convergence,4,38364630,logratio,% of W_EUR3
CEE,Romania,ROU,CEE: Romania,1950-1965,% of W_EUR3,-0.09259684976272199,-0.0325890852167651,socialism,0.01,0.06000776454595689,0.06,+0.06,convergence,1,16397220,logratio,% of W_EUR3
CEE,Romania,ROU,CEE: Romania,1965-1989,% of W_EUR3,-0.0325890852167651,-0.09157311634715844,socialism,0.01,-0.058984031130393334,-0.06,-0.06,divergence,2,18713016,logratio,% of W_EUR3
CEE,Romania,ROU,CEE: Romania,1989-1995,% of W_EUR3,-0.09157311634715844,-0.11017593500800345,transition,0.01,-0.01860281866084501,-0.02,-0.02,divergence,3,22887592,logratio,% of W_EUR3
CEE,Romania,ROU,CEE: Romania,1995-2023,% of W_EUR3,-0.11017593500800345,-0.08473675435930153,capitalism,0.01,0.025439180648701917,0.03,+0.03,convergence,4,22657664,logratio,% of W_EUR3
USSR,Russia,RUS,USSR: Russia,1950-1965,% of W_EUR3,-0.17949359841058676,-0.019544730363826104,socialism,0.01,0.15994886804676067,0.16,+0.16,convergence,1,103392314,logratio,% of W_EUR3
USSR,Russia,RUS,USSR: Russia,1965-1989,% of W_EUR3,-0.019544730363826104,-0.08955204161706795,socialism,0.01,-0.07000731125324185,-0.07,-0.07,divergence,2,126634148,logratio,% of W_EUR3
USSR,Russia,RUS,USSR: Russia,1989-1995,% of W_EUR3,-0.08955204161706795,-0.19015553430550475,transition,0.01,-0.1006034926884368,-0.1,-0.1,divergence,3,148281823,logratio,% of W_EUR3
USSR,Russia,RUS,USSR: Russia,1995-2023,% of W_EUR3,-0.19015553430550475,-0.1220871139881437,capitalism,0.01,0.06806842031736104,0.07,+0.07,convergence,4,148291356,logratio,% of W_EUR3
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1950-1965,% of W_EUR3,-0.1864545653043584,-0.027764983113810416,socialism,0.01,0.15868958219054796,0.16,+0.16,convergence,1,6009148,logratio,% of W_EUR3
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,% of W_EUR3,-0.027764983113810416,-0.05219126131363312,socialism,0.01,-0.024426278199822706,-0.02,-0.02,divergence,2,7031084,logratio,% of W_EUR3
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,% of W_EUR3,-0.05219126131363312,-0.06224822167478197,transition,0.01,-0.01005696036114885,-0.01,-0.01,divergence,3,7881211,logratio,% of W_EUR3
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,% of W_EUR3,-0.06224822167478197,-0.07385046844439469,capitalism,0.01,-0.011602246769612717,-0.01,-0.01,divergence,4,7823230,logratio,% of W_EUR3
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,% of W_EUR3,-0.08818900283854864,-0.005224573982796251,socialism,0.01,0.08296442885575238,0.08,+0.08,convergence,1,3465707,logratio,% of W_EUR3
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,% of W_EUR3,-0.005224573982796251,-0.07176375070228481,socialism,0.01,-0.06653917671948856,-0.07,-0.07,divergence,2,4364999,logratio,% of W_EUR3
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,% of W_EUR3,-0.07176375070228481,-0.06876913971837442,transition,0.01,0.0029946109839103924,0,+0,no change,3,5249882,logratio,% of W_EUR3
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,% of W_EUR3,-0.06876913971837442,-0.053579090200013904,capitalism,0.01,0.015190049518360518,0.02,+0.02,convergence,4,5354244,logratio,% of W_EUR3
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,% of W_EUR3,-0.07122810655815887,-0.028005126851906877,socialism,0.01,0.04322297970625199,0.04,+0.04,convergence,1,1446309,logratio,% of W_EUR3
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,% of W_EUR3,-0.028005126851906877,-0.03913741999855366,socialism,0.01,-0.011132293146646786,-0.01,-0.01,divergence,2,1675272,logratio,% of W_EUR3
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,% of W_EUR3,-0.03913741999855366,-0.03924407838152792,transition,0.01,-1.06658382974259e-4,-0,+0,no change,3,1995417,logratio,% of W_EUR3
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,% of W_EUR3,-0.03924407838152792,-0.012784361328826082,capitalism,0.01,0.02645971705270184,0.03,+0.03,convergence,4,1988051,logratio,% of W_EUR3
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,% of W_EUR3,-0.08164859411990161,0.006930281951604921,socialism,0.01,0.08857887607150652,0.09,+0.09,convergence,1,37310845,logratio,% of W_EUR3
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,% of W_EUR3,0.006930281951604921,-0.07315467353424439,socialism,0.01,-0.0800849554858493,-0.08,-0.08,divergence,2,45386845,logratio,% of W_EUR3
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,% of W_EUR3,-0.07315467353424439,-0.14256299045120682,transition,0.01,-0.06940831691696243,-0.07,-0.07,divergence,3,51917779,logratio,% of W_EUR3
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,% of W_EUR3,-0.14256299045120682,-0.11842486094115197,capitalism,0.01,0.024138129510054854,0.02,+0.02,convergence,4,51665488,logratio,% of W_EUR3
USSR,Belarus,BLR,USSR: Belarus,1950-1965,% of LAT_AM,0.16064994109219,0.2162653604322198,socialism,0.01,0.05561541934002981,0.06,+0.06,convergence,1,7127548,logratio,% of LAT_AM
USSR,Belarus,BLR,USSR: Belarus,1965-1989,% of LAT_AM,0.2162653604322198,0.053374655033586564,socialism,0.01,-0.16289070539863323,-0.16,-0.16,divergence,2,8679894,logratio,% of LAT_AM
USSR,Belarus,BLR,USSR: Belarus,1989-1995,% of LAT_AM,0.053374655033586564,-0.014578854423458139,transition,0.01,-0.0679535094570447,-0.07,-0.07,divergence,3,10158729,logratio,% of LAT_AM
USSR,Belarus,BLR,USSR: Belarus,1995-2023,% of LAT_AM,-0.014578854423458139,-0.023958730269843475,capitalism,0.01,-0.009379875846385336,-0.01,-0.01,divergence,4,10197421,logratio,% of LAT_AM
CEE,Bulgaria,BGR,CEE: Bulgaria,1950-1965,% of LAT_AM,0.20774020827972192,0.21171930975206404,socialism,0.01,0.0039791014723421225,0,+0,no change,1,7248464,logratio,% of LAT_AM
CEE,Bulgaria,BGR,CEE: Bulgaria,1965-1989,% of LAT_AM,0.21171930975206404,0.053048743299627873,socialism,0.01,-0.15867056645243616,-0.16,-0.16,divergence,2,8202371,logratio,% of LAT_AM
CEE,Bulgaria,BGR,CEE: Bulgaria,1989-1995,% of LAT_AM,0.053048743299627873,0.017058386538853623,transition,0.01,-0.03599035676077425,-0.04,-0.04,divergence,3,8936335,logratio,% of LAT_AM
CEE,Bulgaria,BGR,CEE: Bulgaria,1995-2023,% of LAT_AM,0.017058386538853623,-0.007933886819114796,capitalism,0.01,-0.02499227335796842,-0.02,-0.02,divergence,4,8357522,logratio,% of LAT_AM
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1950-1965,% of LAT_AM,0.15742518971874717,0.17120480272403923,socialism,0.01,0.013779613005292068,0.01,+0.01,convergence,1,3864936,logratio,% of LAT_AM
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1965-1989,% of LAT_AM,0.17120480272403923,0.0671720769721414,socialism,0.01,-0.10403272575189783,-0.1,-0.1,divergence,2,4346657,logratio,% of LAT_AM
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1989-1995,% of LAT_AM,0.0671720769721414,0.03934420774943425,transition,0.01,-0.027827869222707156,-0.03,-0.03,divergence,3,4820680,logratio,% of LAT_AM
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1995-2023,% of LAT_AM,0.03934420774943425,0.030250818392915674,capitalism,0.01,-0.009093389356518575,-0.01,-0.01,divergence,4,4619314,logratio,% of LAT_AM
CEE,Czechia,CZE,CEE: Czechia,1950-1965,% of LAT_AM,0.25440928992318257,0.19691450120827717,socialism,0.01,-0.057494788714905404,-0.06,-0.06,divergence,1,8916664,logratio,% of LAT_AM
CEE,Czechia,CZE,CEE: Czechia,1965-1989,% of LAT_AM,0.19691450120827717,0.05687883081795431,socialism,0.01,-0.14003567039032286,-0.14,-0.14,divergence,2,9706802,logratio,% of LAT_AM
CEE,Czechia,CZE,CEE: Czechia,1989-1995,% of LAT_AM,0.05687883081795431,0.04779776108070787,transition,0.01,-0.009081069737246435,-0.01,-0.01,divergence,3,10305562,logratio,% of LAT_AM
CEE,Czechia,CZE,CEE: Czechia,1995-2023,% of LAT_AM,0.04779776108070787,0.046080517981595695,capitalism,0.01,-0.001717243099112177,-0,+0,no change,4,10311979,logratio,% of LAT_AM
Baltics,Estonia,EST,Baltics: Estonia,1950-1965,% of LAT_AM,0.2843317091475755,0.2033923416614244,socialism,0.01,-0.0809393674861511,-0.08,-0.08,divergence,1,1102004,logratio,% of LAT_AM
Baltics,Estonia,EST,Baltics: Estonia,1965-1989,% of LAT_AM,0.2033923416614244,0.03921399463814881,socialism,0.01,-0.16417834702327558,-0.16,-0.16,divergence,2,1292753,logratio,% of LAT_AM
Baltics,Estonia,EST,Baltics: Estonia,1989-1995,% of LAT_AM,0.03921399463814881,-0.02831304879688069,transition,0.01,-0.0675270434350295,-0.07,-0.07,divergence,3,1567538,logratio,% of LAT_AM
Baltics,Estonia,EST,Baltics: Estonia,1995-2023,% of LAT_AM,-0.02831304879688069,0.03751879168966268,capitalism,0.01,0.06583184048654336,0.07,+0.07,convergence,4,1452730,logratio,% of LAT_AM
CEE,Hungary,HUN,CEE: Hungary,1950-1965,% of LAT_AM,0.21856975407956267,0.18099388541223804,socialism,0.01,-0.037575868667324624,-0.04,-0.04,divergence,1,9337826,logratio,% of LAT_AM
CEE,Hungary,HUN,CEE: Hungary,1965-1989,% of LAT_AM,0.18099388541223804,0.02343726766844732,socialism,0.01,-0.15755661774379073,-0.16,-0.16,divergence,2,10141073,logratio,% of LAT_AM
CEE,Hungary,HUN,CEE: Hungary,1989-1995,% of LAT_AM,0.02343726766844732,0.002964721652751679,transition,0.01,-0.02047254601569564,-0.02,-0.02,divergence,3,10403359,logratio,% of LAT_AM
CEE,Hungary,HUN,CEE: Hungary,1995-2023,% of LAT_AM,0.002964721652751679,0.010246848105216231,capitalism,0.01,0.007282126452464552,0.01,+0.01,convergence,4,10322744,logratio,% of LAT_AM
Baltics,Latvia,LVA,Baltics: Latvia,1950-1965,% of LAT_AM,0.2569926736679637,0.21056025538811088,socialism,0.01,-0.04643241827985281,-0.05,-0.05,divergence,1,1918675,logratio,% of LAT_AM
Baltics,Latvia,LVA,Baltics: Latvia,1965-1989,% of LAT_AM,0.21056025538811088,0.03787263185394663,socialism,0.01,-0.17268762353416425,-0.17,-0.17,divergence,2,2252726,logratio,% of LAT_AM
Baltics,Latvia,LVA,Baltics: Latvia,1989-1995,% of LAT_AM,0.03787263185394663,-0.05550109333039946,transition,0.01,-0.09337372518434608,-0.09,-0.09,divergence,3,2664789,logratio,% of LAT_AM
Baltics,Latvia,LVA,Baltics: Latvia,1995-2023,% of LAT_AM,-0.05550109333039946,-6.426180303784933e-4,capitalism,0.01,0.05485847530002096,0.05,+0.05,convergence,4,2485908,logratio,% of LAT_AM
Baltics,Lithuania,LTU,Baltics: Lithuania,1950-1965,% of LAT_AM,0.2798931405947975,0.2171458737264599,socialism,0.01,-0.06274726686833756,-0.06,-0.06,divergence,1,2432951,logratio,% of LAT_AM
Baltics,Lithuania,LTU,Baltics: Lithuania,1965-1989,% of LAT_AM,0.2171458737264599,0.05524275021114927,socialism,0.01,-0.16190312351531064,-0.16,-0.16,divergence,2,2965212,logratio,% of LAT_AM
Baltics,Lithuania,LTU,Baltics: Lithuania,1989-1995,% of LAT_AM,0.05524275021114927,-0.010713000243491257,transition,0.01,-0.06595575045464053,-0.07,-0.07,divergence,3,3696048,logratio,% of LAT_AM
Baltics,Lithuania,LTU,Baltics: Lithuania,1995-2023,% of LAT_AM,-0.010713000243491257,-0.0028079799320166153,capitalism,0.01,0.007905020311474642,0.01,+0.01,convergence,4,3626997,logratio,% of LAT_AM
CEE,Poland,POL,CEE: Poland,1950-1965,% of LAT_AM,0.1553752840038264,0.18440389177720043,socialism,0.01,0.029028607773374016,0.03,+0.03,convergence,1,24780120,logratio,% of LAT_AM
CEE,Poland,POL,CEE: Poland,1965-1989,% of LAT_AM,0.18440389177720043,0.04371602999455365,socialism,0.01,-0.14068786178264678,-0.14,-0.14,divergence,2,31288294,logratio,% of LAT_AM
CEE,Poland,POL,CEE: Poland,1989-1995,% of LAT_AM,0.04371602999455365,0.031007597054033175,transition,0.01,-0.012708432940520476,-0.01,-0.01,divergence,3,37938044,logratio,% of LAT_AM
CEE,Poland,POL,CEE: Poland,1995-2023,% of LAT_AM,0.031007597054033175,0.030919973425224824,capitalism,0.01,-8.762362880835109e-5,-0,+0,no change,4,38364630,logratio,% of LAT_AM
CEE,Romania,ROU,CEE: Romania,1950-1965,% of LAT_AM,0.19198614446616344,0.16990860163872268,socialism,0.01,-0.02207754282744076,-0.02,-0.02,divergence,1,16397220,logratio,% of LAT_AM
CEE,Romania,ROU,CEE: Romania,1965-1989,% of LAT_AM,0.16990860163872268,0.02561949604750207,socialism,0.01,-0.1442891055912206,-0.14,-0.14,divergence,2,18713016,logratio,% of LAT_AM
CEE,Romania,ROU,CEE: Romania,1989-1995,% of LAT_AM,0.02561949604750207,-0.00630939449384686,transition,0.01,-0.03192889054134893,-0.03,-0.03,divergence,3,22887592,logratio,% of LAT_AM
CEE,Romania,ROU,CEE: Romania,1995-2023,% of LAT_AM,-0.00630939449384686,-0.003951678757224252,capitalism,0.01,0.002357715736622608,0,+0,no change,4,22657664,logratio,% of LAT_AM
USSR,Russia,RUS,USSR: Russia,1950-1965,% of LAT_AM,0.10508939581829875,0.18295295649166185,socialism,0.01,0.0778635606733631,0.08,+0.08,convergence,1,103392314,logratio,% of LAT_AM
USSR,Russia,RUS,USSR: Russia,1965-1989,% of LAT_AM,0.18295295649166185,0.027640570777592792,socialism,0.01,-0.15531238571406905,-0.16,-0.16,divergence,2,126634148,logratio,% of LAT_AM
USSR,Russia,RUS,USSR: Russia,1989-1995,% of LAT_AM,0.027640570777592792,-0.08628899379134808,transition,0.01,-0.11392956456894088,-0.11,-0.11,divergence,3,148281823,logratio,% of LAT_AM
USSR,Russia,RUS,USSR: Russia,1995-2023,% of LAT_AM,-0.08628899379134808,-0.04130203838606627,capitalism,0.01,0.04498695540528181,0.04,+0.04,convergence,4,148291356,logratio,% of LAT_AM
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1950-1965,% of LAT_AM,0.09812842892452725,0.17473270374167746,socialism,0.01,0.07660427481715021,0.08,+0.08,convergence,1,6009148,logratio,% of LAT_AM
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1965-1989,% of LAT_AM,0.17473270374167746,0.06500135108102761,socialism,0.01,-0.10973135266064984,-0.11,-0.11,divergence,2,7031084,logratio,% of LAT_AM
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1989-1995,% of LAT_AM,0.06500135108102761,0.04161831883937472,transition,0.01,-0.023383032241652897,-0.02,-0.02,divergence,3,7881211,logratio,% of LAT_AM
Yugosl.,Serbia,SRB,Yugosl.: Serbia,1995-2023,% of LAT_AM,0.04161831883937472,0.006934607157682644,capitalism,0.01,-0.03468371168169207,-0.03,-0.03,divergence,4,7823230,logratio,% of LAT_AM
CEE,Slovakia,SVK,CEE: Slovakia,1950-1965,% of LAT_AM,0.19639399139033686,0.19727311287269178,socialism,0.01,8.791214823549165e-4,0,+0,no change,1,3465707,logratio,% of LAT_AM
CEE,Slovakia,SVK,CEE: Slovakia,1965-1989,% of LAT_AM,0.19727311287269178,0.045428861692375616,socialism,0.01,-0.15184425118031616,-0.15,-0.15,divergence,2,4364999,logratio,% of LAT_AM
CEE,Slovakia,SVK,CEE: Slovakia,1989-1995,% of LAT_AM,0.045428861692375616,0.035097400795782316,transition,0.01,-0.0103314608965933,-0.01,-0.01,divergence,3,5249882,logratio,% of LAT_AM
CEE,Slovakia,SVK,CEE: Slovakia,1995-2023,% of LAT_AM,0.035097400795782316,0.027205985402063492,capitalism,0.01,-0.007891415393718824,-0.01,-0.01,divergence,4,5354244,logratio,% of LAT_AM
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1950-1965,% of LAT_AM,0.21335488767072688,0.17449256000358107,socialism,0.01,-0.03886232766714581,-0.04,-0.04,divergence,1,1446309,logratio,% of LAT_AM
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1965-1989,% of LAT_AM,0.17449256000358107,0.07805519239610707,socialism,0.01,-0.096437367607474,-0.1,-0.1,divergence,2,1675272,logratio,% of LAT_AM
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1989-1995,% of LAT_AM,0.07805519239610707,0.06462246213262884,transition,0.01,-0.01343273026347823,-0.01,-0.01,divergence,3,1995417,logratio,% of LAT_AM
Yugosl.,Slovenia,SVN,Yugosl.: Slovenia,1995-2023,% of LAT_AM,0.06462246213262884,0.06800071427325124,capitalism,0.01,0.003378252140622401,0,+0,no change,4,1988051,logratio,% of LAT_AM
USSR,Ukraine,UKR,USSR: Ukraine,1950-1965,% of LAT_AM,0.20293440010898395,0.2094279688070928,socialism,0.01,0.006493568698108854,0.01,+0.01,convergence,1,37310845,logratio,% of LAT_AM
USSR,Ukraine,UKR,USSR: Ukraine,1965-1989,% of LAT_AM,0.2094279688070928,0.044037938860416265,socialism,0.01,-0.16539002994667654,-0.17,-0.17,divergence,2,45386845,logratio,% of LAT_AM
USSR,Ukraine,UKR,USSR: Ukraine,1989-1995,% of LAT_AM,0.044037938860416265,-0.03869644993705009,transition,0.01,-0.08273438879746636,-0.08,-0.08,divergence,3,51917779,logratio,% of LAT_AM
USSR,Ukraine,UKR,USSR: Ukraine,1995-2023,% of LAT_AM,-0.03869644993705009,-0.03763978533907461,capitalism,0.01,0.0010566645979754805,0,+0,no change,4,51665488,logratio,% of LAT_AM
USSR,Belarus,BLR,USSR: Belarus,1950-1965,% of G7,-0.1168286221809466,0.015062716105252772,socialism,0.01,0.13189133828619937,0.13,+0.13,convergence,1,7127548,logratio,% of G7
USSR,Belarus,BLR,USSR: Belarus,1965-1989,% of G7,0.015062716105252772,-0.0646372440735307,socialism,0.01,-0.07969996017878347,-0.08,-0.08,divergence,2,8679894,logratio,% of G7
USSR,Belarus,BLR,USSR: Belarus,1989-1995,% of G7,-0.0646372440735307,-0.11550570379517924,transition,0.01,-0.05086845972164854,-0.05,-0.05,divergence,3,10158729,logratio,% of G7
USSR,Belarus,BLR,USSR: Belarus,1995-2023,% of G7,-0.11550570379517924,-0.08942505394209808,capitalism,0.01,0.02608064985308116,0.03,+0.03,convergence,4,10197421,logratio,% of G7
CEE,Bulgaria,BGR,CEE: Bulgaria,1950-1965,% of G7,-0.06973835499341466,0.010516665425096855,socialism,0.01,0.08025502041851151,0.08,+0.08,convergence,1,7248464,logratio,% of G7
CEE,Bulgaria,BGR,CEE: Bulgaria,1965-1989,% of G7,0.010516665425096855,-0.06496315580748946,socialism,0.01,-0.07547982123258631,-0.08,-0.08,divergence,2,8202371,logratio,% of G7
CEE,Bulgaria,BGR,CEE: Bulgaria,1989-1995,% of G7,-0.06496315580748946,-0.08386846283286763,transition,0.01,-0.018905307025378168,-0.02,-0.02,divergence,3,8936335,logratio,% of G7
CEE,Bulgaria,BGR,CEE: Bulgaria,1995-2023,% of G7,-0.08386846283286763,-0.07340021049136936,capitalism,0.01,0.010468252341498271,0.01,+0.01,convergence,4,8357522,logratio,% of G7
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1950-1965,% of G7,-0.12005337355438937,-0.02999784160292791,socialism,0.01,0.09005553195146146,0.09,+0.09,convergence,1,3864936,logratio,% of G7
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1965-1989,% of G7,-0.02999784160292791,-0.05083982213497598,socialism,0.01,-0.020841980532048072,-0.02,-0.02,divergence,2,4346657,logratio,% of G7
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1989-1995,% of G7,-0.05083982213497598,-0.061582641622287035,transition,0.01,-0.010742819487311053,-0.01,-0.01,divergence,3,4820680,logratio,% of G7
Yugosl.,Croatia,HRV,Yugosl.: Croatia,1995-2023,% of G7,-0.061582641622287035,-0.035215505279339115,capitalism,0.01,0.02636713634294792,0.03,+0.03,convergence,4,4619314,logratio,% of G7
CEE,Czechia,CZE,CEE: Czechia,1950-1965,% of G7,-0.023069273349953998,-0.004288143118690155,socialism,0.01,0.01878113023126384,0.02,+0.02,convergence,1,8916664,logratio,% of G7
CEE,Czechia,CZE,CEE: Czechia,1965-1989,% of G7,-0.004288143118690155,-0.061133068289163164,socialism,0.01,-0.05684492517047301,-0.06,-0.06,divergence,2,9706802,logratio,% of G7
CEE,Czechia,CZE,CEE: Czechia,1989-1995,% of G7,-0.061133068289163164,-0.05312908829101325,transition,0.01,0.008003979998149911,0.01,+0.01,convergence,3,10305562,logratio,% of G7
CEE,Czechia,CZE,CEE: Czechia,1995-2023,% of G7,-0.05312908829101325,-0.01938580569065892,capitalism,0.01,0.033743282600354335,0.03,+0.03,convergence,4,10311979,logratio,% of G7
Baltics,Estonia,EST,Baltics: Estonia,1950-1965,% of G7,0.006853145874438949,0.0021896973344572588,socialism,0.01,-0.00466344853998169,-0,+0,no change,1,1102004,logratio,% of G7
Baltics,Estonia,EST,Baltics: Estonia,1965-1989,% of G7,0.0021896973344572588,-0.0787979044689684,socialism,0.01,-0.08098760180342565,-0.08,-0.08,divergence,2,1292753,logratio,% of G7
Baltics,Estonia,EST,Baltics: Estonia,1989-1995,% of G7,-0.0787979044689684,-0.12923989816860187,transition,0.01,-0.05044199369963348,-0.05,-0.05,divergence,3,1567538,logratio,% of G7
Baltics,Estonia,EST,Baltics: Estonia,1995-2023,% of G7,-0.12923989816860187,-0.02794753198259189,capitalism,0.01,0.10129236618600998,0.1,+0.1,convergence,4,1452730,logratio,% of G7
CEE,Hungary,HUN,CEE: Hungary,1950-1965,% of G7,-0.05890880919357387,-0.02020875891472922,socialism,0.01,0.038700050278844655,0.04,+0.04,convergence,1,9337826,logratio,% of G7
CEE,Hungary,HUN,CEE: Hungary,1965-1989,% of G7,-0.02020875891472922,-0.09457463143867001,socialism,0.01,-0.074365872523940793,-0.07,-0.07,divergence,2,10141073,logratio,% of G7
CEE,Hungary,HUN,CEE: Hungary,1989-1995,% of G7,-0.09457463143867001,-0.09796212771896931,transition,0.01,-0.0033874962802993014,-0,+0,no change,3,10403359,logratio,% of G7
CEE,Hungary,HUN,CEE: Hungary,1995-2023,% of G7,-0.09796212771896931,-0.05521947556703848,capitalism,0.01,0.04274265215193083,0.04,+0.04,convergence,4,10322744,logratio,% of G7
Baltics,Latvia,LVA,Baltics: Latvia,1950-1965,% of G7,-0.020485889605172673,0.009357611061143615,socialism,0.01,0.02984350066631629,0.03,+0.03,convergence,1,1918675,logratio,% of G7
Baltics,Latvia,LVA,Baltics: Latvia,1965-1989,% of G7,0.009357611061143615,-0.08013926725317065,socialism,0.01,-0.08949687831431427,-0.09,-0.09,divergence,2,2252726,logratio,% of G7
Baltics,Latvia,LVA,Baltics: Latvia,1989-1995,% of G7,-0.08013926725317065,-0.15642794270212051,transition,0.01,-0.07628867544894986,-0.08,-0.08,divergence,3,2664789,logratio,% of G7
Baltics,Latvia,LVA,Baltics: Latvia,1995-2023,% of G7,-0.15642794270212051,-0.06610894170263314,capitalism,0.01,0.09031900099948738,0.09,+0.09,convergence,4,2485908,logratio,% of G7
Baltics,Lithuania,LTU,Baltics: Lithuania,1950-1965,% of G7,0.0024145773216607447,0.01594322939949268,socialism,0.01,0.013528652077831937,0.01,+0.01,convergence,1,2432951,logratio,% of G7
