country,iso2c,iso3c,year,gdp_pc_ppp,gdp_pc_const2015,gni_pc_ppp
Romania,RO,ROU,2004,19531.5056332132,6008.64048461485,14585.3947969184
Romania,RO,ROU,2005,20569.8993240151,6328.09022324183,15876.2542661696
Romania,RO,ROU,2006,22353.4486176732,6876.77841417966,17688.9493407901
Romania,RO,ROU,2007,24327.1794995057,7483.97375820611,20568.1390016788
Romania,RO,ROU,2008,27038.2512027729,8318.00342795388,23311.5931866964
Romania,RO,ROU,2009,25760.3454201987,7924.87058070212,22053.7715675833
Romania,RO,ROU,2010,24901.6621955938,7660.70667630517,21842.8572513349
Romania,RO,ROU,2011,26149.4430803567,8044.57194920892,23144.3551063438
Romania,RO,ROU,2012,26766.1203411201,8234.28553425194,23343.085754421
Romania,RO,ROU,2013,26940.5878735292,8287.95844089676,23716.9285998153
Romania,RO,ROU,2014,28154.726201994,8661.47397274241,25317.5107866298
Romania,RO,ROU,2015,29180.4224199994,8977.01748158196,26571.8224073307
Romania,RO,ROU,2016,30187.6417226458,9286.87678236598,27906.5239473606
Romania,RO,ROU,2017,32850.9966974553,10106.2269557253,30559.8443386783
Romania,RO,ROU,2018,35067.1966594792,10788.015091463,32955.5394974603
Romania,RO,ROU,2019,36635.4689017771,11270.4758020159,35172.4475297086
Romania,RO,ROU,2020,35484.2366916586,10916.3126056493,34525.9743099125
Romania,RO,ROU,2021,37732.5405035335,11607.9771173075,37069.8083086741
Romania,RO,ROU,2022,39380.2361396926,12114.8715109948,38315.8185579444
Romania,RO,ROU,2023,40303.8183321549,12399.0008278388,39711.1310488078
Romania,RO,ROU,2024,40610.7541380693,12493.4260577329,40955.8939476654
Slovak Republic,SK,SVK,1990,17520.9907344944,8597.46391527645,NA
Slovak Republic,SK,SVK,1991,14955.9249096069,7338.79874023232,NA
Slovak Republic,SK,SVK,1992,13946.1357593389,6843.30017436782,NA
Slovak Republic,SK,SVK,1993,14157.1537039896,6946.84564117976,NA
Slovak Republic,SK,SVK,1994,14976.5480168138,7348.918397432,NA
Slovak Republic,SK,SVK,1995,15805.3823676139,7755.6233338553,18065.9240679442
Slovak Republic,SK,SVK,1996,16737.139432360502,8212.83193942756,18685.0175328551
Slovak Republic,SK,SVK,1997,17622.7452253713,8647.39434311517,19801.7774703823
Slovak Republic,SK,SVK,1998,18272.4866503114,8966.21926231252,20336.6414970772
Slovak Republic,SK,SVK,1999,18167.4601278344,8914.68326467255,19994.7265048144
Slovak Republic,SK,SVK,2000,18335.6475317214,8997.21199594319,20528.4223181918
Slovak Republic,SK,SVK,2001,18906.5643905228,9277.35808851002,21135.2189184693
Slovak Republic,SK,SVK,2002,19748.8931862284,9690.68468262889,22014.4127095783
Slovak Republic,SK,SVK,2003,20721.6722176319,10168.02256533,21996.5556928126
Slovak Republic,SK,SVK,2004,21842.9135856629,10718.2101858841,23396.9635782804
Slovak Republic,SK,SVK,2005,23257.1302921578,11412.1593630008,25256.642441499
Slovak Republic,SK,SVK,2006,25331.8243974735,12430.2015488557,27133.9973524242
Slovak Republic,SK,SVK,2007,28064.1907495761,13770.9602691527,29777.3886144601
Slovak Republic,SK,SVK,2008,29544.0327209062,14497.1114407172,31250.9249441578
Slovak Republic,SK,SVK,2009,27880.3565059988,13680.7537106597,29627.8827450931
Slovak Republic,SK,SVK,2010,29745.8613949846,14596.1477776887,30902.6115890325
Slovak Republic,SK,SVK,2011,30468.7660175654,14950.8735178599,30876.2965331521
Slovak Republic,SK,SVK,2012,30894.2512802,15159.657042000401,31513.0542722221
Slovak Republic,SK,SVK,2013,31078.1239404759,15249.8824513785,31824.4315486481
Slovak Republic,SK,SVK,2014,31888.7428824598,15647.6491763517,32510.2837944962
Slovak Republic,SK,SVK,2015,33507.7257197683,16442.0760860018,33616.5749534651
Slovak Republic,SK,SVK,2016,34116.3833709765,16740.7413996428,34034.9884595056
Slovak Republic,SK,SVK,2017,35042.7172449514,17195.2888721963,35073.0396292269
Slovak Republic,SK,SVK,2018,36415.7207156685,17869.0149173679,36323.11617321
Slovak Republic,SK,SVK,2019,37194.1375926927,18250.9802475637,36710.0308089422
Slovak Republic,SK,SVK,2020,36201.4154630885,17763.8563847352,36150.2910087551
Slovak Republic,SK,SVK,2021,38346.0935768177,18816.239379058,37238.301685954
Slovak Republic,SK,SVK,2022,38623.6710646264,18952.4452860922,35958.5287160693
Slovak Republic,SK,SVK,2023,39497.5351131715,19381.2460735632,37191.7487725919
Slovak Republic,SK,SVK,2024,40346.5748138478,19797.8656757202,38089.3809910381
Slovenia,SI,SVN,1990,25351.411330939,13615.5858551079,NA
Slovenia,SI,SVN,1991,23080.4618804029,12395.9177738027,NA
Slovenia,SI,SVN,1992,21851.4476393248,11735.8460839822,NA
Slovenia,SI,SVN,1993,22526.3925130809,12098.3414794506,NA
Slovenia,SI,SVN,1994,23753.9488869675,12757.6301865941,NA
Slovenia,SI,SVN,1995,24724.2296939452,13278.7428559643,25121.8455862923
Slovenia,SI,SVN,1996,25460.516284553,13674.183297426,25994.6733892776
