country,year,rel_val-2005,rel_val-2010,var_name
Poland,2006,107.06030678714015,NA,median_equiv_net_income
Poland,2007,117.86089514603908,NA,median_equiv_net_income
Poland,2008,141.45828955662955,NA,median_equiv_net_income
Poland,2009,154.99054423198152,NA,median_equiv_net_income
Poland,2010,159.23513343139314,100,median_equiv_net_income
Poland,2011,174.86866988863207,109.8178939034046,median_equiv_net_income
Poland,2012,181.4456818659382,113.94827131169174,median_equiv_net_income
Poland,2013,192.43538558520697,120.84982845077857,median_equiv_net_income
Poland,2014,200.88253834839253,126.15465822116653,median_equiv_net_income
Poland,2015,209.07753729775163,131.30113486408024,median_equiv_net_income
Poland,2016,228.30426560201724,143.37556083399315,median_equiv_net_income
Poland,2017,232.8010086152553,146.19952494061758,median_equiv_net_income
Poland,2018,241.92057154864466,151.9266297176036,median_equiv_net_income
Poland,2019,259.1931077957554,162.77381894959092,median_equiv_net_income
Poland,2020,280.52111788190797,176.16785431512272,median_equiv_net_income
Poland,2021,291.4477831477201,183.029823172341,median_equiv_net_income
Poland,2022,313.2170624080689,196.70097651095276,median_equiv_net_income
Poland,2023,347.78314772010924,218.4085510688836,median_equiv_net_income
Poland,2024,379.5755410800588,238.3742412245975,median_equiv_net_income
Romania,2007,100,NA,median_equiv_net_income
Romania,2008,110.02515271289975,NA,median_equiv_net_income
Romania,2009,123.75134746676248,NA,median_equiv_net_income
Romania,2010,127.09306503772908,100,median_equiv_net_income
Romania,2011,130.901904419691,102.99689001979078,median_equiv_net_income
Romania,2012,133.3093783686669,104.89115069267741,median_equiv_net_income
Romania,2013,139.63348904060368,109.86711902742437,median_equiv_net_income
Romania,2014,144.23284225655766,113.48600508905852,median_equiv_net_income
Romania,2015,156.55767157743443,123.1834888323438,median_equiv_net_income
Romania,2016,169.74487962630255,133.55951371218546,median_equiv_net_income
Romania,2017,190.94502335609056,150.2403166525304,median_equiv_net_income
Romania,2018,225.58390226374416,177.4950523042126,median_equiv_net_income
Romania,2019,263.6722960833633,207.46395250212043,median_equiv_net_income
Romania,2020,277.54222062522456,218.37715578173592,median_equiv_net_income
Romania,2021,312.5404240028746,245.91461690698333,median_equiv_net_income
Romania,2022,360.5102407473949,283.65846762793325,median_equiv_net_income
Romania,2023,398.27524254401726,313.37291489963246,median_equiv_net_income
Romania,2024,467.94825727632053,368.1933842239186,median_equiv_net_income
Slovakia,2005,100,NA,median_equiv_net_income
Slovakia,2006,115.78947368421052,NA,median_equiv_net_income
Slovakia,2007,140.55137844611528,NA,median_equiv_net_income
Slovakia,2008,169.4987468671679,NA,median_equiv_net_income
Slovakia,2009,196.79197994987467,NA,median_equiv_net_income
Slovakia,2010,209.52380952380952,100,median_equiv_net_income
Slovakia,2011,224.937343358396,107.35645933014354,median_equiv_net_income
Slovakia,2012,245.5889724310777,117.21291866028709,median_equiv_net_income
Slovakia,2013,239.8997493734336,114.49760765550239,median_equiv_net_income
Slovakia,2014,245.7644110275689,117.29665071770334,median_equiv_net_income
Slovakia,2015,256.140350877193,122.2488038277512,median_equiv_net_income
Slovakia,2016,262.30576441102755,125.19138755980862,median_equiv_net_income
Slovakia,2017,240.7268170426065,114.89234449760765,median_equiv_net_income
Slovakia,2018,244.21052631578948,116.55502392344498,median_equiv_net_income
Slovakia,2019,263.23308270676694,125.63397129186603,median_equiv_net_income
Slovakia,2020,252.531328320802,120.52631578947368,median_equiv_net_income
Slovakia,2021,236.21553884711778,112.73923444976077,median_equiv_net_income
Slovakia,2022,246.265664160401,117.53588516746412,median_equiv_net_income
