country,region,start_yr,end_yr,start,end,pop_start,pop_end,mean_start,mean_end,scaling,change,log_change,mean_lin_diff,mean_log_diff,label_color,label_txt_linear,label_txt_log,label_final,x_text,mean_start_end_lin,mean_start_end_log,mean_label_val,mean_label_txt,region_lab,x_start,x_end,type_scale,sel_var
Croatia,CEE,1995,2023,46.195886081215555,86.65909288471671,4619314,3895973,48.019362668844586,85.02747482914211,1,40.46320680350116,0.6290912004752375,37.00811216029752,0.571370119043007,black,+40%,0.63,+40%,66.42748948296614,48 → 85,3.87 → 4.44,37,+37% (48 → 85),"CEE
+37% (48 → 85)",46.195886081215555,86.65909288471671,linear,% of S_EUR4
Israel,Asia,1990,2023,63.92612654856238,100.6280878365828,4544949,9256261,8.699555067922809,47.88037181888109,1,36.701961288020414,0.45370327784746356,39.18081675095828,1.7054337635657182,black,+37%,0.45,+37%,82.27710719257259,9 → 48,2.16 → 3.87,39,+39% (9 → 48),"Asia
+39% (9 → 48)",63.92612654856238,100.6280878365828,linear,% of S_EUR4
Romania,CEE,1990,2023,45.9368944024015,82.45882564338447,22939481,19118433,48.019362668844586,85.02747482914211,1,36.52193124098297,0.5850304918375313,37.00811216029752,0.571370119043007,black,+37%,0.59,+37%,64.19786002289298,48 → 85,3.87 → 4.44,37,+37% (48 → 85),"CEE
+37% (48 → 85)",45.9368944024015,82.45882564338447,linear,% of S_EUR4
Malaysia,Asia,1990,2023,32.23988444157409,68.17372939639831,17833124,35126249,8.699555067922809,47.88037181888109,1,35.933844954824224,0.7488549578611619,39.18081675095828,1.7054337635657182,black,+36%,0.75,+36%,50.2068069189862,9 → 48,2.16 → 3.87,39,+39% (9 → 48),"Asia
+39% (9 → 48)",32.23988444157409,68.17372939639831,linear,% of S_EUR4
Lithuania,CEE,1990,2023,53.109071815004505,87.78280546018794,3694967,2854061,48.019362668844586,85.02747482914211,1,34.67373364518344,0.5025178862496636,37.00811216029752,0.571370119043007,black,+35%,0.5,+35%,70.44593863759623,48 → 85,3.87 → 4.44,37,+37% (48 → 85),"CEE
+37% (48 → 85)",53.109071815004505,87.78280546018794,linear,% of S_EUR4
Chile,Latin America,1990,2023,29.987022692877222,58.737283017993526,13437138,19658791,36.89436943552604,42.44363843027909,1,28.750260325116304,0.672309959155701,5.549268994753049,0.14011809164718403,black,+29%,0.67,+29%,44.362152855435376,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",29.987022692877222,58.737283017993526,linear,% of S_EUR4
"Dominican
Republic",Latin America,1990,2023,19.480698026860615,46.122341039028555,7151120,11331213,36.89436943552604,42.44363843027909,1,26.64164301216794,0.8618733232752577,5.549268994753049,0.14011809164718403,black,+27%,0.86,+27%,32.80151953294458,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",19.480698026860615,46.122341039028555,linear,% of S_EUR4
Serbia,ex-USSR/Balkans,1995,2023,23.261220948417716,48.40777440789441,7823230,6773156,72.04944182228695,68.11927511605738,1,25.146553459476692,0.7328727920391108,-3.9301667062295707,-0.056092360868590777,black,+25%,0.73,+25%,35.83449767815606,72 → 68,4.28 → 4.22,-4,-4% (72 → 68),"ex-USSR/Balkans
-4% (72 → 68)",23.261220948417716,48.40777440789441,linear,% of S_EUR4
Slovenia,CEE,1990,2023,72.63086493433563,97.0902953101302,1997968,2118353,48.019362668844586,85.02747482914211,1,24.459430375794568,0.29025145666737584,37.00811216029752,0.571370119043007,black,+24%,0.29,+24%,84.86058012223292,48 → 85,3.87 → 4.44,37,+37% (48 → 85),"CEE
+37% (48 → 85)",72.63086493433563,97.0902953101302,linear,% of S_EUR4
Latvia,CEE,1990,2023,55.357165898405256,79.57626178883312,2660082,1882336,48.019362668844586,85.02747482914211,1,24.219095890427866,0.362909713673778,37.00811216029752,0.571370119043007,black,+24%,0.36,+24%,67.46671384361919,48 → 85,3.87 → 4.44,37,+37% (48 → 85),"CEE
+37% (48 → 85)",55.357165898405256,79.57626178883312,linear,% of S_EUR4
Slovakia,CEE,1990,2023,54.61197197843056,77.05305978136852,5266022,5518008,48.019362668844586,85.02747482914211,1,22.441087802937957,0.34424114689164814,37.00811216029752,0.571370119043007,black,+22%,0.34,+22%,65.83251587989955,48 → 85,3.87 → 4.44,37,+37% (48 → 85),"CEE
+37% (48 → 85)",54.61197197843056,77.05305978136852,linear,% of S_EUR4
Uruguay,Latin America,1990,2023,38.15571769636079,59.99937616626338,3104365,3388029,36.89436943552604,42.44363843027909,1,21.843658469902593,0.4526585443531653,5.549268994753049,0.14011809164718403,black,+22%,0.45,+22%,49.077546931312085,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",38.15571769636079,59.99937616626338,linear,% of S_EUR4
Czechia,CEE,1990,2023,74.33071947756771,96.10224918268878,10301937,10809674,48.019362668844586,85.02747482914211,1,21.77152970512107,0.25688840211407404,37.00811216029752,0.571370119043007,black,+22%,0.26,+22%,85.21648433012825,48 → 85,3.87 → 4.44,37,+37% (48 → 85),"CEE
+37% (48 → 85)",74.33071947756771,96.10224918268878,linear,% of S_EUR4
Belarus,ex-USSR/Balkans,1990,2023,34.64929852378831,55.96808203987666,10186209,9115626,72.04944182228695,68.11927511605738,1,21.318783516088352,0.4795040838632619,-3.9301667062295707,-0.056092360868590777,black,+21%,0.48,+21%,45.30869028183248,72 → 68,4.28 → 4.22,-4,-4% (72 → 68),"ex-USSR/Balkans
-4% (72 → 68)",34.64929852378831,55.96808203987666,linear,% of S_EUR4
Thailand,Asia,1990,2023,23.722679819966,43.078148541417576,54738282,71702397,8.699555067922809,47.88037181888109,1,19.355468721451576,0.5965843291648758,39.18081675095828,1.7054337635657182,black,+19%,0.6,+19%,33.40041418069179,9 → 48,2.16 → 3.87,39,+39% (9 → 48),"Asia
+39% (9 → 48)",23.722679819966,43.078148541417576,linear,% of S_EUR4
Hungary,CEE,1990,2023,59.968673368519376,77.98098050594588,10381231,9686418,48.019362668844586,85.02747482914211,1,18.012307137426504,0.2626426419382432,37.00811216029752,0.571370119043007,black,+18%,0.26,+18%,68.97482693723262,48 → 85,3.87 → 4.44,37,+37% (48 → 85),"CEE
+37% (48 → 85)",59.968673368519376,77.98098050594588,linear,% of S_EUR4
Bulgaria,CEE,1990,2023,49.60550093073685,67.3817704065733,8822320,6795757,48.019362668844586,85.02747482914211,1,17.776269475836443,0.30627277914687895,37.00811216029752,0.571370119043007,black,+18%,0.31,+18%,58.493635668655074,48 → 85,3.87 → 4.44,37,+37% (48 → 85),"CEE
+37% (48 → 85)",49.60550093073685,67.3817704065733,linear,% of S_EUR4
Costa Rica,Latin America,1990,2023,33.42480595149488,49.04107856420584,3121652,5105469,36.89436943552604,42.44363843027909,1,15.616272612710958,0.38335996746548007,5.549268994753049,0.14011809164718403,black,+16%,0.38,+16%,41.23294225785036,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",33.42480595149488,49.04107856420584,linear,% of S_EUR4
Azerbaijan,ex-USSR/Balkans,1990,2023,28.909009921785408,43.2834984675003,7231035,10318161,72.04944182228695,68.11927511605738,1,14.374488545714893,0.40361815609377377,-3.9301667062295707,-0.056092360868590777,black,+14%,0.4,+14%,36.09625419464285,72 → 68,4.28 → 4.22,-4,-4% (72 → 68),"ex-USSR/Balkans
-4% (72 → 68)",28.909009921785408,43.2834984675003,linear,% of S_EUR4
Kazakhstan,ex-USSR/Balkans,1990,2023,51.871420598410815,64.89717347317332,17154015,20330063,72.04944182228695,68.11927511605738,1,13.02575287476251,0.22403609507274455,-3.9301667062295707,-0.056092360868590777,black,+13%,0.22,+13%,58.38429703579207,72 → 68,4.28 → 4.22,-4,-4% (72 → 68),"ex-USSR/Balkans
-4% (72 → 68)",51.871420598410815,64.89717347317332,linear,% of S_EUR4
"North
Macedonia",ex-USSR/Balkans,1990,2023,33.59646988141148,46.341994570181335,2063645,1831749,72.04944182228695,68.11927511605738,1,12.745524688769855,0.321627561765716,-3.9301667062295707,-0.056092360868590777,black,+13%,0.32,+13%,39.969232225796404,72 → 68,4.28 → 4.22,-4,-4% (72 → 68),"ex-USSR/Balkans
-4% (72 → 68)",33.59646988141148,46.341994570181335,linear,% of S_EUR4
Colombia,Latin America,1990,2023,27.071886348569322,39.09083119436707,32440020,52321104,36.89436943552604,42.44363843027909,1,12.018944845797748,0.3673921578872817,5.549268994753049,0.14011809164718403,black,+12%,0.37,+12%,33.081358771468196,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",27.071886348569322,39.09083119436707,linear,% of S_EUR4
Egypt,Africa,1990,2023,22.282896941956,33.96453850848504,58396583,114535724,23.158177273671857,29.77990673328172,1,11.681641566529041,0.4214975643527845,6.621729459609863,0.25148594726794044,black,+12%,0.42,+12%,28.123717725220523,23 → 30,3.14 → 3.39,7,+7% (23 → 30),"Africa
+7% (23 → 30)",22.282896941956,33.96453850848504,linear,% of S_EUR4
Georgia,ex-USSR/Balkans,1990,2023,32.59771115209067,43.46069772603517,5448811,3807436,72.04944182228695,68.11927511605738,1,10.862986573944504,0.2876149532918349,-3.9301667062295707,-0.056092360868590777,black,+11%,0.29,+11%,38.02920443906292,72 → 68,4.28 → 4.22,-4,-4% (72 → 68),"ex-USSR/Balkans
-4% (72 → 68)",32.59771115209067,43.46069772603517,linear,% of S_EUR4
Argentina,Latin America,1990,2023,45.90147266375782,54.19046015871121,32755859,45538356,36.89436943552604,42.44363843027909,1,8.288987494953389,0.16600768039226022,5.549268994753049,0.14011809164718403,black,+8%,0.17,+8%,50.04596641123452,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",45.90147266375782,54.19046015871121,linear,% of S_EUR4
Tunisia,Africa,1990,2023,17.97876790425508,25.154634011022544,8324459,12200387,23.158177273671857,29.77990673328172,1,7.175866106767465,0.3358506336923623,6.621729459609863,0.25148594726794044,black,+7%,0.34,+7%,21.566700957638812,23 → 30,3.14 → 3.39,7,+7% (23 → 30),"Africa
+7% (23 → 30)",17.97876790425508,25.154634011022544,linear,% of S_EUR4
Ecuador,Latin America,1990,2023,23.04462212580134,29.290761206603577,10473624,17980034,36.89436943552604,42.44363843027909,1,6.246139080802237,0.23983972031275144,5.549268994753049,0.14011809164718403,black,+6%,0.24,+6%,26.167691666202458,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",23.04462212580134,29.290761206603577,linear,% of S_EUR4
Morocco,Africa,1990,2023,11.906330834119192,18.121140928586335,24375508,37712463,23.158177273671857,29.77990673328172,1,6.214810094467143,0.42000900226509463,6.621729459609863,0.25148594726794044,black,+6%,0.42,+6%,15.013735881352764,23 → 30,3.14 → 3.39,7,+7% (23 → 30),"Africa
+7% (23 → 30)",11.906330834119192,18.121140928586335,linear,% of S_EUR4
Paraguay,Latin America,1990,2023,26.895686981184998,31.94168833407082,4035697,6844101,36.89436943552604,42.44363843027909,1,5.046001352885824,0.17194606246043506,5.549268994753049,0.14011809164718403,black,+5%,0.17,+5%,29.41868765762791,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",26.895686981184998,31.94168833407082,linear,% of S_EUR4
Brazil,Latin America,1990,2023,34.0720165154426,37.719810753196896,149143183,211140678,36.89436943552604,42.44363843027909,1,3.6477942377542973,0.10170902326254987,5.549268994753049,0.14011809164718403,black,+4%,0.1,+4%,35.89591363431975,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",34.0720165154426,37.719810753196896,linear,% of S_EUR4
"South
Africa",Africa,1990,2023,26.938914932373375,28.678388899878566,40746216,63212339,23.158177273671857,29.77990673328172,1,1.739473967505191,0.06257194613812364,6.621729459609863,0.25148594726794044,black,+2%,0.06,+2%,27.80865191612597,23 → 30,3.14 → 3.39,7,+7% (23 → 30),"Africa
+7% (23 → 30)",26.938914932373375,28.678388899878566,linear,% of S_EUR4
Algeria,Africa,1990,2023,31.609072519821524,31.652583784625442,25375759,46164169,23.158177273671857,29.77990673328172,1,0.04351126480391798,0.0013755969794961866,6.621729459609863,0.25148594726794044,black,+0%,0,+0%,31.630828152223483,23 → 30,3.14 → 3.39,7,+7% (23 → 30),"Africa
+7% (23 → 30)",31.609072519821524,31.652583784625442,linear,% of S_EUR4
Mexico,Latin America,1990,2023,47.7702099988171,45.68076382915405,82820134,129739713,36.89436943552604,42.44363843027909,1,-2.0894461696630486,-0.04472493692024313,5.549268994753049,0.14011809164718403,red,-2%,-0.04,-2%,46.72548691398558,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",47.7702099988171,45.68076382915405,linear,% of S_EUR4
Iran,Asia,1990,2023,36.69500465578381,33.708279894898936,58380046,90608663,8.699555067922809,47.88037181888109,1,-2.9867247608848757,-0.08489713148381095,39.18081675095828,1.7054337635657182,red,-3%,-0.08,-3%,35.20164227534137,9 → 48,2.16 → 3.87,39,+39% (9 → 48),"Asia
+39% (9 → 48)",36.69500465578381,33.708279894898936,linear,% of S_EUR4
Russia,ex-USSR/Balkans,1990,2023,86.47524163879358,82.13930865575058,148979487,145440454,72.04944182228695,68.11927511605738,1,-4.335932983042994,-0.051441457303536234,-3.9301667062295707,-0.056092360868590777,red,-4%,-0.05,-4%,84.30727514727208,72 → 68,4.28 → 4.22,-4,-4% (72 → 68),"ex-USSR/Balkans
-4% (72 → 68)",86.47524163879358,82.13930865575058,linear,% of S_EUR4
Jamaica,Latin America,1990,2023,25.511167051725295,21.061660561572364,2379829,2839729,36.89436943552604,42.44363843027909,1,-4.449506490152931,-0.19166192722598335,5.549268994753049,0.14011809164718403,red,-4%,-0.19,-4%,23.28641380664883,37 → 42,3.61 → 3.75,6,+6% (37 → 42),"Latin America
+6% (37 → 42)",25.511167051725295,21.061660561572364,linear,% of S_EUR4
Moldova,ex-USSR/Balkans,1990,2023,44.884292392001775,33.22822117065219,4451100,3067017,72.04944182228695,68.11927511605738,1,-11.656071221349585,-0.3006883480664152,-3.9301667062295707,-0.056092360868590777,red,-12%,-0.3,-12%,39.05625678132698,72 → 68,4.28 → 4.22,-4,-4% (72 → 68),"ex-USSR/Balkans
-4% (72 → 68)",44.884292392001775,33.22822117065219,linear,% of S_EUR4
Ukraine,ex-USSR/Balkans,1990,2023,66.03292538697846,35.46193538420175,52054034,37732781,72.04944182228695,68.11927511605738,1,-30.57099000277671,-0.6216936086127055,-3.9301667062295707,-0.056092360868590777,red,-31%,-0.62,-31%,50.74743038559011,72 → 68,4.28 → 4.22,-4,-4% (72 → 68),"ex-USSR/Balkans
-4% (72 → 68)",66.03292538697846,35.46193538420175,linear,% of S_EUR4
"South
Korea",Asia,1990,2023,121.43567325270192,245.357694778493,44081380,51748695,23.579628005637904,112.80930096870173,1,123.92202152579108,0.7033324401704493,89.22967296306383,1.5653156719185342,black,+124%,0.7,+124%,183.39668401559746,24 → 113,3.16 → 4.73,89,+89% (24 → 113),"Asia
+89% (24 → 113)",121.43567325270192,245.357694778493,linear,% of LAT_AM
Poland,CEE,1990,2023,96.7455348700105,208.3080828893067,38055404,38762796,130.0147564155215,200.33031562271518,1,111.56254801929619,0.7669339719608627,70.31555920719367,0.4323196274039618,black,+112%,0.77,+112%,152.5268088796586,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",96.7455348700105,208.3080828893067,linear,% of LAT_AM
China,Asia,1990,2023,12.491931894926918,108.69545376665734,1153582668,1422584878,23.579628005637904,112.80930096870173,1,96.20352187173042,2.163466982067813,89.22967296306383,1.5653156719185342,black,+96%,2.16,+96%,60.59369283079213,24 → 113,3.16 → 4.73,89,+89% (24 → 113),"Asia
+89% (24 → 113)",12.491931894926918,108.69545376665734,linear,% of LAT_AM
Croatia,CEE,1995,2023,121.8948126715217,204.174514932477,4619314,3895973,130.0147564155215,200.33031562271518,1,82.27970226095529,0.5158166118819651,70.31555920719367,0.4323196274039618,black,+82%,0.52,+82%,163.03466380199936,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",121.8948126715217,204.174514932477,linear,% of LAT_AM
Estonia,CEE,1990,2023,119.69084350245863,201.71257228423147,1570254,1367143,130.0147564155215,200.33031562271518,1,82.02172878177284,0.5219316603668016,70.31555920719367,0.4323196274039618,black,+82%,0.52,+82%,160.70170789334506,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",119.69084350245863,201.71257228423147,linear,% of LAT_AM
Malaysia,Asia,1990,2023,87.3842945003145,160.6217843656012,17833124,35126249,23.579628005637904,112.80930096870173,1,73.2374898652867,0.6087368662139779,89.22967296306383,1.5653156719185342,black,+73%,0.61,+73%,124.00303943295785,24 → 113,3.16 → 4.73,89,+89% (24 → 113),"Asia
+89% (24 → 113)",87.3842945003145,160.6217843656012,linear,% of LAT_AM
Romania,CEE,1990,2023,124.50922757381049,194.2784094225031,22939481,19118433,130.0147564155215,200.33031562271518,1,69.76918184869261,0.4449124001903474,70.31555920719367,0.4323196274039618,black,+70%,0.44,+70%,159.3938184981568,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",124.50922757381049,194.2784094225031,linear,% of LAT_AM
Israel,Asia,1990,2023,173.26797429151108,237.08638457535065,4544949,9256261,23.579628005637904,112.80930096870173,1,63.81841028383957,0.3135851862002795,89.22967296306383,1.5653156719185342,black,+64%,0.31,+64%,205.17717943343087,24 → 113,3.16 → 4.73,89,+89% (24 → 113),"Asia
+89% (24 → 113)",173.26797429151108,237.08638457535065,linear,% of LAT_AM
Lithuania,CEE,1990,2023,143.9489890396802,206.82205556996763,3694967,2854061,130.0147564155215,200.33031562271518,1,62.87306653028742,0.36239979460247973,70.31555920719367,0.4323196274039618,black,+63%,0.36,+63%,175.38552230482392,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",143.9489890396802,206.82205556996763,linear,% of LAT_AM
Serbia,ex-USSR/Balkans,1995,2023,61.37823972103026,114.05189611020845,7823230,6773156,195.23458503243415,160.49348650435547,1,52.673656389178184,0.6195982034458386,-34.74109852807868,-0.19594847648598643,black,+53%,0.62,+53%,87.71506791561936,195 → 160,5.27 → 5.08,-35,-35% (195 → 160),"ex-USSR/Balkans
-35% (195 → 160)",61.37823972103026,114.05189611020845,linear,% of LAT_AM
Belarus,ex-USSR/Balkans,1990,2023,93.91486845801484,131.86447748068014,10186209,9115626,195.23458503243415,160.49348650435547,1,37.9496090226653,0.3393859922160779,-34.74109852807868,-0.19594847648598643,black,+38%,0.34,+38%,112.88967296934749,195 → 160,5.27 → 5.08,-35,-35% (195 → 160),"ex-USSR/Balkans
-35% (195 → 160)",93.91486845801484,131.86447748068014,linear,% of LAT_AM
Latvia,CEE,1990,2023,150.0423147091414,187.48689964351362,2660082,1882336,130.0147564155215,200.33031562271518,1,37.444584934372216,0.22279162202659417,70.31555920719367,0.4323196274039618,black,+37%,0.22,+37%,168.7646071763275,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",150.0423147091414,187.48689964351362,linear,% of LAT_AM
Thailand,Asia,1990,2023,64.29891656346656,101.49494749885966,54738282,71702397,23.579628005637904,112.80930096870173,1,37.1960309353931,0.45646623751769205,89.22967296306383,1.5653156719185342,black,+37%,0.46,+37%,82.89693203116312,24 → 113,3.16 → 4.73,89,+89% (24 → 113),"Asia
+89% (24 → 113)",64.29891656346656,101.49494749885966,linear,% of LAT_AM
Slovakia,CEE,1990,2023,148.02251078952992,181.54206998050205,5266022,5518008,130.0147564155215,200.33031562271518,1,33.51955919097213,0.2041230552444641,70.31555920719367,0.4323196274039618,black,+34%,0.2,+34%,164.78229038501598,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",148.02251078952992,181.54206998050205,linear,% of LAT_AM
Slovenia,CEE,1990,2023,196.86165137273898,228.75111300747122,1997968,2118353,130.0147564155215,200.33031562271518,1,31.889461634732243,0.15013336502019162,70.31555920719367,0.4323196274039618,black,+32%,0.15,+32%,212.8063821901051,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",196.86165137273898,228.75111300747122,linear,% of LAT_AM
Czechia,CEE,1990,2023,201.4690062868882,226.42321143262288,10301937,10809674,130.0147564155215,200.33031562271518,1,24.954205145734676,0.11677031046689008,70.31555920719367,0.4323196274039618,black,+25%,0.12,+25%,213.94610885975555,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",201.4690062868882,226.42321143262288,linear,% of LAT_AM
Bulgaria,CEE,1990,2023,134.45276796890073,158.75587696671988,8822320,6795757,130.0147564155215,200.33031562271518,1,24.30310899781915,0.16615468749969503,70.31555920719367,0.4323196274039618,black,+24%,0.17,+24%,146.6043224678103,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",134.45276796890073,158.75587696671988,linear,% of LAT_AM
Azerbaijan,ex-USSR/Balkans,1990,2023,78.35615668213201,101.97876541286824,7231035,10318161,195.23458503243415,160.49348650435547,1,23.622608730736232,0.26350006444658985,-34.74109852807868,-0.19594847648598643,black,+24%,0.26,+24%,90.16746104750013,195 → 160,5.27 → 5.08,-35,-35% (195 → 160),"ex-USSR/Balkans
-35% (195 → 160)",78.35615668213201,101.97876541286824,linear,% of LAT_AM
Hungary,CEE,1990,2023,162.54153217963608,183.72831215693947,10381231,9686418,130.0147564155215,200.33031562271518,1,21.186779977303388,0.1225245502910592,70.31555920719367,0.4323196274039618,black,+21%,0.12,+21%,173.13492216828777,130 → 200,4.87 → 5.3,70,+70% (130 → 200),"CEE
+70% (130 → 200)",162.54153217963608,183.72831215693947,linear,% of LAT_AM
Egypt,Africa,1990,2023,60.39647047199437,80.0226836449886,58396583,114535724,62.7688658946765,70.16341632021086,1,19.626213172994234,0.28137947270560054,7.394550425534355,0.11136785562075652,black,+20%,0.28,+20%,70.20957705849149,63 → 70,4.14 → 4.25,7,+7% (63 → 70),"Africa
+7% (63 → 70)",60.39647047199437,80.0226836449886,linear,% of LAT_AM
"North
Macedonia",ex-USSR/Balkans,1990,2023,91.06123887039801,109.18478312434492,2063645,1831749,195.23458503243415,160.49348650435547,1,18.123544253946903,0.18150947011853183,-34.74109852807868,-0.19594847648598643,black,+18%,0.18,+18%,100.12301099737147,195 → 160,5.27 → 5.08,-35,-35% (195 → 160),"ex-USSR/Balkans
-35% (195 → 160)",91.06123887039801,109.18478312434492,linear,% of LAT_AM
Georgia,ex-USSR/Balkans,1990,2023,88.35416257501323,102.39625850509206,5448811,3807436,195.23458503243415,160.49348650435547,1,14.04209593007883,0.14749686164465078,-34.74109852807868,-0.19594847648598643,black,+14%,0.15,+14%,95.37521054005265,195 → 160,5.27 → 5.08,-35,-35% (195 → 160),"ex-USSR/Balkans
-35% (195 → 160)",88.35416257501323,102.39625850509206,linear,% of LAT_AM
Kazakhstan,ex-USSR/Balkans,1990,2023,140.5944088272266,152.90200339393147,17154015,20330063,195.23458503243415,160.49348650435547,1,12.307594566704864,0.08391800342556062,-34.74109852807868,-0.19594847648598643,black,+12%,0.08,+12%,146.74820611057902,195 → 160,5.27 → 5.08,-35,-35% (195 → 160),"ex-USSR/Balkans
-35% (195 → 160)",140.5944088272266,152.90200339393147,linear,% of LAT_AM
Tunisia,Africa,1990,2023,48.73038401069163,59.26596998121008,8324459,12200387,62.7688658946765,70.16341632021086,1,10.535585970518447,0.19573254204517837,7.394550425534355,0.11136785562075652,black,+11%,0.2,+11%,53.99817699595086,63 → 70,4.14 → 4.25,7,+7% (63 → 70),"Africa
+7% (63 → 70)",48.73038401069163,59.26596998121008,linear,% of LAT_AM
Morocco,Africa,1990,2023,32.27140351300987,42.69459829263554,24375508,37712463,62.7688658946765,70.16341632021086,1,10.423194779625668,0.27989091061791094,7.394550425534355,0.11136785562075652,black,+10%,0.28,+10%,37.48300090282271,63 → 70,4.14 → 4.25,7,+7% (63 → 70),"Africa
+7% (63 → 70)",32.27140351300987,42.69459829263554,linear,% of LAT_AM
Portugal,Southern Europe,1990,2023,196.25493211831568,202.61550169111447,9989475,10430680,271.0440685935908,235.6065683771834,1,6.360569572798795,0.0318956145042389,-35.437500216407386,-0.14011809164718408,black,+6%,0.03,+6%,199.43521690471508,271 → 236,5.6 → 5.46,-35,-35% (271 → 236),"Southern Europe
-35% (271 → 236)",196.25493211831568,202.61550169111447,linear,% of LAT_AM
Spain,Southern Europe,1990,2023,229.15746956461103,227.0124671621885,39084924,47911535,271.0440685935908,235.6065683771834,1,-2.1450024024225343,-0.009404469865694596,-35.437500216407386,-0.14011809164718408,red,-2%,-0.01,-2%,228.08496836339975,271 → 236,5.6 → 5.46,-35,-35% (271 → 236),"Southern Europe
-35% (271 → 236)",229.15746956461103,227.0124671621885,linear,% of LAT_AM
"South
Africa",Africa,1990,2023,73.01633106767116,67.56816795286699,40746216,63212339,62.7688658946765,70.16341632021086,1,-5.448163114804174,-0.07754614550906008,7.394550425534355,0.11136785562075652,red,-5%,-0.08,-5%,70.29224951026907,63 → 70,4.14 → 4.25,7,+7% (63 → 70),"Africa
+7% (63 → 70)",73.01633106767116,67.56816795286699,linear,% of LAT_AM
Algeria,Africa,1990,2023,85.67451620242292,74.57556645766883,25375759,46164169,62.7688658946765,70.16341632021086,1,-11.098949744754094,-0.13874249466768776,7.394550425534355,0.11136785562075652,red,-11%,-0.14,-11%,80.12504133004587,63 → 70,4.14 → 4.25,7,+7% (63 → 70),"Africa
+7% (63 → 70)",85.67451620242292,74.57556645766883,linear,% of LAT_AM
Iran,Asia,1990,2023,99.45963358964403,79.41892151934745,58380046,90608663,23.579628005637904,112.80930096870173,1,-20.04071207029658,-0.22501522313099492,89.22967296306383,1.5653156719185342,red,-20%,-0.23,-20%,89.43927755449573,24 → 113,3.16 → 4.73,89,+89% (24 → 113),"Asia
+89% (24 → 113)",99.45963358964403,79.41892151934745,linear,% of LAT_AM
Greece,Southern Europe,1990,2023,207.20292185654336,176.44884471349673,10258439,10242850,271.0440685935908,235.6065683771834,1,-30.75407714304663,-0.16066760919768056,-35.437500216407386,-0.14011809164718408,red,-31%,-0.16,-31%,191.82588328502004,271 → 236,5.6 → 5.46,-35,-35% (271 → 236),"Southern Europe
-35% (271 → 236)",207.20292185654336,176.44884471349673,linear,% of LAT_AM
Russia,ex-USSR/Balkans,1990,2023,234.38601326392507,193.52560641255678,148979487,145440454,195.23458503243415,160.49348650435547,1,-40.86040685136828,-0.19155954895072005,-34.74109852807868,-0.19594847648598643,red,-41%,-0.19,-41%,213.95580983824092,195 → 160,5.27 → 5.08,-35,-35% (195 → 160),"ex-USSR/Balkans
-35% (195 → 160)",234.38601326392507,193.52560641255678,linear,% of LAT_AM
Moldova,ex-USSR/Balkans,1990,2023,121.65621225872516,78.28787163295439,4451100,3067017,195.23458503243415,160.49348650435547,1,-43.36834062577077,-0.44080643971359934,-34.74109852807868,-0.19594847648598643,red,-43%,-0.44,-43%,99.97204194583978,195 → 160,5.27 → 5.08,-35,-35% (195 → 160),"ex-USSR/Balkans
-35% (195 → 160)",121.65621225872516,78.28787163295439,linear,% of LAT_AM
Italy,Southern Europe,1990,2023,324.3331134344537,258.49451930344156,57031408,59499408,271.0440685935908,235.6065683771834,1,-65.83859413101214,-0.2268966237121559,-35.437500216407386,-0.14011809164718408,red,-66%,-0.23,-66%,291.41381636894766,271 → 236,5.6 → 5.46,-35,-35% (271 → 236),"Southern Europe
-35% (271 → 236)",324.3331134344537,258.49451930344156,linear,% of LAT_AM
