megye,telepules,nevjegyzeken,szavazo,ervenyes,MKKP,TISZA,Mi_Hazank,DK,FIDESZ_KDNP,reszvetel_pct,TISZA_pct,FIDESZ_KDNP_pct,Mi_Hazank_pct,DK_pct,MKKP_pct,gyoztes
Komárom-Esztergom,Ács,5463,4058,4028,23,1977,226,42,1759,74.2815,49.0814,43.6693,5.6107,1.0427,0.571,TISZA
Komárom-Esztergom,Ácsteszér,549,426,421,5,182,21,6,207,77.5956,43.2304,49.1686,4.9881,1.4252,1.1876,FIDESZ_KDNP
Komárom-Esztergom,Ászár,1347,1080,1076,9,575,71,3,418,80.1782,53.4387,38.8476,6.5985,0.2788,0.8364,TISZA
Komárom-Esztergom,Úny,575,464,462,5,228,32,1,196,80.6957,49.3506,42.4242,6.9264,0.2165,1.0823,TISZA
Nógrád,Alsópetény,477,379,377,2,191,31,7,146,79.4549,50.6631,38.7268,8.2228,1.8568,0.5305,TISZA
Nógrád,Alsótold,174,149,147,0,79,8,0,60,85.6322,53.7415,40.8163,5.4422,0.0,0.0,TISZA
Nógrád,Balassagyarmat,10870,11723,11635,68,6909,872,117,3607,107.8473,59.3812,31.0013,7.4946,1.0056,0.5844,TISZA
Nógrád,Becske,406,320,316,0,123,40,2,144,78.8177,38.9241,45.5696,12.6582,0.6329,0.0,FIDESZ_KDNP
Nógrád,Bercel,1259,985,984,6,365,87,12,513,78.2367,37.0935,52.1341,8.8415,1.2195,0.6098,FIDESZ_KDNP
Nógrád,Berkenye,614,520,518,3,223,46,3,170,84.6906,43.0502,32.8185,8.8803,0.5792,0.5792,TISZA
Nógrád,Bokor,80,71,71,1,32,6,1,31,88.75,45.0704,43.662,8.4507,1.4085,1.4085,TISZA
Nógrád,Borsosberény,703,517,509,2,264,31,3,187,73.542,51.8664,36.7387,6.0904,0.5894,0.3929,TISZA
Nógrád,Buják,1542,1145,1130,2,401,106,12,609,74.2542,35.4867,53.8938,9.3805,1.0619,0.177,FIDESZ_KDNP
Nógrád,Bánk,590,490,482,5,227,54,8,181,83.0508,47.0954,37.5519,11.2033,1.6598,1.0373,TISZA
Nógrád,Bárna,729,548,546,3,192,47,3,301,75.1715,35.1648,55.1282,8.6081,0.5495,0.5495,FIDESZ_KDNP
Nógrád,Bátonyterenye,8694,6119,6071,24,3331,365,90,2200,70.3819,54.8674,36.2379,6.0122,1.4825,0.3953,TISZA
Nógrád,Bér,269,215,213,2,76,15,0,116,79.9257,35.6808,54.4601,7.0423,0.0,0.939,FIDESZ_KDNP
Nógrád,Cered,773,541,536,4,225,24,11,271,69.9871,41.9776,50.5597,4.4776,2.0522,0.7463,FIDESZ_KDNP
Nógrád,Cserháthaláp,266,223,223,2,104,31,0,86,83.8346,46.6368,38.565,13.9013,0.0,0.8969,TISZA
Nógrád,Cserhátsurány,581,444,440,2,160,23,3,246,76.42,36.3636,55.9091,5.2273,0.6818,0.4545,FIDESZ_KDNP
Nógrád,Cserhátszentiván,96,78,78,2,33,6,1,36,81.25,42.3077,46.1538,7.6923,1.2821,2.5641,FIDESZ_KDNP
Nógrád,Csesztve,252,205,202,2,96,34,1,60,81.3492,47.5248,29.703,16.8317,0.495,0.9901,TISZA
Nógrád,Csitár,308,248,248,0,102,17,4,117,80.5195,41.129,47.1774,6.8548,1.6129,0.0,FIDESZ_KDNP
Nógrád,Csécse,663,523,519,1,205,52,8,248,78.8839,39.499,47.7842,10.0193,1.5414,0.1927,FIDESZ_KDNP
Nógrád,Debercsény,70,54,54,0,18,13,0,23,77.1429,33.3333,42.5926,24.0741,0.0,0.0,FIDESZ_KDNP
Nógrád,Dejtár,1078,798,785,1,352,49,9,346,74.026,44.8408,44.0764,6.242,1.1465,0.1274,TISZA
Nógrád,Diósjenő,2224,1662,1657,12,705,138,15,783,74.7302,42.5468,47.2541,8.3283,0.9053,0.7242,FIDESZ_KDNP
Nógrád,Dorogháza,769,590,582,3,265,35,7,265,76.723,45.5326,45.5326,6.0137,1.2027,0.5155,TISZA
Nógrád,Drégelypalánk,1046,718,702,1,252,76,6,345,68.6424,35.8974,49.1453,10.8262,0.8547,0.1425,FIDESZ_KDNP
Nógrád,Ecseg,866,618,615,1,214,38,3,340,71.3626,34.7967,55.2846,6.1789,0.4878,0.1626,FIDESZ_KDNP
Nógrád,Egyházasdengeleg,315,250,243,0,120,23,3,96,79.3651,49.3827,39.5062,9.465,1.2346,0.0,TISZA
Nógrád,Egyházasgerge,529,368,363,1,132,12,3,214,69.5652,36.3636,58.9532,3.3058,0.8264,0.2755,FIDESZ_KDNP
Nógrád,Endrefalva,861,575,559,3,129,4,3,361,66.7828,23.0769,64.5796,0.7156,0.5367,0.5367,FIDESZ_KDNP
Nógrád,Erdőkürt,418,343,338,1,151,38,2,145,82.0574,44.6746,42.8994,11.2426,0.5917,0.2959,TISZA
Nógrád,Erdőtarcsa,422,299,294,0,96,36,1,144,70.8531,32.6531,48.9796,12.2449,0.3401,0.0,FIDESZ_KDNP
Nógrád,Etes,996,638,635,0,295,29,7,293,64.0562,46.4567,46.1417,4.5669,1.1024,0.0,TISZA
Nógrád,Felsőpetény,457,392,390,1,130,36,3,218,85.7768,33.3333,55.8974,9.2308,0.7692,0.2564,FIDESZ_KDNP
Nógrád,Felsőtold,112,84,83,0,47,5,1,30,75.0,56.6265,36.1446,6.0241,1.2048,0.0,TISZA
Nógrád,Galgaguta,483,392,390,2,170,39,2,174,81.1594,43.5897,44.6154,10.0,0.5128,0.5128,FIDESZ_KDNP
Nógrád,Garáb,28,24,24,0,9,5,0,10,85.7143,37.5,41.6667,20.8333,0.0,0.0,FIDESZ_KDNP
Nógrád,Herencsény,443,330,326,1,107,24,4,186,74.4921,32.8221,57.0552,7.362,1.227,0.3067,FIDESZ_KDNP
Nógrád,Hollókő,246,205,204,0,109,15,0,79,83.3333,53.4314,38.7255,7.3529,0.0,0.0,TISZA
Nógrád,Hont,379,289,284,3,89,20,0,171,76.2533,31.338,60.2113,7.0423,0.0,1.0563,FIDESZ_KDNP
Nógrád,Horpács,137,115,114,1,55,12,1,44,83.9416,48.2456,38.5965,10.5263,0.8772,0.8772,TISZA
Nógrád,Hugyag,623,422,409,0,111,6,1,267,67.7368,27.1394,65.2812,1.467,0.2445,0.0,FIDESZ_KDNP
Nógrád,Héhalom,748,579,564,2,236,30,0,283,77.4064,41.844,50.1773,5.3191,0.0,0.3546,FIDESZ_KDNP
Nógrád,Iliny,112,93,93,0,30,16,0,47,83.0357,32.2581,50.5376,17.2043,0.0,0.0,FIDESZ_KDNP
Nógrád,Ipolyszög,428,319,316,1,135,36,4,127,74.5327,42.7215,40.1899,11.3924,1.2658,0.3165,TISZA
Nógrád,Ipolytarnóc,297,195,193,0,61,10,3,118,65.6566,31.6062,61.1399,5.1813,1.5544,0.0,FIDESZ_KDNP
Nógrád,Ipolyvece,608,441,438,4,138,32,1,251,72.5329,31.5068,57.3059,7.3059,0.2283,0.9132,FIDESZ_KDNP
Nógrád,Jobbágyi,1498,1090,1069,3,473,79,15,458,72.7637,44.247,42.8438,7.3901,1.4032,0.2806,TISZA
Nógrád,Karancsalja,1122,865,864,5,445,76,9,328,77.0945,51.5046,37.963,8.7963,1.0417,0.5787,TISZA
Nógrád,Karancsberény,635,505,501,3,250,38,6,204,79.5276,49.9002,40.7186,7.5848,1.1976,0.5988,TISZA
Nógrád,Karancskeszi,1309,873,869,4,332,59,11,460,66.6921,38.2048,52.9344,6.7894,1.2658,0.4603,FIDESZ_KDNP
Nógrád,Karancslapujtő,1915,1437,1433,12,605,99,16,699,75.0392,42.2191,48.7788,6.9086,1.1165,0.8374,FIDESZ_KDNP
Nógrád,Karancsság,894,577,568,2,168,13,0,369,64.5414,29.5775,64.9648,2.2887,0.0,0.3521,FIDESZ_KDNP
Nógrád,Kazár,1329,902,889,5,400,47,7,417,67.8706,44.9944,46.9066,5.2868,0.7874,0.5624,FIDESZ_KDNP
Nógrád,Keszeg,592,506,506,3,186,63,2,252,85.473,36.7589,49.8024,12.4506,0.3953,0.5929,FIDESZ_KDNP
Nógrád,Kisbágyon,325,251,251,1,118,33,1,97,77.2308,47.012,38.6454,13.1474,0.3984,0.3984,TISZA
Nógrád,Kisbárkány,128,115,114,1,31,11,0,71,89.8438,27.193,62.2807,9.6491,0.0,0.8772,FIDESZ_KDNP
Nógrád,Kisecset,166,126,126,2,49,15,2,58,75.9036,38.8889,46.0317,11.9048,1.5873,1.5873,FIDESZ_KDNP
Nógrád,Kishartyán,417,341,339,4,169,28,3,128,81.7746,49.8525,37.7581,8.2596,0.885,1.1799,TISZA
Nógrád,Kozárd,125,111,111,0,31,18,2,60,88.8,27.9279,54.0541,16.2162,1.8018,0.0,FIDESZ_KDNP
Nógrád,Kutasó,68,54,52,0,26,0,2,24,79.4118,50.0,46.1538,0.0,3.8462,0.0,TISZA
Nógrád,Kálló,1055,662,649,3,214,58,3,357,62.7488,32.9738,55.0077,8.9368,0.4622,0.4622,FIDESZ_KDNP
Nógrád,Kétbodony,371,311,310,0,121,29,5,154,83.8275,39.0323,49.6774,9.3548,1.6129,0.0,FIDESZ_KDNP
Nógrád,Legénd,365,278,275,3,108,19,1,138,76.1644,39.2727,50.1818,6.9091,0.3636,1.0909,FIDESZ_KDNP
Nógrád,Litke,549,409,402,1,100,20,1,275,74.4991,24.8756,68.408,4.9751,0.2488,0.2488,FIDESZ_KDNP
Nógrád,Lucfalva,448,346,333,0,96,27,2,181,77.2321,28.8288,54.3544,8.1081,0.6006,0.0,FIDESZ_KDNP
Nógrád,Ludányhalászi,970,620,614,4,215,32,7,340,63.9175,35.0163,55.3746,5.2117,1.1401,0.6515,FIDESZ_KDNP
Nógrád,Magyargéc,583,446,438,4,141,10,3,251,76.5009,32.1918,57.3059,2.2831,0.6849,0.9132,FIDESZ_KDNP
Nógrád,Magyarnándor,869,686,677,2,336,57,6,265,78.9413,49.6307,39.1433,8.4195,0.8863,0.2954,TISZA
Nógrád,Mihálygerge,423,315,313,0,158,12,5,137,74.4681,50.4792,43.77,3.8339,1.5974,0.0,TISZA
Nógrád,Mohora,688,486,469,3,183,43,6,200,70.6395,39.0192,42.6439,9.1684,1.2793,0.6397,FIDESZ_KDNP
Nógrád,Márkháza,194,165,165,2,41,8,2,110,85.0515,24.8485,66.6667,4.8485,1.2121,1.2121,FIDESZ_KDNP
Nógrád,Mátramindszent,570,439,437,2,195,23,4,195,77.0175,44.6224,44.6224,5.2632,0.9153,0.4577,TISZA
Nógrád,Mátranovák,1245,907,905,6,441,72,4,381,72.8514,48.7293,42.0994,7.9558,0.442,0.663,TISZA
Nógrád,Mátraszele,707,530,521,1,257,30,3,228,74.9646,49.3282,43.762,5.7582,0.5758,0.1919,TISZA
Nógrád,Mátraszőlős,1148,887,882,6,452,56,6,361,77.2648,51.2472,40.9297,6.3492,0.6803,0.6803,TISZA
Nógrád,Mátraterenye,1301,942,936,6,403,69,18,438,72.4058,43.0556,46.7949,7.3718,1.9231,0.641,FIDESZ_KDNP
Nógrád,Mátraverebély,1316,887,880,3,334,53,6,459,67.4012,37.9545,52.1591,6.0227,0.6818,0.3409,FIDESZ_KDNP
Nógrád,Nagybárkány,472,390,385,0,80,17,0,266,82.6271,20.7792,69.0909,4.4156,0.0,0.0,FIDESZ_KDNP
Nógrád,Nagykeresztúr,197,159,159,2,66,10,0,81,80.7107,41.5094,50.9434,6.2893,0.0,1.2579,FIDESZ_KDNP
Nógrád,Nagylóc,1077,743,736,2,250,76,8,376,68.9879,33.9674,51.087,10.3261,1.087,0.2717,FIDESZ_KDNP
Nógrád,Nagyoroszi,1494,1126,1115,4,542,94,15,449,75.3681,48.6099,40.2691,8.4305,1.3453,0.3587,TISZA
Nógrád,Nemti,541,424,422,3,196,30,7,186,78.3734,46.4455,44.0758,7.109,1.6588,0.7109,TISZA
Nógrád,Nézsa,948,772,766,2,313,61,6,366,81.4346,40.8616,47.7807,7.9634,0.7833,0.2611,FIDESZ_KDNP
Nógrád,Nógrád,1254,1064,1063,4,534,86,4,434,84.8485,50.2352,40.8278,8.0903,0.3763,0.3763,TISZA
Nógrád,Nógrádkövesd,466,386,382,1,175,22,5,178,82.8326,45.8115,46.5969,5.7592,1.3089,0.2618,FIDESZ_KDNP
Nógrád,Nógrádmarcal,337,260,253,0,96,24,1,125,77.1513,37.9447,49.4071,9.4862,0.3953,0.0,FIDESZ_KDNP
Nógrád,Nógrádmegyer,1222,811,782,2,239,28,6,451,66.3666,30.5627,57.6726,3.5806,0.7673,0.2558,FIDESZ_KDNP
Nógrád,Nógrádsipek,542,439,436,2,164,57,2,211,80.9963,37.6147,48.3945,13.0734,0.4587,0.4587,FIDESZ_KDNP
Nógrád,Nógrádszakál,413,279,277,0,65,13,1,195,67.5545,23.4657,70.3971,4.6931,0.361,0.0,FIDESZ_KDNP
Nógrád,Nógrádsáp,713,590,587,1,223,52,2,304,82.7489,37.9898,51.7888,8.8586,0.3407,0.1704,FIDESZ_KDNP
Nógrád,Nőtincs,956,799,790,8,362,47,10,362,83.5774,45.8228,45.8228,5.9494,1.2658,1.0127,TISZA
Nógrád,Palotás,1280,1055,1053,5,544,78,12,412,82.4219,51.6619,39.1263,7.4074,1.1396,0.4748,TISZA
Nógrád,Patak,688,529,524,1,196,51,4,266,76.8895,37.4046,50.7634,9.7328,0.7634,0.1908,FIDESZ_KDNP
Nógrád,Patvarc,580,461,425,0,209,25,0,180,79.4828,49.1765,42.3529,5.8824,0.0,0.0,TISZA
Nógrád,Piliny,438,325,322,0,118,31,2,166,74.2009,36.646,51.5528,9.6273,0.6211,0.0,FIDESZ_KDNP
Nógrád,Pusztaberki,144,123,122,1,59,11,1,50,85.4167,48.3607,40.9836,9.0164,0.8197,0.8197,TISZA
Nógrád,Pásztó,6848,5671,5636,23,2887,406,53,2258,82.8125,51.2243,40.0639,7.2037,0.9404,0.4081,TISZA
Nógrád,Rimóc,1150,851,847,5,241,74,9,517,74.0,28.4534,61.039,8.7367,1.0626,0.5903,FIDESZ_KDNP
Nógrád,Romhány,1697,1264,1253,7,570,126,13,534,74.4844,45.4908,42.6177,10.0559,1.0375,0.5587,TISZA
Nógrád,Rákóczibánya,470,359,357,2,207,15,2,127,76.383,57.9832,35.5742,4.2017,0.5602,0.5602,TISZA
Nógrád,Rétság,2042,1705,1697,14,808,167,21,668,83.4966,47.6134,39.3636,9.8409,1.2375,0.825,TISZA
Nógrád,Salgótarján,24641,20974,20805,124,11654,1177,314,7338,85.1183,56.0154,35.2704,5.6573,1.5093,0.596,TISZA
Nógrád,Somoskőújfalu,1699,1275,1272,9,621,112,13,516,75.0441,48.8208,40.566,8.805,1.022,0.7075,TISZA
Nógrád,Szalmatercs,345,258,241,0,64,19,0,135,74.7826,26.556,56.0166,7.8838,0.0,0.0,FIDESZ_KDNP
Nógrád,Szanda,436,353,345,0,166,25,4,148,80.9633,48.1159,42.8986,7.2464,1.1594,0.0,TISZA
Nógrád,Szarvasgede,330,280,267,1,106,17,2,140,84.8485,39.7004,52.4345,6.367,0.7491,0.3745,FIDESZ_KDNP
Nógrád,Szendehely,1304,1107,1091,12,428,58,5,338,84.8926,39.2301,30.9808,5.3162,0.4583,1.0999,TISZA
Nógrád,Szente,226,178,177,1,57,14,2,103,78.7611,32.2034,58.1921,7.9096,1.1299,0.565,FIDESZ_KDNP
Nógrád,Szilaspogony,201,132,128,0,33,9,1,84,65.6716,25.7812,65.625,7.0312,0.7812,0.0,FIDESZ_KDNP
Nógrád,Szirák,766,504,500,2,164,19,2,283,65.7963,32.8,56.6,3.8,0.4,0.4,FIDESZ_KDNP
Nógrád,Szuha,438,367,367,0,220,28,6,113,83.79,59.9455,30.7902,7.6294,1.6349,0.0,TISZA
Nógrád,Szurdokpüspöki,1477,1193,1188,13,535,136,5,498,80.7718,45.0337,41.9192,11.4478,0.4209,1.0943,TISZA
Nógrád,Szátok,355,218,212,2,53,3,0,129,61.4085,25.0,60.8491,1.4151,0.0,0.9434,FIDESZ_KDNP
Nógrád,Szécsénke,165,143,142,0,56,11,1,74,86.6667,39.4366,52.1127,7.7465,0.7042,0.0,FIDESZ_KDNP
Nógrád,Szécsény,4158,3310,3276,9,1578,269,27,1362,79.6056,48.1685,41.5751,8.2112,0.8242,0.2747,TISZA
Nógrád,Szécsényfelfalu,324,236,234,1,80,20,2,126,72.8395,34.188,53.8462,8.547,0.8547,0.4274,FIDESZ_KDNP
Nógrád,Szügy,1110,937,931,6,466,124,14,317,84.4144,50.0537,34.0494,13.319,1.5038,0.6445,TISZA
Nógrád,Ságújfalu,690,467,464,5,200,27,5,213,67.6812,43.1034,45.9052,5.819,1.0776,1.0776,FIDESZ_KDNP
Nógrád,Sámsonháza,188,161,159,1,71,16,0,56,85.6383,44.6541,35.2201,10.0629,0.0,0.6289,TISZA
Nógrád,Sóshartyán,621,426,411,1,81,13,2,282,68.599,19.708,68.6131,3.163,0.4866,0.2433,FIDESZ_KDNP
Nógrád,Tar,1454,1087,1078,8,510,71,7,476,74.7593,47.3098,44.1558,6.5863,0.6494,0.7421,TISZA
Nógrád,Tereske,565,412,405,1,150,29,3,211,72.9204,37.037,52.0988,7.1605,0.7407,0.2469,FIDESZ_KDNP
Nógrád,Terény,260,219,214,1,65,30,4,112,84.2308,30.3738,52.3364,14.0187,1.8692,0.4673,FIDESZ_KDNP
Nógrád,Tolmács,595,502,502,2,251,30,5,212,84.3697,50.0,42.2311,5.9761,0.996,0.3984,TISZA
Nógrád,Vanyarc,913,653,643,0,235,80,6,312,71.5225,36.5474,48.5226,12.4417,0.9331,0.0,FIDESZ_KDNP
Nógrád,Varsány,1197,916,906,3,259,89,4,491,76.5246,28.5872,54.1943,9.8234,0.4415,0.3311,FIDESZ_KDNP
Nógrád,Vizslás,948,698,691,4,365,34,10,274,73.6287,52.822,39.6527,4.9204,1.4472,0.5789,TISZA
Nógrád,Zabar,309,195,193,0,53,8,1,128,63.1068,27.4611,66.3212,4.1451,0.5181,0.0,FIDESZ_KDNP
Nógrád,Érsekvadkert,2714,2091,2081,8,930,155,17,966,77.045,44.6901,46.42,7.4483,0.8169,0.3844,FIDESZ_KDNP
Nógrád,Őrhalom,817,626,619,2,295,71,8,239,76.6218,47.6575,38.6107,11.4701,1.2924,0.3231,TISZA
Nógrád,Ősagárd,253,237,235,1,105,29,5,94,93.6759,44.6809,40.0,12.3404,2.1277,0.4255,TISZA
Pest,Abony,11246,8503,8450,52,4073,665,75,3571,75.6091,48.2012,42.2604,7.8698,0.8876,0.6154,TISZA
Pest,Acsa,1061,795,790,1,344,53,6,368,74.9293,43.5443,46.5823,6.7089,0.7595,0.1266,FIDESZ_KDNP
Pest,Albertirsa,10757,8550,8513,61,4527,620,92,3199,79.4831,53.1775,37.5778,7.283,1.0807,0.7166,TISZA
Pest,Alsónémedi,4207,3486,3463,19,1609,293,23,1514,82.8619,46.4626,43.7193,8.4609,0.6642,0.5487,TISZA
Pest,Apaj,883,677,677,2,337,44,15,277,76.6704,49.7784,40.9158,6.4993,2.2157,0.2954,TISZA
Pest,Aszód,4694,3939,3911,26,2283,237,36,1320,83.9156,58.3738,33.751,6.0598,0.9205,0.6648,TISZA
Pest,Bag,2932,2264,2252,19,1122,154,30,927,77.2169,49.8224,41.1634,6.8384,1.3321,0.8437,TISZA
Pest,Bernecebaráti,606,493,492,3,194,46,4,245,81.3531,39.4309,49.7967,9.3496,0.813,0.6098,FIDESZ_KDNP
Pest,Biatorbágy,11224,9651,9580,120,5621,602,83,3065,85.9854,58.6743,31.9937,6.2839,0.8664,1.2526,TISZA
Pest,Budajenő,1910,1710,1706,14,983,100,13,563,89.5288,57.6202,33.0012,5.8617,0.762,0.8206,TISZA
Pest,Budakalász,9025,7856,7823,91,4585,498,70,2525,87.0471,58.6092,32.2766,6.3658,0.8948,1.1632,TISZA
Pest,Budakeszi,11662,10131,10074,111,6027,536,109,3171,86.8719,59.8273,31.4771,5.3206,1.082,1.1018,TISZA
Pest,Budaörs,21374,21738,21644,238,14267,957,250,5660,101.703,65.9167,26.1504,4.4215,1.1551,1.0996,TISZA
Pest,Bugyi,4229,3368,3353,22,1482,297,28,1518,79.6406,44.1992,45.2729,8.8577,0.8351,0.6561,FIDESZ_KDNP
Pest,Bénye,1007,830,825,13,356,82,13,360,82.423,43.1515,43.6364,9.9394,1.5758,1.5758,FIDESZ_KDNP
Pest,Cegléd,27733,23811,23661,163,13163,1666,213,8342,85.858,55.6316,35.2563,7.0411,0.9002,0.6889,TISZA
Pest,Ceglédbercel,3496,2773,2757,26,1359,225,33,1030,79.3192,49.2927,37.3594,8.161,1.197,0.9431,TISZA
Pest,Csemő,3368,2318,2302,10,1030,244,15,996,68.8242,44.7437,43.2667,10.5995,0.6516,0.4344,TISZA
Pest,Csobánka,2767,2217,2197,26,1235,105,14,792,80.1229,56.213,36.0492,4.7792,0.6372,1.1834,TISZA
Pest,Csomád,1417,1203,1200,9,714,89,12,373,84.8977,59.5,31.0833,7.4167,1.0,0.75,TISZA
Pest,Csévharaszt,1663,1276,1270,2,628,115,4,521,76.7288,49.4488,41.0236,9.0551,0.315,0.1575,TISZA
Pest,Csömör,7619,6577,6546,70,4123,390,38,1895,86.3237,62.985,28.949,5.9578,0.5805,1.0694,TISZA
Pest,Csörög,1675,1235,1226,10,545,81,12,572,73.7313,44.4535,46.6558,6.6069,0.9788,0.8157,FIDESZ_KDNP
Pest,Csővár,503,426,422,4,167,44,0,202,84.6918,39.5735,47.8673,10.4265,0.0,0.9479,FIDESZ_KDNP
Pest,Dabas,13484,13064,13001,85,6993,820,88,4998,96.8852,53.7882,38.4432,6.3072,0.6769,0.6538,TISZA
Pest,Diósd,8445,7459,7421,72,4686,403,100,2133,88.3245,63.1451,28.7428,5.4305,1.3475,0.9702,TISZA
Pest,Domony,1746,1390,1375,8,664,84,8,589,79.6105,48.2909,42.8364,6.1091,0.5818,0.5818,TISZA
Pest,Dunabogdány,2549,2142,2124,21,883,139,18,935,84.033,41.5725,44.0207,6.5443,0.8475,0.9887,FIDESZ_KDNP
Pest,Dunaharaszti,17900,15014,14962,135,9151,785,192,4465,83.8771,61.1616,29.8423,5.2466,1.2833,0.9023,TISZA
Pest,Dunakeszi,31795,30072,29943,299,19669,1511,367,7973,94.5809,65.6881,26.6273,5.0463,1.2257,0.9986,TISZA
Pest,Dunavarsány,6879,5680,5630,34,3345,351,56,1807,82.5701,59.4139,32.0959,6.2345,0.9947,0.6039,TISZA
Pest,Dánszentmiklós,2131,1608,1604,6,718,151,16,712,75.4575,44.7631,44.389,9.414,0.9975,0.3741,TISZA
Pest,Dány,3563,2777,2751,17,1120,178,22,1413,77.9399,40.7125,51.3631,6.4704,0.7997,0.618,FIDESZ_KDNP
Pest,Délegyháza,4450,3606,3592,22,2113,222,40,1188,81.0337,58.8252,33.0735,6.1804,1.1136,0.6125,TISZA
Pest,Dömsöd,4757,3531,3521,25,1568,261,29,1635,74.2275,44.5328,46.4357,7.4127,0.8236,0.71,FIDESZ_KDNP
Pest,Ecser,3244,2748,2740,33,1616,181,30,878,84.7102,58.9781,32.0438,6.6058,1.0949,1.2044,TISZA
Pest,Erdőkertes,7529,6042,6013,47,3431,409,81,2026,80.2497,57.0597,33.6937,6.8019,1.3471,0.7816,TISZA
Pest,Farmos,2766,2066,2059,19,981,159,22,878,74.6927,47.6445,42.6421,7.7222,1.0685,0.9228,TISZA
Pest,Felsőpakony,2941,2411,2406,30,1266,205,20,885,81.9789,52.6185,36.783,8.5204,0.8313,1.2469,TISZA
Pest,Fót,16035,13455,13392,120,7977,815,155,4315,83.9102,59.5654,32.2207,6.0857,1.1574,0.8961,TISZA
Pest,Galgagyörk,716,559,556,0,240,49,2,265,78.0726,43.1655,47.6619,8.8129,0.3597,0.0,FIDESZ_KDNP
Pest,Galgahévíz,2015,1599,1593,19,723,118,24,708,79.3548,45.3861,44.4444,7.4074,1.5066,1.1927,TISZA
Pest,Galgamácsa,1512,1224,1217,6,598,101,11,500,80.9524,49.1372,41.0846,8.2991,0.9039,0.493,TISZA
Pest,Gomba,2497,1953,1941,24,989,155,15,754,78.2139,50.9531,38.846,7.9856,0.7728,1.2365,TISZA
Pest,Gyál,18874,15026,14983,116,8865,915,180,4898,79.6122,59.1671,32.6904,6.1069,1.2014,0.7742,TISZA
Pest,Gyömrő,15001,12415,12376,111,7611,726,110,3809,82.7611,61.4981,30.7773,5.8662,0.8888,0.8969,TISZA
Pest,Göd,16251,14177,14134,168,8863,780,133,4187,87.2377,62.7069,29.6236,5.5186,0.941,1.1886,TISZA
Pest,Gödöllő,23620,22909,22820,242,13975,1310,219,7023,96.9898,61.2401,30.7756,5.7406,0.9597,1.0605,TISZA
Pest,Halásztelek,9192,7757,7718,75,4718,431,67,2413,84.3886,61.1298,31.2646,5.5843,0.8681,0.9718,TISZA
Pest,Herceghalom,1981,1740,1731,17,1153,65,16,479,87.8344,66.6089,27.6719,3.7551,0.9243,0.9821,TISZA
Pest,Hernád,3280,2526,2513,14,1374,167,15,941,77.0122,54.6757,37.4453,6.6454,0.5969,0.5571,TISZA
Pest,Hévízgyörk,2678,2276,2261,12,1242,158,34,813,84.9888,54.9314,35.9575,6.9881,1.5038,0.5307,TISZA
Pest,Iklad,1571,1368,1357,11,703,84,14,416,87.0783,51.8055,30.6559,6.1901,1.0317,0.8106,TISZA
Pest,Inárcs,3777,3082,3050,16,1602,242,31,1155,81.5992,52.5246,37.8689,7.9344,1.0164,0.5246,TISZA
Pest,Ipolydamásd,327,250,249,2,119,10,1,117,76.4526,47.7912,46.988,4.0161,0.4016,0.8032,TISZA
Pest,Ipolytölgyes,194,151,151,1,65,8,0,77,77.8351,43.0464,50.9934,5.298,0.0,0.6623,FIDESZ_KDNP
Pest,Isaszeg,8999,7219,7182,56,3846,477,115,2678,80.22,53.5505,37.2877,6.6416,1.6012,0.7797,TISZA
Pest,Jászkarajenő,2004,1389,1348,0,586,88,3,655,69.3114,43.4718,48.5905,6.5282,0.2226,0.0,FIDESZ_KDNP
Pest,Kakucs,2426,1932,1920,9,941,155,24,787,79.6373,49.0104,40.9896,8.0729,1.25,0.4688,TISZA
Pest,Kartal,4671,3848,3832,15,1883,298,27,1606,82.3806,49.1388,41.9102,7.7766,0.7046,0.3914,TISZA
Pest,Kemence,721,549,541,5,218,35,6,276,76.1442,40.2957,51.0166,6.4695,1.1091,0.9242,FIDESZ_KDNP
Pest,Kerepes,8738,7355,7322,62,4323,486,64,2351,84.1726,59.0412,32.1087,6.6375,0.8741,0.8468,TISZA
Pest,Kiskunlacháza,7456,5685,5655,38,2963,426,38,2186,76.2473,52.3961,38.6561,7.5332,0.672,0.672,TISZA
Pest,Kismaros,1996,1771,1762,22,984,132,19,562,88.7275,55.8456,31.8956,7.4915,1.0783,1.2486,TISZA
Pest,Kisnémedi,561,471,467,3,255,33,3,173,83.9572,54.6039,37.045,7.0664,0.6424,0.6424,TISZA
Pest,Kisoroszi,798,688,686,10,347,47,10,272,86.2155,50.5831,39.6501,6.8513,1.4577,1.4577,TISZA
Pest,Kistarcsa,10330,8855,8823,71,5358,545,70,2768,85.7212,60.7276,31.3725,6.177,0.7934,0.8047,TISZA
Pest,Kocsér,1424,1097,1088,9,457,69,11,542,77.0365,42.0037,49.8162,6.3419,1.011,0.8272,FIDESZ_KDNP
Pest,Kosd,1989,1648,1638,10,740,111,8,769,82.8557,45.177,46.9475,6.7766,0.4884,0.6105,FIDESZ_KDNP
Pest,Káva,512,426,406,3,236,28,3,136,83.2031,58.1281,33.4975,6.8966,0.7389,0.7389,TISZA
Pest,Kóka,3633,2723,2707,27,1293,244,25,1112,74.9518,47.7651,41.0787,9.0137,0.9235,0.9974,TISZA
