megye,telepules,nevjegyzeken,szavazo,ervenyes,MKKP,TISZA,Mi_Hazank,DK,FIDESZ_KDNP,reszvetel_pct,TISZA_pct,FIDESZ_KDNP_pct,Mi_Hazank_pct,DK_pct,MKKP_pct,gyoztes
Borsod-Abaúj-Zemplén,Ricse,1110,612,601,3,240,31,4,284,55.1351,39.9334,47.2546,5.1581,0.6656,0.4992,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Rudabánya,1791,1140,1130,1,451,63,3,608,63.6516,39.9115,53.8053,5.5752,0.2655,0.0885,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Rudolftelep,519,329,325,3,171,22,1,120,63.3911,52.6154,36.9231,6.7692,0.3077,0.9231,TISZA
Borsod-Abaúj-Zemplén,Rásonysápberencs,377,237,230,2,99,13,2,104,62.8647,43.0435,45.2174,5.6522,0.8696,0.8696,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Rátka,762,634,624,1,311,28,0,115,83.2021,49.8397,18.4295,4.4872,0.0,0.1603,TISZA
Borsod-Abaúj-Zemplén,Répáshuta,351,293,291,11,138,33,2,101,83.4758,47.4227,34.7079,11.3402,0.6873,3.7801,TISZA
Borsod-Abaúj-Zemplén,Révleányvár,318,210,205,2,59,8,1,135,66.0377,28.7805,65.8537,3.9024,0.4878,0.9756,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Sajóbábony,1951,1372,1356,8,676,95,17,555,70.3229,49.8525,40.9292,7.0059,1.2537,0.59,TISZA
Borsod-Abaúj-Zemplén,Sajóecseg,816,695,694,4,368,63,7,252,85.1716,53.0259,36.3112,9.0778,1.0086,0.5764,TISZA
Borsod-Abaúj-Zemplén,Sajógalgóc,243,176,176,2,95,18,1,59,72.428,53.9773,33.5227,10.2273,0.5682,1.1364,TISZA
Borsod-Abaúj-Zemplén,Sajóhídvég,705,404,402,2,137,33,2,227,57.305,34.0796,56.4677,8.209,0.4975,0.4975,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Sajóivánka,501,412,411,2,257,37,9,100,82.2355,62.5304,24.3309,9.0024,2.1898,0.4866,TISZA
Borsod-Abaúj-Zemplén,Sajókaza,2132,1316,1297,3,543,92,4,631,61.7261,41.8658,48.6507,7.0933,0.3084,0.2313,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Sajókeresztúr,1199,959,955,7,578,57,11,302,79.9833,60.5236,31.623,5.9686,1.1518,0.733,TISZA
Borsod-Abaúj-Zemplén,Sajókápolna,303,233,231,1,135,9,0,85,76.8977,58.4416,36.7965,3.8961,0.0,0.4329,TISZA
Borsod-Abaúj-Zemplén,Sajólád,2225,1508,1499,8,748,94,9,618,67.7753,49.8999,41.2275,6.2708,0.6004,0.5337,TISZA
Borsod-Abaúj-Zemplén,Sajólászlófalva,337,255,253,4,138,18,2,91,75.6677,54.5455,35.9684,7.1146,0.7905,1.581,TISZA
Borsod-Abaúj-Zemplén,Sajómercse,157,114,113,0,56,6,0,51,72.6115,49.5575,45.1327,5.3097,0.0,0.0,TISZA
Borsod-Abaúj-Zemplén,Sajónémeti,315,212,210,0,62,13,2,131,67.3016,29.5238,62.381,6.1905,0.9524,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Sajópetri,1114,708,702,2,353,50,6,289,63.5548,50.2849,41.1681,7.1225,0.8547,0.2849,TISZA
Borsod-Abaúj-Zemplén,Sajópálfala,579,477,466,3,230,29,3,193,82.3834,49.3562,41.4163,6.2232,0.6438,0.6438,TISZA
Borsod-Abaúj-Zemplén,Sajópüspöki,376,265,263,3,144,5,4,104,70.4787,54.7529,39.5437,1.9011,1.5209,1.1407,TISZA
Borsod-Abaúj-Zemplén,Sajósenye,280,240,238,1,132,18,0,87,85.7143,55.4622,36.5546,7.563,0.0,0.4202,TISZA
Borsod-Abaúj-Zemplén,Sajószentpéter,8889,5800,5770,27,3459,293,88,1851,65.2492,59.948,32.0797,5.078,1.5251,0.4679,TISZA
Borsod-Abaúj-Zemplén,Sajószöged,1816,1499,1491,7,928,115,15,425,82.5441,62.2401,28.5044,7.7129,1.006,0.4695,TISZA
Borsod-Abaúj-Zemplén,Sajóvelezd,557,397,391,1,209,35,6,134,71.2747,53.4527,34.2711,8.9514,1.5345,0.2558,TISZA
Borsod-Abaúj-Zemplén,Sajóvámos,1594,1329,1308,7,705,91,7,497,83.3752,53.8991,37.9969,6.9572,0.5352,0.5352,TISZA
Borsod-Abaúj-Zemplén,Sajóörös,1173,1007,1001,4,650,54,12,281,85.8483,64.9351,28.0719,5.3946,1.1988,0.3996,TISZA
Borsod-Abaúj-Zemplén,Selyeb,337,197,194,0,45,6,0,138,58.457,23.1959,71.134,3.0928,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Semjén,373,185,183,0,60,6,1,109,49.5979,32.7869,59.5628,3.2787,0.5464,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Serényfalva,712,519,514,0,288,35,8,181,72.8933,56.0311,35.214,6.8093,1.5564,0.0,TISZA
Borsod-Abaúj-Zemplén,Sima,24,22,22,0,16,2,0,4,91.6667,72.7273,18.1818,9.0909,0.0,0.0,TISZA
Borsod-Abaúj-Zemplén,Szakácsi,125,83,80,0,25,1,0,54,66.4,31.25,67.5,1.25,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szakáld,346,259,259,2,140,19,1,97,74.8555,54.0541,37.4517,7.3359,0.3861,0.7722,TISZA
Borsod-Abaúj-Zemplén,Szalaszend,691,421,418,4,205,13,3,188,60.9262,49.0431,44.9761,3.11,0.7177,0.9569,TISZA
Borsod-Abaúj-Zemplén,Szalonna,650,407,401,1,184,17,1,167,62.6154,45.8853,41.6459,4.2394,0.2494,0.2494,TISZA
Borsod-Abaúj-Zemplén,Szegi,228,184,183,0,99,7,0,77,80.7018,54.0984,42.0765,3.8251,0.0,0.0,TISZA
Borsod-Abaúj-Zemplén,Szegilong,164,133,133,0,63,8,2,59,81.0976,47.3684,44.3609,6.015,1.5038,0.0,TISZA
Borsod-Abaúj-Zemplén,Szemere,250,175,173,0,74,8,1,88,70.0,42.7746,50.8671,4.6243,0.578,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szendrő,2710,1737,1691,7,551,99,11,889,64.0959,32.5843,52.5724,5.8545,0.6505,0.414,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szendrőlád,1339,658,609,0,196,3,0,295,49.1412,32.1839,48.4401,0.4926,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szentistván,1851,1425,1413,4,762,97,11,536,76.9854,53.9278,37.9335,6.8648,0.7785,0.2831,TISZA
Borsod-Abaúj-Zemplén,Szentistvánbaksa,212,180,180,0,74,14,0,92,84.9057,41.1111,51.1111,7.7778,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szerencs,6828,5435,5405,27,2983,328,54,1968,79.5987,55.1896,36.4107,6.0685,0.9991,0.4995,TISZA
Borsod-Abaúj-Zemplén,Szikszó,4142,3074,3057,9,1588,207,24,1214,74.2154,51.9464,39.7121,6.7713,0.7851,0.2944,TISZA
Borsod-Abaúj-Zemplén,Szin,515,366,356,0,57,6,0,256,71.068,16.0112,71.9101,1.6854,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szinpetri,151,112,107,1,32,3,0,66,74.1722,29.9065,61.6822,2.8037,0.0,0.9346,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szirmabesenyő,3326,2816,2807,23,1777,181,39,786,84.6663,63.306,28.0014,6.4482,1.3894,0.8194,TISZA
Borsod-Abaúj-Zemplén,Szomolya,1174,898,890,6,416,66,9,390,76.4906,46.7416,43.8202,7.4157,1.0112,0.6742,TISZA
Borsod-Abaúj-Zemplén,Szuhafő,86,72,72,0,28,6,0,38,83.7209,38.8889,52.7778,8.3333,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szuhakálló,768,553,548,3,309,43,3,189,72.0052,56.3869,34.4891,7.8467,0.5474,0.5474,TISZA
Borsod-Abaúj-Zemplén,Szuhogy,806,566,545,3,185,51,4,250,70.2233,33.945,45.8716,9.3578,0.7339,0.5505,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szászfa,76,53,50,0,24,3,0,22,69.7368,48.0,44.0,6.0,0.0,0.0,TISZA
Borsod-Abaúj-Zemplén,Szögliget,455,358,356,0,162,24,0,169,78.6813,45.5056,47.4719,6.7416,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Szőlősardó,98,82,82,1,40,7,0,34,83.6735,48.7805,41.4634,8.5366,0.0,1.2195,TISZA
Borsod-Abaúj-Zemplén,Sály,1104,659,650,2,216,32,5,375,59.692,33.2308,57.6923,4.9231,0.7692,0.3077,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Sárazsadány,157,122,120,5,65,3,0,47,77.707,54.1667,39.1667,2.5,0.0,4.1667,TISZA
Borsod-Abaúj-Zemplén,Sárospatak,8427,6507,6476,25,3718,336,63,2259,77.2161,57.412,34.8826,5.1884,0.9728,0.386,TISZA
Borsod-Abaúj-Zemplén,Sáta,774,540,525,0,265,20,1,237,69.7674,50.4762,45.1429,3.8095,0.1905,0.0,TISZA
Borsod-Abaúj-Zemplén,Sátoraljaújhely,10095,10864,10781,77,6587,508,101,3304,107.6176,61.0982,30.6465,4.712,0.9368,0.7142,TISZA
Borsod-Abaúj-Zemplén,Sóstófalva,177,143,143,0,66,6,1,68,80.791,46.1538,47.5524,4.1958,0.6993,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Taktabáj,381,256,249,1,55,3,1,142,67.1916,22.0884,57.0281,1.2048,0.4016,0.4016,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Taktaharkány,2563,1841,1809,12,786,113,13,883,71.8299,43.4494,48.8115,6.2465,0.7186,0.6633,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Taktakenéz,768,481,468,0,95,11,1,332,62.6302,20.2991,70.9402,2.3504,0.2137,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Taktaszada,1322,914,899,2,273,49,6,556,69.1377,30.3671,61.8465,5.4505,0.6674,0.2225,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tarcal,2033,1493,1483,8,706,94,17,649,73.4383,47.6062,43.7626,6.3385,1.1463,0.5394,TISZA
Borsod-Abaúj-Zemplén,Tard,862,701,698,4,318,58,7,311,81.3225,45.5587,44.5559,8.3095,1.0029,0.5731,TISZA
Borsod-Abaúj-Zemplén,Tardona,791,615,612,3,363,43,4,199,77.7497,59.3137,32.5163,7.0261,0.6536,0.4902,TISZA
Borsod-Abaúj-Zemplén,Telkibánya,424,343,341,0,147,19,0,175,80.8962,43.1085,51.3196,5.5718,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Teresztenye,30,25,25,0,16,1,0,8,83.3333,64.0,32.0,4.0,0.0,0.0,TISZA
Borsod-Abaúj-Zemplén,Tibolddaróc,983,737,732,9,399,44,4,276,74.9746,54.5082,37.7049,6.0109,0.5464,1.2295,TISZA
Borsod-Abaúj-Zemplén,Tiszabábolna,226,185,185,0,91,12,2,80,81.8584,49.1892,43.2432,6.4865,1.0811,0.0,TISZA
Borsod-Abaúj-Zemplén,Tiszacsermely,319,168,160,1,70,3,0,67,52.6646,43.75,41.875,1.875,0.0,0.625,TISZA
Borsod-Abaúj-Zemplén,Tiszadorogma,296,233,233,2,101,19,3,108,78.7162,43.3476,46.3519,8.1545,1.2876,0.8584,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tiszakarád,1669,890,874,3,277,25,4,540,53.3253,31.6934,61.7849,2.8604,0.4577,0.3432,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tiszakeszi,1900,1321,1298,10,601,50,16,617,69.5263,46.302,47.5347,3.8521,1.2327,0.7704,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tiszaladány,465,390,385,1,157,22,1,201,83.871,40.7792,52.2078,5.7143,0.2597,0.2597,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tiszalúc,3638,2384,2357,11,1107,172,21,1022,65.5305,46.9665,43.3602,7.2974,0.891,0.4667,TISZA
Borsod-Abaúj-Zemplén,Tiszapalkonya,1106,798,794,3,402,41,10,335,72.1519,50.6297,42.1914,5.1637,1.2594,0.3778,TISZA
Borsod-Abaúj-Zemplén,Tiszatardos,186,133,132,0,57,2,0,72,71.5054,43.1818,54.5455,1.5152,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tiszatarján,1006,724,706,3,308,33,4,319,71.9682,43.6261,45.1841,4.6742,0.5666,0.4249,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tiszavalk,244,205,204,0,110,19,2,73,84.0164,53.9216,35.7843,9.3137,0.9804,0.0,TISZA
Borsod-Abaúj-Zemplén,Tiszaújváros,11160,11764,11712,87,7866,589,179,2968,105.4122,67.1619,25.3415,5.029,1.5283,0.7428,TISZA
Borsod-Abaúj-Zemplén,Tokaj,2719,2159,2136,12,1230,121,19,753,79.4042,57.5843,35.2528,5.6648,0.8895,0.5618,TISZA
Borsod-Abaúj-Zemplén,Tolcsva,1224,932,914,5,463,54,6,363,76.1438,50.6565,39.7155,5.9081,0.6565,0.547,TISZA
Borsod-Abaúj-Zemplén,Tomor,167,131,127,0,39,10,0,75,78.4431,30.7087,59.0551,7.874,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tornabarakony,16,12,12,0,6,0,0,5,75.0,50.0,41.6667,0.0,0.0,0.0,TISZA
Borsod-Abaúj-Zemplén,Tornakápolna,17,17,17,0,6,2,0,9,100.0,35.2941,52.9412,11.7647,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tornanádaska,422,266,260,0,23,3,0,222,63.0332,8.8462,85.3846,1.1538,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tornaszentandrás,120,91,90,0,38,5,0,47,75.8333,42.2222,52.2222,5.5556,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tornaszentjakab,123,79,78,0,31,1,0,46,64.2276,39.7436,58.9744,1.2821,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tornyosnémeti,254,198,194,1,53,9,0,127,77.9528,27.3196,65.4639,4.6392,0.0,0.5155,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Trizs,144,118,117,2,46,14,1,54,81.9444,39.3162,46.1538,11.9658,0.8547,1.7094,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Tállya,1280,927,915,3,501,66,21,301,72.4219,54.7541,32.8962,7.2131,2.2951,0.3279,TISZA
Borsod-Abaúj-Zemplén,Uppony,226,163,162,1,93,11,2,55,72.1239,57.4074,33.9506,6.7901,1.2346,0.6173,TISZA
Borsod-Abaúj-Zemplén,Vadna,477,367,365,0,230,27,5,103,76.9392,63.0137,28.2192,7.3973,1.3699,0.0,TISZA
Borsod-Abaúj-Zemplén,Vajdácska,925,616,612,1,273,29,1,293,66.5946,44.6078,47.8758,4.7386,0.1634,0.1634,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Varbó,851,698,694,5,414,50,5,220,82.0212,59.6542,31.7003,7.2046,0.7205,0.7205,TISZA
Borsod-Abaúj-Zemplén,Varbóc,44,38,38,0,14,6,0,18,86.3636,36.8421,47.3684,15.7895,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Vatta,677,551,547,4,268,22,8,245,81.3885,48.9945,44.7898,4.0219,1.4625,0.7313,TISZA
Borsod-Abaúj-Zemplén,Vilmány,899,482,466,1,127,6,1,325,53.6151,27.2532,69.7425,1.2876,0.2146,0.2146,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Vilyvitány,190,135,134,0,57,12,0,65,71.0526,42.5373,48.5075,8.9552,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Viss,384,206,200,1,76,6,2,82,53.6458,38.0,41.0,3.0,1.0,0.5,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Viszló,49,44,44,2,17,1,0,24,89.7959,38.6364,54.5455,2.2727,0.0,4.5455,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Vizsoly,579,433,431,1,128,34,3,257,74.7841,29.6984,59.6288,7.8886,0.6961,0.232,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Vágáshuta,74,55,55,1,21,2,0,29,74.3243,38.1818,52.7273,3.6364,0.0,1.8182,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Vámosújfalu,554,462,454,3,195,43,6,193,83.3935,42.9515,42.511,9.4714,1.3216,0.6608,TISZA
Borsod-Abaúj-Zemplén,Zalkod,149,111,108,1,41,6,2,58,74.4966,37.963,53.7037,5.5556,1.8519,0.9259,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Zemplénagárd,446,270,265,1,83,11,1,147,60.5381,31.3208,55.4717,4.1509,0.3774,0.3774,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Ziliz,283,205,203,0,96,20,3,84,72.4382,47.2906,41.3793,9.8522,1.4778,0.0,TISZA
Borsod-Abaúj-Zemplén,Zsujta,194,157,155,1,34,6,3,111,80.9278,21.9355,71.6129,3.871,1.9355,0.6452,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Zubogy,373,305,305,0,171,23,6,105,81.7694,56.0656,34.4262,7.541,1.9672,0.0,TISZA
Borsod-Abaúj-Zemplén,Zádorfalva,315,198,183,0,54,0,0,121,62.8571,29.5082,66.1202,0.0,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Ároktő,756,510,501,1,188,32,4,271,67.4603,37.525,54.0918,6.3872,0.7984,0.1996,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Égerszög,42,39,39,0,11,5,0,23,92.8571,28.2051,58.9744,12.8205,0.0,0.0,FIDESZ_KDNP
Borsod-Abaúj-Zemplén,Ónod,1685,1105,1093,2,574,72,17,403,65.5786,52.516,36.871,6.5874,1.5554,0.183,TISZA
Borsod-Abaúj-Zemplén,Ózd,23638,17526,17380,82,8996,1179,219,6685,74.1433,51.7606,38.4638,6.7837,1.2601,0.4718,TISZA
Borsod-Abaúj-Zemplén,Újcsanálos,576,415,415,1,188,28,1,196,72.0486,45.3012,47.2289,6.747,0.241,0.241,FIDESZ_KDNP
Budapest,Budapest I. kerület,18030,15085,14997,303,9200,572,157,4747,83.6661,61.3456,31.653,3.8141,1.0469,2.0204,TISZA
Budapest,Budapest II. kerület,58979,55568,55251,908,35747,1938,774,15810,94.2166,64.6993,28.6149,3.5076,1.4009,1.6434,TISZA
Budapest,Budapest III. kerület,91736,81326,80951,1164,52304,3882,1418,22080,88.6522,64.6119,27.2758,4.7955,1.7517,1.4379,TISZA
Budapest,Budapest IV. kerület,69648,57604,57367,744,36707,2787,1372,15686,82.7073,63.9863,27.3432,4.8582,2.3916,1.2969,TISZA
Budapest,Budapest IX. kerület,35816,27423,27232,432,17954,1143,357,7241,76.5663,65.9298,26.59,4.1973,1.311,1.5864,TISZA
Budapest,Budapest V. kerület,15076,17340,17237,265,10667,672,228,5370,115.0172,61.8843,31.1539,3.8986,1.3227,1.5374,TISZA
Budapest,Budapest VI. kerület,20652,20584,20465,321,13628,743,319,5418,99.6707,66.5917,26.4745,3.6306,1.5588,1.5685,TISZA
Budapest,Budapest VII. kerület,29599,21556,21368,396,13614,895,325,6029,72.8268,63.7121,28.2151,4.1885,1.521,1.8532,TISZA
Budapest,Budapest VIII. kerület,44394,35971,35768,618,22578,1478,509,10526,81.0267,63.1235,29.4285,4.1322,1.4231,1.7278,TISZA
Budapest,Budapest X. kerület,48677,41760,41579,478,25850,1971,820,12412,85.79,62.1708,29.8516,4.7404,1.9721,1.1496,TISZA
Budapest,Budapest XI. kerület,95220,81172,80796,1296,51902,3416,1299,22770,85.2468,64.2383,28.1821,4.2279,1.6078,1.604,TISZA
Budapest,Budapest XII. kerület,39091,38252,38044,879,24212,1335,450,11111,97.8537,63.6421,29.2057,3.5091,1.1828,2.3105,TISZA
Budapest,Budapest XIII. kerület,84714,72570,72257,1014,50480,2729,1374,16536,85.6647,69.8617,22.885,3.7768,1.9015,1.4033,TISZA
Budapest,Budapest XIV. kerület,82771,73455,73121,1013,48832,3166,1275,18748,88.7449,66.7825,25.6397,4.3298,1.7437,1.3854,TISZA
Budapest,Budapest XIX. kerület,41434,36920,36763,515,23221,1878,636,10471,89.1056,63.1641,28.4824,5.1084,1.73,1.4009,TISZA
Budapest,Budapest XV. kerület,56346,48669,48457,657,29605,2578,1136,14420,86.3753,61.0954,29.7583,5.3202,2.3443,1.3558,TISZA
Budapest,Budapest XVI. kerület,53143,48982,48765,612,30289,2360,697,14727,92.1702,62.1122,30.1999,4.8395,1.4293,1.255,TISZA
Budapest,Budapest XVII. kerület,65132,58227,58012,616,35580,3093,921,17736,89.3985,61.3321,30.573,5.3317,1.5876,1.0618,TISZA
Budapest,Budapest XVIII. kerület,74397,61777,61533,695,37608,3290,1134,18664,83.037,61.1184,30.3317,5.3467,1.8429,1.1295,TISZA
Budapest,Budapest XX. kerület,45824,36042,35843,418,21581,1835,623,11280,78.6531,60.2098,31.4706,5.1195,1.7381,1.1662,TISZA
Budapest,Budapest XXI. kerület,52677,45015,44786,522,28062,2545,756,12827,85.4548,62.658,28.6406,5.6826,1.688,1.1655,TISZA
Budapest,Budapest XXII. kerület,41145,38543,38368,536,23777,1971,579,11444,93.676,61.9709,29.8269,5.1371,1.5091,1.397,TISZA
Budapest,Budapest XXIII. kerület,17102,16747,16639,183,10505,843,198,4772,97.9242,63.1348,28.6796,5.0664,1.19,1.0998,TISZA
Bács-Kiskun,Akasztó,2549,2021,2012,10,886,157,16,935,79.286,44.0358,46.4712,7.8032,0.7952,0.497,FIDESZ_KDNP
Bács-Kiskun,Apostag,1649,1274,1262,9,653,124,13,463,77.2589,51.7433,36.6878,9.8257,1.0301,0.7132,TISZA
Bács-Kiskun,Baja,26128,23359,23138,134,13531,1365,242,7612,89.4022,58.4796,32.8983,5.8994,1.0459,0.5791,TISZA
Bács-Kiskun,Ballószög,3255,2694,2676,17,1493,227,24,915,82.765,55.7922,34.1928,8.4828,0.8969,0.6353,TISZA
Bács-Kiskun,Balotaszállás,1102,784,760,0,316,70,6,362,71.1434,41.5789,47.6316,9.2105,0.7895,0.0,FIDESZ_KDNP
Bács-Kiskun,Borota,954,690,686,2,337,64,11,272,72.327,49.1254,39.6501,9.3294,1.6035,0.2915,TISZA
Bács-Kiskun,Bugac,2087,1584,1583,11,694,154,8,716,75.8984,43.8408,45.2306,9.7284,0.5054,0.6949,FIDESZ_KDNP
Bács-Kiskun,Bugacpusztaháza,209,155,151,0,56,7,1,87,74.1627,37.0861,57.6159,4.6358,0.6623,0.0,FIDESZ_KDNP
Bács-Kiskun,Bácsalmás,4859,3313,3284,20,1807,199,90,1117,68.1828,55.0244,34.0134,6.0597,2.7406,0.609,TISZA
Bács-Kiskun,Bácsbokod,1956,1383,1376,8,672,95,16,553,70.7055,48.8372,40.189,6.9041,1.1628,0.5814,TISZA
Bács-Kiskun,Bácsborsód,864,571,562,6,258,34,6,256,66.088,45.9075,45.5516,6.0498,1.0676,1.0676,TISZA
Bács-Kiskun,Bácsszentgyörgy,114,84,84,0,28,10,2,43,73.6842,33.3333,51.1905,11.9048,2.381,0.0,FIDESZ_KDNP
Bács-Kiskun,Bácsszőlős,243,170,169,1,77,13,0,77,69.9588,45.5621,45.5621,7.6923,0.0,0.5917,TISZA
Bács-Kiskun,Bátmonostor,1206,893,886,4,419,72,2,387,74.0464,47.2912,43.6795,8.1264,0.2257,0.4515,TISZA
Bács-Kiskun,Bátya,1540,1162,1157,6,616,50,15,468,75.4545,53.2411,40.4494,4.3215,1.2965,0.5186,TISZA
Bács-Kiskun,Bócsa,1370,1081,1074,10,526,91,11,435,78.9051,48.9758,40.5028,8.473,1.0242,0.9311,TISZA
Bács-Kiskun,Csengőd,1619,1224,1218,5,424,113,7,661,75.6022,34.8112,54.2693,9.2775,0.5747,0.4105,FIDESZ_KDNP
Bács-Kiskun,Csikéria,556,372,371,1,168,36,5,158,66.9065,45.283,42.5876,9.7035,1.3477,0.2695,TISZA
Bács-Kiskun,Császártöltés,1731,1266,1241,3,590,71,13,431,73.1369,47.5423,34.7301,5.7212,1.0475,0.2417,TISZA
Bács-Kiskun,Csátalja,1017,729,722,3,289,46,10,353,71.6814,40.0277,48.892,6.3712,1.385,0.4155,FIDESZ_KDNP
Bács-Kiskun,Csávoly,1366,960,945,1,442,76,10,395,70.2782,46.7725,41.7989,8.0423,1.0582,0.1058,TISZA
Bács-Kiskun,Csólyospálos,1220,970,961,10,409,109,5,428,79.5082,42.5598,44.5369,11.3424,0.5203,1.0406,FIDESZ_KDNP
Bács-Kiskun,Drágszél,214,147,147,1,51,11,3,81,68.6916,34.6939,55.102,7.483,2.0408,0.6803,FIDESZ_KDNP
Bács-Kiskun,Dunaegyháza,1196,848,848,3,518,44,6,274,70.903,61.0849,32.3113,5.1887,0.7075,0.3538,TISZA
Bács-Kiskun,Dunafalva,635,498,494,3,180,40,1,270,78.4252,36.4372,54.6559,8.0972,0.2024,0.6073,FIDESZ_KDNP
Bács-Kiskun,Dunapataj,2506,1867,1851,15,991,93,22,724,74.5012,53.5386,39.114,5.0243,1.1885,0.8104,TISZA
Bács-Kiskun,Dunaszentbenedek,599,404,399,2,167,32,6,192,67.4457,41.8546,48.1203,8.0201,1.5038,0.5013,FIDESZ_KDNP
Bács-Kiskun,Dunatetétlen,436,342,336,1,133,28,0,174,78.4404,39.5833,51.7857,8.3333,0.0,0.2976,FIDESZ_KDNP
Bács-Kiskun,Dunavecse,3046,2171,2151,16,1031,109,36,946,71.2738,47.9312,43.9795,5.0674,1.6736,0.7438,TISZA
Bács-Kiskun,Dusnok,2234,1804,1788,4,734,188,9,831,80.752,41.0515,46.4765,10.5145,0.5034,0.2237,FIDESZ_KDNP
Bács-Kiskun,Dávod,1462,1007,998,4,409,83,8,492,68.8782,40.982,49.2986,8.3166,0.8016,0.4008,FIDESZ_KDNP
Bács-Kiskun,Fajsz,1233,887,877,3,403,63,10,384,71.9384,45.9521,43.7856,7.1836,1.1403,0.3421,TISZA
Bács-Kiskun,Felsőlajos,777,599,594,4,257,54,5,274,77.0914,43.266,46.1279,9.0909,0.8418,0.6734,FIDESZ_KDNP
Bács-Kiskun,Felsőszentiván,1430,1065,1057,3,537,65,11,429,74.4755,50.8042,40.5866,6.1495,1.0407,0.2838,TISZA
Bács-Kiskun,Foktő,1109,866,859,6,491,60,13,288,78.0884,57.1595,33.5274,6.9849,1.5134,0.6985,TISZA
Bács-Kiskun,Fülöpháza,671,548,547,7,276,42,2,220,81.6692,50.457,40.2194,7.6782,0.3656,1.2797,TISZA
Bács-Kiskun,Fülöpjakab,888,699,697,4,324,51,6,312,78.7162,46.4849,44.7633,7.3171,0.8608,0.5739,TISZA
Bács-Kiskun,Fülöpszállás,1764,1239,1230,6,539,84,12,589,70.2381,43.8211,47.8862,6.8293,0.9756,0.4878,FIDESZ_KDNP
Bács-Kiskun,Gara,1451,1053,1039,7,482,66,11,444,72.5706,46.3908,42.7334,6.3523,1.0587,0.6737,TISZA
Bács-Kiskun,Gátér,715,564,559,5,283,39,2,230,78.8811,50.6261,41.1449,6.9767,0.3578,0.8945,TISZA
Bács-Kiskun,Géderlak,739,552,544,2,291,28,5,218,74.6955,53.4926,40.0735,5.1471,0.9191,0.3676,TISZA
